"","i","ab","ac","ad","ae"
"56",56,0.882474226804124,0.00141165607604424,0.84954954954955,0.00288819580505575
"57",57,0.882345360824742,0.00107817013728618,0.848348348348348,0.00106172189367351
"58",58,0.882474226804124,0.00125603019907332,0.849249249249249,0.00171197511276146
"59",59,0.881572164948454,0.000840103402732297,0.848648648648649,0.000671491885135082
"60",60,0.881829896907216,0.000734649114110267,0.848048048048048,0.00164481248500052
"61",61,0.882345360824742,0.000576306179767985,0.849249249249249,0.00134298377027012
"62",62,0.881701030927835,0.000576306179767985,0.848048048048048,0.00125624628608722
"63",63,0.881958762886598,0.000955695681326757,0.848948948948949,0.00171197511276145
"64",64,0.883505154639175,0.00139687392968291,0.848648648648649,0.00342395022552294
"65",65,0.881829896907216,0.00148335881871408,0.84954954954955,0.00195771844000077
"66",66,0.882087628865979,0.00120543085914109,0.84954954954955,0.00125624628608718
"67",67,0.882860824742268,0.000539085068643088,0.849249249249249,0.00311357978278194
"68",68,0.883505154639175,0.001538316544628,0.848948948948949,0.00171197511276145
"69",69,0.881701030927835,0.00117048338431604,0.849249249249249,0.00201447565540519
"70",70,0.88298969072165,0.000864459269651978,0.848348348348348,0.00237408232745374
"71",71,0.882087628865979,0.000789139736721382,0.84954954954955,0.00195771844000077
"72",72,0.882216494845361,0.00115261235953597,0.849249249249249,0.00134298377027012
"73",73,0.881701030927835,0.00125603019907332,0.847747747747748,0.00171197511276149
"74",74,0.882860824742268,0.00105874205703318,0.848348348348348,0.003003003003003
"75",75,0.881958762886598,0.00115261235953597,0.848648648648649,0.00195771844000082
"76",76,0.88298969072165,0.000734649114110267,0.847747747747748,0.00311357978278195
"77",77,0.881958762886598,0.000840103402732297,0.85015015015015,0.00288819580505575
"78",78,0.883118556701031,0.00107817013728618,0.849249249249249,0.00171197511276146
"79",79,0.881701030927835,0.000576306179767985,0.847447447447447,0.00227713977298849
"80",80,0.882731958762887,0.00045561003942432,0.848648648648649,0.000671491885135082
"81",81,0.882603092783505,0.00115261235953597,0.848948948948949,0.00311357978278194
"82",82,0.882216494845361,0.00115261235953597,0.851051051051051,0.00195771844000077
"83",83,0.882087628865979,0.00101877501938414,0.848348348348348,0.00260067688824155
"84",84,0.882474226804124,0.00125603019907332,0.848048048048048,0.00164481248500052
"85",85,0.882731958762887,0.00091122007884864,0.85015015015015,0.00195771844000077
"86",86,0.882731958762887,0.00128865979381443,0.848048048048048,0.00342395022552295
"87",87,0.883118556701031,0.00196494209819289,0.851351351351351,0.00300300300300299
"88",88,0.881958762886598,0.00105874205703318,0.84954954954955,0.00195771844000077
"89",89,0.881701030927835,0.000734649114110267,0.848048048048048,0.00288819580505577
"90",90,0.88298969072165,0.00107817013728618,0.847747747747748,0.00227713977298844
"91",91,0.882860824742268,0.000539085068643088,0.848948948948949,0.00345671604601241
"92",92,0.88298969072165,0.000576306179767985,0.849249249249249,0.00227713977298844
"93",93,0.882731958762887,0.00144076544941996,0.848948948948949,0.00251249257217439
"94",94,0.881829896907216,0.00133611091194121,0.848948948948949,0.00171197511276145
"95",95,0.882345360824742,0.000734649114110267,0.84954954954955,0.00195771844000077
"96",96,0.882216494845361,0.000955695681326757,0.850750750750751,0.00311357978278193
"97",97,0.88298969072165,0.000734649114110267,0.84954954954955,0.00164481248500049
"98",98,0.882860824742268,0.00139687392968291,0.84984984984985,0.00260067688824155
"99",99,0.882216494845361,0.00184508003392736,0.848948948948949,0.00227713977298844
"100",100,0.882216494845361,0.00115261235953597,0.85015015015015,0.00164481248500046
"101",101,0.882216494845361,0.00166780658576607,0.848048048048048,0.00164481248500052
"102",102,0.881958762886598,0.000840103402732297,0.85045045045045,0.00311357978278193
"103",103,0.882345360824742,0.0017408835162508,0.85045045045045,0.0020144756554052
"104",104,0.882603092783505,0.00178794290277211,0.85045045045045,0.00134298377027011
"105",105,0.881701030927835,0.00107817013728618,0.849249249249249,0.00251249257217439
"106",106,0.882345360824742,0.000864459269651977,0.849249249249249,0.00171197511276146
"107",107,0.882731958762887,0.000644329896907214,0.851051051051051,0.00164481248500046
"108",108,0.882603092783505,0.000955695681326757,0.84984984984985,0.00183895626335072
"109",109,0.882603092783505,0.00105874205703318,0.848948948948949,0.00311357978278194
"110",110,0.882345360824742,0.00133611091194121,0.849249249249249,0.00227713977298844
"111",111,0.881701030927835,0.00148335881871408,0.84954954954955,0.00125624628608718
"112",112,0.882216494845361,0.000539085068643088,0.850750750750751,0.00272761293161934
"113",113,0.882087628865979,0.00101877501938414,0.84954954954955,0.00358478570159559
"114",114,0.882474226804124,0.000977174670625196,0.850750750750751,0.00171197511276144
"115",115,0.882731958762887,0.00111601211827891,0.849249249249249,0.00227713977298844
"116",116,0.882345360824742,0.00148335881871408,0.85045045045045,0.00272761293161934
"117",117,0.882731958762887,0.00091122007884864,0.850750750750751,0.0008224062425002
"118",118,0.881314432989691,0.00115261235953597,0.848348348348348,0.00352133315302058
"119",119,0.882345360824742,0.000576306179767985,0.851351351351351,0.00280905209217262
"120",120,0.882603092783505,0.00123939330294274,0.85015015015015,0.00164481248500046
"121",121,0.882731958762887,0.0022780501971216,0.848648648648649,0.00164481248500048
"122",122,0.880927835051546,0.00123939330294274,0.85015015015015,0.00246721872750073
"123",123,0.881958762886598,0.00105874205703318,0.84984984984985,0.00237408232745372
"124",124,0.881185567010309,0.00148335881871408,0.849249249249249,0.00134298377027012
"125",125,0.881829896907216,0.000734649114110267,0.851051051051051,0.00125624628608717
