"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","Accuracy","Kappa","AccuracySD","KappaSD"
"829",0.0125,6,0,0.25,1,0.25,250,0.836356492969396,0.263493303401996,0.0156279450898007,0.0690053038729169
"833",0.0125,6,0,0.25,1,0.5,250,0.83571546732837,0.282135511916785,0.0204613958099136,0.0913190908548691
"837",0.0125,6,0,0.25,1,0.75,250,0.842803970223325,0.323503327215493,0.0217855268688044,0.0996796541867159
"841",0.0125,6,0,0.5,1,0.25,250,0.834433416046319,0.263633046343753,0.0184334342653203,0.0850169461951152
"845",0.0125,6,0,0.5,1,0.5,250,0.842167080231596,0.314955020667235,0.019702550395537,0.0894028758731452
"849",0.0125,6,0,0.5,1,0.75,250,0.844735318444996,0.341678934321116,0.0157017247968684,0.0761971117755805
"853",0.0125,6,0,0.75,1,0.25,250,0.83893300248139,0.292844617793009,0.0188170295829678,0.0798598831515446
"857",0.0125,6,0,0.75,1,0.5,250,0.841517783291977,0.327099071931146,0.0177790217001104,0.082106961307946
"861",0.0125,6,0,0.75,1,0.75,250,0.84151364764268,0.334271909052042,0.0159140993441616,0.0677232494448496
"109",0.005,8,0,0.25,1,0.25,250,0.833767576509512,0.220435212374042,0.00941437968142311,0.0505785163637094
"113",0.005,8,0,0.25,1,0.5,250,0.832489660876758,0.24496980428853,0.0129949094382777,0.0653442424589889
"117",0.005,8,0,0.25,1,0.75,250,0.838937138130686,0.292533797668122,0.0201884012469649,0.0906912176073889
"121",0.005,8,0,0.5,1,0.25,250,0.835698924731183,0.236743205834709,0.00865871486404451,0.0469939614018222
"125",0.005,8,0,0.5,1,0.5,250,0.837650951199338,0.286240645844315,0.0168702862797378,0.079648988168108
"129",0.005,8,0,0.5,1,0.75,250,0.840215053763441,0.312645040118094,0.0159225326619555,0.0750939019206994
"133",0.005,8,0,0.75,1,0.25,250,0.833130686517783,0.228182122789794,0.0104835143151713,0.0488810584423026
"137",0.005,8,0,0.75,1,0.5,250,0.836352357320099,0.281434587407351,0.0116284247754522,0.0539046566640539
"141",0.005,8,0,0.75,1,0.75,250,0.839578163771712,0.314965941413469,0.0181706874176278,0.0878047021748108
"361",0.0075,8,0,0.25,1,0.25,250,0.833775847808106,0.233059244877822,0.0140022123408315,0.0578573078821141
"365",0.0075,8,0,0.25,1,0.5,250,0.840223325062035,0.298110339835665,0.0208385679151394,0.0935078791059587
"369",0.0075,8,0,0.25,1,0.75,250,0.84151364764268,0.315082282001663,0.0222204587715971,0.104621291303918
"373",0.0075,8,0,0.5,1,0.25,250,0.837638544251447,0.250398697584839,0.0087897104921026,0.0414308516656326
"377",0.0075,8,0,0.5,1,0.5,250,0.838287841191067,0.296164895798575,0.0160255185862371,0.0681968351309347
"381",0.0075,8,0,0.5,1,0.75,250,0.844081885856079,0.344209195029424,0.016198451910467,0.0808394060909177
"385",0.0075,8,0,0.75,1,0.25,250,0.836989247311828,0.248908816992319,0.00794600198554092,0.0377959971360625
"389",0.0075,8,0,0.75,1,0.5,250,0.838287841191067,0.305153878914412,0.017932222829196,0.0802460836840755
"393",0.0075,8,0,0.75,1,0.75,250,0.84666253101737,0.357216346293513,0.0197655006849293,0.0947481004467754
"613",0.01,8,0,0.25,1,0.25,250,0.833138957816377,0.237591863032946,0.0165036999042077,0.0641963283843463
"617",0.01,8,0,0.25,1,0.5,250,0.842808105872622,0.321786610130522,0.0185253952244377,0.0792924131537884
"621",0.01,8,0,0.25,1,0.75,250,0.84409429280397,0.348270558666237,0.0210136731959323,0.0823819710097212
"625",0.01,8,0,0.5,1,0.25,250,0.83893300248139,0.27903199983652,0.0156025551130787,0.0824848100486548
"629",0.01,8,0,0.5,1,0.5,250,0.843457402812241,0.332669374843416,0.0198816682003401,0.0856441230556452
"633",0.01,8,0,0.5,1,0.75,250,0.844735318444996,0.35289988456297,0.0220527812895308,0.0978005707357923
"637",0.01,8,0,0.75,1,0.25,250,0.837655086848635,0.284215830797478,0.0188934683746975,0.0898021266147598
"641",0.01,8,0,0.75,1,0.5,250,0.844731182795699,0.34751911276743,0.0181940494613517,0.0753525350634298
"645",0.01,8,0,0.75,1,0.75,250,0.845372208436725,0.367466750589676,0.0191149379437573,0.0824317890009693
"865",0.0125,8,0,0.25,1,0.25,250,0.839586435070306,0.281623685743963,0.019068814735203,0.0883759234211681
"869",0.0125,8,0,0.25,1,0.5,250,0.840876757650951,0.317361676725548,0.0203742025627632,0.100055593478366
"873",0.0125,8,0,0.25,1,0.75,250,0.847965260545906,0.368858208270207,0.0229606375654874,0.103379932413901
"877",0.0125,8,0,0.5,1,0.25,250,0.840872622001654,0.295745202558034,0.0187624831635013,0.0987166772921367
"881",0.0125,8,0,0.5,1,0.5,250,0.8479735318445,0.358361321208842,0.0234783497493352,0.105750292874529
"885",0.0125,8,0,0.5,1,0.75,250,0.846670802315964,0.371891528252784,0.0191930890135296,0.0883219121750897
"889",0.0125,8,0,0.75,1,0.25,250,0.8421629445823,0.309926529004225,0.0169847317487189,0.0829919370017045
"893",0.0125,8,0,0.75,1,0.5,250,0.844739454094293,0.35549064656247,0.0170474030247956,0.072221872405304
"897",0.0125,8,0,0.75,1,0.75,250,0.847311827956989,0.376093184128251,0.0161661044546667,0.0728487318674297
"145",0.005,10,0,0.25,1,0.25,250,0.834412737799835,0.225349511327157,0.00792968020088738,0.0359757235679151
"149",0.005,10,0,0.25,1,0.5,250,0.838291976840364,0.288826718931113,0.0193787075629195,0.102713554204917
"153",0.005,10,0,0.25,1,0.75,250,0.842150537634409,0.325016163135135,0.0184297698960276,0.0767295856252598
"157",0.005,10,0,0.5,1,0.25,250,0.834416873449132,0.236892111433516,0.0103633536493253,0.0476809825616996
"161",0.005,10,0,0.5,1,0.5,250,0.838937138130686,0.294746914737589,0.0177636742244684,0.0853206920208081
"165",0.005,10,0,0.5,1,0.75,250,0.842799834574028,0.335267249501885,0.0209453428126066,0.0923799051795077
"169",0.005,10,0,0.75,1,0.25,250,0.831836228287841,0.234215228375936,0.0122075201475864,0.0461371926439889
"173",0.005,10,0,0.75,1,0.5,250,0.839574028122415,0.3166351249258,0.0151607943223394,0.062705995757051
"177",0.005,10,0,0.75,1,0.75,250,0.844731182795699,0.350450253016423,0.0179380548434912,0.08534374339312
"397",0.0075,10,0,0.25,1,0.25,250,0.838279569892473,0.250965902773961,0.00969996047313891,0.0601246089642881
"401",0.0075,10,0,0.25,1,0.5,250,0.83894540942928,0.303912789741352,0.024085848949336,0.111484921554608
"405",0.0075,10,0,0.25,1,0.75,250,0.844090157154673,0.347295872623201,0.0179828680951513,0.0766904096471653
"409",0.0075,10,0,0.5,1,0.25,250,0.833779983457403,0.243712607734569,0.0139320688908091,0.0645087795268375
"413",0.0075,10,0,0.5,1,0.5,250,0.843449131513648,0.328175229436719,0.0192654014087877,0.0833908517644007
"417",0.0075,10,0,0.5,1,0.75,250,0.844739454094293,0.354695992197731,0.0186040773835712,0.0861763858041657
"421",0.0075,10,0,0.75,1,0.25,250,0.834425144747725,0.256705300084429,0.0136686973633087,0.0566776984701544
"425",0.0075,10,0,0.75,1,0.5,250,0.842146401985112,0.336958712556599,0.0166345716542243,0.0651210945988117
"429",0.0075,10,0,0.75,1,0.75,250,0.843449131513648,0.354689284996929,0.0192408433461798,0.0786310986837095
"649",0.01,10,0,0.25,1,0.25,250,0.831195202646816,0.256534913889919,0.0161899275558197,0.0676155276051839
"653",0.01,10,0,0.25,1,0.5,250,0.843457402812241,0.33078024763646,0.0238763052440117,0.0995550592396528
"657",0.01,10,0,0.25,1,0.75,250,0.845388751033912,0.365283145467295,0.0207974073270714,0.0871001106370141
"661",0.01,10,0,0.5,1,0.25,250,0.836344086021505,0.273750313849859,0.0155105632535836,0.0699265544967678
"665",0.01,10,0,0.5,1,0.5,250,0.843449131513648,0.337416745773242,0.0185216685047842,0.075460805731661
"669",0.01,10,0,0.5,1,0.75,250,0.844735318444996,0.361318910648694,0.0211973268519362,0.0919322492261452
"673",0.01,10,0,0.75,1,0.25,250,0.834429280397022,0.266621329669088,0.016671987885883,0.0752685815246534
"677",0.01,10,0,0.75,1,0.5,250,0.845380479735318,0.359263016959823,0.0164044879305058,0.0700208115499233
"681",0.01,10,0,0.75,1,0.75,250,0.843449131513648,0.367058981607974,0.0201794090500265,0.082441692868569
"901",0.0125,10,0,0.25,1,0.25,250,0.836356492969396,0.273252783028394,0.0195818755645317,0.09450507225062
"905",0.0125,10,0,0.25,1,0.5,250,0.844739454094293,0.341909053828869,0.0202550744432373,0.0718586455016751
"909",0.0125,10,0,0.25,1,0.75,250,0.846029776674938,0.369101961593321,0.0238090590758755,0.0969613691881662
"913",0.0125,10,0,0.5,1,0.25,250,0.837646815550041,0.289710341008459,0.0139321677838541,0.0659407851550808
"917",0.0125,10,0,0.5,1,0.5,250,0.848610421836228,0.369798728935326,0.0189957875096739,0.0778061380076399
"921",0.0125,10,0,0.5,1,0.75,250,0.845380479735318,0.369162531906826,0.0201953357925127,0.0885014089729031
"925",0.0125,10,0,0.75,1,0.25,250,0.842812241521919,0.316384191843311,0.0184701881937862,0.0839695966941144
"929",0.0125,10,0,0.75,1,0.5,250,0.847969396195203,0.370442228741998,0.0233152377987341,0.0933860808560921
"933",0.0125,10,0,0.75,1,0.75,250,0.84086435070306,0.359423846464178,0.021587301007001,0.0793075641968873
"181",0.005,12,0,0.25,1,0.25,250,0.834408602150538,0.222018197541739,0.00743241625567304,0.0441022352588496
"185",0.005,12,0,0.25,1,0.5,250,0.838941273779984,0.299457035710144,0.020827539368954,0.0936850538973465
"189",0.005,12,0,0.25,1,0.75,250,0.84409429280397,0.344709860871027,0.0216638716273774,0.0931639154432961
"193",0.005,12,0,0.5,1,0.25,250,0.833130686517783,0.234096776282821,0.0108940753277033,0.0463786543247932
"197",0.005,12,0,0.5,1,0.5,250,0.842803970223325,0.321836682299216,0.0170077065394642,0.0729060032234526
"201",0.005,12,0,0.5,1,0.75,250,0.842799834574028,0.346410279941392,0.0186067499364466,0.0815390517342665
"205",0.005,12,0,0.75,1,0.25,250,0.833771712158809,0.238309290544085,0.00980598020948814,0.0393208390352376
"209",0.005,12,0,0.75,1,0.5,250,0.843449131513648,0.33046805313729,0.0169399951170622,0.0735634314482415
"213",0.005,12,0,0.75,1,0.75,250,0.846021505376344,0.362960974928163,0.0176609044422555,0.0766853117860251
"433",0.0075,12,0,0.25,1,0.25,250,0.833126550868486,0.233505241310799,0.0114122108122589,0.0565413781201088
"437",0.0075,12,0,0.25,1,0.5,250,0.841521918941274,0.321105212765421,0.0212653801771134,0.08823076036178
"441",0.0075,12,0,0.25,1,0.75,250,0.84667493796526,0.370104681420529,0.022057694012609,0.0966430668678303
"445",0.0075,12,0,0.5,1,0.25,250,0.834408602150538,0.250467216911625,0.00743241625567301,0.0392685461575971
"449",0.0075,12,0,0.5,1,0.5,250,0.8421629445823,0.332561023810705,0.0204328909473773,0.0812580475130593
"453",0.0075,12,0,0.5,1,0.75,250,0.844739454094293,0.361613032660069,0.024207662033897,0.101273606925541
"457",0.0075,12,0,0.75,1,0.25,250,0.833779983457403,0.257524095041984,0.0160888132942227,0.0701192121505248
"461",0.0075,12,0,0.75,1,0.5,250,0.846029776674938,0.353185778583125,0.0175465613590269,0.0669430193217599
"465",0.0075,12,0,0.75,1,0.75,250,0.846021505376344,0.36818611403921,0.0171291651066375,0.0803325789311861
"685",0.01,12,0,0.25,1,0.25,250,0.83636476426799,0.266234196077827,0.0185031581938102,0.0816446318489821
"689",0.01,12,0,0.25,1,0.5,250,0.840231596360629,0.32214682173445,0.0200878949377591,0.084449884078889
"693",0.01,12,0,0.25,1,0.75,250,0.843453267162945,0.362992890647333,0.0231353842753775,0.090444625749002
"697",0.01,12,0,0.5,1,0.25,250,0.83570306038048,0.262805570521503,0.0125044426295106,0.0461580889792835
"701",0.01,12,0,0.5,1,0.5,250,0.84474358974359,0.345319386276228,0.0195205027135908,0.0769347675075206
"705",0.01,12,0,0.5,1,0.75,250,0.843453267162945,0.364762857281725,0.0205973424198657,0.0839251506028747
"709",0.01,12,0,0.75,1,0.25,250,0.83894540942928,0.287355210464828,0.0157207393969136,0.0757287637129397
"713",0.01,12,0,0.75,1,0.5,250,0.84667493796526,0.360722610696718,0.0203112006361457,0.0841567703011898
"717",0.01,12,0,0.75,1,0.75,250,0.842158808933002,0.359629796775366,0.018835926095702,0.0781392454202109
"937",0.0125,12,0,0.25,1,0.25,250,0.839578163771712,0.289768217576089,0.0173903711440295,0.0759394404314554
"941",0.0125,12,0,0.25,1,0.5,250,0.84667493796526,0.355332372751526,0.0226779791395956,0.0842615531842375
"945",0.0125,12,0,0.25,1,0.75,250,0.843449131513648,0.366498827685107,0.0233656353031225,0.095403869967794
"949",0.0125,12,0,0.5,1,0.25,250,0.840235732009926,0.300202350198411,0.0195675070559772,0.0900141644802092
"953",0.0125,12,0,0.5,1,0.5,250,0.847320099255583,0.368228893198681,0.0216802869778966,0.0928977381851407
"957",0.0125,12,0,0.5,1,0.75,250,0.845384615384615,0.377794634234117,0.0212610830313379,0.0865293046893142
"961",0.0125,12,0,0.75,1,0.25,250,0.837655086848635,0.304198919956057,0.0207310900011543,0.0903256965788955
"965",0.0125,12,0,0.75,1,0.5,250,0.847969396195203,0.369966623422826,0.020121032530695,0.0829781298693896
"969",0.0125,12,0,0.75,1,0.75,250,0.8421629445823,0.371900770740926,0.0182956069521078,0.0758550120605041
"217",0.005,14,0,0.25,1,0.25,250,0.833767576509512,0.226372009766152,0.0078026708301674,0.0442861765911423
"221",0.005,14,0,0.25,1,0.5,250,0.83636476426799,0.285509666570765,0.0227464391612038,0.102791023383706
"225",0.005,14,0,0.25,1,0.75,250,0.845384615384615,0.358397509632055,0.0248702008009128,0.108921703755499
"229",0.005,14,0,0.5,1,0.25,250,0.834421009098428,0.234184082224477,0.00934286716344142,0.0433303634731355
"233",0.005,14,0,0.5,1,0.5,250,0.837001654259719,0.303192689396892,0.0180489815129317,0.0743219200426334
"237",0.005,14,0,0.5,1,0.75,250,0.847315963606286,0.367812150511675,0.0225636252715715,0.0967447732855124
"241",0.005,14,0,0.75,1,0.25,250,0.835062034739454,0.243700304960692,0.00845386694120604,0.0417729570166748
"245",0.005,14,0,0.75,1,0.5,250,0.846025641025641,0.345727107439141,0.017866265034511,0.076533829122769
"249",0.005,14,0,0.75,1,0.75,250,0.847965260545906,0.374634671436694,0.0199274964284659,0.0807347202626202
"469",0.0075,14,0,0.25,1,0.25,250,0.832481389578164,0.228698643089954,0.0112426155328082,0.062957167447586
"473",0.0075,14,0,0.25,1,0.5,250,0.840227460711332,0.315094313069494,0.0196734077852552,0.0879487188370304
"477",0.0075,14,0,0.25,1,0.75,250,0.844739454094293,0.365389556191503,0.0230456976456391,0.0989341680140942
"481",0.0075,14,0,0.5,1,0.25,250,0.833138957816377,0.242454926638352,0.0156404359858061,0.0654895187078814
"485",0.0075,14,0,0.5,1,0.5,250,0.842158808933002,0.331865526701078,0.0180679886802536,0.0734119253894915
"489",0.0075,14,0,0.5,1,0.75,250,0.844086021505376,0.36797605029395,0.0169800177833164,0.0752054085814241
"493",0.0075,14,0,0.75,1,0.25,250,0.836997518610422,0.267553732840397,0.0127128331643047,0.0610752661374533
"497",0.0075,14,0,0.75,1,0.5,250,0.84409429280397,0.350921606068203,0.0212326184306001,0.0808063279193799
"501",0.0075,14,0,0.75,1,0.75,250,0.843449131513648,0.362230792797025,0.0206326876115625,0.0906990786318429
"721",0.01,14,0,0.25,1,0.25,250,0.837001654259719,0.264401123807931,0.0152731624529433,0.0747732109686393
"725",0.01,14,0,0.25,1,0.5,250,0.843457402812241,0.337247038990077,0.0231013090408333,0.095703354746612
"729",0.01,14,0,0.25,1,0.75,250,0.845384615384615,0.375534313684161,0.0252393767027983,0.101271845697761
"733",0.01,14,0,0.5,1,0.25,250,0.839574028122415,0.281722694724838,0.0166304126539031,0.0793370870990395
"737",0.01,14,0,0.5,1,0.5,250,0.846025641025641,0.354901824637105,0.0188733124601765,0.0774027716857033
"741",0.01,14,0,0.5,1,0.75,250,0.842158808933003,0.359815189243342,0.0228187274812619,0.0917908885629404
"745",0.01,14,0,0.75,1,0.25,250,0.840227460711332,0.295859851289434,0.0174161860461484,0.0791863941888882
