"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","Accuracy","Kappa","AccuracySD","KappaSD"
"749",0.01,14,0,0.75,1,0.5,250,0.846670802315964,0.369241435177561,0.0194325574774728,0.0783553803097721
"753",0.01,14,0,0.75,1,0.75,250,0.843453267162945,0.369702326603555,0.0237275131076022,0.0944831539738414
"973",0.0125,14,0,0.25,1,0.25,250,0.834425144747725,0.247569287180924,0.0149728554085165,0.0718327592273037
"977",0.0125,14,0,0.25,1,0.5,250,0.845397022332506,0.352078263883437,0.023812307859556,0.103817115291416
"981",0.0125,14,0,0.25,1,0.75,250,0.844102564102564,0.371997627541737,0.0256890978937341,0.10693393318832
"985",0.0125,14,0,0.5,1,0.25,250,0.842154673283706,0.315284087678585,0.0183776562768283,0.0812584513068354
"989",0.0125,14,0,0.5,1,0.5,250,0.8421629445823,0.346836605058625,0.0197421923748444,0.0810276822086646
"993",0.0125,14,0,0.5,1,0.75,250,0.838287841191067,0.35313518328914,0.0227113787452516,0.085539662315885
"997",0.0125,14,0,0.75,1,0.25,250,0.844735318444996,0.321962906433677,0.0200885879016541,0.08756637343398
"1001",0.0125,14,0,0.75,1,0.5,250,0.844739454094293,0.362437742683112,0.0172994956542928,0.0670479832757772
"1005",0.0125,14,0,0.75,1,0.75,250,0.845380479735318,0.384786108269573,0.0237717311054666,0.0879328179791779
"2",0.005,2,0,0.25,1,0.25,500,0.825392886683209,0.121838877213486,0.00754387978960847,0.066151492767505
"6",0.005,2,0,0.25,1,0.5,500,0.824098428453267,0.118550004816648,0.00912454269249095,0.0746560630201753
"10",0.005,2,0,0.25,1,0.75,500,0.825392886683209,0.124413119809356,0.00868385690509086,0.0798816512564602
"14",0.005,2,0,0.5,1,0.25,500,0.826679073614558,0.128017652483594,0.00974178213099962,0.0776636851042014
"18",0.005,2,0,0.5,1,0.5,500,0.828614557485525,0.145150311178828,0.00957139422389567,0.0860132086910245
"22",0.005,2,0,0.5,1,0.75,500,0.824102564102564,0.124078151564793,0.00850726728394729,0.0845450085922975
"26",0.005,2,0,0.75,1,0.25,500,0.826038047973532,0.125979861895456,0.00945591087721338,0.0814655276556515
"30",0.005,2,0,0.75,1,0.5,500,0.82732423490488,0.139574862007761,0.00941084240591889,0.0796021384994565
"34",0.005,2,0,0.75,1,0.75,500,0.825388751033912,0.13059466205974,0.00877811413193384,0.084606317244807
"254",0.0075,2,0,0.25,1,0.25,500,0.829255583126551,0.154929015874594,0.00865622123222237,0.0691592584190039
"258",0.0075,2,0,0.25,1,0.5,500,0.829255583126551,0.157655227153237,0.00916851053383302,0.0781860309516889
"262",0.0075,2,0,0.25,1,0.75,500,0.829259718775848,0.159817851817845,0.00957851554543876,0.0892680861130318
"266",0.0075,2,0,0.5,1,0.25,500,0.831182795698925,0.168338419022352,0.0109132568085799,0.086948572562156
"270",0.0075,2,0,0.5,1,0.5,500,0.831827956989247,0.176147859592256,0.0107495806839294,0.0886122781359591
"274",0.0075,2,0,0.5,1,0.75,500,0.82732423490488,0.152297607013991,0.00941084240591889,0.0851124827884534
"278",0.0075,2,0,0.75,1,0.25,500,0.83247311827957,0.17577467915077,0.0100970992755034,0.0762792876706556
"282",0.0075,2,0,0.75,1,0.5,500,0.831836228287841,0.172199317318111,0.00968919074475226,0.091507391813371
"286",0.0075,2,0,0.75,1,0.75,500,0.831186931348222,0.171179306122638,0.00948090422915504,0.0861808319678782
"506",0.01,2,0,0.25,1,0.25,500,0.833759305210918,0.198595291195102,0.00908141147023525,0.0577392266161917
"510",0.01,2,0,0.25,1,0.5,500,0.833763440860215,0.204605710887438,0.0050485496377517,0.0470976412292435
"514",0.01,2,0,0.25,1,0.75,500,0.829255583126551,0.167339353227299,0.00535556204810473,0.0646786158097712
"518",0.01,2,0,0.5,1,0.25,500,0.83247311827957,0.194765140375435,0.00681569280229663,0.0603019174439844
"522",0.01,2,0,0.5,1,0.5,500,0.83247311827957,0.201607873565022,0.00681569280229663,0.0502200920857146
"526",0.01,2,0,0.5,1,0.75,500,0.831832092638544,0.192998345723351,0.00633149313324451,0.061250439645728
"530",0.01,2,0,0.75,1,0.25,500,0.833122415219189,0.205944359207669,0.00874401521751739,0.0610453146691457
"534",0.01,2,0,0.75,1,0.5,500,0.832477253928867,0.198005268214898,0.00596751408351174,0.0563235511368006
"538",0.01,2,0,0.75,1,0.75,500,0.832477253928867,0.194114010409753,0.00735598211015647,0.0703133247929763
"758",0.0125,2,0,0.25,1,0.25,500,0.83570306038048,0.215892614805673,0.00602929350130619,0.0456619078369366
"762",0.0125,2,0,0.25,1,0.5,500,0.833118279569892,0.206368022660468,0.00563989627606337,0.041635768109607
"766",0.0125,2,0,0.25,1,0.75,500,0.834416873449132,0.214919135406171,0.00653082913747374,0.0575209659266538
"770",0.0125,2,0,0.5,1,0.25,500,0.831836228287841,0.208572444614681,0.00620490747153296,0.0549029457114741
"774",0.0125,2,0,0.5,1,0.5,500,0.832477253928867,0.210533868157725,0.00904761545972134,0.0639658346671186
"778",0.0125,2,0,0.5,1,0.75,500,0.832481389578164,0.209529697543238,0.00842013412092982,0.0715443821540984
"782",0.0125,2,0,0.75,1,0.25,500,0.831836228287841,0.205962954563076,0.0110285669962257,0.0707749824244699
"786",0.0125,2,0,0.75,1,0.5,500,0.831836228287841,0.212388283767654,0.00969528865657842,0.059681799446931
"790",0.0125,2,0,0.75,1,0.75,500,0.833122415219189,0.214002776074079,0.00759750906309252,0.0680537878905326
"38",0.005,4,0,0.25,1,0.25,500,0.835694789081886,0.215815369795693,0.00549813105595384,0.041380438284377
"42",0.005,4,0,0.25,1,0.5,500,0.834416873449132,0.215708572220606,0.00721245854775454,0.0483171777920955
"46",0.005,4,0,0.25,1,0.75,500,0.835062034739454,0.226394475018095,0.0094913286516606,0.0530331299213643
"50",0.005,4,0,0.5,1,0.25,500,0.836348221670802,0.229383820845802,0.00596453257674798,0.0445957557558536
"54",0.005,4,0,0.5,1,0.5,500,0.835062034739454,0.237065187143989,0.0104203919332175,0.0676718015668582
"58",0.005,4,0,0.5,1,0.75,500,0.833122415219189,0.229853675641849,0.0102081670649643,0.062275904915714
"62",0.005,4,0,0.75,1,0.25,500,0.83570306038048,0.231161617124041,0.0067529256147916,0.0391029079532813
"66",0.005,4,0,0.75,1,0.5,500,0.831848635235732,0.223901855507941,0.0137939931087915,0.0738991769109659
"70",0.005,4,0,0.75,1,0.75,500,0.835070306038048,0.246261708657445,0.0126546363341568,0.0604722204104834
"290",0.0075,4,0,0.25,1,0.25,500,0.834416873449132,0.227973970953596,0.00839050665484049,0.0483730322095431
"294",0.0075,4,0,0.25,1,0.5,500,0.836352357320099,0.255181693048391,0.0116436625379177,0.0578066281361977
"298",0.0075,4,0,0.25,1,0.75,500,0.836348221670802,0.256856653420043,0.0157580774919228,0.0823935441392638
"302",0.0075,4,0,0.5,1,0.25,500,0.83570306038048,0.245466879352136,0.00908848179263018,0.0451318831476826
"306",0.0075,4,0,0.5,1,0.5,500,0.83313482216708,0.254872668620444,0.0147968268757665,0.073109774572889
"310",0.0075,4,0,0.5,1,0.75,500,0.833779983457403,0.26153601650995,0.0152020077790505,0.0750326142958187
"314",0.0075,4,0,0.75,1,0.25,500,0.836348221670802,0.252857113404616,0.0124828187482351,0.0564896994953487
"318",0.0075,4,0,0.75,1,0.5,500,0.836356492969396,0.275712501295372,0.0159359691060376,0.0763840257053802
"322",0.0075,4,0,0.75,1,0.75,500,0.836360628618693,0.275149796665056,0.0136959567903938,0.0736490536568879
"542",0.01,4,0,0.25,1,0.25,500,0.836356492969396,0.266338942839491,0.0173127240240789,0.0794260994123769
"546",0.01,4,0,0.25,1,0.5,500,0.838928866832093,0.291236555352386,0.0150569197616974,0.0829913710070624
"550",0.01,4,0,0.25,1,0.75,500,0.83636476426799,0.283655660883236,0.0185159305067261,0.0848490816134509
"554",0.01,4,0,0.5,1,0.25,500,0.83313482216708,0.26906914029932,0.0171155800212418,0.0716685822342003
"558",0.01,4,0,0.5,1,0.5,500,0.840227460711332,0.311926584256491,0.0166217896981379,0.081967750475073
"562",0.01,4,0,0.5,1,0.75,500,0.843453267162945,0.331797285534608,0.0189730325596051,0.0879097609890942
"566",0.01,4,0,0.75,1,0.25,500,0.837650951199338,0.286384834424268,0.0174099341649628,0.0817301417084366
"570",0.01,4,0,0.75,1,0.5,500,0.841517783291977,0.32172955193698,0.0202194526297208,0.0974980780381281
"574",0.01,4,0,0.75,1,0.75,500,0.838928866832093,0.319351520795888,0.0147465659892796,0.0615711304532872
"794",0.0125,4,0,0.25,1,0.25,500,0.838296112489661,0.29903700511709,0.0178335540434724,0.0740678592437565
"798",0.0125,4,0,0.25,1,0.5,500,0.840880893300248,0.315637609007015,0.0214320224118437,0.100833875252887
"802",0.0125,4,0,0.25,1,0.75,500,0.842154673283706,0.332340708022673,0.0147636700915385,0.0559446688329102
"806",0.0125,4,0,0.5,1,0.25,500,0.83701406120761,0.296340657864968,0.022244821683402,0.0895547352569524
"810",0.0125,4,0,0.5,1,0.5,500,0.840231596360629,0.333475291781721,0.0196310694843906,0.0865442143899956
"814",0.0125,4,0,0.5,1,0.75,500,0.845384615384615,0.36038930308604,0.0194583576394374,0.0752785630713586
"818",0.0125,4,0,0.75,1,0.25,500,0.839582299421009,0.31745317597799,0.0205214573285088,0.0939574184639515
"822",0.0125,4,0,0.75,1,0.5,500,0.84474358974359,0.361876450977597,0.0185613671005125,0.0796699401403245
"826",0.0125,4,0,0.75,1,0.75,500,0.847320099255583,0.371731774487276,0.0184697354718108,0.0822899438905232
"74",0.005,6,0,0.25,1,0.25,500,0.832485525227461,0.226108944013269,0.0115781316468688,0.0592963922929219
"78",0.005,6,0,0.25,1,0.5,500,0.837001654259719,0.273923563446676,0.0172768538900127,0.0876126409850862
"82",0.005,6,0,0.25,1,0.75,500,0.83636476426799,0.280534923172153,0.0192506767473758,0.089927653335493
"86",0.005,6,0,0.5,1,0.25,500,0.833775847808106,0.244131803795083,0.0139853184108547,0.0581226988936398
"90",0.005,6,0,0.5,1,0.5,500,0.84151364764268,0.305170497717489,0.0167632762501216,0.0876509493955882
"94",0.005,6,0,0.5,1,0.75,500,0.839578163771712,0.309011095597156,0.0160166008221337,0.0720729606505309
"98",0.005,6,0,0.75,1,0.25,500,0.837642679900744,0.261334370510382,0.0110286186909292,0.0484720186074082
"102",0.005,6,0,0.75,1,0.5,500,0.840219189412738,0.310001853486476,0.0146542271658656,0.0702033458878464
"106",0.005,6,0,0.75,1,0.75,500,0.84409429280397,0.338123093507836,0.0182078172537716,0.0839903541318717
"326",0.0075,6,0,0.25,1,0.25,500,0.837642679900744,0.279554231463004,0.018285835709977,0.0843709236058941
"330",0.0075,6,0,0.25,1,0.5,500,0.841521918941274,0.31551589368232,0.0219215941712765,0.099037690434354
"334",0.0075,6,0,0.25,1,0.75,500,0.844090157154673,0.336051594943996,0.0179960096774911,0.081773443125352
"338",0.0075,6,0,0.5,1,0.25,500,0.840223325062035,0.300316141319585,0.0179955951881737,0.0843815032809496
"342",0.0075,6,0,0.5,1,0.5,500,0.847315963606286,0.353434227275672,0.0190156781902828,0.0824475133070798
"346",0.0075,6,0,0.5,1,0.75,500,0.842808105872622,0.347907853722978,0.0166866083607038,0.0784379911452753
"350",0.0075,6,0,0.75,1,0.25,500,0.840223325062035,0.300549685388889,0.015210036286494,0.0712402635565601
"354",0.0075,6,0,0.75,1,0.5,500,0.84409429280397,0.358456695034225,0.018945154190722,0.0767404184037206
"358",0.0075,6,0,0.75,1,0.75,500,0.845372208436725,0.360507004032707,0.0162441188037977,0.0775655651394171
"578",0.01,6,0,0.25,1,0.25,500,0.8421629445823,0.310206524414588,0.0192679763155692,0.0867035443261846
"582",0.01,6,0,0.25,1,0.5,500,0.84990488006617,0.368838568527108,0.0207535990351755,0.0874354794546401
"586",0.01,6,0,0.25,1,0.75,500,0.847320099255583,0.367481278866504,0.0217020847434858,0.0993304970110428
"590",0.01,6,0,0.5,1,0.25,500,0.840235732009926,0.316867404154959,0.0215901354903543,0.0970364012079449
"594",0.01,6,0,0.5,1,0.5,500,0.848606286186931,0.375742141272038,0.0177923950216072,0.0760819595072622
"598",0.01,6,0,0.5,1,0.75,500,0.845372208436725,0.36937663211531,0.0159494627428483,0.0700777018567269
"602",0.01,6,0,0.75,1,0.25,500,0.845384615384615,0.341891167716375,0.01718665365678,0.0735387161937088
"606",0.01,6,0,0.75,1,0.5,500,0.848606286186931,0.381753618989106,0.0190353519113845,0.0802407235189687
"610",0.01,6,0,0.75,1,0.75,500,0.844731182795699,0.3657540666698,0.0160320442218074,0.0705207392181506
"830",0.0125,6,0,0.25,1,0.25,500,0.843449131513648,0.334313107518392,0.0202028262472799,0.0886355835217262
"834",0.0125,6,0,0.25,1,0.5,500,0.848606286186931,0.383912993940324,0.0204527550021772,0.0842523386086759
"838",0.0125,6,0,0.25,1,0.75,500,0.846666666666667,0.371593737608185,0.0187572676669244,0.0722359389336685
"842",0.0125,6,0,0.5,1,0.25,500,0.845380479735318,0.349004021042778,0.0204230558929451,0.0801302173580736
"846",0.0125,6,0,0.5,1,0.5,500,0.851827956989247,0.398606885884574,0.0199454552322498,0.079029476812782
"850",0.0125,6,0,0.5,1,0.75,500,0.846666666666667,0.380389146901267,0.0210875780308541,0.0902031009603153
"854",0.0125,6,0,0.75,1,0.25,500,0.845384615384615,0.353394554944178,0.0182312797371488,0.0714092431978409
"858",0.0125,6,0,0.75,1,0.5,500,0.848610421836228,0.396605817178627,0.024320557656685,0.0885739901456992
"862",0.0125,6,0,0.75,1,0.75,500,0.845384615384615,0.386030997437472,0.0214912610176879,0.083519598088191
"110",0.005,8,0,0.25,1,0.25,500,0.834421009098428,0.245332533040266,0.0130317518339913,0.0603505272963005
"114",0.005,8,0,0.25,1,0.5,500,0.842167080231596,0.31434360177188,0.0210723243148763,0.0988900279384655
"118",0.005,8,0,0.25,1,0.75,500,0.844735318444996,0.343521020942066,0.0198451233370751,0.0768149376099418
"122",0.005,8,0,0.5,1,0.25,500,0.833771712158809,0.249674918005019,0.0146985627995569,0.0615864029721451
"126",0.005,8,0,0.5,1,0.5,500,0.842799834574028,0.331054503839579,0.0191097674253307,0.0831730511029088
"130",0.005,8,0,0.5,1,0.75,500,0.847307692307692,0.363437731474994,0.015935515941215,0.076411209406285
"134",0.005,8,0,0.75,1,0.25,500,0.837655086848635,0.276755631980764,0.0183845337001763,0.0847451265265299
"138",0.005,8,0,0.75,1,0.5,500,0.845380479735318,0.355515100375761,0.0201953357925127,0.0831735899281159
"142",0.005,8,0,0.75,1,0.75,500,0.846017369727047,0.364543394836631,0.017712793301267,0.0809847236775291
"362",0.0075,8,0,0.25,1,0.25,500,0.840235732009926,0.295679362049927,0.0240235185037505,0.110013101584903
"366",0.0075,8,0,0.25,1,0.5,500,0.846679073614558,0.352040955392903,0.023050012077596,0.0953129775181263
"370",0.0075,8,0,0.25,1,0.75,500,0.849251447477254,0.37869879529097,0.0215357047036626,0.0955606417809222
"374",0.0075,8,0,0.5,1,0.25,500,0.840227460711332,0.307842831969134,0.0166146767370525,0.0767230893585049
"378",0.0075,8,0,0.5,1,0.5,500,0.84732423490488,0.366349963085787,0.0222775864346444,0.0943056508021057
"382",0.0075,8,0,0.5,1,0.75,500,0.844727047146402,0.365731110204164,0.0194703672100582,0.0799808151437122
"386",0.0075,8,0,0.75,1,0.25,500,0.840880893300248,0.314860199022155,0.0222519220099292,0.0908524446536455
"390",0.0075,8,0,0.75,1,0.5,500,0.844747725392887,0.35999750546135,0.0212807098370941,0.0856804162555362
"394",0.0075,8,0,0.75,1,0.75,500,0.845380479735318,0.373731652166769,0.0194962230975719,0.079931765981512
"614",0.01,8,0,0.25,1,0.25,500,0.839586435070306,0.311893943255267,0.0239779606020533,0.0980289817822622
"618",0.01,8,0,0.25,1,0.5,500,0.847961124896609,0.374178952003714,0.0221741094637162,0.0921303629501307
"622",0.01,8,0,0.25,1,0.75,500,0.843453267162945,0.3652212586683,0.0231353842753775,0.0892843917633309
"626",0.01,8,0,0.5,1,0.25,500,0.844102564102564,0.330099170120414,0.0198061018890224,0.0995569566434668
"630",0.01,8,0,0.5,1,0.5,500,0.850537634408602,0.395856494733848,0.0210352420433424,0.0737332740623647
"634",0.01,8,0,0.5,1,0.75,500,0.847956989247312,0.388603755660185,0.0255128648703972,0.099323869113709
"638",0.01,8,0,0.75,1,0.25,500,0.846670802315964,0.355840134137368,0.0184688552044778,0.0809855511736732
"642",0.01,8,0,0.75,1,0.5,500,0.845388751033912,0.375262046740817,0.0266240273078047,0.0961373972866552
"646",0.01,8,0,0.75,1,0.75,500,0.846670802315964,0.391514654279126,0.0227237464698389,0.0845079911447372
"866",0.0125,8,0,0.25,1,0.25,500,0.841521918941274,0.333117044970219,0.0184881564116034,0.0695719439447447
"870",0.0125,8,0,0.25,1,0.5,500,0.84474358974359,0.371924145725872,0.0241772984293044,0.101158445489898
"874",0.0125,8,0,0.25,1,0.75,500,0.844735318444996,0.375994156753076,0.0238756068005561,0.0993603834634397
"878",0.0125,8,0,0.5,1,0.25,500,0.846025641025641,0.357726178570212,0.0200729385933967,0.0757882846495001
"882",0.0125,8,0,0.5,1,0.5,500,0.846683209263854,0.372993942043465,0.0256747468079575,0.105777125068008
"886",0.0125,8,0,0.5,1,0.75,500,0.840235732009926,0.369413661869688,0.0244151901314083,0.0989695125974283
"890",0.0125,8,0,0.75,1,0.25,500,0.847311827956989,0.352232758954444,0.0204680521729845,0.097449046781835
"894",0.0125,8,0,0.75,1,0.5,500,0.846029776674938,0.376074409054103,0.0215804645857148,0.0822954968168036
"898",0.0125,8,0,0.75,1,0.75,500,0.84151364764268,0.381731207577801,0.0261957596614754,0.0920135306857631
"146",0.005,10,0,0.25,1,0.25,500,0.838279569892473,0.273392041328212,0.0133123118368077,0.0641615795056203
"150",0.005,10,0,0.25,1,0.5,500,0.842812241521919,0.328795324236917,0.0214800597521534,0.0903988528452777
"154",0.005,10,0,0.25,1,0.75,500,0.847956989247312,0.371316416938565,0.0202587275960447,0.0891712194402028
"158",0.005,10,0,0.5,1,0.25,500,0.838287841191067,0.28164757340358,0.0157342817352371,0.067576064450194
"162",0.005,10,0,0.5,1,0.5,500,0.84667493796526,0.356970584550489,0.0207616020516191,0.0814170343848828
"166",0.005,10,0,0.5,1,0.75,500,0.845384615384615,0.365532856950072,0.0223222259829866,0.090849205336143
"170",0.005,10,0,0.75,1,0.25,500,0.839582299421009,0.28605834417593,0.0153667734481087,0.0758607780804272
"174",0.005,10,0,0.75,1,0.5,500,0.84409429280397,0.348250655113521,0.0168796289484724,0.0667237146887501
"178",0.005,10,0,0.75,1,0.75,500,0.844739454094293,0.369153775569186,0.0197931501341513,0.0881962516850785
"398",0.0075,10,0,0.25,1,0.25,500,0.844098428453267,0.312497430114662,0.0191341123324781,0.0897192376057015
"402",0.0075,10,0,0.25,1,0.5,500,0.842171215880893,0.348262019978603,0.0253973471198371,0.109521199298228
"406",0.0075,10,0,0.25,1,0.75,500,0.844739454094293,0.371910274238227,0.024586788111004,0.0990953200866783
"410",0.0075,10,0,0.5,1,0.25,500,0.842808105872622,0.318346266899586,0.0215275494021921,0.102054685780204
"414",0.0075,10,0,0.5,1,0.5,500,0.84990488006617,0.377429757321419,0.0240464766914478,0.0975948632540049
"418",0.0075,10,0,0.5,1,0.75,500,0.846666666666667,0.379067285898968,0.0229690650827356,0.0943521335793773
"422",0.0075,10,0,0.75,1,0.25,500,0.840876757650951,0.31615714598536,0.0182073308703887,0.0851666552405576
"426",0.0075,10,0,0.75,1,0.5,500,0.851832092638544,0.393925725559392,0.0216669438747002,0.090567660555099
"430",0.0075,10,0,0.75,1,0.75,500,0.844090157154673,0.378914760273496,0.0252654623600852,0.0990362623962893
"650",0.01,10,0,0.25,1,0.25,500,0.840872622001654,0.316995820728904,0.0221427712490139,0.0944401224376897
"654",0.01,10,0,0.25,1,0.5,500,0.847965260545906,0.37802888711782,0.0271908295306542,0.112742919644788
"658",0.01,10,0,0.25,1,0.75,500,0.842158808933002,0.373295575227864,0.0245752099069416,0.0912501351848307
"662",0.01,10,0,0.5,1,0.25,500,0.843444995864351,0.333645288470848,0.0161782462209861,0.0596464993877558
"666",0.01,10,0,0.5,1,0.5,500,0.84474358974359,0.368591460801725,0.0245568932849348,0.0952643478155969
"670",0.01,10,0,0.5,1,0.75,500,0.842803970223325,0.373953392747732,0.023618971168481,0.0913908432931191
"674",0.01,10,0,0.75,1,0.25,500,0.843453267162945,0.340056138649683,0.0199123489839635,0.0769709785451593
"678",0.01,10,0,0.75,1,0.5,500,0.847320099255583,0.384220053988545,0.0237177377880798,0.0819335872636431
"682",0.01,10,0,0.75,1,0.75,500,0.840235732009926,0.369766393394372,0.0244151901314083,0.09578549070886
"902",0.0125,10,0,0.25,1,0.25,500,0.845384615384615,0.345494596864085,0.0233351643235183,0.102939524705385
"906",0.0125,10,0,0.25,1,0.5,500,0.84474358974359,0.368145083155271,0.0237916479225718,0.0969803925288141
"910",0.0125,10,0,0.25,1,0.75,500,0.840239867659222,0.370124042410597,0.0241882103362914,0.0932659426562847
"914",0.0125,10,0,0.5,1,0.25,500,0.847961124896609,0.366552041142396,0.018033244142322,0.0698495000668605
"918",0.0125,10,0,0.5,1,0.5,500,0.846038047973532,0.382797322396616,0.0241306920557971,0.0885340598267885
"922",0.0125,10,0,0.5,1,0.75,500,0.840235732009926,0.376259883582265,0.0265912955675538,0.10048045698615
"926",0.0125,10,0,0.75,1,0.25,500,0.846025641025641,0.363404382069689,0.0193571994794568,0.0784908242933023
"930",0.0125,10,0,0.75,1,0.5,500,0.844102564102564,0.381694229028581,0.0251549578040342,0.0947405982458433
"934",0.0125,10,0,0.75,1,0.75,500,0.8395947063689,0.3671823892744,0.0281775046036597,0.101733352428815
"182",0.005,12,0,0.25,1,0.25,500,0.836356492969396,0.258617274403242,0.0153291566465938,0.0645459638456678
"186",0.005,12,0,0.25,1,0.5,500,0.842808105872622,0.331632813692432,0.0206388969410435,0.0788656873706015
"190",0.005,12,0,0.25,1,0.75,500,0.84474358974359,0.371523358432047,0.0249307091009403,0.105717767878174
"194",0.005,12,0,0.5,1,0.25,500,0.837646815550041,0.274511091364314,0.0145647426424482,0.0660240548223072
"198",0.005,12,0,0.5,1,0.5,500,0.84409429280397,0.350591126583867,0.0184344404474688,0.0684687370955574
"202",0.005,12,0,0.5,1,0.75,500,0.843444995864351,0.364699329290929,0.0228090400927909,0.0928937913683529
"206",0.005,12,0,0.75,1,0.25,500,0.838287841191067,0.284365294698263,0.0138589276756798,0.057506832474783
"210",0.005,12,0,0.75,1,0.5,500,0.847320099255583,0.364910699019478,0.0212493669311799,0.0846677240691458
"214",0.005,12,0,0.75,1,0.75,500,0.842803970223325,0.361505003486937,0.0215502649159563,0.0848075749442923
"434",0.0075,12,0,0.25,1,0.25,500,0.838937138130686,0.291705290893992,0.017235105844903,0.0857122902994195
"438",0.0075,12,0,0.25,1,0.5,500,0.847315963606286,0.368490088467374,0.0199529871093958,0.0827285639742303
"442",0.0075,12,0,0.25,1,0.75,500,0.845380479735318,0.377974268198951,0.0221714010667623,0.0878717698787588
"446",0.0075,12,0,0.5,1,0.25,500,0.842808105872622,0.321171675234323,0.0206388969410435,0.0917728934460492
"450",0.0075,12,0,0.5,1,0.5,500,0.847969396195203,0.376430500922151,0.0253897016742729,0.101283830177333
"454",0.0075,12,0,0.5,1,0.75,500,0.840868486352357,0.362664420124174,0.0217675827936628,0.0893591734662144
"458",0.0075,12,0,0.75,1,0.25,500,0.838937138130686,0.305439068871029,0.0194890397969322,0.0816051815851629
"462",0.0075,12,0,0.75,1,0.5,500,0.849251447477254,0.379664035464912,0.0194953107077695,0.0794678142723411
"466",0.0075,12,0,0.75,1,0.75,500,0.842808105872622,0.372516439280593,0.0217413202795469,0.0959953037109721
"686",0.01,12,0,0.25,1,0.25,500,0.844751861042184,0.330404870213757,0.0220970515100264,0.101279118155068
"690",0.01,12,0,0.25,1,0.5,500,0.844747725392887,0.362702648802775,0.0227641605388741,0.0874765554675533
"694",0.01,12,0,0.25,1,0.75,500,0.839590570719603,0.364108159378105,0.0231884532107284,0.0895261714372131
"698",0.01,12,0,0.5,1,0.25,500,0.842812241521919,0.331357463997083,0.022499391768933,0.0918514887691727
"702",0.01,12,0,0.5,1,0.5,500,0.847956989247312,0.380785285043789,0.0220093852181943,0.0843517454777805
"706",0.01,12,0,0.5,1,0.75,500,0.841526054590571,0.375860688533467,0.0257657290680061,0.0948979499429245
"710",0.01,12,0,0.75,1,0.25,500,0.846025641025641,0.348348660799794,0.0198292818870355,0.0806300858772314
"714",0.01,12,0,0.75,1,0.5,500,0.844102564102564,0.371410655684471,0.0253264782811552,0.0968469383206834
"718",0.01,12,0,0.75,1,0.75,500,0.839586435070306,0.369043861026062,0.0234224716903619,0.0869768862274009
"938",0.0125,12,0,0.25,1,0.25,500,0.843453267162945,0.331640775082363,0.0221239848079873,0.101645555925568
"942",0.0125,12,0,0.25,1,0.5,500,0.848602150537634,0.383480813426812,0.0220128870911285,0.0913772974130686
"946",0.0125,12,0,0.25,1,0.75,500,0.838304383788255,0.364982560731432,0.0248970346945917,0.0993818075134529
"950",0.0125,12,0,0.5,1,0.25,500,0.845388751033912,0.356229351106809,0.020347798481902,0.091205386342097
"954",0.0125,12,0,0.5,1,0.5,500,0.843453267162945,0.368143678222431,0.0259613244862357,0.0970145428577296
"958",0.0125,12,0,0.5,1,0.75,500,0.839590570719603,0.374722860539383,0.0268830215375142,0.101889571148398
"962",0.0125,12,0,0.75,1,0.25,500,0.843457402812241,0.355125067688455,0.0222542922671065,0.0844438254504481
"966",0.0125,12,0,0.75,1,0.5,500,0.844751861042184,0.376993737572383,0.0227162619754837,0.0845847007327648
"970",0.0125,12,0,0.75,1,0.75,500,0.840231596360629,0.376848747068073,0.0226699799207609,0.0768349495142017
"218",0.005,14,0,0.25,1,0.25,500,0.832485525227461,0.238777982665764,0.0147170146925675,0.0540011669540994
"222",0.005,14,0,0.25,1,0.5,500,0.8421629445823,0.334457588634793,0.0215348822526962,0.084915673393937
"226",0.005,14,0,0.25,1,0.75,500,0.84667493796526,0.37456624451561,0.0248200846982863,0.101881338065427
"230",0.005,14,0,0.5,1,0.25,500,0.8337841191067,0.260259495084522,0.0176711632018606,0.0733056128360928
"234",0.005,14,0,0.5,1,0.5,500,0.844747725392887,0.344073097483542,0.0206327594543114,0.0916521863132541
"238",0.005,14,0,0.5,1,0.75,500,0.847956989247312,0.383563360046114,0.0240189358636686,0.101863636046014
"242",0.005,14,0,0.75,1,0.25,500,0.839586435070306,0.291632342749308,0.0204723579689685,0.0935403580217186
"246",0.005,14,0,0.75,1,0.5,500,0.845384615384615,0.359452612335534,0.0201441190051928,0.0826880977889651
"250",0.005,14,0,0.75,1,0.75,500,0.842803970223325,0.367158144771765,0.0206740276920545,0.0846380662614095
"470",0.0075,14,0,0.25,1,0.25,500,0.838296112489661,0.282436026374102,0.0173071199612592,0.0875462206738189
"474",0.0075,14,0,0.25,1,0.5,500,0.847969396195203,0.371956548493729,0.0238880714423842,0.0993372855764409
"478",0.0075,14,0,0.25,1,0.75,500,0.843461538461538,0.374576337509797,0.0267674499284519,0.0973903547474529
"482",0.0075,14,0,0.5,1,0.25,500,0.844098428453267,0.321444259675675,0.018394710708512,0.0893453132963674
"486",0.0075,14,0,0.5,1,0.5,500,0.848610421836228,0.379581695839707,0.0199310666001048,0.0818796411656295
"490",0.0075,14,0,0.5,1,0.75,500,0.842158808933002,0.370029051099526,0.0195677182911895,0.0802968105419679
"494",0.0075,14,0,0.75,1,0.25,500,0.844090157154673,0.339168466416528,0.018490072833703,0.0720936360150715
