"welldpth","latitude","longitude","u_ppb","state"
NA,37.6931,-107.6733,2.25,"CO"
NA,37.7044,-107.6597,0.36,"CO"
NA,37.7044,-107.6597,0.29,"CO"
NA,37.6892,-107.6597,3.97,"CO"
NA,37.6892,-107.6597,4.62,"CO"
NA,37.6783,-107.6706,0.51,"CO"
NA,37.6783,-107.6706,2.05,"CO"
NA,37.6653,-107.6803,2.81,"CO"
NA,37.6653,-107.6803,4.51,"CO"
NA,37.7797,-107.5789,0.45,"CO"
NA,37.7797,-107.5789,0.14,"CO"
NA,37.5722,-107.6186,1.07,"CO"
NA,37.5722,-107.6186,1.74,"CO"
NA,37.565,-107.6175,0.81,"CO"
NA,37.565,-107.6175,2.08,"CO"
NA,37.5511,-107.6169,0.27,"CO"
NA,37.5511,-107.6169,0.49,"CO"
NA,37.5425,-107.615,0.19,"CO"
NA,37.5425,-107.615,0.1,"CO"
NA,37.5883,-107.6519,0.1,"CO"
NA,37.5883,-107.6519,0.27,"CO"
NA,37.5592,-107.6269,1.11,"CO"
NA,37.5592,-107.6269,1.62,"CO"
NA,37.5664,-107.6353,0.88,"CO"
NA,37.5664,-107.6353,1.44,"CO"
NA,37.5678,-107.6397,0.45,"CO"
NA,37.5678,-107.6397,0.59,"CO"
NA,37.5778,-107.6414,0.56,"CO"
NA,37.5778,-107.6414,0.61,"CO"
NA,37.5686,-107.6469,0.1,"CO"
NA,37.5686,-107.6469,0.1,"CO"
NA,37.5603,-107.6458,0.1,"CO"
NA,37.5603,-107.6458,0.16,"CO"
NA,37.5464,-107.6419,0.1,"CO"
NA,37.5464,-107.6419,0.37,"CO"
NA,37.5422,-107.6436,0.41,"CO"
NA,37.5422,-107.6436,0.28,"CO"
NA,37.5422,-107.6647,0.21,"CO"
NA,37.5422,-107.6647,0.15,"CO"
NA,37.5853,-107.6633,0.1,"CO"
NA,37.5853,-107.6633,0.1,"CO"
NA,37.5931,-107.6664,0.11,"CO"
NA,37.5931,-107.6664,0.39,"CO"
NA,37.6019,-107.6775,0.31,"CO"
NA,37.6019,-107.6775,0.2,"CO"
NA,37.6086,-107.6717,0.15,"CO"
NA,37.6086,-107.6717,0.26,"CO"
NA,37.6358,-107.6125,0.1,"CO"
NA,37.6358,-107.6125,0.25,"CO"
NA,37.6014,-107.6419,0.1,"CO"
NA,37.6014,-107.6419,0.65,"CO"
NA,37.6014,-107.6522,0.11,"CO"
NA,37.6014,-107.6522,0.5,"CO"
NA,37.6039,-107.66,0.1,"CO"
NA,37.6039,-107.66,0.25,"CO"
NA,37.6178,-107.6783,0.21,"CO"
NA,37.6178,-107.6783,0.23,"CO"
NA,37.6208,-107.6875,1.31,"CO"
NA,37.6242,-107.6031,0.1,"CO"
NA,37.6208,-107.6875,4.9,"CO"
NA,37.6083,-107.6183,0.1,"CO"
NA,37.6083,-107.6183,0.97,"CO"
NA,37.6031,-107.6147,0.1,"CO"
NA,37.6031,-107.6147,0.34,"CO"
NA,37.6064,-107.6036,0.1,"CO"
NA,37.6064,-107.6036,0.63,"CO"
NA,37.6347,-107.6883,0.17,"CO"
NA,37.6347,-107.6883,0.34,"CO"
NA,37.6142,-107.6047,0.1,"CO"
NA,37.6142,-107.6047,0.21,"CO"
NA,37.6167,-107.6097,0.1,"CO"
NA,37.6167,-107.6097,0.52,"CO"
NA,37.6217,-107.6086,0.1,"CO"
NA,37.6217,-107.6086,0.26,"CO"
NA,37.6242,-107.6031,0.1,"CO"
NA,37.6456,-107.6158,0.18,"CO"
NA,37.6456,-107.6158,1.29,"CO"
NA,37.6461,-107.6064,0.1,"CO"
NA,37.6461,-107.6064,0.45,"CO"
NA,37.65,-107.6,0.2,"CO"
NA,37.65,-107.6,0.1,"CO"
NA,37.6528,-107.5911,0.1,"CO"
NA,37.6528,-107.5911,0.1,"CO"
NA,37.6367,-107.6006,0.17,"CO"
NA,37.6367,-107.6006,0.38,"CO"
NA,37.6517,-107.6175,0.63,"CO"
NA,37.6517,-107.6175,1.36,"CO"
NA,37.6542,-107.6283,0.23,"CO"
NA,37.6542,-107.6283,0.14,"CO"
NA,37.6578,-107.6336,0.52,"CO"
NA,37.6578,-107.6336,1.06,"CO"
NA,37.6603,-107.6469,2.03,"CO"
NA,37.6603,-107.6469,2.78,"CO"
NA,37.6633,-107.6561,0.1,"CO"
NA,37.6633,-107.6561,0.26,"CO"
NA,37.6611,-107.6747,0.1,"CO"
NA,37.6611,-107.6747,0.77,"CO"
NA,37.6511,-107.6819,0.1,"CO"
NA,37.6511,-107.6819,0.22,"CO"
NA,37.64,-107.6889,0.1,"CO"
NA,37.64,-107.6889,0.3,"CO"
NA,37.7083,-107.7392,0.1,"CO"
NA,37.7083,-107.7392,0.31,"CO"
NA,37.6319,-107.6272,0.1,"CO"
NA,37.6319,-107.6272,0.31,"CO"
NA,37.6358,-107.635,0.22,"CO"
NA,37.6358,-107.635,0.37,"CO"
NA,37.6403,-107.6394,0.34,"CO"
NA,37.6403,-107.6394,0.36,"CO"
NA,37.6433,-107.6483,0.22,"CO"
NA,37.6433,-107.6483,0.52,"CO"
NA,37.6461,-107.6617,0.14,"CO"
NA,37.6372,-107.6653,0.31,"CO"
NA,37.6372,-107.6653,0.35,"CO"
NA,37.6258,-107.6644,0.1,"CO"
NA,37.6258,-107.6644,0.1,"CO"
NA,37.6189,-107.645,0.29,"CO"
NA,37.6189,-107.645,0.31,"CO"
NA,37.6186,-107.6539,0.56,"CO"
NA,37.6186,-107.6539,0.86,"CO"
NA,37.6144,-107.6647,0.29,"CO"
NA,37.6144,-107.6647,0.32,"CO"
NA,37.6478,-107.6936,1.57,"CO"
NA,37.6478,-107.6936,1.92,"CO"
NA,37.6564,-107.6983,0.99,"CO"
NA,37.6564,-107.6983,1.05,"CO"
NA,37.6625,-107.7053,0.87,"CO"
NA,37.6625,-107.7053,0.9,"CO"
NA,37.6797,-107.72,0.28,"CO"
NA,37.6797,-107.72,0.1,"CO"
NA,37.6872,-107.7292,0.1,"CO"
NA,37.6872,-107.7292,0.1,"CO"
NA,37.6894,-107.7497,0.1,"CO"
NA,37.6894,-107.7497,0.19,"CO"
NA,37.7014,-107.7336,0.1,"CO"
NA,37.7014,-107.7336,0.1,"CO"
NA,37.7117,-107.7264,0.1,"CO"
NA,37.7117,-107.7264,0.1,"CO"
NA,37.4686,-107.3922,0.1,"CO"
NA,37.4686,-107.3922,0.22,"CO"
NA,37.475,-107.3883,0.1,"CO"
NA,37.475,-107.3883,0.1,"CO"
NA,37.4572,-107.3994,0.1,"CO"
NA,37.4572,-107.3994,0.1,"CO"
NA,37.5592,-107.2925,0.1,"CO"
NA,37.5592,-107.2925,0.1,"CO"
NA,37.5714,-107.3022,0.1,"CO"
NA,37.5714,-107.3022,0.1,"CO"
NA,37.5469,-107.2883,0.1,"CO"
NA,37.5469,-107.2883,0.1,"CO"
NA,37.5481,-107.3017,0.1,"CO"
NA,37.5481,-107.3017,0.1,"CO"
NA,37.5356,-107.3103,0.1,"CO"
NA,37.5356,-107.3103,0.1,"CO"
NA,37.5294,-107.3064,0.1,"CO"
NA,37.5294,-107.3064,0.1,"CO"
NA,37.5356,-107.2964,0.1,"CO"
NA,37.5356,-107.2964,0.1,"CO"
NA,37.5342,-107.2881,0.1,"CO"
NA,37.5342,-107.2881,0.1,"CO"
NA,37.4919,-107.3444,0.1,"CO"
NA,37.4919,-107.3444,0.52,"CO"
NA,37.4933,-107.3525,0.1,"CO"
NA,37.4933,-107.3525,0.3,"CO"
NA,37.4906,-107.3572,0.1,"CO"
NA,37.4906,-107.3572,0.22,"CO"
NA,37.4758,-107.38,0.13,"CO"
NA,37.4758,-107.38,0.1,"CO"
NA,37.575,-107.2989,0.1,"CO"
NA,37.575,-107.2989,0.1,"CO"
NA,37.5839,-107.3039,0.1,"CO"
NA,37.5839,-107.3039,0.1,"CO"
NA,37.5008,-107.3467,0.13,"CO"
NA,37.5008,-107.3467,0.1,"CO"
NA,37.5089,-107.3514,0.1,"CO"
NA,37.5089,-107.3514,0.1,"CO"
NA,37.5175,-107.3381,0.12,"CO"
NA,37.5175,-107.3381,0.1,"CO"
NA,37.5142,-107.325,0.18,"CO"
NA,37.5142,-107.325,0.32,"CO"
NA,37.5094,-107.3311,0.13,"CO"
NA,37.5094,-107.3311,0.1,"CO"
NA,37.5153,-107.2881,0.1,"CO"
NA,37.5153,-107.2881,0.1,"CO"
NA,37.4614,-107.4883,0.57,"CO"
NA,37.4828,-107.3692,0.1,"CO"
NA,37.4828,-107.3692,0.18,"CO"
NA,37.5039,-107.3189,0.18,"CO"
NA,37.5039,-107.3189,0.1,"CO"
NA,37.4767,-107.495,0.48,"CO"
NA,37.4767,-107.495,0.51,"CO"
NA,37.4711,-107.4936,0.86,"CO"
NA,37.4711,-107.4936,0.72,"CO"
NA,37.52,-107.6697,0.15,"CO"
NA,37.52,-107.6697,0.1,"CO"
NA,37.5058,-107.3044,0.1,"CO"
NA,37.5058,-107.3044,0.1,"CO"
NA,37.5158,-107.3106,0.15,"CO"
NA,37.5158,-107.3106,0.1,"CO"
NA,37.4769,-107.4547,0.1,"CO"
NA,37.4769,-107.4547,0.1,"CO"
NA,37.4792,-107.4628,0.31,"CO"
NA,37.4792,-107.4628,0.1,"CO"
NA,37.4814,-107.4667,0.16,"CO"
NA,37.4814,-107.4667,0.38,"CO"
NA,37.4864,-107.4694,0.1,"CO"
NA,37.4864,-107.4694,0.1,"CO"
NA,37.5131,-107.6542,0.1,"CO"
NA,37.5131,-107.6542,0.18,"CO"
NA,37.51,-107.6667,0.1,"CO"
NA,37.51,-107.6667,0.1,"CO"
NA,37.4989,-107.6719,0.47,"CO"
NA,37.4989,-107.6719,0.18,"CO"
NA,37.49,-107.6769,0.54,"CO"
NA,37.49,-107.6769,0.76,"CO"
NA,37.4753,-107.6786,0.21,"CO"
NA,37.4753,-107.6786,0.16,"CO"
NA,37.4836,-107.6419,0.18,"CO"
NA,37.4814,-107.6697,3.04,"CO"
NA,37.4814,-107.6697,3.58,"CO"
NA,37.4861,-107.6531,0.41,"CO"
NA,37.4861,-107.6531,0.36,"CO"
NA,37.4928,-107.6422,0.16,"CO"
NA,37.4928,-107.6422,0.39,"CO"
NA,37.5172,-107.7233,0.16,"CO"
NA,37.5172,-107.7233,0.1,"CO"
NA,37.5142,-107.7375,0.14,"CO"
NA,37.5142,-107.7375,0.22,"CO"
NA,37.5542,-107.665,0.1,"CO"
NA,37.5542,-107.665,0.1,"CO"
NA,37.5642,-107.6828,0.1,"CO"
NA,37.5642,-107.6828,0.1,"CO"
NA,37.5581,-107.6908,0.31,"CO"
NA,37.5581,-107.6908,0.11,"CO"
NA,37.5472,-107.6975,0.1,"CO"
NA,37.5472,-107.6975,0.1,"CO"
NA,37.5367,-107.6989,0.11,"CO"
NA,37.5367,-107.6989,0.18,"CO"
NA,37.7797,-107.5864,0.1,"CO"
NA,37.7797,-107.5864,0.1,"CO"
NA,37.5156,-107.7453,0.1,"CO"
NA,37.5156,-107.7453,0.31,"CO"
NA,37.5211,-107.7169,0.14,"CO"
NA,37.5211,-107.7169,0.1,"CO"
NA,37.5219,-107.715,0.1,"CO"
NA,37.5219,-107.715,0.1,"CO"
NA,37.4622,-107.4603,0.71,"CO"
NA,37.4622,-107.4603,0.61,"CO"
NA,37.4736,-107.4458,0.1,"CO"
NA,37.4736,-107.4458,0.18,"CO"
NA,37.4664,-107.4394,0.1,"CO"
NA,37.4664,-107.4394,0.3,"CO"
NA,37.4569,-107.4592,0.54,"CO"
NA,37.4569,-107.4592,0.71,"CO"
NA,37.4653,-107.4553,0.1,"CO"
NA,37.4653,-107.4553,0.15,"CO"
NA,37.4633,-107.4531,0.11,"CO"
NA,37.4633,-107.4531,0.16,"CO"
NA,37.4889,-107.435,0.1,"CO"
NA,37.4889,-107.435,0.1,"CO"
NA,37.495,-107.4319,0.13,"CO"
NA,37.495,-107.4319,0.14,"CO"
NA,37.5006,-107.4214,0.32,"CO"
NA,37.5006,-107.4214,0.4,"CO"
NA,37.4944,-107.4219,0.1,"CO"
NA,37.4944,-107.4219,0.15,"CO"
NA,37.4903,-107.4156,0.1,"CO"
NA,37.4903,-107.4156,0.1,"CO"
NA,37.4889,-107.4139,0.1,"CO"
NA,37.4889,-107.4139,0.1,"CO"
NA,37.4875,-107.4142,1.24,"CO"
NA,37.4875,-107.4142,1.12,"CO"
NA,37.4836,-107.4108,0.18,"CO"
NA,37.4836,-107.4108,0.1,"CO"
NA,37.4806,-107.4094,0.31,"CO"
NA,37.4806,-107.4094,0.1,"CO"
NA,37.4625,-107.4308,0.54,"CO"
NA,37.4625,-107.4308,0.18,"CO"
NA,37.4631,-107.4353,0.34,"CO"
NA,37.4631,-107.4353,0.1,"CO"
NA,37.4753,-107.4408,0.1,"CO"
NA,37.4753,-107.4408,0.25,"CO"
NA,37.4936,-107.4367,0.63,"CO"
NA,37.4936,-107.4367,0.79,"CO"
NA,37.4986,-107.4339,0.15,"CO"
NA,37.4986,-107.4339,0.1,"CO"
NA,37.4906,-107.4561,0.1,"CO"
NA,37.4906,-107.4561,0.1,"CO"
NA,37.4869,-107.4517,0.1,"CO"
NA,37.4869,-107.4517,0.1,"CO"
NA,37.4903,-107.4389,0.75,"CO"
NA,37.4903,-107.4389,0.76,"CO"
NA,37.4944,-107.4503,0.15,"CO"
NA,37.4944,-107.4503,0.1,"CO"
NA,37.4867,-107.4456,0.36,"CO"
NA,37.4867,-107.4456,0.1,"CO"
NA,37.4864,-107.4417,0.1,"CO"
NA,37.4864,-107.4417,0.1,"CO"
NA,37.5072,-107.4378,0.1,"CO"
NA,37.5072,-107.4378,0.13,"CO"
NA,37.5186,-107.4428,3.64,"CO"
NA,37.5186,-107.4428,5.2,"CO"
NA,37.5183,-107.4486,0.1,"CO"
NA,37.5183,-107.4486,0.1,"CO"
NA,37.5211,-107.4589,0.1,"CO"
NA,37.5211,-107.4589,0.1,"CO"
NA,37.5267,-107.4694,0.11,"CO"
NA,37.5267,-107.4694,0.1,"CO"
NA,37.5353,-107.4689,0.1,"CO"
NA,37.5353,-107.4689,0.1,"CO"
NA,37.5253,-107.4786,0.1,"CO"
NA,37.5253,-107.4786,0.1,"CO"
NA,37.52,-107.4769,0.1,"CO"
NA,37.52,-107.4769,0.1,"CO"
NA,37.5114,-107.4725,0.1,"CO"
NA,37.5114,-107.4725,0.11,"CO"
NA,37.5075,-107.4614,0.1,"CO"
NA,37.5069,-107.4508,0.1,"CO"
NA,37.5069,-107.4508,0.13,"CO"
NA,37.5064,-107.4408,0.1,"CO"
NA,37.5064,-107.4408,0.29,"CO"
NA,37.5292,-107.4469,0.14,"CO"
NA,37.5292,-107.4469,0.33,"CO"
NA,37.5347,-107.4489,0.1,"CO"
NA,37.5347,-107.4489,0.16,"CO"
NA,37.5422,-107.4514,0.1,"CO"
NA,37.5422,-107.4514,0.1,"CO"
NA,37.5483,-107.4506,0.1,"CO"
NA,37.5483,-107.4506,0.1,"CO"
NA,37.5511,-107.4592,0.1,"CO"
NA,37.5511,-107.4592,0.1,"CO"
NA,37.5883,-107.455,0.42,"CO"
NA,37.5883,-107.455,0.61,"CO"
NA,37.5306,-107.4428,1.85,"CO"
NA,37.5306,-107.4428,3.44,"CO"
NA,37.5517,-107.4403,1.05,"CO"
NA,37.5517,-107.4403,2.04,"CO"
NA,37.5578,-107.4397,0.1,"CO"
NA,37.5578,-107.4397,0.26,"CO"
NA,37.565,-107.455,0.1,"CO"
NA,37.565,-107.455,0.1,"CO"
NA,37.5786,-107.46,0.1,"CO"
NA,37.5786,-107.46,0.18,"CO"
NA,37.5972,-107.4606,0.24,"CO"
NA,37.5972,-107.4606,0.1,"CO"
NA,37.6028,-107.4567,0.1,"CO"
NA,37.6028,-107.4567,0.1,"CO"
NA,37.5972,-107.4658,0.1,"CO"
NA,37.5972,-107.4658,0.1,"CO"
NA,37.5925,-107.4667,0.1,"CO"
NA,37.5925,-107.4667,0.1,"CO"
NA,37.5878,-107.4789,0.1,"CO"
NA,37.5878,-107.4789,0.1,"CO"
NA,37.5997,-107.4747,0.1,"CO"
NA,37.5997,-107.4747,0.1,"CO"
NA,37.6017,-107.4733,0.1,"CO"
NA,37.6017,-107.4733,0.1,"CO"
NA,37.6147,-107.4717,0.1,"CO"
NA,37.6147,-107.4717,0.1,"CO"
NA,37.6197,-107.4733,0.1,"CO"
NA,37.6197,-107.4733,0.1,"CO"
NA,37.6244,-107.4722,0.1,"CO"
NA,37.6244,-107.4722,0.11,"CO"
NA,37.6219,-107.4508,0.1,"CO"
NA,37.6219,-107.4508,0.1,"CO"
NA,37.6258,-107.4439,0.1,"CO"
NA,37.6258,-107.4439,0.1,"CO"
NA,37.6167,-107.4389,0.1,"CO"
NA,37.6167,-107.4389,0.1,"CO"
NA,37.6178,-107.4267,0.1,"CO"
NA,37.6178,-107.4267,0.1,"CO"
NA,37.6122,-107.4228,0.1,"CO"
NA,37.6122,-107.4228,0.1,"CO"
NA,37.6394,-107.4506,0.1,"CO"
NA,37.6394,-107.4506,0.1,"CO"
NA,37.6375,-107.4617,0.1,"CO"
NA,37.6517,-107.4758,0.1,"CO"
NA,37.6517,-107.4758,0.1,"CO"
NA,37.6661,-107.4853,0.1,"CO"
NA,37.6661,-107.4853,0.1,"CO"
NA,37.6464,-107.4897,0.23,"CO"
NA,37.6464,-107.4897,0.1,"CO"
NA,37.6436,-107.4725,0.1,"CO"
NA,37.6436,-107.4725,0.1,"CO"
NA,37.6581,-107.4494,0.1,"CO"
NA,37.6581,-107.4494,0.1,"CO"
NA,37.6567,-107.44,0.1,"CO"
NA,37.6567,-107.44,0.1,"CO"
NA,37.6464,-107.4342,0.1,"CO"
NA,37.6464,-107.4342,0.1,"CO"
NA,37.6072,-107.4194,0.1,"CO"
NA,37.6072,-107.4194,0.1,"CO"
NA,37.6039,-107.4183,0.11,"CO"
NA,37.6039,-107.4183,0.1,"CO"
NA,37.5886,-107.4097,0.12,"CO"
NA,37.5886,-107.4097,0.1,"CO"
NA,37.5956,-107.4239,0.1,"CO"
NA,37.5956,-107.4239,0.1,"CO"
NA,37.5958,-107.4308,0.1,"CO"
NA,37.5958,-107.4308,0.1,"CO"
NA,37.5975,-107.4383,0.1,"CO"
NA,37.5975,-107.4383,0.1,"CO"
NA,37.5836,-107.4331,0.1,"CO"
NA,37.5836,-107.4331,0.1,"CO"
NA,37.5897,-107.4258,0.14,"CO"
NA,37.5897,-107.4258,0.1,"CO"
NA,37.5892,-107.4169,0.1,"CO"
NA,37.5892,-107.4169,0.1,"CO"
NA,37.5794,-107.4142,0.18,"CO"
NA,37.5794,-107.4142,0.1,"CO"
NA,37.5728,-107.4158,0.1,"CO"
NA,37.5728,-107.4158,0.1,"CO"
NA,37.5742,-107.4117,0.1,"CO"
NA,37.5742,-107.4117,0.1,"CO"
NA,37.5697,-107.3744,0.1,"CO"
NA,37.5825,-107.3814,0.23,"CO"
NA,37.5825,-107.3814,0.1,"CO"
NA,37.5975,-107.3769,0.1,"CO"
NA,37.5975,-107.3769,0.13,"CO"
NA,37.6061,-107.3858,0.1,"CO"
NA,37.6061,-107.3858,0.1,"CO"
NA,37.6172,-107.3761,0.14,"CO"
NA,37.6172,-107.3761,0.1,"CO"
NA,37.6153,-107.3581,0.11,"CO"
NA,37.6153,-107.3581,0.1,"CO"
NA,37.6422,-107.3733,0.1,"CO"
NA,37.6422,-107.3733,0.1,"CO"
NA,37.6386,-107.3781,0.22,"CO"
NA,37.6386,-107.3781,0.49,"CO"
NA,37.6319,-107.3789,0.1,"CO"
NA,37.6319,-107.3789,0.2,"CO"
NA,37.5864,-107.3633,0.1,"CO"
NA,37.5864,-107.3633,0.1,"CO"
NA,37.5558,-107.3819,0.1,"CO"
NA,37.5558,-107.3819,0.31,"CO"
NA,37.5225,-107.3978,0.1,"CO"
NA,37.5225,-107.3978,0.1,"CO"
NA,37.5211,-107.4086,0.1,"CO"
NA,37.5211,-107.4086,0.62,"CO"
NA,37.5103,-107.4172,0.1,"CO"
NA,37.5103,-107.4172,0.11,"CO"
NA,37.5128,-107.4142,0.1,"CO"
NA,37.5128,-107.4142,0.1,"CO"
NA,37.5372,-107.3867,0.14,"CO"
NA,37.5372,-107.3867,0.1,"CO"
NA,37.5303,-107.3847,0.1,"CO"
NA,37.5303,-107.3847,0.1,"CO"
NA,37.6322,-107.3375,0.1,"CO"
NA,37.6322,-107.3375,0.1,"CO"
NA,37.63,-107.3458,0.1,"CO"
NA,37.63,-107.3458,0.1,"CO"
NA,37.6225,-107.3511,0.1,"CO"
NA,37.6014,-107.3289,0.1,"CO"
NA,37.6014,-107.3289,0.1,"CO"
NA,37.6031,-107.3508,0.1,"CO"
NA,37.6031,-107.3508,0.1,"CO"
NA,37.5669,-107.3486,0.1,"CO"
NA,37.5669,-107.3486,0.1,"CO"
NA,37.5522,-107.3514,0.1,"CO"
NA,37.5522,-107.3514,0.19,"CO"
NA,37.5733,-107.3639,0.1,"CO"
NA,37.5733,-107.3639,0.1,"CO"
NA,37.5653,-107.3956,0.14,"CO"
NA,37.5653,-107.3956,1.2,"CO"
NA,37.5517,-107.3975,0.1,"CO"
NA,37.5517,-107.3975,0.27,"CO"
NA,37.5267,-107.4047,0.18,"CO"
NA,37.5267,-107.4047,0.1,"CO"
NA,37.5256,-107.3753,0.1,"CO"
NA,37.5256,-107.3753,0.33,"CO"
NA,37.5211,-107.3703,0.1,"CO"
NA,37.5211,-107.3703,0.1,"CO"
NA,37.5114,-107.3794,0.1,"CO"
NA,37.5114,-107.3794,0.27,"CO"
NA,37.5008,-107.3897,0.11,"CO"
NA,37.5008,-107.3897,0.1,"CO"
NA,37.4978,-107.3881,0.14,"CO"
NA,37.4978,-107.3881,0.32,"CO"
NA,37.4978,-107.3922,0.16,"CO"
NA,37.4978,-107.3922,0.1,"CO"
NA,37.5036,-107.3994,0.18,"CO"
NA,37.5036,-107.3994,0.54,"CO"
NA,37.5078,-107.4067,0.1,"CO"
NA,37.5078,-107.4067,0.37,"CO"
NA,37.5594,-107.4067,0.1,"CO"
NA,37.5594,-107.4067,0.1,"CO"
NA,37.5539,-107.4161,0.42,"CO"
NA,37.5539,-107.4161,0.38,"CO"
NA,37.5456,-107.3972,0.23,"CO"
NA,37.5456,-107.3972,0.33,"CO"
NA,37.77,-107.5756,0.1,"CO"
NA,37.53,-107.4097,0.1,"CO"
NA,37.53,-107.4097,0.1,"CO"
NA,37.5294,-107.41,0.1,"CO"
NA,37.5294,-107.41,0.16,"CO"
NA,37.7697,-107.5819,0.1,"CO"
NA,37.7697,-107.5819,0.1,"CO"
NA,37.7644,-107.5828,0.1,"CO"
NA,37.7644,-107.5828,0.1,"CO"
NA,37.7867,-107.5772,0.1,"CO"
NA,37.7867,-107.5772,0.27,"CO"
NA,37.5453,-107.575,0.14,"CO"
NA,37.5453,-107.575,0.1,"CO"
NA,37.5444,-107.5883,0.18,"CO"
NA,37.5444,-107.5883,0.27,"CO"
NA,37.5344,-107.6047,0.17,"CO"
NA,37.5344,-107.6047,0.1,"CO"
NA,37.5311,-107.6097,0.1,"CO"
NA,37.5311,-107.6097,0.1,"CO"
NA,37.5508,-107.6072,0.56,"CO"
NA,37.5508,-107.6072,0.67,"CO"
NA,37.5986,-107.6314,0.56,"CO"
NA,37.5986,-107.6314,0.1,"CO"
NA,37.5808,-107.6172,1.49,"CO"
NA,37.5808,-107.6172,7.64,"CO"
NA,38.0236,-107.1758,0.1,"CO"
NA,38.0189,-107.1761,0.22,"CO"
NA,38.0303,-107.1589,0.22,"CO"
NA,38.0258,-107.1503,0.1,"CO"
NA,38.0403,-107.1322,0.1,"CO"
NA,38.0317,-107.1453,0.19,"CO"
NA,38.0481,-107.1117,0.1,"CO"
NA,38.2547,-107.3197,0.26,"CO"
NA,38.2761,-107.3019,0.1,"CO"
NA,38.2517,-107.2942,0.1,"CO"
NA,38.3089,-107.2939,0.1,"CO"
NA,38.3106,-107.2919,1.48,"CO"
NA,38.2797,-107.2611,0.21,"CO"
NA,38.4147,-107.2783,2.04,"CO"
NA,38.4061,-107.2458,0.67,"CO"
NA,38.4028,-107.2453,0.41,"CO"
NA,38.3908,-107.2467,0.61,"CO"
NA,38.4208,-107.2611,0.58,"CO"
NA,38.3758,-107.4958,0.38,"CO"
NA,38.3878,-107.4853,0.33,"CO"
NA,38.3697,-107.4853,4.23,"CO"
NA,38.3369,-107.4764,0.1,"CO"
NA,38.308,-107.4641,0.2,"CO"
NA,38.2981,-107.4864,0.23,"CO"
NA,38.3039,-107.4689,0.1,"CO"
NA,38.2975,-107.465,0.1,"CO"
NA,38.2978,-107.4622,0.1,"CO"
NA,38.2686,-107.4339,0.1,"CO"
NA,38.2767,-107.4656,0.1,"CO"
NA,38.2761,-107.4625,0.1,"CO"
NA,38.2625,-107.4786,0.1,"CO"
NA,38.2186,-107.465,0.1,"CO"
NA,38.2194,-107.4628,0.15,"CO"
NA,38.1906,-107.4239,0.18,"CO"
NA,38.1003,-107.4133,0.1,"CO"
NA,38.1333,-107.3897,0.18,"CO"
NA,38.1042,-107.4742,0.1,"CO"
NA,38.1536,-107.4483,0.1,"CO"
NA,38.1867,-107.4572,0.1,"CO"
NA,38.31,-107.4275,0.15,"CO"
NA,38.2614,-107.4117,0.1,"CO"
NA,38.2483,-107.4072,0.1,"CO"
NA,38.3989,-107.4967,0.21,"CO"
NA,38.4025,-107.4761,0.1,"CO"
NA,38.44,-107.4872,2.62,"CO"
NA,38.4231,-107.4458,2.15,"CO"
NA,38.4794,-107.5144,1.09,"CO"
NA,38.455,-107.5439,2.15,"CO"
NA,38.4506,-107.5486,2.68,"CO"
NA,38.4372,-107.59,4.03,"CO"
NA,38.4389,-107.5975,4.88,"CO"
NA,38.4558,-107.6767,35.7,"CO"
NA,38.4572,-107.675,6.96,"CO"
NA,38.4119,-107.6444,209.5,"CO"
NA,38.4689,-107.6911,6.57,"CO"
NA,38.4811,-107.7206,26.4,"CO"
NA,38.4858,-107.7222,13.2,"CO"
NA,38.4897,-107.7403,2.82,"CO"
NA,38.4133,-107.7508,0.47,"CO"
NA,38.4147,-107.7525,0.48,"CO"
NA,38.4169,-107.8128,28.6,"CO"
NA,38.4317,-106.1733,0.1,"CO"
NA,38.4178,-107.8122,2.88,"CO"
NA,38.4172,-107.7836,0.34,"CO"
NA,38.45,-107.7975,1.37,"CO"
NA,38.4889,-107.8239,7.46,"CO"
NA,38.4708,-107.5014,0.71,"CO"
NA,38.3561,-107.1119,0.1,"CO"
NA,38.4847,-107.8561,2.24,"CO"
NA,38.4492,-107.8556,1.32,"CO"
NA,38.4206,-107.8583,1.21,"CO"
NA,38.4042,-107.8642,5.78,"CO"
NA,38.3833,-107.8547,2.21,"CO"
NA,38.3767,-107.8625,0.81,"CO"
NA,38.3672,-107.8567,3.81,"CO"
NA,38.3586,-107.8267,8.7,"CO"
NA,38.3556,-107.8361,1.14,"CO"
NA,38.3422,-107.8214,8.3,"CO"
NA,38.3789,-107.795,8.7,"CO"
NA,38.3492,-107.7803,1.32,"CO"
NA,38.3419,-107.7756,2.06,"CO"
NA,38.3386,-107.7722,15.3,"CO"
NA,38.36,-107.6906,13,"CO"
NA,38.3431,-107.7283,1.57,"CO"
NA,38.3253,-107.7636,6.15,"CO"
NA,38.3194,-107.725,1.34,"CO"
NA,38.3183,-107.7997,1.3,"CO"
NA,38.1839,-107.745,5.36,"CO"
NA,38.2306,-107.755,3.83,"CO"
NA,38.2228,-107.7386,3.92,"CO"
NA,38.2289,-107.7733,3.3,"CO"
NA,38.2394,-107.7644,3.1,"CO"
NA,38.2358,-107.7336,2.91,"CO"
NA,38.2864,-107.7628,1.49,"CO"
NA,38.2878,-107.7606,1.44,"CO"
NA,38.46,-107.8467,1.6,"CO"
