"welldpth","latitude","longitude","u_ppb","state"
NA,40.5486,-104.8131,33.8,"CO"
NA,40.5592,-104.7994,26.5,"CO"
NA,40.5683,-104.77,26.3,"CO"
NA,40.5983,-104.9344,29.1,"CO"
NA,40.6208,-104.8828,52.4,"CO"
NA,40.5817,-104.8714,37.6,"CO"
NA,40.2756,-104.5708,0.1,"CO"
NA,40.2544,-104.5558,1.3,"CO"
NA,40.2767,-104.5517,0.7,"CO"
NA,40.2767,-104.5361,8.67,"CO"
200,40.27,-104.5211,9.53,"CO"
NA,40.2506,-104.5153,114.9,"CO"
NA,40.295,-104.5283,63.6,"CO"
NA,40.3203,-104.5228,91,"CO"
NA,40.3336,-104.5328,0.44,"CO"
NA,40.3861,-104.5144,45.3,"CO"
NA,40.4406,-104.5369,55.6,"CO"
NA,40.4864,-104.6019,28.2,"CO"
NA,40.4656,-104.5981,63,"CO"
NA,40.4658,-104.5997,80.2,"CO"
NA,40.4939,-104.5556,13.6,"CO"
NA,40.4544,-104.5069,28.9,"CO"
NA,40.4425,-104.6869,25,"CO"
NA,40.4489,-104.7,68.9,"CO"
NA,40.4378,-104.7344,20.4,"CO"
NA,40.4206,-104.7217,4.26,"CO"
NA,40.4131,-104.6386,32.1,"CO"
NA,40.4231,-104.635,20.7,"CO"
NA,40.4,-104.7161,2.31,"CO"
NA,40.405,-104.7306,16.2,"CO"
NA,40.4678,-104.9822,2.77,"CO"
NA,40.4883,-104.9819,33.7,"CO"
NA,40.4875,-104.9636,9.6,"CO"
NA,40.4867,-104.8972,14,"CO"
NA,40.4483,-104.8894,15.9,"CO"
NA,40.4333,-104.8917,48,"CO"
NA,40.4256,-104.9386,5.26,"CO"
NA,40.7281,-104.3203,22.6,"CO"
NA,40.7267,-104.2764,0.49,"CO"
NA,40.7361,-104.2806,0.97,"CO"
NA,40.3186,-104.9056,38.7,"CO"
NA,40.2917,-104.8792,103.8,"CO"
NA,40.2575,-104.8794,19.7,"CO"
NA,40.2575,-104.9386,22,"CO"
NA,40.2592,-104.9789,17,"CO"
NA,40.3006,-104.9158,8.23,"CO"
NA,40.3106,-104.9558,45.5,"CO"
NA,40.2989,-104.9983,43.2,"CO"
NA,40.3633,-104.9075,8.67,"CO"
NA,40.3614,-104.8856,22.6,"CO"
NA,40.3708,-104.9269,26.9,"CO"
NA,40.3497,-104.9358,57,"CO"
NA,40.3214,-104.95,58.9,"CO"
NA,40.2908,-104.915,41.9,"CO"
NA,40.3717,-104.99,45.3,"CO"
NA,40.5011,-104.9819,15.9,"CO"
NA,40.5161,-104.9258,43.6,"CO"
NA,40.5258,-104.8894,15.7,"CO"
NA,40.5667,-104.9583,19.7,"CO"
NA,40.5817,-104.9928,30.4,"CO"
NA,40.5492,-104.9433,45.1,"CO"
NA,40.5661,-104.895,9.63,"CO"
NA,40.5592,-104.9781,4.02,"CO"
NA,40.5925,-104.9725,70.8,"CO"
NA,40.6103,-104.9886,46.9,"CO"
NA,40.6097,-104.9469,5.77,"CO"
NA,40.6972,-104.2539,37.6,"CO"
12,40.7025,-104.2789,19,"CO"
NA,40.7122,-104.3442,0.76,"CO"
NA,40.7117,-104.3725,2.19,"CO"
290,40.6833,-104.3303,0.1,"CO"
NA,40.6856,-104.3619,2.44,"CO"
NA,40.6661,-104.3628,1.68,"CO"
NA,40.6394,-104.2944,8.57,"CO"
400,40.67,-104.2772,1.43,"CO"
NA,40.6442,-104.3406,0.32,"CO"
NA,40.1489,-104.8336,19,"CO"
NA,40.1308,-104.8069,48.6,"CO"
NA,40.1572,-104.7756,11.9,"CO"
NA,40.145,-104.7819,0.94,"CO"
NA,40.1747,-104.7878,28.7,"CO"
NA,40.1958,-104.7714,0.1,"CO"
289,40.1883,-104.7497,0.43,"CO"
NA,40.1989,-104.7386,7.72,"CO"
NA,40.145,-104.7339,1.12,"CO"
NA,40.1681,-104.7011,0.95,"CO"
NA,40.1828,-104.6589,180.3,"CO"
NA,40.1894,-104.6594,95.5,"CO"
NA,40.5417,-104.7164,35.8,"CO"
NA,40.5397,-104.6553,73.5,"CO"
NA,40.5617,-104.6625,50.1,"CO"
NA,40.5689,-104.6408,90.5,"CO"
NA,40.5825,-104.6442,59.5,"CO"
NA,40.5822,-104.6692,48.2,"CO"
NA,40.5839,-104.6908,12.3,"CO"
NA,40.6125,-104.7147,1.08,"CO"
NA,40.5917,-104.6317,134.9,"CO"
NA,40.5958,-104.6575,68.6,"CO"
NA,40.2625,-104.0356,31.7,"CO"
NA,40.2914,-104.0922,62.8,"CO"
NA,40.2914,-104.0639,72.7,"CO"
NA,40.3636,-104.0292,32.1,"CO"
385,40.1872,-104.6856,0.27,"CO"
NA,40.2117,-104.6581,99.1,"CO"
NA,40.2317,-104.7406,30.8,"CO"
NA,40.2333,-104.7483,20,"CO"
NA,40.2261,-104.7253,7.73,"CO"
NA,40.2114,-104.6969,7.07,"CO"
NA,40.2183,-104.7106,26.8,"CO"
NA,40.7089,-104.4058,1.3,"CO"
NA,40.7433,-104.4192,0.1,"CO"
NA,40.7389,-104.4472,0.46,"CO"
250,40.6322,-104.3928,1.29,"CO"
NA,40.7436,-104.525,15.5,"CO"
NA,40.7217,-104.5719,12.2,"CO"
200,40.7389,-104.615,5.6,"CO"
NA,40.6939,-104.6028,0.54,"CO"
NA,40.6614,-104.6119,1.57,"CO"
NA,40.6519,-104.6153,0.1,"CO"
NA,40.6389,-104.6011,0.52,"CO"
NA,40.5089,-104.5267,67.7,"CO"
NA,40.5372,-104.5786,109.5,"CO"
NA,40.5081,-104.5886,53.1,"CO"
NA,40.5106,-104.6086,20.1,"CO"
NA,40.5667,-104.5244,4.26,"CO"
NA,40.5417,-104.5014,32.7,"CO"
NA,40.5917,-104.5442,0.34,"CO"
NA,40.61,-104.5458,0.1,"CO"
NA,40.6167,-104.5261,0.75,"CO"
NA,40.595,-104.5042,1.38,"CO"
NA,40.5944,-104.5728,0.16,"CO"
NA,40.6222,-104.6156,13.9,"CO"
NA,40.6183,-104.7758,48.7,"CO"
NA,40.5772,-104.7989,38.9,"CO"
NA,40.5858,-104.7539,38.4,"CO"
160,40.6453,-104.1619,1.81,"CO"
220,40.6697,-104.2158,26.3,"CO"
35,40.6842,-104.225,197.4,"CO"
NA,40.6608,-104.1633,8.53,"CO"
NA,40.6847,-104.1358,0.41,"CO"
NA,40.6758,-104.1278,7.9,"CO"
NA,40.6594,-104.1278,22.7,"CO"
NA,40.3733,-104.0864,8.3,"CO"
NA,40.3569,-104.0803,22,"CO"
NA,40.3317,-104.1194,58.3,"CO"
NA,40.2769,-104.0447,90.2,"CO"
NA,40.3058,-104.0464,165.8,"CO"
NA,40.3492,-104.0675,43.4,"CO"
NA,40.4825,-104.0933,8.09,"CO"
NA,40.4997,-104.0278,96.1,"CO"
300,40.6536,-104.4628,0.7,"CO"
NA,40.7125,-104.4525,0.15,"CO"
NA,34.4459,-112.6926,2,"AZ"
NA,40.6831,-104.4372,0.1,"CO"
NA,40.6822,-104.4103,99.6,"CO"
NA,40.6544,-104.4022,0.65,"CO"
NA,40.64,-104.4219,0.95,"CO"
NA,40.625,-104.4703,2.08,"CO"
NA,40.6528,-104.4442,0.72,"CO"
NA,40.7214,-104.4758,17.2,"CO"
NA,40.7267,-104.5044,32.9,"CO"
NA,40.5719,-104.335,3.77,"CO"
NA,40.5219,-104.3553,0.69,"CO"
NA,40.5244,-104.3061,0.48,"CO"
240,40.6108,-104.2692,0.1,"CO"
NA,40.5647,-104.2867,0.96,"CO"
NA,40.6208,-104.3939,0.1,"CO"
NA,40.545,-104.385,5.97,"CO"
NA,40.5139,-104.385,0.68,"CO"
NA,40.5272,-104.4586,0.33,"CO"
NA,40.5628,-104.4561,0.1,"CO"
NA,40.5961,-104.4475,0.15,"CO"
NA,40.6083,-104.4764,32.3,"CO"
289,40.4814,-104.2258,0.15,"CO"
NA,40.4378,-104.1306,34.4,"CO"
250,40.4528,-104.2072,5.98,"CO"
NA,40.4097,-104.2478,38.2,"CO"
NA,40.6778,-104.1719,6.87,"CO"
NA,40.6803,-104.2139,196,"CO"
NA,40.7406,-104.2089,5.8,"CO"
NA,40.7256,-104.2167,81.6,"CO"
NA,40.7131,-104.1622,1,"CO"
65,40.7322,-104.1442,13.8,"CO"
NA,40.7244,-104.1453,0.1,"CO"
NA,40.7192,-104.0867,36.6,"CO"
NA,40.7436,-104.0139,1.8,"CO"
NA,40.7436,-104.0572,26.4,"CO"
NA,34.4737,-112.6398,0.65,"AZ"
NA,40.7203,-104.0675,13.9,"CO"
NA,40.7103,-104.03,82.5,"CO"
NA,40.7042,-104.0572,67.9,"CO"
NA,40.6953,-104.1133,15.1,"CO"
NA,40.6833,-104.0944,23.9,"CO"
NA,40.6639,-104.0875,5.57,"CO"
NA,40.655,-104.0861,4.49,"CO"
NA,40.6692,-104.0339,53.1,"CO"
NA,40.6439,-104.0097,41.7,"CO"
NA,40.6439,-104.0667,5.9,"CO"
NA,40.6325,-104.0692,48.6,"CO"
327,40.6408,-104.21,4.2,"CO"
10,40.8961,-104.2975,20.2,"CO"
NA,40.9133,-104.2947,39.3,"CO"
NA,40.9558,-104.2847,8.09,"CO"
NA,40.6272,-104.5819,0.26,"CO"
NA,40.6514,-104.5683,0.82,"CO"
NA,40.6872,-104.5239,1.17,"CO"
NA,40.7022,-104.5289,0.62,"CO"
NA,40.6311,-104.5036,0.1,"CO"
NA,40.4794,-104.4933,95.1,"CO"
NA,40.48,-104.4117,23.4,"CO"
NA,40.47,-104.4233,11,"CO"
NA,40.4828,-104.3875,23.4,"CO"
NA,40.4878,-104.3744,8.54,"CO"
NA,40.4747,-104.3544,1.19,"CO"
NA,40.4817,-104.3369,0.18,"CO"
240,40.4783,-104.3183,0.77,"CO"
NA,40.4883,-104.2547,0.77,"CO"
NA,40.4467,-104.2625,52.4,"CO"
NA,40.4783,-104.3839,13.6,"CO"
NA,40.4797,-104.4731,0.21,"CO"
NA,40.4792,-104.4458,0.5,"CO"
NA,40.4592,-104.4481,7.64,"CO"
NA,40.4442,-104.42,2.25,"CO"
NA,40.4281,-104.3717,11.5,"CO"
NA,40.6042,-104.1869,1.39,"CO"
NA,40.5658,-104.1922,4.89,"CO"
NA,40.5683,-104.2342,2.97,"CO"
NA,40.535,-104.2083,1.08,"CO"
NA,40.5381,-104.2417,0.39,"CO"
NA,40.5394,-104.1719,1.94,"CO"
300,40.5239,-104.1767,0.62,"CO"
NA,40.5233,-104.1417,0.1,"CO"
240,40.5683,-104.1508,2.5,"CO"
NA,40.9544,-104.2683,7.82,"CO"
NA,40.9228,-104.2578,10.5,"CO"
NA,40.9947,-104.2761,5.2,"CO"
NA,40.9736,-104.3161,9.6,"CO"
180,40.8992,-104.3328,8.34,"CO"
NA,40.9161,-104.3558,6.94,"CO"
160,40.9294,-104.3731,9.37,"CO"
NA,40.9456,-104.3583,5.53,"CO"
NA,40.4961,-104.0089,26.2,"CO"
NA,40.4233,-104.0097,42.3,"CO"
NA,40.3947,-104.0094,46.8,"CO"
NA,40.4081,-104.0508,23.4,"CO"
NA,40.4097,-104.1008,0.1,"CO"
NA,40.385,-104.1064,35.1,"CO"
NA,40.4281,-104.1075,47.5,"CO"
NA,40.4528,-104.3756,5.14,"CO"
NA,40.4528,-104.3747,15.2,"CO"
NA,40.4325,-104.4114,3.5,"CO"
NA,40.4431,-104.3414,1.74,"CO"
NA,40.4178,-104.3378,2.38,"CO"
NA,40.4025,-104.3447,13.7,"CO"
NA,40.465,-104.4886,0.69,"CO"
240,40.45,-104.4878,26.6,"CO"
NA,40.4367,-104.4886,0.1,"CO"
NA,40.3925,-104.4908,80.5,"CO"
NA,40.3867,-104.4403,7.9,"CO"
25,40.3906,-104.4881,45.9,"CO"
NA,40.3772,-104.7606,21.4,"CO"
NA,40.3881,-104.8022,1.6,"CO"
NA,40.4072,-104.83,15.3,"CO"
NA,40.4003,-104.8461,18.5,"CO"
NA,40.4153,-104.8603,0.1,"CO"
NA,40.4167,-104.7961,22.6,"CO"
NA,40.4372,-104.7736,19,"CO"
NA,40.4444,-104.7878,30.7,"CO"
NA,40.4517,-104.8228,22.1,"CO"
NA,40.9744,-104.4158,7.86,"CO"
NA,40.9683,-104.4092,7.07,"CO"
NA,40.9906,-104.4417,8.07,"CO"
NA,40.955,-104.4475,10.2,"CO"
NA,40.95,-104.4422,6.95,"CO"
NA,40.9453,-104.4492,7.3,"CO"
220,40.9633,-104.3917,5.57,"CO"
NA,40.9592,-104.4044,8.19,"CO"
NA,40.9278,-104.3925,7.48,"CO"
NA,40.9017,-104.3925,9.1,"CO"
NA,40.8911,-104.3783,9.72,"CO"
NA,40.8886,-104.4047,12.9,"CO"
NA,40.8847,-104.4867,12.8,"CO"
NA,40.9142,-104.4444,11.6,"CO"
NA,40.9036,-104.2186,10,"CO"
NA,40.925,-104.2092,22.3,"CO"
NA,40.9261,-104.1872,1.6,"CO"
NA,40.9278,-104.1803,27.2,"CO"
NA,40.9483,-104.18,19.7,"CO"
60,40.9975,-104.1903,12.5,"CO"
NA,40.9886,-104.1428,17,"CO"
180,40.9661,-104.1661,20.1,"CO"
NA,40.9244,-104.1333,16.4,"CO"
NA,40.8581,-104.3319,27.9,"CO"
NA,40.8697,-104.2628,8.7,"CO"
NA,40.8539,-104.2886,40.2,"CO"
NA,40.8442,-104.3233,13.3,"CO"
NA,40.8133,-104.3442,127.5,"CO"
NA,40.835,-104.3639,16.7,"CO"
NA,40.8056,-104.305,16.8,"CO"
NA,40.7808,-104.3136,1.69,"CO"
NA,40.7536,-104.3731,3.29,"CO"
350,40.7853,-104.36,13.1,"CO"
NA,40.7561,-104.3122,27.6,"CO"
65,40.7825,-104.2603,15.2,"CO"
45,40.7683,-104.2381,27.1,"CO"
NA,40.8414,-104.2494,5.82,"CO"
NA,40.8661,-104.1536,14.4,"CO"
NA,40.8428,-104.1458,4.21,"CO"
NA,40.8178,-104.1597,3.49,"CO"
NA,40.7936,-104.1636,93.7,"CO"
NA,40.7769,-104.1639,6.55,"CO"
NA,40.8253,-104.1817,34,"CO"
NA,40.8717,-104.2372,11.2,"CO"
NA,40.8533,-104.1933,16.3,"CO"
NA,40.8283,-104.2292,4.32,"CO"
NA,40.8092,-104.2297,26.2,"CO"
NA,40.6233,-104.0489,2.41,"CO"
NA,40.6044,-104.0411,1.46,"CO"
NA,40.5842,-104.0661,32.5,"CO"
250,40.5519,-104.0622,30.8,"CO"
NA,40.59,-104.0169,84.1,"CO"
NA,40.5528,-104.0422,8.45,"CO"
NA,40.5231,-104.0636,25.2,"CO"
NA,40.5047,-104.0322,69.6,"CO"
250,40.5172,-104.1069,1.6,"CO"
NA,40.5089,-104.095,0.73,"CO"
NA,40.5383,-104.0661,25.4,"CO"
NA,40.6181,-104.1214,1.8,"CO"
NA,40.4419,-104.8489,27.4,"CO"
NA,40.4692,-104.7883,157.5,"CO"
NA,40.4894,-104.7725,23.6,"CO"
NA,40.4789,-104.8769,51.7,"CO"
NA,40.4675,-104.9519,8.68,"CO"
NA,40.4728,-104.9467,15,"CO"
NA,40.4336,-104.8881,3.92,"CO"
NA,40.3783,-104.9322,11.8,"CO"
NA,40.3975,-104.9936,7.47,"CO"
NA,40.4008,-104.9889,29.6,"CO"
NA,40.6411,-104.6958,0.9,"CO"
NA,40.6258,-104.7333,3.04,"CO"
NA,40.6514,-104.7339,88.7,"CO"
17,40.71,-104.7306,26.2,"CO"
NA,40.7214,-104.7478,35.9,"CO"
NA,40.7269,-104.7067,7.8,"CO"
NA,40.7367,-104.6353,3.16,"CO"
NA,40.7097,-104.6353,1.77,"CO"
NA,40.6739,-104.7922,2.28,"CO"
NA,40.9372,-104.1211,10.5,"CO"
NA,40.9131,-104.1622,0.73,"CO"
NA,40.8792,-104.1467,21.4,"CO"
NA,40.9036,-104.1522,1.38,"CO"
NA,40.8783,-104.2003,4.19,"CO"
265,40.8889,-104.2186,0.81,"CO"
NA,40.8947,-104.7972,9.3,"CO"
NA,40.8975,-104.8669,29.9,"CO"
NA,40.8933,-104.8367,54.3,"CO"
NA,40.9092,-104.8044,10.5,"CO"
NA,40.77,-104.1022,9.3,"CO"
NA,40.7717,-104.0872,6.07,"CO"
NA,40.8,-104.0808,9.5,"CO"
NA,40.8139,-104.0467,8.41,"CO"
NA,40.8519,-104.0633,7.43,"CO"
NA,40.8722,-104.0522,8.8,"CO"
NA,40.8189,-104.0811,7.15,"CO"
NA,40.8575,-104.0042,5.82,"CO"
NA,40.8014,-104.0328,15.9,"CO"
NA,40.7947,-104.0261,4.16,"CO"
NA,40.7686,-104.0114,5.26,"CO"
NA,40.7564,-104.045,4.7,"CO"
NA,40.8822,-104.0664,7.57,"CO"
NA,40.9122,-104.0944,6.07,"CO"
NA,40.9067,-104.0683,9.3,"CO"
NA,40.9336,-104.0756,9.7,"CO"
NA,40.9933,-104.1228,14.3,"CO"
NA,40.9892,-104.0711,3.77,"CO"
NA,40.9744,-104.0533,10.6,"CO"
NA,40.805,-104.7158,37,"CO"
NA,40.7869,-104.7058,67.9,"CO"
NA,40.7833,-104.7272,20.5,"CO"
NA,40.7544,-104.6956,1.68,"CO"
NA,40.7606,-104.63,4.47,"CO"
NA,40.7961,-104.6283,8,"CO"
NA,40.8639,-104.6339,9.38,"CO"
NA,40.8125,-104.655,23.4,"CO"
NA,40.8267,-104.705,39.2,"CO"
NA,40.8556,-104.7247,23.7,"CO"
NA,40.8553,-104.7053,27.1,"CO"
NA,40.8267,-104.7236,10.4,"CO"
NA,40.6264,-104.7783,51.1,"CO"
NA,40.9961,-104.0161,8.02,"CO"
NA,40.9744,-104.0197,6.01,"CO"
NA,40.9556,-104.035,0.59,"CO"
NA,40.94,-104.0583,8.67,"CO"
NA,40.9333,-104.1239,8.88,"CO"
NA,40.9128,-104.0472,5.03,"CO"
NA,40.8992,-104.0142,6.58,"CO"
NA,40.6311,-104.8397,51.6,"CO"
NA,40.6375,-104.8561,62.1,"CO"
170,40.6678,-104.8203,49.6,"CO"
NA,40.6947,-104.8106,6.28,"CO"
NA,40.7425,-104.8722,5.56,"CO"
NA,40.7106,-104.8836,0.42,"CO"
NA,40.7342,-104.7567,8.42,"CO"
NA,40.8583,-104.3831,14,"CO"
NA,40.8594,-104.3886,15.7,"CO"
NA,40.8175,-104.4119,21.4,"CO"
NA,40.7981,-104.4214,1.24,"CO"
NA,40.7689,-104.4006,0.23,"CO"
NA,40.7883,-104.4433,2.4,"CO"
NA,40.8128,-104.455,16.1,"CO"
NA,40.8364,-104.4406,5.95,"CO"
NA,40.8328,-104.4694,8.35,"CO"
NA,40.8489,-104.4556,6.63,"CO"
NA,40.8578,-104.4833,6.39,"CO"
NA,40.7536,-104.4781,3.03,"CO"
NA,40.7742,-104.6067,18.1,"CO"
NA,40.8975,-104.7611,32.5,"CO"
NA,40.9519,-104.8064,9.2,"CO"
NA,40.9469,-104.8311,30.4,"CO"
NA,40.9667,-104.8211,4.23,"CO"
NA,40.9856,-104.8125,2.33,"CO"
32,40.9778,-104.7847,6.42,"CO"
NA,40.9753,-104.52,3.04,"CO"
NA,40.9658,-104.5603,11.7,"CO"
NA,40.9639,-104.5639,4.06,"CO"
NA,40.9522,-104.6183,4.41,"CO"
NA,40.9292,-104.6014,8.9,"CO"
NA,40.9142,-104.6228,22.2,"CO"
NA,40.9417,-104.5358,6.4,"CO"
NA,40.9317,-104.5261,8.17,"CO"
NA,40.9131,-104.5067,14.6,"CO"
NA,40.8769,-104.5139,5.85,"CO"
NA,40.8806,-104.5456,8.32,"CO"
NA,40.8772,-104.5875,20,"CO"
NA,40.8992,-104.9064,9.16,"CO"
NA,40.9883,-104.9089,3.36,"CO"
NA,40.8967,-104.9436,20.3,"CO"
NA,40.9197,-104.9553,65.3,"CO"
NA,40.9442,-104.9928,2.44,"CO"
NA,40.9103,-104.9633,4.29,"CO"
NA,40.8989,-104.9611,12.2,"CO"
NA,40.9075,-104.9061,35.8,"CO"
NA,40.9311,-104.9364,8.31,"CO"
NA,40.9781,-104.9497,25.4,"CO"
NA,40.9894,-104.9983,3.13,"CO"
NA,40.9347,-104.9772,3.52,"CO"
NA,40.8542,-104.7872,30.9,"CO"
NA,40.8686,-104.8544,5.42,"CO"
NA,40.8756,-104.6422,6.92,"CO"
NA,40.8986,-104.6444,5.23,"CO"
NA,40.8811,-104.7242,25.5,"CO"
NA,40.9028,-104.7194,19.9,"CO"
NA,40.9256,-104.7372,8.88,"CO"
NA,40.9567,-104.7194,4.52,"CO"
NA,40.9489,-104.7228,4.83,"CO"
NA,40.9633,-104.7478,6.42,"CO"
NA,40.9661,-104.6478,3.75,"CO"
NA,40.9889,-104.655,3.39,"CO"
NA,40.7983,-104.9686,23.4,"CO"
NA,40.7694,-104.9344,22.7,"CO"
NA,40.7883,-104.8956,3.93,"CO"
NA,40.7981,-104.8958,6.35,"CO"
NA,40.7989,-104.9381,3.71,"CO"
NA,40.8703,-104.9056,5.21,"CO"
NA,40.8497,-104.9353,29,"CO"
NA,40.8692,-104.9428,20.4,"CO"
NA,40.8567,-104.9592,14.7,"CO"
NA,40.8731,-104.9736,65.7,"CO"
NA,40.7256,-104.8844,22.7,"CO"
NA,40.7333,-104.9369,41.1,"CO"
NA,40.7128,-104.9369,93.2,"CO"
NA,40.7158,-104.9658,36.8,"CO"
NA,40.6972,-104.9725,45.5,"CO"
350,40.6617,-104.9333,1.28,"CO"
NA,40.655,-104.9033,170.6,"CO"
NA,40.6783,-104.8967,3.79,"CO"
NA,40.6603,-105,38.1,"CO"
NA,40.6392,-104.9914,54.6,"CO"
NA,40.6386,-105,45.7,"CO"
NA,40.7675,-104.5678,19.4,"CO"
200,40.7683,-104.5039,9.37,"CO"
NA,40.8128,-104.5394,20.3,"CO"
NA,40.8306,-104.5061,2.38,"CO"
NA,40.8536,-104.5192,7.47,"CO"
NA,40.8711,-104.6042,21.9,"CO"
NA,40.7989,-104.5914,17.6,"CO"
NA,40.8533,-104.6192,8.08,"CO"
NA,40.815,-104.5944,12.7,"CO"
NA,40.8856,-104.6947,22.4,"CO"
NA,40.885,-104.6303,8,"CO"
NA,40.8561,-104.8006,9.54,"CO"
NA,40.8433,-104.8236,5.57,"CO"
NA,40.8364,-104.7994,10.18,"CO"
60,40.0731,-104.0564,5.88,"CO"
60,40.0731,-104.0564,7.77,"CO"
60,40.0731,-104.0564,4.2,"CO"
60,40.0731,-104.0564,4.89,"CO"
80,40.0528,-104.0747,0.76,"CO"
80,40.0528,-104.0747,1.43,"CO"
80,40.0528,-104.0747,1.03,"CO"
NA,40.0528,-104.0747,1.43,"CO"
NA,40.0347,-104.0742,36.7,"CO"
NA,40.0347,-104.0742,38.1,"CO"
NA,40.0347,-104.0742,18.22,"CO"
NA,40.0347,-104.0742,8.34,"CO"
100,40.0153,-104.075,13.6,"CO"
100,40.0153,-104.075,10,"CO"
100,40.0153,-104.075,8.76,"CO"
100,40.0153,-104.075,7.89,"CO"
NA,40.0425,-104.0942,2.65,"CO"
NA,40.0425,-104.0942,4.33,"CO"
NA,40.0425,-104.0942,2.46,"CO"
NA,40.0425,-104.0942,2.74,"CO"
NA,40.015,-104.0942,27.9,"CO"
NA,40.015,-104.0942,23.1,"CO"
NA,40.015,-104.0942,19.9,"CO"
NA,40.015,-104.0942,22.2,"CO"
NA,40.0239,-104.0364,15.8,"CO"
NA,40.0239,-104.0364,12.8,"CO"
65,40.0239,-104.0364,10.61,"CO"
65,40.0239,-104.0364,11.9,"CO"
137,40.1022,-104.0261,50.1,"CO"
137,40.1022,-104.0261,45.8,"CO"
137,40.1022,-104.0261,34.7,"CO"
124,40.1353,-104.0564,12.1,"CO"
124,40.1353,-104.0564,11.9,"CO"
124,40.1353,-104.0564,8.31,"CO"
124,40.1353,-104.0564,16.18,"CO"
124,40.1353,-104.0564,14.32,"CO"
172,40.1744,-104.0564,8.74,"CO"
172,40.1744,-104.0564,8.57,"CO"
172,40.1744,-104.0564,6.84,"CO"
172,40.1744,-104.0564,6.95,"CO"
150,40.2178,-104.0781,11.2,"CO"
150,40.2178,-104.0781,11.7,"CO"
150,40.2178,-104.0781,9.25,"CO"
NA,40.2178,-104.0781,9.23,"CO"
NA,40.2089,-104.0939,41.1,"CO"
NA,40.2089,-104.0939,42.2,"CO"
NA,40.2089,-104.0939,43.4,"CO"
NA,40.2089,-104.0939,30.16,"CO"
100,40.1667,-104.0928,17.2,"CO"
100,40.1667,-104.0928,11.9,"CO"
100,40.1667,-104.0928,10.93,"CO"
100,40.1667,-104.0928,10.17,"CO"
164,40.1403,-104.0367,11.7,"CO"
NA,34.4612,-112.5547,0.59,"AZ"
164,40.1403,-104.0367,11.1,"CO"
164,40.1403,-104.0367,8.21,"CO"
164,40.1403,-104.0367,8.03,"CO"
164,40.1403,-104.0367,10.38,"CO"
120,40.2183,-104.0361,6.82,"CO"
120,40.2183,-104.0361,5.74,"CO"
120,40.2183,-104.0361,6.74,"CO"
120,40.2183,-104.0361,7.19,"CO"
120,40.2183,-104.0361,7.18,"CO"
650,40.075,-104.0939,0.1,"CO"
650,40.075,-104.0939,1.28,"CO"
650,40.075,-104.0939,2,"CO"
180,40.2986,-104.0556,81.4,"CO"
NA,34.4745,-112.3481,1.06,"AZ"
180,40.2986,-104.0556,79.4,"CO"
90,40.3317,-104.055,50.5,"CO"
90,40.3317,-104.055,63.1,"CO"
NA,40.3417,-104.0614,43.4,"CO"
NA,40.3417,-104.0614,40.1,"CO"
40,40.3572,-104.0733,55,"CO"
40,40.3572,-104.0733,16.42,"CO"
260,40.2767,-104.0911,1.3,"CO"
260,40.2767,-104.0911,4.32,"CO"
160,40.2836,-104.0556,9.28,"CO"
160,40.2836,-104.0556,26.33,"CO"
36,40.3719,-104.0647,31.5,"CO"
34,40.3719,-104.0647,8.25,"CO"
NA,35.4364,-105.9072,2.67,"NM"
18,40.3653,-104.0314,75.5,"CO"
18,40.3653,-104.0314,31.87,"CO"
110,40.0594,-104.0361,9.19,"CO"
110,40.0594,-104.0361,16.54,"CO"
NA,40.0167,-104.0136,8.16,"CO"
60,40.0167,-104.0136,22.9,"CO"
NA,40.0086,-104.0039,12.36,"CO"
60,40.0086,-104.0039,22.2,"CO"
NA,40.7014,-102.7411,1.52,"CO"
NA,40.7358,-102.7464,5.94,"CO"
NA,40.7478,-102.7153,2.83,"CO"
NA,40.7425,-102.6692,2.68,"CO"
150,40.7303,-102.6306,1.96,"CO"
NA,40.7022,-102.6258,2.12,"CO"
330,40.6944,-102.6628,3.48,"CO"
180,40.6714,-102.7036,3.1,"CO"
NA,40.6719,-102.6519,2.8,"CO"
NA,40.6333,-102.7394,1.37,"CO"
180,40.6506,-102.6269,0.95,"CO"
NA,40.6714,-102.6089,3.62,"CO"
NA,40.6986,-102.6072,1.96,"CO"
300,40.735,-102.6028,2.46,"CO"
NA,40.7464,-102.5744,2.82,"CO"
NA,40.7247,-102.515,0.96,"CO"
160,40.6861,-102.5764,1.03,"CO"
NA,40.6803,-102.5497,2.28,"CO"
NA,40.6608,-102.5497,1.62,"CO"
144,40.6431,-102.5119,1.03,"CO"
125,40.6419,-102.5489,0.4,"CO"
NA,40.6281,-102.5881,1.45,"CO"
NA,35.4694,-106.0547,4.62,"NM"
220,40.6133,-102.7228,1.58,"CO"
NA,40.6206,-102.7406,1.32,"CO"
NA,40.6006,-102.7169,0.73,"CO"
200,40.5836,-102.7206,1.22,"CO"
140,40.5397,-102.6944,1.71,"CO"
NA,40.5431,-102.7222,1.14,"CO"
200,40.5608,-102.6847,1.93,"CO"
NA,40.5108,-102.7306,2.07,"CO"
NA,40.5231,-102.6842,0.1,"CO"
239,40.5181,-102.6453,0.8,"CO"
NA,40.5308,-102.6261,1.16,"CO"
NA,40.5847,-102.645,5.14,"CO"
