"well_id","U","As","Fl_combined"
7104,43,NA,NA
7105,3.9,NA,NA
7106,2.3,NA,NA
7107,33.5,NA,NA
7108,17,NA,NA
7109,18,NA,NA
7110,1.7,NA,NA
7111,3.7,NA,NA
7112,11,NA,NA
7113,0.1,NA,NA
7114,4.2,NA,NA
7115,13,NA,NA
7116,5.9,NA,NA
7117,0.41,NA,NA
7118,NA,NA,NA
7119,3.2,NA,NA
7120,7.5,NA,NA
7121,1.3,NA,NA
7122,21,NA,NA
7123,29.6666666666667,NA,NA
7124,6.2,NA,NA
7125,5,NA,NA
7126,0.5,NA,NA
7127,1.4,NA,NA
7128,14,NA,NA
7129,8.2,NA,NA
7131,2.6,NA,NA
7132,1.8,NA,NA
7133,5.8,NA,NA
7135,2,NA,NA
7136,1.3,NA,NA
7137,24,NA,NA
7139,1.9,NA,NA
7140,16.0666666666667,NA,NA
7141,9.3,NA,NA
7142,3.3,NA,NA
7143,41,NA,NA
7144,0.1,NA,NA
7145,0.1,NA,NA
7146,1.35,NA,NA
7147,8.4,NA,NA
7148,16,NA,NA
7149,8.6,NA,NA
7150,4.1,NA,NA
7151,11,NA,NA
7152,180,NA,NA
7153,5.2,NA,NA
7154,71,NA,NA
7155,51,NA,NA
7156,1.7,NA,NA
7157,11,NA,NA
7158,5.5,NA,NA
7159,24,NA,NA
7160,5.4,NA,NA
7161,5.9,NA,NA
7162,7.4,NA,NA
7166,2.6,NA,NA
7170,NA,NA,9.1
7176,NA,NA,1
7179,NA,NA,0.3
7180,NA,NA,0.5
7181,NA,NA,0.5
7182,NA,12,1.4
7183,NA,NA,0.92
7184,NA,NA,1.26
7187,NA,NA,1.7
7188,NA,NA,1.4
7189,NA,1,15.1
7190,0,1.05714285714286,1.20882352941176
7191,NA,NA,1.5
7196,NA,NA,1.55
7197,NA,NA,1.6
7198,NA,NA,1.9
7199,NA,NA,NA
7200,NA,NA,0.5
7201,NA,5,1.2
7204,NA,NA,NA
7205,NA,NA,1.5
7206,NA,3,1.1
7207,NA,NA,1
7208,NA,NA,0.8
7210,NA,NA,0.8
7211,NA,NA,1.9
7212,NA,NA,0.4
7213,NA,23,2.1
7214,NA,NA,1
7215,NA,NA,0.3
7216,NA,NA,0.7
7220,NA,NA,0.4
7222,NA,NA,1.2
7223,NA,NA,0.2
7224,NA,NA,0.7
7225,NA,1,0.5
7226,NA,2,0.7
7227,NA,NA,0.7
7229,NA,1,0.6
7230,NA,1,0.5
7231,NA,5,0.6
7236,NA,1,0.7
7238,NA,NA,0.4
7239,16,1,0.8
7240,NA,NA,0.85
7241,NA,NA,NA
7245,NA,NA,2.3
7246,NA,NA,2.3
7247,23,1,0.5
7248,NA,NA,0.8
7249,NA,NA,0.4
7250,NA,2,0.6
7251,NA,NA,0.4
7252,NA,14,0.375
7253,NA,NA,10
7254,8,1,0.5
7255,NA,1,0.4
7256,NA,1,0.5
7257,NA,NA,0.5
7258,NA,1,0.743333333333333
7259,NA,NA,0.7
7260,NA,1,1
7274,NA,NA,0.275
7276,NA,NA,0.4
7279,NA,NA,0.45
7280,38,4,0.8
7286,NA,NA,0.45
7292,NA,NA,0.2
7312,NA,NA,4.4
7319,NA,NA,NA
7321,NA,NA,NA
7326,NA,NA,0.35
7328,NA,NA,1.6
7372,NA,NA,0.4
7382,NA,NA,1.1
7385,NA,NA,0.9
7386,NA,NA,0.6
7387,NA,NA,0.5
7388,NA,NA,1.15
7389,NA,NA,1.25
7390,NA,NA,0.75
7391,NA,NA,0.6
7392,NA,NA,1.4
7393,NA,NA,0.6
7396,NA,NA,0.1
7397,NA,NA,NA
7398,NA,NA,0.6
7399,NA,NA,0.4
7401,NA,NA,0.6
7402,NA,NA,0.5
7403,NA,NA,0.1
7404,NA,NA,0.35
7405,NA,NA,NA
7406,NA,NA,0.6
7407,NA,NA,0.3
7408,NA,NA,0.5
7409,NA,NA,0.7
7413,NA,NA,NA
7414,NA,NA,NA
7415,NA,NA,NA
7420,NA,NA,0.6
7423,NA,NA,0.6
7425,NA,NA,0.5
7426,NA,NA,0.5
7427,NA,NA,0.8
7428,NA,NA,0.2
7430,NA,1,0.266666666666667
7431,NA,NA,NA
7432,NA,NA,0.2
7433,NA,NA,2.2
7434,NA,NA,0.6
7436,NA,NA,NA
7448,NA,NA,0.8
7449,NA,NA,1
7452,NA,NA,0.2
7455,NA,NA,1.925
7457,NA,NA,0.82
7459,NA,NA,1
7460,NA,NA,2
7461,NA,NA,1
7462,NA,NA,1
7463,NA,NA,1
7464,NA,NA,1
7465,NA,NA,1
7466,NA,NA,NA
7467,NA,NA,NA
7468,NA,NA,0
7469,NA,NA,NA
7470,NA,NA,1
7471,NA,NA,NA
7472,NA,NA,0
7473,NA,NA,1
7474,NA,NA,1
7475,NA,NA,1
7476,NA,NA,1
7477,NA,NA,1
7478,NA,NA,1
7479,NA,NA,1
7480,NA,NA,0
7481,NA,NA,1
7482,NA,NA,1
7483,NA,NA,1
7484,NA,NA,1
7485,NA,NA,NA
7486,NA,NA,1
7487,NA,NA,0
7488,NA,NA,1
7489,NA,NA,1
7490,NA,NA,NA
7491,NA,NA,1
7492,NA,NA,NA
7493,NA,NA,0
7494,NA,NA,0
7495,NA,NA,4
7496,NA,NA,1
7497,NA,NA,3
7498,NA,NA,1
7499,NA,NA,1
7500,NA,NA,1
7501,NA,NA,NA
7502,NA,NA,1
7503,NA,NA,1
7504,NA,NA,1
7505,NA,NA,0
7506,NA,NA,0
7507,NA,NA,0.5
7508,NA,NA,0
7509,NA,NA,0
7510,NA,NA,0
7511,NA,NA,NA
7512,NA,NA,0
7513,NA,NA,1
7514,NA,NA,0
7515,NA,NA,0
7516,NA,NA,1
7517,NA,NA,0
7518,NA,NA,1
7519,NA,NA,NA
7520,NA,NA,NA
7521,NA,NA,NA
7522,NA,NA,1
7523,NA,NA,1
7524,NA,NA,0
7525,NA,NA,1
7526,NA,NA,2
7527,NA,NA,0
7528,NA,NA,NA
7529,NA,NA,0
7530,NA,NA,0
7531,NA,NA,0
7532,NA,NA,1
7533,NA,NA,NA
7534,NA,NA,NA
7535,NA,NA,0
7536,NA,NA,1
7537,NA,NA,1
7538,NA,NA,1
7539,NA,NA,5
7540,NA,NA,NA
7541,NA,NA,1
7542,NA,NA,0
7543,NA,NA,NA
7544,NA,NA,3
7545,NA,NA,0
7546,NA,NA,2
7547,NA,NA,1
7548,NA,NA,1
7549,NA,NA,4
7550,NA,NA,0
7551,NA,NA,1
7552,NA,NA,0
7553,NA,NA,0
7554,NA,NA,8
7555,NA,NA,1
7556,NA,NA,2
7557,NA,NA,2
7558,NA,NA,1
7559,NA,NA,1
7560,NA,NA,2
7561,NA,NA,1
7562,NA,NA,NA
7563,NA,NA,1
7564,NA,NA,0
7565,NA,NA,0
7566,NA,NA,0
7567,NA,NA,3
7568,NA,NA,4
7569,NA,NA,4
7570,NA,NA,3
7571,NA,NA,4
7572,NA,NA,1
7573,NA,NA,5
7574,NA,NA,1
7575,NA,NA,2
7576,NA,NA,1
7577,NA,NA,0
7578,NA,NA,1
7579,NA,NA,0
7580,NA,NA,0
7581,NA,NA,2
7582,NA,NA,2
7583,NA,NA,NA
7584,NA,NA,0
7585,NA,NA,1
7586,NA,NA,1
7587,NA,NA,0
7588,NA,NA,1
7589,NA,NA,NA
7590,NA,NA,NA
7591,NA,NA,NA
7592,NA,NA,1
7593,NA,NA,0
7594,NA,NA,NA
7595,NA,NA,0
7596,NA,NA,0
7597,NA,NA,1
7598,NA,NA,1
7599,NA,NA,3
7600,NA,NA,0
7601,NA,NA,1
7602,NA,NA,1
7603,NA,NA,2
7604,NA,NA,NA
7605,NA,NA,3
7606,NA,NA,2
7607,NA,NA,1
7608,NA,NA,1
7609,NA,NA,0
7610,NA,NA,1
7611,NA,NA,2
7612,NA,NA,NA
7613,NA,NA,7
7614,NA,NA,5
7615,NA,NA,7
7616,NA,NA,1
7617,NA,NA,1
7618,NA,NA,5
7619,NA,NA,2
7620,NA,NA,1
7621,NA,NA,1
7622,NA,NA,2
7623,NA,NA,1
7624,NA,NA,NA
7625,NA,NA,1
7626,NA,NA,NA
7627,NA,NA,0
7628,NA,NA,2
7629,NA,NA,1
7630,NA,NA,NA
7631,NA,NA,1
7632,NA,NA,2
7633,NA,NA,NA
7634,NA,NA,1
7635,NA,NA,2
7636,NA,NA,2
7637,NA,NA,NA
7638,NA,NA,1
7639,NA,NA,1
7640,NA,NA,6
7641,NA,NA,1
7642,NA,NA,1
7643,NA,NA,NA
7644,NA,NA,1
7645,NA,NA,1
7646,NA,NA,1
7647,NA,NA,1
7648,NA,NA,1
7649,NA,NA,1
7650,NA,NA,1
7651,NA,NA,1
7652,NA,NA,1
7653,NA,NA,1
7654,NA,NA,1
7655,NA,NA,0
7656,NA,NA,1
7657,NA,NA,NA
7658,NA,NA,4.66666666666667
7659,NA,NA,0
7660,NA,NA,0
7661,NA,NA,NA
7662,NA,NA,1
7663,NA,NA,NA
7664,NA,NA,1
7665,NA,NA,2
7666,NA,NA,NA
7667,NA,NA,1
7668,NA,NA,1
7669,NA,NA,1
7670,NA,NA,1
7671,NA,NA,NA
7672,NA,NA,0
7673,NA,NA,0
7674,NA,NA,0
7675,NA,NA,0
7676,NA,NA,1
7677,NA,NA,0
7678,NA,NA,0
7679,NA,NA,0
7680,NA,NA,1
7681,NA,NA,1
7682,NA,NA,1
7683,NA,NA,3
7684,NA,NA,1
7685,NA,NA,1
7686,NA,NA,2
7687,NA,NA,9
7688,NA,NA,1
7689,NA,NA,10
7690,NA,NA,NA
7691,NA,NA,0
7692,NA,NA,5
7693,NA,NA,0
7694,NA,NA,3
7695,NA,NA,1
7696,NA,NA,4
7697,NA,NA,2
7698,NA,NA,1
7699,NA,NA,0
7700,NA,NA,2
7701,NA,NA,1
7702,NA,NA,1
7703,NA,NA,0
7704,NA,NA,0
7705,NA,NA,0
7706,NA,NA,0
7707,NA,NA,1
7708,NA,NA,1
7709,NA,NA,1
7710,NA,NA,0
7711,NA,NA,0
7712,NA,NA,6
7713,NA,NA,NA
7714,NA,NA,0
7715,NA,NA,0
7716,NA,NA,0
7717,NA,NA,0
7718,NA,NA,1
7719,NA,NA,0
7720,NA,NA,1
7721,NA,NA,0
7722,NA,NA,0
7723,NA,NA,NA
7724,NA,NA,NA
7725,NA,NA,1
7726,NA,NA,2
7727,NA,NA,0
7728,NA,NA,0
7729,NA,NA,1
7730,NA,NA,1
7731,NA,NA,0
7732,NA,NA,0
7733,NA,NA,1
7734,NA,NA,NA
7735,NA,NA,1
7736,NA,NA,NA
7737,NA,NA,2
7738,NA,NA,1
7739,NA,NA,1
7740,NA,NA,2
7741,NA,NA,2
7742,NA,NA,2
7743,NA,NA,0
7744,NA,NA,2
7745,NA,NA,2
7746,NA,NA,1
7747,NA,NA,1
7748,NA,NA,0
7749,NA,NA,0
7750,NA,NA,NA
7751,NA,NA,1
7752,NA,NA,1
7753,NA,NA,1
7754,NA,NA,1
7755,NA,NA,0
7756,NA,NA,0
7757,NA,NA,0
7758,NA,NA,1
7759,NA,NA,1
7760,NA,NA,NA
7761,NA,NA,0
7762,NA,NA,1
7763,NA,NA,0
7764,NA,NA,0
7765,NA,NA,0
7766,NA,NA,0
7767,NA,NA,0
7768,NA,NA,1
7769,NA,NA,2
7770,NA,NA,1
7771,NA,NA,0
7772,NA,NA,0
7773,NA,NA,0
7774,NA,NA,0
7775,NA,NA,0
7776,NA,NA,1
7777,NA,NA,1
7778,NA,NA,0
7779,NA,NA,0
7780,NA,NA,1
7781,NA,NA,0
7782,NA,NA,0
7783,NA,NA,NA
7784,NA,NA,0
7785,NA,NA,0
7786,NA,NA,0
7787,NA,NA,NA
7788,NA,NA,0
7789,NA,NA,0
7790,NA,NA,0
7791,NA,NA,0
7792,NA,NA,0
7793,NA,NA,0
7794,NA,NA,0
7795,NA,NA,0
7796,NA,NA,0
7797,NA,NA,0
7798,NA,NA,NA
7799,NA,NA,NA
7800,NA,NA,0
7801,NA,NA,0
7802,NA,NA,1
7803,NA,NA,0
7804,NA,NA,2
7805,NA,NA,0
7806,NA,NA,1
7807,NA,NA,1
7808,NA,NA,2
7809,NA,NA,1
7810,NA,NA,1
7811,NA,NA,1
7812,NA,NA,1
7813,NA,NA,0
7814,NA,NA,1
7815,NA,NA,1
7816,NA,NA,1
7817,NA,NA,1
7818,NA,NA,0
7819,NA,NA,0
7820,NA,NA,0
7821,NA,NA,1
7822,NA,NA,1
7823,NA,NA,1
7824,NA,NA,1
7825,NA,NA,0
7826,NA,NA,1
7827,NA,NA,2
7828,NA,NA,1
7829,NA,NA,1
7830,NA,NA,0
7831,NA,NA,0
7832,NA,NA,1
7833,NA,NA,0
7834,NA,NA,1
7835,NA,NA,1
7836,NA,NA,0
7837,NA,NA,NA
7838,NA,NA,0
7839,NA,NA,0
7840,NA,NA,1
7841,NA,NA,1
7842,NA,NA,0
7843,NA,NA,0
7844,NA,NA,0
7845,NA,NA,0
7846,NA,NA,0
7847,NA,NA,0
7848,NA,NA,0
7849,NA,NA,1
7850,NA,NA,0
7851,NA,NA,1
7852,NA,NA,1
7853,NA,NA,0
7854,NA,NA,2
7855,NA,NA,1
7856,NA,NA,1
7857,NA,NA,3
7858,NA,NA,1
7859,NA,NA,0
7860,NA,NA,2
7861,NA,NA,NA
7862,NA,NA,NA
7863,NA,NA,1
7864,NA,NA,NA
7865,NA,NA,2
7866,NA,NA,0
7867,NA,NA,3
7868,NA,NA,4
7869,NA,NA,1
7870,NA,NA,NA
7871,NA,NA,0
7872,NA,NA,0
7873,NA,NA,1
7874,NA,NA,1
7875,NA,NA,0
7876,NA,NA,NA
7877,NA,NA,0
7878,NA,NA,1
7879,NA,NA,NA
7880,NA,NA,0
7881,NA,NA,2
7882,NA,NA,0
7883,NA,NA,0
7884,NA,NA,1
7885,NA,NA,3
7886,NA,NA,1
7887,NA,NA,0
7888,NA,NA,1
7889,NA,NA,3
7890,NA,NA,2
7891,NA,NA,NA
7892,NA,NA,1
7893,NA,NA,1
7894,NA,NA,1
7895,NA,NA,2
7896,NA,NA,2
7897,NA,NA,1
7898,NA,NA,0
7899,NA,NA,2
7900,NA,NA,0
7901,NA,NA,0
7902,NA,NA,1
7903,NA,NA,0
7904,NA,NA,0
7905,NA,NA,0
7906,NA,NA,1
7907,NA,NA,1
7908,NA,NA,0
7909,NA,NA,0
7910,NA,NA,0
7911,NA,NA,0
7912,NA,NA,1
7913,NA,NA,1
7914,NA,NA,1
7915,NA,NA,1
7916,NA,NA,0
7917,NA,NA,1
7918,NA,NA,1
7919,NA,NA,4
7920,NA,NA,0
7921,NA,NA,0
7922,NA,NA,1
7923,NA,NA,1
7924,NA,NA,4
7925,NA,NA,1
7926,NA,NA,4
7927,NA,NA,1
7928,NA,NA,0
7929,NA,NA,1
7930,NA,NA,1
7931,NA,NA,3
7932,NA,NA,11
7933,NA,NA,1
7934,NA,NA,0
7935,NA,NA,0
7936,NA,NA,2
7937,NA,NA,3
7938,NA,NA,0
7939,NA,NA,2
7940,NA,NA,2
7941,NA,NA,NA
7942,NA,NA,0
7943,NA,NA,0
7944,NA,NA,NA
7945,NA,NA,0
7946,NA,NA,1
7947,NA,NA,0
7948,NA,NA,4
7949,NA,NA,3
7950,NA,NA,0
7951,NA,NA,0
7952,NA,NA,1
7953,NA,NA,0
7954,NA,NA,1
7955,NA,NA,0
7956,NA,NA,1
7957,NA,NA,0
7958,NA,NA,1
7959,NA,NA,1
7960,NA,NA,1
7961,NA,NA,1
7962,NA,NA,3
7963,NA,NA,NA
7964,NA,NA,1
7965,NA,NA,1
7966,NA,NA,0
7967,NA,NA,NA
7968,NA,NA,0
7969,NA,NA,0
7970,NA,NA,1
7971,NA,NA,NA
7972,NA,NA,1
7973,NA,NA,5
7974,NA,NA,0
7975,NA,NA,4
7976,NA,NA,1
7977,NA,NA,4
7978,NA,NA,3
7979,NA,NA,0
7980,NA,NA,1
7981,NA,NA,0
7982,NA,NA,2
7983,NA,NA,0
7984,NA,NA,0
7985,NA,NA,0
7986,NA,NA,1
7987,NA,NA,2
7988,NA,NA,1
7989,NA,NA,1
7990,NA,NA,0
7991,NA,NA,0
7992,NA,NA,0
7993,NA,NA,0
7994,NA,NA,0
7995,NA,NA,6
7996,NA,NA,1
7997,NA,NA,NA
7998,NA,NA,1
7999,NA,NA,1
8000,NA,NA,2
8001,NA,NA,0
8002,NA,NA,3
8003,NA,NA,2
8004,NA,NA,2
8005,NA,NA,0
8006,NA,NA,1
8007,NA,NA,1
8008,NA,NA,1
8009,NA,NA,1
8010,NA,NA,0
8011,NA,NA,0
8012,NA,NA,NA
8013,NA,NA,0
8014,NA,NA,1
8015,NA,NA,4
8016,NA,NA,1
8017,NA,NA,0
8018,NA,NA,0
8019,NA,NA,1
8020,NA,NA,3
8021,NA,NA,0
8022,NA,NA,1
8023,NA,NA,1
8024,NA,NA,1
8025,NA,NA,NA
8026,NA,NA,1
8027,NA,NA,4
8028,NA,NA,0
8029,NA,NA,2
8030,NA,NA,0
8031,NA,NA,1
8032,NA,NA,6
8033,NA,NA,5
8034,NA,NA,NA
8035,NA,NA,1
8036,NA,NA,0
8037,NA,NA,2
8038,NA,NA,1
8039,NA,NA,4
8040,NA,NA,NA
8041,NA,NA,1
8042,NA,NA,0
8043,NA,NA,NA
8044,NA,NA,0
8045,NA,NA,0
8046,NA,NA,1
8047,NA,NA,1
8048,NA,NA,0
8049,NA,NA,3
8050,NA,NA,3
8051,NA,NA,1
8052,NA,NA,2
8053,NA,NA,1
8054,NA,NA,2
8055,NA,NA,0
8056,NA,NA,NA
8057,NA,NA,1
8058,NA,NA,1
8059,NA,NA,0
8060,NA,NA,0
8061,NA,NA,1
8062,NA,NA,NA
8063,NA,NA,0
8064,NA,NA,1
8065,NA,NA,NA
8066,NA,NA,1
8067,NA,NA,0
8068,NA,NA,NA
8069,NA,NA,0
8070,NA,NA,0
8071,NA,NA,0
8072,NA,NA,1
8073,NA,NA,1
8074,NA,NA,1
8075,NA,NA,0
8076,NA,NA,1
8077,NA,NA,NA
8078,NA,NA,0
8079,NA,NA,0
8080,NA,NA,1
8081,NA,NA,0
8082,NA,NA,1
8083,NA,NA,0
8084,NA,NA,NA
8085,NA,NA,1
8086,NA,NA,NA
8087,NA,NA,NA
8088,NA,NA,1
8089,NA,NA,NA
8090,NA,NA,1
8091,NA,NA,1
8092,NA,NA,1
8093,NA,NA,1
8094,NA,NA,1
8095,NA,NA,0
8096,NA,NA,0
8097,NA,NA,1
8098,NA,NA,NA
8099,NA,NA,0
8100,NA,NA,0
8101,NA,NA,1
8102,NA,NA,0
8103,NA,NA,0
8104,NA,NA,1
8105,NA,NA,1
8106,NA,NA,1
8107,NA,NA,1
8108,NA,NA,1
8109,NA,NA,3
8110,NA,NA,1
8111,NA,NA,2
8112,NA,NA,2
8113,NA,NA,0
8114,NA,NA,1
8115,NA,NA,NA
8116,NA,NA,1
8117,NA,NA,0
8118,NA,NA,1
8119,NA,NA,NA
8120,NA,NA,1
8121,NA,NA,1
8122,NA,NA,0
8123,NA,NA,1
8124,NA,NA,NA
8125,NA,NA,NA
8126,NA,NA,0
8127,NA,NA,0
8128,NA,NA,1
8129,NA,NA,1
8130,NA,NA,2
8131,NA,NA,1
8132,NA,NA,1
8133,NA,NA,NA
8134,NA,NA,1
8135,NA,NA,1
8136,NA,NA,1
8137,NA,NA,1
8138,NA,NA,1
8139,NA,NA,1
8140,NA,NA,0
8141,NA,NA,1
8142,NA,NA,1
8143,NA,NA,0
8144,NA,NA,0
8145,NA,NA,1
8146,NA,NA,2
8147,NA,NA,0
8148,NA,NA,NA
8149,NA,NA,1
8150,NA,NA,NA
8151,NA,NA,1
8152,NA,NA,1
8153,NA,NA,0
8154,NA,NA,0
8155,NA,NA,1
8156,NA,NA,2
8157,NA,NA,0
8158,NA,NA,1
8159,NA,NA,NA
8160,NA,NA,0
8161,NA,NA,1
8162,NA,NA,0
8163,NA,NA,NA
8164,NA,NA,0
8165,NA,NA,NA
8166,NA,NA,3
8167,NA,NA,NA
8168,NA,NA,0
8169,NA,NA,1
8170,NA,NA,1
8240,NA,NA,0.6
8241,NA,NA,0.1
8242,NA,NA,0.1
8243,NA,NA,0
8245,NA,NA,0.3
8246,NA,1,0.4
8250,NA,NA,NA
8251,NA,NA,NA
8252,NA,NA,NA
8254,NA,NA,0.5
8255,NA,NA,0.8
8256,NA,NA,0.4
8257,NA,NA,0.4
8258,4.9,1,0.4
8259,NA,NA,0.3
8260,NA,NA,NA
8262,NA,NA,0.6
8265,NA,NA,0.2
8266,NA,NA,0.4
8267,NA,NA,0.8
8269,NA,NA,0.3
8270,NA,NA,2.3
8271,NA,NA,2.6
8272,NA,NA,NA
8273,NA,NA,0.9
8274,NA,NA,0.9
8275,NA,NA,0.5
8276,NA,NA,7
8278,NA,NA,7
8283,NA,NA,1.3
8286,NA,NA,0.8
8287,NA,NA,NA
8288,NA,NA,0.9
8289,NA,0,0.266666666666667
8290,NA,NA,NA
8293,NA,NA,NA
8294,NA,NA,0.3
8295,NA,1,0.8
8296,NA,NA,1.1
8298,NA,NA,NA
8299,NA,0.8,2.54
8300,NA,NA,NA
8301,NA,NA,NA
8302,NA,0.5,1.16
8305,NA,0.5,0.94
8306,NA,NA,7
8307,NA,1,0.6
8308,NA,NA,0.9
8309,NA,NA,5.2
8311,NA,NA,0.5
8312,NA,2,NA
8313,NA,1,8.1
8314,0.33,2.5,3.25
8315,NA,1,5.8
8316,NA,1,1.4
8317,0.03,1.5,2.8
8318,NA,NA,3
8319,0.05,1,3
8320,28,0.8,0.715
8321,9.8,1,1.2
8323,NA,0.2,6.23
8324,NA,1,8
8325,NA,1,1
8326,NA,NA,2.4
8327,NA,NA,5.4
8328,NA,NA,1.48333333333333
8329,NA,NA,2
8330,NA,2.16666666666667,1.14666666666667
8331,NA,1.5,6.03
8333,NA,NA,1.4
8334,NA,NA,4.6
8335,NA,NA,0.6
8336,NA,NA,7.2
8337,0.08,1,3.6
8338,NA,NA,1.35
8339,NA,NA,1.8
8340,NA,NA,1.4
8342,NA,NA,5.3
8343,NA,NA,1
8344,NA,1.29333333333333,1.04666666666667
8345,NA,2.36363636363636,0.855555555555556
8346,NA,NA,1.4
8347,NA,NA,1
8348,NA,NA,NA
8349,NA,1,1.1
8350,NA,NA,0.9
8351,NA,NA,0.8
8353,NA,6.66666666666667,0.642857142857143
8354,NA,NA,3.5
8355,NA,NA,1.1
8356,NA,NA,1.4
8357,0.6,2,0.9
8358,0.68,8,0.4
8359,0.79,3,0.8
8360,0.18,4.33333333333333,1.9
8361,0.63,12,1.8
8362,2.7,4,4.1
8363,1,10.3333333333333,4.13333333333333
8364,0.05,8.25,1.775
8365,0.14,2,2.36666666666667
8366,NA,NA,0.5
8367,0.11,0.666666666666667,1.26666666666667
8368,0.01,0.5,0.8
8369,NA,1,0.9
8370,NA,1,4.2
8372,NA,NA,1.3
8373,0.45,7.2,1.78
8374,NA,NA,1.05
8375,NA,NA,1
8376,NA,NA,NA
8377,0.4,NA,0.5
8378,NA,NA,0.5
8379,NA,NA,1.6
8380,NA,NA,0.7
8381,NA,3,2.1
8382,NA,NA,1.9
8383,NA,NA,1.1
8384,NA,NA,2.6
8385,NA,NA,1.3
8386,NA,NA,NA
8387,NA,NA,NA
8388,NA,NA,NA
8389,NA,NA,0.8
