"OID_","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","SiteID","Elevation","WellDepthMeasureValue","AM_A_Amorph_7_16","AM_A_Analcime_7_16","AM_A_Aragon_7_16","AM_A_Calcite_7_16","AM_A_Ca_7_16","AM_A_Cd_7_16","AM_A_Ce_7_16","AM_A_Co_7_17","AM_A_Cr_7_17","AM_A_Cs_7_17","AM_A_Cu_7_17","AM_A_C_Inorg_7_16","AM_A_C_Tot_7_16","AM_A_Dolomite_7_16","AM_A_Fe_7_17","AM_A_Ga_7_17","AM_A_Goethite_7_16","AM_A_Gypsum_7_16","AM_A_Hematite_7_16","AM_A_Heuland_7_16","AM_A_Hg_7_17","AM_A_Hornbl_7_16","AM_A_Kaolinit_7_16","AM_A_K_7_17","AM_A_La_7_17","AM_A_Li_7_17","AM_A_Mg_7_17","AM_A_Mn_7_17","AM_A_Mo_7_17","AM_A_Na_7_17","AM_A_Nb_7_17","AM_A_Ni_7_17","AM_A_Other_7_16","AM_A_Pb_7_17","AM_A_Pyrite_7_16","AM_A_Pyroxene_7_16","AM_A_P_7_17","AM_A_Quartz_7_16","AM_A_Rb_7_17","AM_A_Sb_7_17","AM_A_Sc_7_17","AM_A_Serpent_7_16","AM_A_Se_7_18","AM_A_Sn_7_18","AM_A_Sr_7_18","AM_A_S_7_17","AM_A_Talc_7_16","AM_A_Te_7_18","AM_A_Th_7_18","AM_A_Ti_7_18","AM_A_Tl_7_18","AM_A_Tot_10A_7_16","AM_A_Tot_14A_7_16","AM_A_Tot_Carb_7_16","AM_A_Tot_Clay_7_16","AM_A_Tot_Flds_7_16","AM_A_Tot_K_fs_7_16","AM_A_Tot_Plag_7_16","AM_A_Tot_Zeol_7_16","AM_A_U_7_18","AM_A_V_7_18","AM_A_W_7_18","AM_A_Y_7_18","AM_A_Zn_7_18","LM_C_Ca_7_17","LM_C_Cd_7_17","LM_C_Ce_7_18","LM_C_Co_7_18","LM_C_Cr_7_18","LM_C_Cs_7_18","LM_C_CTot_7_15","LM_C_Cu_7_18","LM_C_Fe_7_18","LM_C_Ga_7_18","LM_C_Hg_7_18","LM_C_K_7_18","LM_C_La_7_18","LM_C_Li_7_18","LM_C_Mg_7_18","LM_C_Mn_7_18","LM_C_Mo_7_18","LM_C_Na_7_18","LM_C_Nb_7_18","LM_C_Ni_7_18","LM_C_P_7_18","LM_C_Pb_7_18","LM_C_Rb_7_18","LM_C_S_7_18","LM_C_Sb_7_18","LM_C_Sc_7_18","LM_C_Se_7_18","LM_C_Sn_7_18","LM_C_Sr_7_18","LM_C_Te_7_18","LM_C_Th_7_18","LM_C_Ti_7_18","LM_C_Tl_7_18","LM_C_U_7_15","LM_C_V_7_18","LM_C_W_7_18","LM_C_Y_7_18","LM_C_Zn_7_18","AN_Top5_Ag_7_17","AN_Top5_Al_7_17","AN_Top5_As_7_17","AN_Top5_Ba_7_17","AN_Top5_Be_7_17","AN_Top5_Bi_7_17","AN_Top5_Ca_7_17","AN_Top5_Cd_7_17","AN_Top5_Ce_7_17","AN_Top5_Co_7_17","AN_Top5_Cr_7_17","AN_Top5_Cs_7_17","AN_Top5_Cu_7_17","AN_Top5_Fe_7_17","AN_Top5_Ga_7_17","AN_Top5_Hg_7_17","AN_Top5_In_7_17","AN_Top5_K_7_17","AN_Top5_La_7_17","AN_Top5_Li_7_17","AN_Top5_Mg_7_17","AN_Top5_Mn_7_17","AN_Top5_Mo_7_18","AN_Top5_Na_7_18","AN_Top5_Nb_7_18","An_Top5_Ni_7_18","AN_Top5_P_7_18","AN_Top5_Pb_7_18","AN_Top5_Rb_7_18","AN_Top5_S_7_18","AN_Top5_Sb_7_18","AN_Top5_Sc_7_18","AN_Top5_Se_7_18","AN_Top5_Sn_7_18","AN_Top5_Sr_7_18","AN_Top5_Te_7_18","AN_Top5_Th_7_18","AN_Top5_Ti_7_18","AN_Top5_Tl_7_18","AN_Top5_U_7_18","AN_Top5_V_7_18","AN_Top5_W_7_18","AN_Top5_Y_7_18","AN_Top5_Zn_7_18","AN_C_Calcite_7_22","AN_C_Goethite_7_19","AN_C_Gypsum_7_22","AN_C_Hematite_7_22","AN_C_Heuland_7_19","AN_C_Hornbl_7_19","AN_C_Kaolinit_7_19","AN_C_Pyrite_7_19","AN_C_Pyroxene_7_19","AN_C_Quartz_7_19","AN_C_Talc_7_19","AN_C_Tot_10A_7_19","AN_C_Tot_14A_7_19","AN_C_Tot_Carb_7_19","AN_C_Tot_Flds_7_19","AN_C_Tot_K_fs_7_19","LM_C_Amorph_7_19","LM_C_Analcime_7_19","LM_C_aragon_7_19","LM_C_C_Inorg_7_19","LM_C_Dolomite_7_19","LM_C_Gibbsite_7_19","bfi48grd","PRISM_30yrNorm","Best_Guess__ac_","GENERALIZE_Igneous_volcanic","GENERALIZE_Sedimentary_clastic","GENERALIZE_Sedimentary_undifferentiated","GENERALIZE_Igneous_intrusive","GENERALIZE_Metamorphic_undifferentiated","GENERALIZE_Igneous_and_Sedimentary_undifferentiated","GENERALIZE_Unconsolidated_undifferentiated","GENERALIZE_Sedimentary_carbonate","GENERALIZE_Unconsolidated_and_Sedimentary_undifferentiated","GENERALIZE_Metamorphic_and_Sedimentary_undifferentiated","GENERALIZE_Water","UNIT_NAME_Residual_materials_developed_in_igneous_and_metamorphic_rocks","UNIT_NAME_Residual_materials_developed_in_sedimentary_rocks_discontinuous","UNIT_NAME_Basaltic_and_andesitic_volcanic_rocks","UNIT_NAME_Residual_materials_developed_in_fine-grained_sedimentary_rocks","UNIT_NAME_Residual_materials_developed_in_carbonate_rocks_discontinuous","UNIT_NAME_Alluvial_sediments_thick","UNIT_NAME_Alluvial_sediments_thin","UNIT_NAME_Eolian_sediments_mostly_dune_sand_thin","UNIT_NAME_Colluvial_sediments_thin","UNIT_NAME_Rhyolitic_volcanic_rocks","UNIT_NAME_Playa_sediments","UNIT_NAME_Water","UNIT_NAME_Eolian_sediments_mostly_loess_thin","UNIT_NAME_Glacial_till_sediments_mostly_sandy_thin","US_L3NAME_Arizona/New_Mexico_Mountains","US_L3NAME_Arizona/New_Mexico_Plateau","US_L3NAME_Sonoran_Basin_and_Range","US_L3NAME_Mojave_Basin_and_Range","US_L3NAME_Southern_Rockies","US_L3NAME_Colorado_Plateaus","US_L3NAME_Central_Basin_and_Range","US_L3NAME_Wasatch_and_Uinta_Mountains","bas1","bas5","bas10","As3Cat","spl3cat","spl5"
1311,"As","Dissolved",0,114350,"NULL","NULL",13.5028849,0,0,2.5984488,1.8295215,0.1658237,56.0958977,7.3070498,35.0189095,5.7667904,17.3665638,0.4797125,1.1975224,1.3071946,2.3145084,9.8279982,0,0,0.0475995,1.347629,0.0175345,0.9045769,0.6637716,1.7839291,28.7419891,24.2090149,0.8236179,533.3970337,0.781786,0.7435561,9.9874716,15.7098093,0,16.5311794,0,0,540.2711792,56.1785889,71.6576233,0.5549319,6.3526835,0,0.2057201,1.4344866,160.9552765,0.0204754,0,0.1,10.757102,0.2616254,0.4593555,7.0701613,0.3507277,3.9004722,8.1191616,16.3506584,6.2845912,9.8936749,1.2047919,1.9132452,50.836998,1.0174805,14.5672331,53.1372337,4.8150516,0.1455197,49.9805832,7.0732751,25.8724327,5.4137864,1.7945117,14.6096964,1.8876387,10.0714417,0.0193942,1.4603496,26.6064892,26.0445385,0.9753437,379.4197388,0.7006875,0.6159669,7.8468599,14.0652714,412.6551208,12.9902611,69.4016495,0.1024285,0.4862664,6.1724319,0.2059559,1.1978462,188.203949,0.1,8.8604145,0.1916835,0.4394141,1.9432286,46.9105911,1.1937129,14.5876589,42.9291878,1,3.9305196,4.6669211,469.9127197,1.2365092,0.1793096,2.1317294,0.1699883,59.4086723,6.9658289,29.4669361,5.2758498,13.9867611,2.1195381,10.4857922,0.0182617,0.0360192,1.6741523,29.8197079,21.6832485,0.8169771,451.0700378,0.8268839,0.6525876,9.0932178,14.427597,556.9050293,17.4657631,72.2572174,0.0207883,0.5225846,6.5995932,0.2051109,1.260887,146.2974854,0.1,10.4791183,0.211196,0.4214076,1.8835729,47.8687973,0.9278923,14.3143072,45.4074898,8.9207516,0,0.3262637,0.0691142,1.3275131,0.7186767,0.2643614,0,0,48.4990158,0,7.7862067,1.29318,10.7512875,14.6881542,5.0732903,13.4477043,0,0,1.314325,1.7503415,0,57,195.9845886,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"C1",FALSE,TRUE
1390,"As","Dissolved",2,247007,"6710","159",22.4615631,0,0,2.1202533,1.5740105,0.5326193,60.3197746,9.3868961,24.7671299,5.7293191,20.9387054,0.2738627,3.0170259,0.1661039,2.1850364,12.6892395,0,0,0.0869285,0,0.0257196,0,1.8913763,1.866128,29.9713383,26.6150608,0.572429,625.9955444,1.4834977,0.8666934,10.5446224,13.7596016,0,59.9945068,0,0,657.9117432,44.9484558,88.0881958,0.4648463,7.1926279,0,0.2544926,1.5264803,149.6536713,0.0348258,0,0.1356371,9.0066633,0.2723562,0.5545665,9.5891495,0.5863841,2.2951591,12.1210537,17.9668655,7.7290139,10.2732973,0,2.49494,55.1854286,1.5883685,16.8318958,98.5638046,1.8055369,0.3239668,62.4913254,9.7932692,27.1376915,5.7803226,1.7306383,19.3864098,2.5532696,15.5518684,0.019675,1.8457522,31.2553291,29.7352276,0.6631237,559.7053833,1.2491261,0.8505119,12.4993525,14.7280569,488.000061,26.4922657,87.6946945,0.03857,0.7441187,7.9063931,0.3086151,1.4307196,175.0123901,0.1033927,9.505949,0.2937315,0.5783955,2.6463215,65.7197952,1.2526538,17.9355431,83.0041733,0.9090461,4.9430141,6.002738,587.4679565,1.4675957,0.2586217,1.2129124,0.4834846,61.3314247,9.3925648,24.0634518,5.7617512,18.2769661,2.0203671,13.4033022,0.0262937,0.0517747,1.7956338,30.6960182,25.1579456,0.5386873,621.9240112,1.4602848,0.8384526,10.3549967,12.3926115,618.5372925,52.0702324,88.1243134,0.0314369,0.5511896,6.8200841,0.2617455,1.4015374,141.9032898,0.1319752,8.9706993,0.2540438,0.569111,2.4634018,48.8613892,1.4376221,16.4138832,73.8278656,2.6849771,0,0,0.059579,0,0.1081073,3.4456465,0,0,42.8204422,0,8.3644075,4.0646086,2.8967061,17.130312,7.1271749,20.9840641,0,0,0.3375833,0.191272,0,64,367.2825012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"C1",TRUE,TRUE
1679,"As","Dissolved",2,261597,"4790","540",11.8311739,0,0.1824965,3.0426302,1.5941328,0.1240181,29.6064014,4.0220814,19.6696377,5.0888638,9.5637627,0.4043264,1.0314788,0.2250227,0.9681612,6.5961356,0,0,0,0,0.0117793,0,0.6877123,1.6339588,13.9808636,19.8548603,0.5332899,270.6209412,0.7881812,0.331425,3.5446811,7.2578402,0,11.1034918,0,0.1048701,319.777771,68.4221115,58.6253052,0.3348661,3.6421738,0,0.2,0.7248682,86.6985779,0.0165836,0,0.1,4.4507532,0.1084888,0.3201399,3.7302318,1.3756386,3.44437,5.5353918,10.3352747,5.8094525,4.4969935,0,1.2422086,27.9969425,0.3947634,8.2854805,22.8463631,2.931941,0.1,29.5555134,4.6620083,18.8706837,5.9615083,1.2233506,12.7677574,1.0441834,7.1478033,0.0135845,1.6523275,15.1432028,23.2945156,0.8086314,236.5905151,1.2720165,0.3044253,3.3114254,8.3372259,278.6134644,10.8199444,65.1875916,0.0220648,0.374027,4.2781668,0.2069553,0.8706909,121.1538696,0.1,4.8775482,0.1091116,0.3365982,1.5908659,38.306736,0.4005872,8.9133463,19.3096714,1,2.8689735,2.8981001,439.2686157,0.8491316,0.0940401,1.6891998,0.1234142,29.4242115,3.976795,16.4945335,5.137547,8.5538568,1.0054672,6.3393102,0.0096886,0.0226933,1.6237938,14.4482136,18.527174,0.5855074,285.9129028,0.3725772,0.3301385,3.5136125,7.2491927,346.2572327,11.7587719,59.8497009,0.0186157,0.3351318,3.7336209,0.2128502,0.7354186,81.1626282,0.1,4.5944476,0.1030561,0.3414654,1.3612194,29.1301537,0.3453394,8.5663204,22.9184113,5.2539854,0,0,0.0668001,0,0,1.2486321,0,0,65.8740158,0,7.1871781,0.6651902,6.9299521,7.2308359,3.9672496,10.7066202,0,0,0.8531998,1.7547861,0,43,191.1947021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"C1",FALSE,TRUE
353,"As","Dissolved",0,113867,"NULL","NULL",15.1130009,0,0.0329036,4.729528,2.9474971,0.1295511,110.3324509,11.0086384,44.9649391,6.2098947,18.9118385,0.5791253,0.793187,0.0590997,3.388442,18.579071,0,0,0.0411951,0,0.0391608,1.2625616,0.1021465,2.4431856,52.7900696,22.4733124,0.7710119,539.6055298,0.7730806,1.4797223,20.2844448,20.1484623,0,25.3276272,0.0131401,0.1163697,743.2979736,36.5940971,119.7021713,0.5294231,9.4611511,0,0.2,3.3289714,194.4478912,0.0142168,0,0.1,20.2979374,0.3653409,0.7447515,8.1644974,1.212149,4.6635208,9.4115324,35.7693901,13.440093,23.0887623,0,2.9059422,59.4773903,2.1192582,33.1663857,61.2056618,4.285955,0.1066132,100.1077881,9.2915039,37.9396172,5.419313,1.0226382,17.861908,2.9901633,15.3258181,0.0326022,2.2700081,48.6351013,24.898571,0.8104808,466.8278503,0.7178076,1.5430418,16.0713749,20.8546066,576.1508179,22.2995911,107.1923065,0.0164702,0.395983,8.7413168,0.2,2.8174276,214.2088318,0.1,17.7782745,0.3532541,0.6601383,2.6335585,57.2816353,3.0362067,28.0168858,59.1221886,1,5.8058891,5.5096197,723.555603,2.4799101,0.2752449,2.5247064,0.1584216,105.5832977,11.2807684,53.3185005,6.286727,18.6273537,3.7580657,15.2007618,0.0290881,0.0645042,2.4938478,49.179409,19.6341534,0.776958,556.8277588,0.7965066,1.4637551,21.3859634,22.1344872,779.0637207,25.1325169,142.3926392,0.0155574,0.505864,9.5116329,0.2,3.4673662,200.1179962,0.1,23.5178661,0.4143453,0.6629977,3.2684491,68.5465927,2.5736241,30.900898,63.8889809,7.027966,0,0,0.115114,0,1.1236209,0.1349672,0,0.1465569,34.0323181,0,7.4016213,1.674058,6.6523871,35.5962029,15.3126402,15.9387035,0.0197464,0,0.8115596,0.0218811,0,25,234.135788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"C1",TRUE,TRUE
569,"As","Dissolved",110,270983,"6584","NULL",17.8670254,0,0.0529197,1.6780027,2.2101805,0.167069,55.710228,8.592308,25.2775497,5.2661276,16.2244587,0.4252629,1.4419901,1.6517087,2.1635981,11.8232422,0,1.7700061,0.1451218,0,0.0210602,0.047184,2.8165321,1.7508805,27.9025726,22.1640282,0.7701428,412.5047607,0.7305151,0.7117919,10.0385132,15.2895241,0,15.867239,0,0,422.2235107,46.4461365,78.7426682,0.7177292,6.9042811,0,0.2742864,1.4454005,163.232254,0.3715084,0,0.1,8.3740168,0.2792261,0.4065502,7.7828512,0.4700401,3.4358745,11.0152035,16.8875713,7.593605,9.6446466,0,2.0585303,52.9980621,0.5964662,17.8037148,51.7783623,1.9999486,0.1449724,58.899147,10.3521547,31.8918533,7.8093219,1.133726,13.2053223,2.5483122,14.1838722,0.0293734,1.5934901,31.429081,28.9396782,0.8384925,341.6732178,0.9571849,0.5972691,12.7299814,18.8178692,366.1837463,16.6016159,78.2854233,0.1250622,0.8758209,7.7109194,0.3153865,1.764124,156.3372498,0.1267863,9.915308,0.2922567,0.5212551,2.32535,60.5819778,1.2708781,22.4441624,52.7045937,1,4.231915,5.0680232,484.641571,1.2859244,0.1747516,1.2887033,0.1549533,50.0705872,8.2064962,26.5774326,5.3982024,13.0400543,1.836563,10.8452787,0.0205729,0.0350334,1.55643,25.5857372,20.5472889,0.5739694,379.7103882,0.7357975,0.6744806,11.0770035,13.1589546,387.7783508,16.5245247,69.8157578,0.2950042,0.7376502,6.052599,0.2359058,1.3686754,134.0918732,0.1,8.265317,0.2586272,0.4318308,2.1099372,48.3451195,0.8077561,15.8747168,42.970211,1.952217,0,0.5646876,0.0775254,0,0.1817636,1.9095678,0,0,46.2399445,0,6.9455099,4.0262151,3.6867299,11.6798649,5.539259,23.3941021,0,0,0.456581,1.0591089,0,32,249.0726013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,"C3",TRUE,TRUE
381,"As","Dissolved",3,8077,"6875","1410",26.5698891,0,0,2.808229,3.0555942,0.2699506,68.731102,22.1390629,110.131546,5.9094191,37.7185097,0.4867285,1.5126421,1.0486751,3.9918714,13.6430664,0,0,0.5984533,0.3099437,0.020658,0.167778,2.4839046,1.2917984,34.1284142,21.3527927,1.4309145,772.9139404,0.7333507,0.8984091,18.6199532,60.6624527,0.0739385,18.142704,0,4.0044999,831.1472168,33.9305573,55.6038361,0.9699492,13.6782894,0,0.2658831,1.6427944,236.7036896,0.0210131,0,0.1,8.2910156,0.5426327,0.3152775,7.1663423,2.1775568,3.9062412,11.5155821,21.788908,4.3152738,18.7896118,0.164459,1.8399354,93.616951,1.0041792,20.1591129,68.2189178,4.3606219,0.1532421,61.5891457,19.8217697,107.6489487,5.7752814,1.5096648,32.5366096,3.9069669,14.0700836,0.0179928,1.253392,30.5173721,25.7313862,1.2254966,707.1225586,0.7853869,0.8641876,17.2562637,66.1802521,794.4171143,15.3807726,52.6795731,0.0213513,1.3152343,12.6863689,0.2478633,1.5465271,212.2542725,0.1,7.7640061,0.4885677,0.3284141,1.6103511,88.7200928,1.0181496,18.5214558,60.838192,1,5.650064,8.908639,556.760376,1.6488438,0.1934553,3.0064106,0.2773246,62.3904037,23.8329372,129.8097687,5.3817306,37.738884,4.1413283,12.8742094,0.0224064,0.0539162,1.1984997,31.6346321,20.1539402,1.4684458,810.3353271,0.7191293,0.9879308,19.0392036,63.0306358,818.0253296,26.8456459,50.8416939,0.0238387,0.9768174,13.3916016,0.2485744,1.6615653,247.6916351,0.1,7.7057381,0.5809895,0.2922186,1.8037717,99.5949554,0.9820341,18.707653,77.5333023,6.508214,0,0,0.6731683,0,0,4.672883,0,2.3550527,32.0770111,0,6.6403599,4.8930225,7.1016865,16.8423672,3.4480724,28.1058121,0,0,0.8642616,0.5087383,0,34,557.3830566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"C1",TRUE,FALSE
1746,"As","Dissolved",7,258050,"5230","NULL",22.8673649,0,0.0220201,7.65692,4.3961272,0.270211,81.0040741,9.2411489,35.9914513,5.3147259,15.9650068,0.9990277,2.2211132,1.8035643,2.2773941,13.6662178,0,0,0.1765152,1.498294,0.0180996,0.445332,0.3502032,2.0923872,40.9002571,27.9900932,1.0706955,577.1651001,0.9563354,1.0609325,10.6453457,14.7162733,0.3003175,21.9661312,0,0,725.9024048,28.0768852,103.9755783,0.6531206,6.8588481,0,0.2055908,1.4731476,346.5904541,0.0257775,0,0.1,14.0812979,0.2436336,0.5618054,5.9129639,0.0362757,8.3170977,7.0701289,23.9030132,7.2825017,16.8278809,1.650746,2.6405404,66.1113434,1.1685793,19.8979702,57.0582733,4.3979826,0.1611415,72.6418533,8.895134,34.7335968,6.2168856,1.7702287,15.4293051,2.2650061,15.9527845,0.016769,2.0620761,37.0444183,35.6467094,1.3179908,384.9075012,0.8931804,1.2780699,12.7661457,16.2104683,461.6321716,21.7545815,116.8282013,0.1190494,0.7946096,7.3790169,0.247587,1.578145,418.4338684,0.1,14.7226067,0.2307018,0.6578528,2.655885,67.0124969,2.3986435,18.4491978,52.5152435,1,4.7941399,5.1116085,524.6363525,1.8740671,0.1889849,4.2601676,0.2493823,76.9584885,9.6487465,31.9061203,5.059638,13.5878019,2.311795,13.3303175,0.0207093,0.037869,1.8657454,38.5467224,26.8823109,1.1719251,599.1101074,0.9078724,0.8864185,11.9950275,14.1139021,664.7590942,18.8211975,102.5722122,0.0257069,0.6025051,6.9691572,0.2249993,1.2477463,275.2773743,0.1,14.0084066,0.2376932,0.4928285,2.897866,70.8134384,1.074324,19.371954,55.4621162,8.3419504,0,0.1359988,0.3019608,1.4212692,0.1700256,0.678017,0,0,23.5211468,0,8.6433134,1.4741967,8.6143417,27.5416508,5.7074318,27.976368,0,0,1.0597737,2.3562808,0,55,291.9328918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"C2",TRUE,FALSE
663,"As","Dissolved",13,49880,"3704","593",16.3248405,0,0.0135179,5.3662958,3.362664,0.1758697,96.6362457,10.101512,40.4285698,6.1556525,17.5505257,0.650264,1.1037805,0,3.1017511,16.9940872,0,0,0.0751614,0,0.0394942,1.1888682,0.1402389,2.2563467,46.7450333,21.7054482,0.7099868,536.1494751,0.7827078,1.301427,19.314394,18.6033421,0,22.6220303,0.013241,0.1249827,763.0597534,38.7468681,109.092392,0.5292575,10.3035049,0,0.2,2.7135041,181.8858337,0.015248,0,0.1,15.8930912,0.3439088,0.6453007,8.1926346,0.4063663,5.3049688,8.7692823,30.688427,11.6507435,19.9821587,0,2.6346855,53.5630188,1.960838,31.2181168,58.7902031,5.8740396,0.126497,88.7744751,8.6970253,34.1756287,5.2886739,1.9041606,14.9825153,2.7391028,14.07477,0.0318458,2.0326977,44.340107,24.607111,0.7777353,478.3426819,0.7523566,1.3042512,14.8952665,18.957859,664.8480835,18.3870239,94.1192932,0.0147238,0.3737198,8.7622957,0.2,2.446847,206.420578,0.1,14.510622,0.3417592,0.6234817,2.7057004,52.4779549,3.0323367,27.1869373,56.5038567,1,5.5223908,6.0042944,679.9244385,2.2653012,0.2535342,2.9385903,0.191543,90.9865341,9.6700726,44.7753296,5.9112659,16.3951817,3.1992188,14.6404276,0.0309699,0.0600965,2.3173277,43.4840851,20.1813259,0.6857693,555.8935547,0.8244833,1.3302722,18.9875431,19.4288082,781.0509644,23.0976219,109.2748032,0.0163584,0.5018252,9.8058691,0.2,2.8596776,185.0867767,0.1,16.2596951,0.3563915,0.5897574,2.7013533,56.7620811,2.1350453,28.9372387,61.4446907,10.5293379,0,0,0.1488944,0,0.9454165,0.3968936,0,0.1288623,35.2399673,0,7.6005039,1.1506907,10.8451777,29.9634972,11.0132475,14.2452459,0.0198073,0,1.3012531,0,0,18,254.1952972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,"C3",TRUE,FALSE
1440,"As","Dissolved",88.6,264539,"NULL","NULL",15.8225136,0,0.0286375,3.0440526,2.2077725,0.1683775,41.5041046,7.3215919,32.7964821,5.5565944,15.2363424,0.662127,1.7842996,1.9864106,1.80641,8.3990059,0,0,0,1.2667117,0.0171828,0.586149,1.2889735,1.5930842,21.0712509,24.8406563,0.8943986,469.2067261,0.7184274,0.4828013,7.1440253,14.9759016,0.2276035,13.9731874,0,0,568.6759644,59.1831551,63.4411621,0.54755,5.4794846,0,0.2057676,1.0843856,145.7441864,0.0273933,0,0.1,6.573535,0.1835043,0.3855631,6.1378565,0.2461047,5.332932,7.8018131,11.6316051,4.7835608,6.5439548,0.9599245,1.6522759,47.2729759,0.789544,11.2063437,43.6088219,3.8231423,0.1264068,43.3938522,7.903749,29.2787514,5.3864169,1.6341151,16.9788151,1.8332716,9.3800335,0.019867,1.5084927,23.0839615,27.4124222,0.9748435,402.1478577,0.6647539,0.3753161,7.0454769,15.9136648,443.7022095,12.1769114,65.343605,0.1366269,0.5777797,6.0827007,0.2064722,1.1302037,159.6787567,0.1,6.8676801,0.1667749,0.4326105,1.9766393,50.0343819,1.0313107,12.9119301,42.1727486,1,3.6168718,5.2702608,433.9472351,1.1679237,0.1642075,2.464942,0.1655476,44.3987465,6.9152536,28.5462379,5.1753674,13.7821026,1.769645,8.734724,0.0155445,0.0281264,1.5835876,22.446907,22.2481956,0.9851941,435.4353333,0.7099656,0.5093324,6.4747562,14.5714111,582.9425659,15.9875069,65.2730331,0.0241279,0.5153499,5.6124859,0.2132363,1.059515,139.2563477,0.1,7.0319185,0.1680551,0.3806573,1.6303631,46.3972397,0.7640901,11.2714157,42.8438873,6.846117,0,0.8188365,0.128094,1.2945889,0.4092106,0.8929378,0,0,54.281765,0,7.7869239,1.2286911,8.3774347,9.0207596,4.2968097,15.468977,0,0,1.040197,1.915907,0,68,260.7532959,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,"C3",FALSE,TRUE
520,"As","Dissolved",3.85,118438,"NULL","NULL",14.7908592,0,0.0129897,3.0884674,2.3597229,0.1577385,103.374733,9.6030054,36.6943817,5.928916,15.0900822,0.370284,0.511494,0,3.1919467,18.3094635,0,0,0.0460861,0,0.0380807,1.6526502,0.1325502,2.3824451,49.4140396,20.4793015,0.7471808,529.3594971,0.78815,1.4790487,19.6430264,17.333601,0,23.0894966,0.0129975,0.1045538,596.5888672,40.6436729,108.4532166,0.5042415,10.5365171,0,0.2,2.9604485,180.8360291,0.0133568,0,0.1,20.0279121,0.3305049,0.6557742,7.6191936,0.727038,2.9502745,8.7278986,34.1823311,13.9473276,20.2492046,0,2.8122668,52.7847481,1.9459901,32.786274,56.4786377,3.8435259,0.1261287,94.7114487,8.950429,34.1863632,5.0418367,0.8320108,17.2453747,2.95297,15.1892557,0.033062,2.0681517,46.262188,22.0693092,0.7980546,472.5085449,0.7592983,1.4737699,14.1705914,17.0973434,517.1594238,19.2253189,91.6130981,0.0145411,0.4061541,10.0513191,0.2,2.673069,196.6098022,0.1,16.9739704,0.3459513,0.5250167,2.424639,56.8445473,3.0729744,27.3803196,54.3657761,1,5.8779736,3.9794297,725.6444702,2.1959054,0.2447359,1.916034,0.1306991,99.9225769,8.9202919,40.5738907,5.6188722,14.2515211,3.4908996,15.6013803,0.0291708,0.0688969,2.4517677,46.8694725,19.1958561,0.7176513,541.7516479,0.8589157,1.5410047,19.9885178,16.6914368,671.8754883,24.5623417,101.3330917,0.0136593,0.4766575,10.4490223,0.2,3.3345456,184.5931244,0.1,19.5894566,0.3533381,0.6090138,2.9212127,59.7147484,2.3260736,31.2521706,58.3625374,6.2805018,0,0,0.0896513,0,1.5938066,0.4738564,0,0.1230331,37.1938362,0,7.2237825,1.1266656,5.8729892,33.9067726,12.7019539,14.5484419,0,0,0.708212,0,0,16,133.6884918,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"C1",TRUE,TRUE
