"welldpth","latitude","longitude","u_dn_ppb","u_fl_ppb","state"
NA,36.7411,-103.3239,NA,9.02,"NM"
NA,36.4103,-103.0797,NA,4.94,"NM"
NA,36.3814,-103.0486,NA,5.28,"NM"
NA,36.3942,-103.0722,NA,2.68,"NM"
NA,36.3833,-103.1039,NA,4.01,"NM"
NA,36.3856,-103.1175,NA,2.83,"NM"
NA,36.4164,-103.1233,NA,1.03,"NM"
NA,36.3986,-103.1069,NA,9.35,"NM"
NA,36.4242,-103.0914,NA,1.26,"NM"
NA,36.4386,-103.0686,NA,3.48,"NM"
NA,36.4758,-103.0447,NA,3.78,"NM"
NA,36.49,-103.0519,NA,2.74,"NM"
NA,36.4603,-103.0611,NA,7.61,"NM"
NA,36.4831,-103.0778,NA,4.32,"NM"
NA,36.4825,-103.1003,NA,4.85,"NM"
NA,36.4756,-103.1211,NA,9.98,"NM"
NA,36.4519,-103.0964,NA,5.86,"NM"
NA,36.6436,-103.7406,NA,0.34,"NM"
NA,36.6286,-103.6297,NA,0.59,"NM"
NA,36.6253,-103.6322,NA,0.73,"NM"
NA,36.6472,-103.6286,NA,0.8,"NM"
NA,36.6544,-103.6722,NA,0.8,"NM"
NA,36.6617,-103.6567,NA,1.33,"NM"
NA,36.6561,-103.6981,NA,0.31,"NM"
NA,36.6533,-103.7208,NA,0.1,"NM"
NA,36.6597,-103.7372,NA,0.43,"NM"
NA,36.6794,-103.7297,NA,0.93,"NM"
NA,36.6781,-103.6753,NA,1.28,"NM"
NA,36.6964,-103.6817,NA,1.57,"NM"
NA,36.5772,-103.7689,NA,1.29,"NM"
NA,36.5556,-103.7819,NA,1.21,"NM"
NA,36.5883,-103.8292,NA,1.53,"NM"
NA,36.6228,-103.8067,NA,1.7,"NM"
NA,36.6242,-103.7569,NA,0.1,"NM"
NA,36.7644,-103.0489,NA,1.1,"NM"
NA,36.7686,-103.0894,NA,2.38,"NM"
NA,36.7778,-103.1119,NA,0.63,"NM"
NA,36.7619,-103.2192,NA,13.08,"NM"
NA,36.7575,-103.2414,NA,3.55,"NM"
NA,36.7706,-103.2161,NA,11.07,"NM"
NA,36.7564,-103.1833,NA,3.84,"NM"
NA,36.7614,-103.1417,NA,0.1,"NM"
NA,36.7722,-103.1256,NA,0.34,"NM"
NA,36.7908,-103.1531,NA,3.88,"NM"
NA,36.7872,-103.1644,NA,7.42,"NM"
NA,36.8283,-103.1492,NA,1.71,"NM"
NA,36.4433,-103.2681,NA,3.97,"NM"
NA,36.4433,-103.3167,NA,0.1,"NM"
NA,36.4544,-103.3425,NA,0.1,"NM"
NA,36.4672,-103.3239,NA,3.79,"NM"
NA,36.485,-103.2822,NA,2.83,"NM"
45,36.4892,-103.2683,NA,4.12,"NM"
100,36.4981,-103.3086,NA,1.55,"NM"
NA,36.4978,-103.3353,NA,2.57,"NM"
NA,36.3872,-103.4961,NA,6.13,"NM"
NA,36.4092,-103.4878,NA,0.38,"NM"
NA,36.4311,-103.4253,NA,1.06,"NM"
160,36.4464,-103.4331,NA,3.05,"NM"
90,36.4536,-103.4508,NA,9.4,"NM"
NA,36.4656,-103.4536,NA,1.96,"NM"
NA,36.4914,-103.465,NA,1.17,"NM"
NA,36.7194,-103.3,NA,18.89,"NM"
NA,36.72,-103.2789,NA,2.43,"NM"
NA,36.7117,-103.2561,NA,5.89,"NM"
NA,36.7194,-103.2681,NA,3.26,"NM"
NA,36.7167,-103.275,NA,1.53,"NM"
NA,36.68,-103.3422,NA,1.87,"NM"
NA,36.6856,-103.3294,NA,1.31,"NM"
NA,36.6661,-103.3103,NA,8.59,"NM"
NA,36.6675,-103.2897,NA,4.61,"NM"
NA,36.6944,-103.2856,NA,0.93,"NM"
NA,36.6792,-103.2853,NA,5.6,"NM"
NA,36.5072,-103.1303,NA,3.6,"NM"
NA,36.5508,-103.1542,NA,2.04,"NM"
NA,36.6069,-103.1283,NA,3.85,"NM"
NA,36.6158,-103.1625,NA,5.19,"NM"
NA,36.6031,-103.1783,NA,3.94,"NM"
NA,36.5492,-103.2303,NA,3.57,"NM"
NA,36.8631,-103.6356,NA,2.18,"NM"
NA,36.8717,-103.5833,NA,7.33,"NM"
NA,36.3603,-103.1206,NA,2.92,"NM"
NA,36.3572,-103.0717,NA,0.1,"NM"
NA,36.3664,-103.0417,NA,3.31,"NM"
NA,36.3025,-103.0933,NA,3.97,"NM"
NA,36.3261,-103.0936,NA,7.27,"NM"
NA,36.3333,-103.1114,NA,3.44,"NM"
NA,36.3328,-103.0772,NA,0.35,"NM"
NA,36.3331,-103.0575,NA,0.67,"NM"
210,36.3503,-103.0547,NA,1.42,"NM"
NA,36.3019,-103.0558,NA,1.96,"NM"
NA,36.2822,-103.0686,NA,2.22,"NM"
NA,36.28,-103.0944,NA,3.77,"NM"
NA,36.2758,-103.1217,NA,2.32,"NM"
NA,36.2819,-103.0428,NA,3.05,"NM"
NA,36.3583,-103.1639,NA,4.64,"NM"
NA,36.3508,-103.1361,NA,2.35,"NM"
NA,36.3328,-103.1472,NA,2.12,"NM"
NA,36.3553,-103.2,NA,3.64,"NM"
NA,36.3536,-103.2192,NA,2.31,"NM"
NA,36.3286,-103.1844,NA,6.25,"NM"
NA,36.3328,-103.2292,NA,4.86,"NM"
135,36.3189,-103.2175,NA,4.19,"NM"
NA,36.3081,-103.2208,NA,2.13,"NM"
NA,36.2958,-103.2022,NA,4.11,"NM"
NA,36.3033,-103.1833,NA,2.73,"NM"
85,36.2758,-103.195,NA,2.55,"NM"
110,36.2756,-103.2244,NA,12.8,"NM"
400,36.2606,-103.2339,NA,2.57,"NM"
NA,36.255,-103.1853,NA,3.26,"NM"
NA,36.2611,-103.1514,NA,2.61,"NM"
NA,36.2533,-103.13,NA,1.79,"NM"
NA,36.2753,-103.1444,NA,3.5,"NM"
NA,36.29,-103.1256,NA,0.47,"NM"
NA,36.38,-103.1861,NA,3.9,"NM"
NA,36.3797,-103.2358,NA,3.32,"NM"
NA,36.4308,-103.1794,NA,3.56,"NM"
NA,36.3983,-103.1442,NA,3.43,"NM"
NA,36.9428,-103.2825,NA,6.52,"NM"
NA,36.9986,-103.2731,NA,11.3,"NM"
100,36.9864,-103.2878,NA,8.68,"NM"
NA,36.9908,-103.3494,NA,4.03,"NM"
NA,36.9719,-103.3075,NA,16.7,"NM"
NA,36.9486,-103.3186,NA,10.55,"NM"
NA,36.9206,-103.3272,NA,10.04,"NM"
NA,36.8844,-103.3553,18.83,18.83,"NM"
NA,36.9153,-103.3653,NA,17.49,"NM"
NA,36.7625,-103.8897,NA,3.75,"NM"
NA,36.7558,-103.9056,NA,2.06,"NM"
NA,36.7514,-103.9242,NA,2.89,"NM"
NA,36.7786,-103.9794,NA,1.77,"NM"
NA,36.81,-103.9808,NA,0.58,"NM"
NA,36.8356,-103.9258,NA,4.29,"NM"
NA,36.8508,-103.93,NA,1.37,"NM"
NA,36.8514,-103.9489,NA,9.13,"NM"
NA,36.8683,-103.97,NA,4.8,"NM"
NA,36.8733,-103.9792,NA,0.9,"NM"
NA,36.8633,-103.9797,NA,0.84,"NM"
NA,36.8542,-103.8847,NA,2.97,"NM"
NA,36.8731,-103.8769,NA,2.23,"NM"
NA,36.8225,-103.9008,NA,6.64,"NM"
NA,36.8067,-103.8975,NA,4.76,"NM"
NA,36.7942,-103.8917,NA,4.29,"NM"
NA,36.8006,-103.9028,NA,2.28,"NM"
NA,36.8114,-103.9175,NA,4.95,"NM"
NA,36.8064,-103.9308,NA,4.51,"NM"
NA,36.7853,-103.9319,NA,3.99,"NM"
NA,36.7531,-103.8586,NA,3.83,"NM"
NA,36.7606,-103.8636,NA,24.43,"NM"
NA,36.7936,-103.1933,NA,5.32,"NM"
NA,36.8081,-103.2344,NA,5.82,"NM"
NA,36.7797,-103.2117,NA,6.01,"NM"
NA,36.76,-103.1108,NA,4.13,"NM"
NA,36.7672,-103.1078,NA,3.45,"NM"
30,36.7661,-103.1042,NA,9.17,"NM"
NA,36.7675,-103.0117,NA,4.79,"NM"
NA,36.7506,-103.0056,NA,8.29,"NM"
NA,36.7769,-103.0164,NA,3.27,"NM"
NA,36.8047,-103.0031,64.6,64.6,"NM"
NA,36.8122,-103.0278,NA,18.43,"NM"
NA,36.8411,-103.0258,NA,0.85,"NM"
NA,36.8722,-103.0422,NA,2.77,"NM"
NA,36.8564,-103.1878,NA,16.18,"NM"
NA,36.8383,-103.1803,NA,5.1,"NM"
NA,36.9072,-103.0575,NA,20.32,"NM"
NA,36.925,-103.125,NA,39.26,"NM"
NA,36.9211,-103.0678,NA,35.47,"NM"
NA,36.89,-103.0322,NA,6.75,"NM"
NA,36.8872,-103.0506,105.24,105.24,"NM"
NA,36.9853,-103.0456,NA,0.56,"NM"
NA,36.9903,-103.0717,NA,36.21,"NM"
NA,36.9672,-103.0756,NA,10.36,"NM"
NA,36.9794,-103.0919,38.5,38.5,"NM"
NA,36.9833,-103.1197,NA,6.7,"NM"
NA,36.7625,-103.2669,NA,1.97,"NM"
NA,36.7728,-103.2606,NA,6.2,"NM"
NA,36.7703,-103.2931,NA,6.41,"NM"
NA,36.7661,-103.3056,NA,5.77,"NM"
NA,36.7761,-103.3064,NA,0.72,"NM"
NA,36.7639,-103.3458,NA,5.02,"NM"
NA,36.7728,-103.3314,NA,3.13,"NM"
NA,36.7878,-103.3419,NA,5.08,"NM"
NA,36.7953,-103.3581,NA,3.91,"NM"
NA,36.7972,-103.345,NA,4.78,"NM"
NA,36.8081,-103.3475,NA,5.3,"NM"
NA,36.8314,-103.3619,NA,9.75,"NM"
NA,36.86,-103.3356,1457.65,1457.65,"NM"
NA,36.8631,-103.2925,75.26,75.26,"NM"
NA,36.8706,-103.2569,33.84,33.84,"NM"
NA,36.8008,-103.3056,NA,3.78,"NM"
NA,36.8067,-103.2775,NA,8.26,"NM"
NA,36.8261,-103.2733,NA,3.14,"NM"
NA,36.8431,-103.2789,NA,12.88,"NM"
NA,36.8361,-103.2575,NA,1.77,"NM"
NA,36.8069,-103.2692,NA,2.38,"NM"
NA,36.7817,-103.4303,NA,4.42,"NM"
NA,36.7517,-103.31,NA,3.35,"NM"
NA,36.7558,-103.2742,NA,2.17,"NM"
NA,36.7631,-103.4056,NA,2.74,"NM"
NA,36.7692,-103.3772,NA,0.81,"NM"
NA,36.7747,-103.3936,NA,0.22,"NM"
NA,36.81,-103.4039,NA,3.72,"NM"
NA,36.9944,-102.1986,NA,11.79,"CO"
NA,36.9953,-102.4961,NA,13.96,"CO"
45,36.9961,-102.3067,NA,14.44,"CO"
NA,37.2978,-104.8606,NA,0.44,"CO"
NA,37.4275,-104.6061,NA,2.37,"CO"
NA,37.43,-104.5914,24.9,24.9,"CO"
NA,37.4872,-104.56,0.2,0.2,"CO"
NA,37.4106,-104.5303,22.7,22.7,"CO"
NA,37.3753,-104.6192,12.9,12.9,"CO"
NA,37.2175,-104.5358,NA,1.14,"CO"
NA,37.1447,-104.4947,NA,2.5,"CO"
NA,37.1581,-104.4583,NA,1.57,"CO"
NA,37.2189,-104.3914,NA,0.34,"CO"
NA,37.2356,-104.6542,NA,0.93,"CO"
NA,37.2006,-104.6747,NA,0.97,"CO"
NA,37.2197,-104.695,NA,0.21,"CO"
NA,37.2386,-104.7306,NA,0.89,"CO"
NA,37.135,-104.6556,NA,1.45,"CO"
NA,37.1636,-104.6839,NA,2.74,"CO"
NA,37.1992,-104.72,NA,1.7,"CO"
NA,37.1381,-104.7106,NA,1.87,"CO"
NA,37.1333,-104.7664,NA,0.69,"CO"
NA,37.1617,-104.7764,NA,1.61,"CO"
NA,37.1589,-104.8056,NA,1.7,"CO"
NA,37.1928,-104.7964,NA,1.43,"CO"
NA,37.2375,-104.7839,NA,0.77,"CO"
30,37.2425,-104.8703,NA,0.29,"CO"
NA,37.2411,-104.8361,NA,1.58,"CO"
NA,37.1361,-104.8514,NA,0.54,"CO"
NA,37.1378,-104.8147,NA,0.27,"CO"
NA,37.0303,-104.3194,NA,0.5,"CO"
NA,37.04,-104.3261,NA,0.42,"CO"
NA,37.0594,-104.3361,NA,0.9,"CO"
NA,37.0558,-104.3369,NA,0.42,"CO"
NA,37.8233,-104.7592,NA,9.1,"CO"
NA,37.8192,-104.7492,19.1,19.1,"CO"
NA,37.8386,-104.7292,53.8,53.8,"CO"
NA,37.8533,-104.7058,NA,5.3,"CO"
NA,37.095,-104.2281,43.3,43.3,"CO"
NA,37.0433,-104.2061,NA,1.16,"CO"
NA,37.94,-104.6667,NA,1.83,"CO"
NA,37.9978,-104.685,NA,3.47,"CO"
NA,37.9731,-104.7386,20.8,20.8,"CO"
550,37.9369,-104.7333,NA,1.53,"CO"
NA,37.9303,-104.7264,44.2,44.2,"CO"
NA,37.9419,-104.65,NA,2.68,"CO"
NA,37.9206,-104.6947,NA,0.82,"CO"
NA,37.8794,-104.6947,15.8,15.8,"CO"
NA,37.8808,-104.7189,8.5,8.5,"CO"
NA,37.8756,-104.6375,NA,6.06,"CO"
40,37.995,-104.285,NA,0.36,"CO"
300,37.9561,-104.3253,NA,0.22,"CO"
NA,37.8542,-104.6681,29.6,29.6,"CO"
15,37.8389,-104.6369,29.1,29.1,"CO"
50,37.8097,-104.6761,NA,3.55,"CO"
NA,37.8158,-104.7025,NA,1.7,"CO"
50,37.79,-104.6619,NA,7,"CO"
NA,37.7664,-104.6794,21.9,21.9,"CO"
NA,37.8222,-104.6247,NA,2.08,"CO"
100,37.7358,-104.315,NA,3.65,"CO"
NA,37.7428,-104.2703,NA,1.03,"CO"
NA,37.7433,-104.3711,NA,0.42,"CO"
NA,37.025,-104.2806,NA,0.36,"CO"
60,37.7119,-104.3636,NA,1.17,"CO"
NA,37.7094,-104.3314,NA,3.15,"CO"
40,37.7136,-104.3022,NA,4.17,"CO"
NA,37.6878,-104.3008,15.1,15.1,"CO"
NA,37.7006,-104.2628,NA,4,"CO"
NA,37.6739,-104.2789,NA,1.13,"CO"
40,37.6856,-104.3289,NA,8.23,"CO"
40,37.6725,-104.3503,NA,5.76,"CO"
NA,37.6394,-104.3689,NA,1.99,"CO"
NA,37.6528,-104.3217,12.4,12.4,"CO"
NA,37.6417,-104.2981,NA,1.04,"CO"
NA,37.6522,-104.2661,NA,2.62,"CO"
NA,37.6272,-104.3331,NA,0.73,"CO"
30,37.6294,-104.2722,NA,2.38,"CO"
NA,37.5075,-104.2658,NA,0.71,"CO"
160,37.5211,-104.2897,NA,1.44,"CO"
NA,37.5411,-104.2717,NA,9.71,"CO"
NA,37.57,-104.2942,NA,0.81,"CO"
NA,37.8283,-104.5439,NA,0.18,"CO"
80,37.8442,-104.5492,27.1,27.1,"CO"
NA,37.8519,-104.5197,NA,3.14,"CO"
NA,37.8492,-104.6078,NA,4.8,"CO"
NA,37.8469,-104.5689,3.4,3.4,"CO"
NA,37.8592,-104.7289,NA,2.64,"CO"
27,37.6294,-104.0294,NA,3.4,"CO"
NA,37.7597,-104.2203,NA,3.26,"CO"
260,37.4006,-104.1178,NA,0.31,"CO"
NA,37.4003,-104.0864,NA,8.72,"CO"
NA,37.3867,-104.0494,NA,1.03,"CO"
NA,37.4153,-104.0481,24.1,24.1,"CO"
NA,37.4153,-104.0078,NA,1.55,"CO"
NA,37.4897,-104.015,NA,3.9,"CO"
NA,37.4708,-104.0397,NA,6.02,"CO"
260,37.4381,-104.0856,NA,1.47,"CO"
290,37.3906,-104.0336,NA,0.53,"CO"
NA,37.4244,-104.2011,NA,0.01,"CO"
420,37.3961,-104.1814,NA,0.42,"CO"
NA,37.425,-104.1583,NA,0.21,"CO"
750,37.45,-104.2036,NA,0.21,"CO"
750,37.4528,-104.2314,NA,0.07,"CO"
12,37.4967,-104.15,NA,0.42,"CO"
NA,37.5381,-104.2347,NA,3.69,"CO"
NA,37.5314,-104.1817,NA,0.75,"CO"
NA,37.5769,-104.1567,NA,6.4,"CO"
NA,37.5794,-104.1333,NA,0.89,"CO"
NA,37.5472,-104.2678,6.4,6.4,"CO"
NA,37.6211,-104.1356,12.5,12.5,"CO"
NA,37.5397,-104.1261,29.8,29.8,"CO"
NA,37.5583,-104.1036,NA,6.76,"CO"
15,37.5464,-104.025,NA,4.39,"CO"
NA,37.0111,-105.6089,36.6,36.6,"CO"
NA,37.5217,-104.0453,NA,0.24,"CO"
NA,37.5017,-104.06,NA,0.21,"CO"
NA,37.7581,-104.6494,NA,9.21,"CO"
NA,37.6769,-104.0244,NA,2.06,"CO"
NA,37.68,-104.0597,6,6,"CO"
NA,37.6661,-104.0808,NA,19.9,"CO"
NA,37.7428,-104.0617,24.7,24.7,"CO"
NA,37.7214,-104.035,NA,2.2,"CO"
NA,37.7128,-104.1328,NA,0.68,"CO"
NA,37.7325,-104.1392,NA,0.19,"CO"
NA,37.7347,-104.1878,NA,0.42,"CO"
NA,37.7189,-104.215,31.6,31.6,"CO"
270,37.6978,-104.1733,NA,2.91,"CO"
NA,37.6544,-104.1914,NA,2.17,"CO"
NA,37.6792,-104.1308,NA,0.77,"CO"
NA,37.5806,-104.0606,NA,6.38,"CO"
30,37.8647,-104.2239,NA,0.21,"CO"
NA,37.7725,-104.2333,NA,0.39,"CO"
NA,37.7533,-104.2228,NA,2.8,"CO"
NA,37.7792,-104.1789,NA,1.3,"CO"
NA,37.7803,-104.1408,NA,0.7,"CO"
80,37.8436,-104.1319,NA,0.37,"CO"
40,37.8644,-104.115,17.8,17.8,"CO"
35,37.8067,-104.0869,NA,5.13,"CO"
NA,37.7792,-104.0186,NA,0.37,"CO"
NA,37.78,-104.0083,NA,0.53,"CO"
35,37.7964,-104.1183,NA,2.75,"CO"
NA,37.8833,-104.0286,NA,2.17,"CO"
NA,37.9281,-104.0178,NA,8.67,"CO"
900,37.8828,-104.0861,NA,0.14,"CO"
NA,37.9383,-104.0678,NA,0.52,"CO"
30,37.9906,-104.0586,20,20,"CO"
35,37.9739,-104.0856,57.7,57.7,"CO"
NA,37.8919,-104.1703,NA,0.2,"CO"
30,37.8958,-104.2081,12.8,12.8,"CO"
20,37.9206,-104.2278,NA,4.27,"CO"
NA,37.9767,-104.1333,44.3,44.3,"CO"
NA,37.9472,-104.1328,NA,0.19,"CO"
NA,37.9406,-104.1972,NA,0.19,"CO"
NA,37.9883,-104.245,NA,0.52,"CO"
NA,37.6281,-104.5608,NA,3.5,"CO"
NA,37.7214,-104.4839,NA,0.53,"CO"
NA,37.6867,-104.4631,NA,1.65,"CO"
NA,37.6561,-104.4325,NA,1.42,"CO"
NA,37.6394,-104.375,NA,1.65,"CO"
38,37.6611,-104.3783,NA,0.84,"CO"
NA,37.6781,-104.4214,NA,0.84,"CO"
NA,37.6922,-104.3811,NA,5.67,"CO"
NA,37.7219,-104.3956,NA,7.41,"CO"
NA,37.7364,-104.3753,NA,0.46,"CO"
NA,37.7747,-104.435,NA,9.55,"CO"
NA,37.8117,-104.4347,NA,1.42,"CO"
NA,37.835,-104.4539,NA,2.46,"CO"
NA,37.8408,-104.4425,NA,2.54,"CO"
NA,37.8364,-104.4822,NA,7,"CO"
NA,37.7706,-104.4989,33,33,"CO"
NA,37.9281,-104.8028,NA,5.51,"CO"
NA,37.9944,-104.8511,NA,2.35,"CO"
NA,37.9744,-104.6931,NA,1.67,"CO"
NA,37.745,-104.6406,NA,14.9,"CO"
NA,37.695,-104.7053,NA,0.67,"CO"
10,37.7139,-104.6306,NA,3.86,"CO"
10,37.6675,-104.7039,NA,4.6,"CO"
NA,37.6586,-104.7047,34.4,34.4,"CO"
NA,37.6378,-104.7033,NA,3.27,"CO"
6,37.62,-104.5931,NA,0.6,"CO"
NA,37.6031,-104.5822,48,48,"CO"
NA,37.6136,-104.5225,31.8,31.8,"CO"
NA,37.53,-104.5706,NA,1.73,"CO"
NA,37.5117,-104.5544,NA,4.27,"CO"
NA,37.5972,-104.4667,NA,0.37,"CO"
NA,37.5992,-104.5786,NA,3.16,"CO"
NA,37.6022,-104.4267,24.1,24.1,"CO"
NA,37.6189,-104.4033,NA,1.77,"CO"
NA,37.5594,-104.3814,17.3,17.3,"CO"
NA,37.5508,-104.3936,49.9,49.9,"CO"
NA,37.5664,-104.4378,20.6,20.6,"CO"
NA,37.5533,-104.4622,28.6,28.6,"CO"
NA,37.5131,-104.4656,21.3,21.3,"CO"
NA,37.5192,-104.4169,NA,2.47,"CO"
NA,37.5789,-104.3731,NA,2.99,"CO"
NA,37.5858,-104.3644,19.8,19.8,"CO"
NA,37.5811,-104.3736,30.3,30.3,"CO"
NA,37.7967,-104.2611,NA,4.85,"CO"
NA,37.7994,-104.2875,NA,1.27,"CO"
NA,37.7653,-104.2578,NA,0.62,"CO"
NA,37.7586,-104.2886,NA,0.39,"CO"
NA,37.775,-104.3292,NA,1.77,"CO"
230,37.5011,-104.3386,21.6,21.6,"CO"
NA,37.6197,-104.7225,NA,3.69,"CO"
NA,37.6161,-104.6433,25.6,25.6,"CO"
200,37.4969,-104.3214,NA,5.24,"CO"
NA,37.4953,-104.3017,1.2,1.2,"CO"
NA,37.2778,-104.2133,NA,1.84,"CO"
500,37.4619,-104.2772,NA,0.9,"CO"
NA,37.4544,-104.3092,NA,3.03,"CO"
600,37.4644,-104.3478,NA,1.48,"CO"
NA,37.4503,-104.3603,9.5,9.5,"CO"
NA,37.0644,-104.1275,NA,1.8,"CO"
NA,37.0803,-104.1819,NA,3.33,"CO"
NA,37.1186,-104.1936,NA,2.64,"CO"
NA,37.1261,-104.37,NA,1.84,"CO"
NA,37.1242,-104.1228,NA,1.39,"CO"
NA,37.1161,-104.1142,18.6,18.6,"CO"
NA,37.1014,-104.1147,NA,1.94,"CO"
30,37.0994,-104.1208,NA,1.04,"CO"
NA,37.0514,-104.0511,NA,9.72,"CO"
NA,37.03,-104.0389,NA,5.83,"CO"
50,37.0542,-104.0136,NA,1.18,"CO"
NA,37.1075,-104.03,NA,1.84,"CO"
NA,37.2653,-104.1908,NA,0.79,"CO"
NA,37.2658,-104.1633,NA,5.44,"CO"
NA,37.2931,-104.1836,NA,1.23,"CO"
NA,37.4125,-104.2764,NA,1.79,"CO"
NA,37.305,-104.2269,81.9,81.9,"CO"
150,37.0025,-105.6242,NA,7.16,"CO"
NA,37.3111,-104.2272,NA,0.35,"CO"
NA,37.3372,-104.1383,NA,0.49,"CO"
680,37.3742,-104.2461,NA,0.19,"CO"
NA,37.3583,-104.1733,NA,1.11,"CO"
NA,37.3258,-104.2383,55.9,55.9,"CO"
NA,37.2614,-104.3586,NA,6.75,"CO"
NA,37.3519,-104.3556,NA,4.25,"CO"
NA,37.7667,-104.5361,NA,0.3,"CO"
80,37.2431,-104.1078,NA,2.5,"CO"
NA,37.2489,-104.045,NA,1.33,"CO"
NA,37.1817,-104.1017,NA,1.72,"CO"
NA,37.1258,-104.0242,NA,4.3,"CO"
NA,37.1639,-104.0167,NA,1.17,"CO"
NA,37.1617,-104.0158,NA,4.92,"CO"
NA,37.1894,-104.0119,NA,2.06,"CO"
NA,37.1617,-104.0858,NA,1.25,"CO"
NA,37.1819,-104.0714,44.8,44.8,"CO"
NA,37.1647,-104.0975,12.8,12.8,"CO"
NA,37.2736,-104.0628,NA,2.13,"CO"
NA,37.285,-104.0256,NA,1.67,"CO"
NA,37.2936,-104.0181,NA,0.52,"CO"
NA,37.3658,-104.1219,NA,0.38,"CO"
NA,37.2561,-104.0275,NA,0.52,"CO"
NA,37.3433,-104.0778,NA,0.67,"CO"
NA,37.3514,-104.0328,NA,0.48,"CO"
NA,37.3081,-104.0722,NA,0.63,"CO"
NA,37.3092,-104.1069,NA,1.01,"CO"
NA,37.1778,-104.2131,NA,0.86,"CO"
NA,37.1869,-104.14,NA,1.85,"CO"
NA,37.1303,-104.5167,NA,0.51,"CO"
NA,37.1306,-104.5956,NA,2.3,"CO"
NA,37.1158,-104.2611,NA,2.22,"CO"
NA,37.1067,-104.33,NA,1.65,"CO"
NA,37.0233,-104.2617,NA,0.83,"CO"
NA,37.0272,-104.2831,NA,1.16,"CO"
NA,37.4,-104.4936,NA,2.03,"CO"
NA,37.4158,-104.46,NA,3.12,"CO"
20,37.4869,-104.4964,NA,2.46,"CO"
25,37.4903,-104.4644,NA,9.38,"CO"
NA,37.0122,-104.2789,NA,0.35,"CO"
NA,37.3356,-104.625,NA,1.12,"CO"
NA,37.3386,-104.5925,NA,3.19,"CO"
NA,37.2794,-104.555,NA,0.87,"CO"
NA,37.2675,-104.5494,NA,0.38,"CO"
NA,37.3194,-104.5117,NA,0.96,"CO"
35,37.2944,-104.3983,NA,0.52,"CO"
NA,37.2833,-104.4372,NA,1.33,"CO"
NA,37.3542,-104.38,NA,0.51,"CO"
45,37.3611,-104.765,NA,0.26,"CO"
NA,37.3547,-104.8072,NA,0.93,"CO"
NA,37.3586,-104.8133,NA,3.73,"CO"
NA,37.3631,-104.8744,NA,0.68,"CO"
NA,37.3422,-104.805,NA,1.11,"CO"
NA,37.4664,-104.8306,NA,2.96,"CO"
NA,37.4631,-104.8033,NA,0.44,"CO"
NA,37.4547,-104.7633,NA,0.95,"CO"
NA,37.4294,-104.8444,NA,0.44,"CO"
NA,37.4289,-104.8453,NA,0.32,"CO"
NA,37.4389,-104.7875,NA,2.18,"CO"
NA,37.4358,-104.7992,NA,1.46,"CO"
NA,37.4281,-104.7675,NA,1.64,"CO"
NA,37.9694,-104.7875,NA,2.55,"CO"
NA,37.8794,-104.8383,42.7,42.7,"CO"
NA,37.7958,-104.7686,40,40,"CO"
NA,37.8144,-104.8178,NA,9.12,"CO"
NA,37.8214,-104.8686,24.7,24.7,"CO"
NA,37.8397,-104.7867,33.4,33.4,"CO"
NA,37.8614,-104.7669,NA,3.99,"CO"
NA,37.8725,-104.7867,NA,5.22,"CO"
NA,37.8806,-104.7583,NA,1.45,"CO"
NA,37.9503,-104.7783,NA,4.93,"CO"
NA,37.74,-104.8361,NA,5.43,"CO"
NA,37.6842,-104.8033,NA,0.89,"CO"
NA,37.7067,-104.8639,NA,6.36,"CO"
NA,37.6558,-104.8372,NA,2.67,"CO"
NA,37.6342,-104.8597,NA,2.33,"CO"
NA,37.5408,-104.7711,NA,1.85,"CO"
NA,37.5564,-104.8517,NA,0.98,"CO"
NA,37.5219,-104.8164,NA,2.22,"CO"
NA,37.5964,-104.8503,NA,1.12,"CO"
20,37.4403,-104.4003,NA,4.85,"CO"
25,37.4919,-104.4433,NA,7.21,"CO"
50,37.4922,-104.41,NA,1.2,"CO"
25,37.4478,-104.6406,NA,3.47,"CO"
NA,37.3992,-104.6447,NA,0.23,"CO"
NA,37.405,-104.71,NA,0.52,"CO"
NA,37.2658,-105.7728,25.1,25.1,"CO"
NA,37.2728,-105.8364,NA,1.61,"CO"
NA,37.2547,-105.8258,NA,3.62,"CO"
944,37.2722,-105.8411,NA,1.28,"CO"
900,37.2583,-105.8586,NA,1.61,"CO"
NA,37.2547,-105.8722,NA,1.56,"CO"
NA,37.275,-105.8517,NA,0.94,"CO"
NA,37.2983,-105.8728,NA,1.93,"CO"
NA,37.3339,-105.8567,NA,0.45,"CO"
NA,37.36,-105.8467,NA,0.72,"CO"
NA,37.3703,-105.7922,NA,3.69,"CO"
NA,37.3414,-105.8192,NA,0.31,"CO"
NA,37.2983,-105.8367,NA,0.76,"CO"
NA,37.2953,-105.8178,NA,1.35,"CO"
NA,37.2939,-105.7997,NA,0.28,"CO"
NA,37.2947,-105.7847,NA,0.26,"CO"
NA,37.3133,-105.7644,NA,0.61,"CO"
NA,37.3125,-105.7742,NA,0.1,"CO"
NA,37.3022,-105.7961,NA,0.29,"CO"
NA,37.1844,-105.5306,25.2,25.2,"CO"
450,37.1419,-105.575,88.3,88.3,"CO"
NA,37.1589,-105.8092,NA,1.27,"CO"
NA,37.1192,-105.3186,NA,2.09,"CO"
NA,37.1186,-105.3186,NA,1.24,"CO"
