"welldpth","latitude","longitude","u_dn_ppb","u_fl_ppb","state"
-1,40.618,-111.654,NA,0.25,"UT"
-1,40.615,-111.652,NA,0.52,"UT"
-1,40.923,-111.73,NA,1.66,"UT"
-1,40.933,-111.744,NA,-0.2,"UT"
NA,35.0372,-103.6133,NA,16.04,"NM"
-1,40.986,-111.66,NA,21.77,"UT"
30,40.986,-111.678,NA,1.2,"UT"
-1,40.588,-111.648,NA,0.67,"UT"
-1,40.587,-111.657,NA,1.46,"UT"
-1,40.589,-111.653,NA,1.64,"UT"
-1,40.58,-111.664,NA,3.63,"UT"
-1,40.556,-111.677,NA,2.8,"UT"
NA,35.0597,-103.6122,NA,8.17,"NM"
-1,40.547,-111.691,NA,3.89,"UT"
-1,40.64,-111.783,NA,0.29,"UT"
-1,40.671,-111.767,NA,0.47,"UT"
-1,40.596,-111.672,NA,0.81,"UT"
-1,40.61,-111.676,NA,0.75,"UT"
-1,40.969,-111.801,NA,-0.2,"UT"
-1,40.851,-111.867,NA,1.32,"UT"
NA,35.0753,-103.6228,NA,5.75,"NM"
NA,35.085,-103.5828,NA,28.97,"NM"
-1,40.848,-111.861,NA,0.94,"UT"
NA,35.0931,-103.5597,NA,9.44,"NM"
100,35.115,-103.5733,NA,5.48,"NM"
NA,35.1211,-103.6183,NA,2.53,"NM"
NA,35.1183,-103.4158,NA,12.57,"NM"
NA,35.1067,-103.41,NA,16.21,"NM"
NA,35.1156,-103.2414,NA,25.66,"NM"
NA,35.0647,-103.2403,NA,39.61,"NM"
NA,35.0142,-103.1372,NA,39.27,"NM"
NA,35.0361,-103.1811,NA,4.12,"NM"
NA,35.1178,-103.1436,NA,4.3,"NM"
60,35.0853,-103.1669,NA,21.91,"NM"
100,35.0847,-103.1917,NA,8.02,"NM"
50,35.0617,-103.1814,NA,9,"NM"
80,35.0453,-103.1281,NA,12.6,"NM"
NA,35.1372,-103.1728,NA,3.18,"NM"
NA,35.1153,-103.1881,NA,5.56,"NM"
NA,35.1578,-103.2275,NA,7.57,"NM"
380,35.2133,-103.1608,NA,0.1,"NM"
NA,35.2472,-103.1667,NA,10.59,"NM"
NA,35.0942,-103.2339,175.9,175.9,"NM"
NA,35.0458,-103.2447,NA,20.6,"NM"
NA,35.0133,-103.2367,NA,4.13,"NM"
NA,35.0128,-103.18,NA,23.41,"NM"
30,35.0136,-103.1983,NA,13.45,"NM"
NA,35.2167,-103.7583,NA,30.89,"NM"
80,35.3025,-103.8625,NA,3.86,"NM"
300,35.135,-103.9994,NA,5.92,"NM"
78,35.1567,-103.7528,NA,4.91,"NM"
80,35.1539,-103.7775,NA,7.6,"NM"
296,35.0725,-103.4622,NA,1.34,"NM"
NA,35.0825,-103.4517,NA,6.91,"NM"
300,35.0989,-103.3922,NA,39.97,"NM"
35,35.0653,-103.3992,NA,5.45,"NM"
385,35.0558,-103.4125,NA,8.03,"NM"
NA,35.0419,-103.4006,NA,3.16,"NM"
60,35.2281,-103.5075,NA,20.87,"NM"
NA,35.2194,-103.525,NA,31.03,"NM"
NA,35.2069,-103.5433,NA,12.48,"NM"
NA,35.1972,-103.5608,NA,2.71,"NM"
325,35.2283,-103.5681,NA,1.3,"NM"
NA,35.3006,-103.4858,NA,17.65,"NM"
60,35.2872,-103.4925,NA,16.67,"NM"
NA,35.2661,-103.4703,NA,12.24,"NM"
200,35.2986,-103.4644,NA,4.5,"NM"
NA,35.2883,-103.4594,NA,16.98,"NM"
210,35.2794,-103.0647,NA,10.82,"NM"
275,35.2414,-103.0736,NA,0.18,"NM"
180,35.2372,-103.0497,NA,3.16,"NM"
NA,35.1794,-103.0833,NA,0.31,"NM"
NA,35.3381,-103.4336,NA,1.28,"NM"
NA,35.3419,-103.3836,NA,4.6,"NM"
270,35.3158,-103.3603,NA,5.15,"NM"
200,35.2225,-103.0664,NA,0.37,"NM"
NA,35.2825,-103.1042,NA,10.68,"NM"
150,35.3011,-103.1169,NA,3.62,"NM"
NA,35.3356,-103.105,NA,1.57,"NM"
NA,35.3558,-103.1569,NA,0.55,"NM"
NA,35.3672,-103.1358,NA,1.53,"NM"
NA,35.0264,-103.4231,NA,10.91,"NM"
NA,35.0025,-103.4344,NA,16.48,"NM"
NA,35.0078,-103.4614,NA,2.2,"NM"
93,35.1733,-103.2578,NA,20.01,"NM"
NA,35.1656,-103.2869,NA,13.43,"NM"
60,35.1544,-103.3122,NA,23.28,"NM"
NA,35.2083,-103.2658,NA,14.63,"NM"
NA,35.1536,-103.3667,NA,13.04,"NM"
NA,35.2378,-103.2531,NA,5.62,"NM"
NA,35.2203,-103.3142,98.9,98.9,"NM"
NA,35.2386,-103.1842,NA,4.65,"NM"
NA,35.1911,-103.1772,NA,5.32,"NM"
NA,35.1825,-103.1411,NA,3.11,"NM"
NA,35.1458,-103.1456,NA,1.8,"NM"
NA,35.1347,-103.2108,NA,22.19,"NM"
NA,35.3136,-103.4294,NA,1.06,"NM"
NA,35.0581,-103.8017,NA,14.93,"NM"
NA,35.0258,-103.8342,NA,1.14,"NM"
60,35.1078,-103.8661,NA,9.32,"NM"
350,35.0961,-103.8386,NA,14.56,"NM"
NA,35.1025,-103.8061,NA,9.96,"NM"
NA,35.0656,-103.8342,NA,3.41,"NM"
176,35.0506,-103.0628,NA,15.04,"NM"
146,35.095,-103.0569,NA,38.41,"NM"
46,35.1086,-103.0489,NA,9.75,"NM"
NA,35.0253,-103.0911,NA,9.71,"NM"
NA,35.0581,-103.0983,NA,30.55,"NM"
NA,35.0067,-103.8153,NA,20.28,"NM"
NA,35.0903,-103.0992,NA,5.41,"NM"
NA,35.1611,-103.1106,NA,1.4,"NM"
NA,35.1528,-103.0989,NA,5.93,"NM"
NA,35.1156,-103.1153,NA,22.79,"NM"
NA,35.1906,-103.0522,NA,13.56,"NM"
NA,35.105,-103.9267,NA,16.53,"NM"
NA,35.0772,-103.9522,NA,1.71,"NM"
NA,35.0825,-103.9889,NA,6.39,"NM"
NA,35.0003,-103.985,NA,13.38,"NM"
NA,35.0458,-103.9589,NA,3.41,"NM"
NA,35.0469,-103.9311,NA,10.57,"NM"
NA,35.015,-103.925,NA,27.16,"NM"
NA,35.0897,-103.8839,NA,6.69,"NM"
NA,35.0806,-103.895,NA,6.19,"NM"
NA,35.0794,-103.9139,NA,8.94,"NM"
120,35.13,-103.525,NA,20.03,"NM"
NA,35.1967,-103.5061,NA,14.16,"NM"
200,35.3,-103.3828,NA,1.35,"NM"
200,35.3175,-103.3806,NA,2.21,"NM"
NA,35.2803,-103.3825,NA,6.61,"NM"
320,35.2631,-103.4003,NA,3.46,"NM"
100,35.2731,-103.3536,NA,12.03,"NM"
NA,35.2572,-103.2956,NA,28.68,"NM"
NA,35.5886,-103.4003,NA,1.53,"NM"
NA,35.6044,-103.4078,NA,1.35,"NM"
NA,35.5478,-103.3797,NA,2.28,"NM"
NA,35.5297,-103.3925,NA,3.03,"NM"
NA,35.5217,-103.4161,NA,3.52,"NM"
NA,35.5522,-103.4306,NA,2.98,"NM"
NA,35.5514,-103.4506,NA,2.44,"NM"
NA,35.5756,-103.4319,NA,5.71,"NM"
NA,35.6081,-103.4822,NA,1.82,"NM"
NA,35.5847,-103.4947,NA,2.68,"NM"
NA,35.5642,-103.4694,NA,2.81,"NM"
NA,35.3517,-103.0833,NA,1.3,"NM"
250,35.3625,-103.0483,NA,1.03,"NM"
NA,35.205,-103.1156,NA,0.47,"NM"
NA,35.1825,-103.1192,NA,0.45,"NM"
350,35.315,-103.0536,NA,2.07,"NM"
NA,35.3167,-103.0694,NA,2.81,"NM"
NA,35.4719,-103.0956,NA,4.75,"NM"
NA,35.4608,-103.0864,NA,4.5,"NM"
NA,35.4606,-103.0697,NA,3.21,"NM"
NA,35.2808,-103.2653,NA,2.74,"NM"
390,35.3017,-103.2067,NA,0.1,"NM"
NA,35.3167,-103.3247,NA,8.14,"NM"
NA,35.3619,-103.3597,NA,3.32,"NM"
NA,35.3819,-103.3417,NA,10.39,"NM"
NA,35.3739,-103.3161,NA,3.84,"NM"
NA,35.3172,-103.1881,NA,6.98,"NM"
NA,35.3153,-103.215,NA,0.52,"NM"
NA,35.3331,-103.2958,NA,3.63,"NM"
150,35.1283,-103.7314,NA,17.83,"NM"
150,35.0406,-103.3486,NA,17.08,"NM"
100,35.0261,-103.3622,NA,13.66,"NM"
NA,35.4475,-103.0664,NA,1.74,"NM"
NA,35.4211,-103.055,NA,2.5,"NM"
NA,35.4006,-103.0511,NA,3.61,"NM"
NA,35.4106,-103.0764,NA,3.43,"NM"
NA,35.41,-103.12,NA,3.2,"NM"
NA,35.4164,-103.1333,NA,1.55,"NM"
NA,35.4517,-103.1333,NA,3.24,"NM"
NA,35.4747,-103.1311,NA,2.96,"NM"
NA,35.495,-103.1308,NA,3.93,"NM"
NA,35.4933,-103.1656,NA,4.44,"NM"
NA,35.4597,-103.1661,NA,4.69,"NM"
NA,35.4253,-103.1836,NA,3.71,"NM"
NA,35.4822,-103.1917,NA,6.87,"NM"
250,35.3064,-103.0833,NA,5.39,"NM"
NA,35.275,-103.1683,NA,8.49,"NM"
NA,35.2975,-103.1456,NA,5.51,"NM"
NA,35.2861,-103.1311,NA,2.5,"NM"
NA,35.2347,-103.7464,NA,14.09,"NM"
NA,35.2006,-103.6592,NA,33.62,"NM"
NA,35.2139,-103.6311,NA,9.86,"NM"
NA,35.2986,-103.6058,NA,3.31,"NM"
NA,35.3156,-103.6003,NA,0.65,"NM"
NA,35.3011,-103.585,NA,3.47,"NM"
NA,35.2592,-103.5944,NA,14.77,"NM"
140,35.2814,-103.5247,NA,3.04,"NM"
185,35.3614,-103.4511,NA,3.77,"NM"
280,35.3756,-103.4883,NA,2.47,"NM"
NA,35.4139,-103.4861,NA,3.88,"NM"
NA,35.4314,-103.4858,NA,2.38,"NM"
NA,35.4772,-103.4847,NA,3.08,"NM"
NA,35.4614,-103.4683,NA,2.3,"NM"
145,35.4203,-103.4492,NA,3.43,"NM"
NA,35.3831,-103.4511,NA,5.82,"NM"
NA,35.39,-103.4131,NA,2.36,"NM"
NA,35.3956,-103.3783,NA,1.43,"NM"
64,35.4975,-103.4797,NA,4.69,"NM"
NA,35.4922,-103.4347,NA,3.57,"NM"
85,35.4708,-103.4153,NA,9.72,"NM"
18,35.1981,-103.4411,NA,3.62,"NM"
NA,35.2119,-103.82,NA,6.33,"NM"
NA,35.1992,-103.8608,NA,0.1,"NM"
NA,35.1989,-103.8875,NA,6.64,"NM"
125,35.5183,-103.2392,NA,5.39,"NM"
175,35.5347,-103.2156,NA,4.89,"NM"
175,35.5603,-103.2028,NA,7.52,"NM"
175,35.5636,-103.1764,NA,5.48,"NM"
175,35.5847,-103.2125,NA,9.27,"NM"
NA,35.4847,-103.3633,NA,0.49,"NM"
NA,35.4994,-103.3756,NA,8.39,"NM"
NA,35.4878,-103.3347,NA,4,"NM"
NA,35.4989,-103.3369,NA,0.15,"NM"
NA,35.4472,-103.3228,NA,2.91,"NM"
NA,35.4139,-103.3328,NA,10.93,"NM"
NA,35.3925,-103.3114,NA,1.96,"NM"
170,35.3981,-103.2931,NA,2.33,"NM"
60,35.3889,-103.2592,NA,2.9,"NM"
NA,35.3794,-103.2869,NA,2.25,"NM"
NA,35.4678,-103.2814,NA,4.13,"NM"
NA,35.6094,-103.1033,NA,1.44,"NM"
90,35.6069,-103.0911,NA,2.61,"NM"
NA,35.6103,-103.0444,NA,3,"NM"
80,35.5992,-103.0961,NA,5.07,"NM"
NA,35.5625,-103.1028,NA,10.94,"NM"
NA,35.5458,-103.0969,NA,4.67,"NM"
NA,35.5467,-103.1231,NA,6.14,"NM"
NA,35.5194,-103.1231,NA,9.94,"NM"
NA,35.5142,-103.0739,NA,6.53,"NM"
NA,35.2017,-103.3953,NA,18.88,"NM"
NA,35.2208,-103.3928,NA,6.89,"NM"
NA,35.1761,-103.3881,NA,11.48,"NM"
NA,35.1756,-103.4025,NA,18.55,"NM"
12,35.17,-103.4639,NA,11.74,"NM"
NA,35.1481,-103.4325,NA,16.36,"NM"
NA,35.1744,-103.4806,NA,13.27,"NM"
NA,35.1439,-103.4514,NA,14.09,"NM"
NA,35.0547,-103.31,NA,17.09,"NM"
40,35.0203,-103.2942,NA,9.51,"NM"
40,35.1214,-103.3178,NA,8.62,"NM"
NA,35.5247,-103.0883,NA,5.35,"NM"
NA,35.5392,-103.0639,NA,3.21,"NM"
NA,35.5033,-103.0578,NA,12.95,"NM"
NA,35.5922,-103.0647,NA,2.13,"NM"
NA,35.5775,-103.1108,NA,2.48,"NM"
NA,35.5517,-103.6239,NA,34.46,"NM"
NA,35.525,-103.5564,NA,11.08,"NM"
NA,35.5431,-103.5608,NA,1.89,"NM"
NA,35.5239,-103.5219,NA,2.05,"NM"
NA,35.5403,-103.5347,NA,11.17,"NM"
NA,35.5458,-103.5094,NA,2.27,"NM"
40,35.5714,-103.5025,NA,3.58,"NM"
NA,35.5992,-103.5006,NA,1.28,"NM"
NA,35.5739,-103.6092,NA,1.49,"NM"
NA,35.5672,-103.5644,NA,1.01,"NM"
60,35.5664,-103.5486,NA,4.78,"NM"
60,35.5914,-103.5828,NA,0.32,"NM"
NA,35.23,-103.4306,NA,7.45,"NM"
NA,35.0394,-103.6739,20.6,20.6,"NM"
NA,35.0289,-103.6833,NA,13.6,"NM"
180,35.5481,-103.265,NA,3.99,"NM"
NA,35.6069,-103.2244,NA,3.8,"NM"
NA,35.6078,-103.1856,NA,12.08,"NM"
150,35.6069,-103.1414,NA,1.87,"NM"
NA,35.5703,-103.1578,NA,6.02,"NM"
NA,35.5331,-103.1925,NA,5.38,"NM"
NA,35.5347,-103.1414,NA,5.22,"NM"
NA,35.5208,-103.1653,NA,5.42,"NM"
NA,35.5097,-103.1839,NA,3.53,"NM"
NA,35.5039,-103.2378,NA,8.95,"NM"
120,35.855,-103.2836,NA,3.12,"NM"
NA,35.8306,-103.2742,NA,2.72,"NM"
NA,35.8342,-103.3003,NA,2.28,"NM"
NA,35.805,-103.3028,NA,0.73,"NM"
NA,35.8667,-103.3639,NA,14.9,"NM"
NA,35.8356,-103.3553,NA,6.82,"NM"
NA,35.8117,-103.3381,NA,5.22,"NM"
NA,35.8114,-103.3669,NA,11.26,"NM"
NA,35.7911,-103.3714,NA,3.38,"NM"
NA,35.7644,-103.3725,NA,2.21,"NM"
NA,35.7753,-103.2733,NA,7.71,"NM"
NA,35.7831,-103.2139,NA,3.18,"NM"
NA,35.7717,-103.1922,NA,0.73,"NM"
NA,35.8161,-103.2206,NA,1.4,"NM"
NA,35.7956,-103.1767,NA,5.51,"NM"
NA,35.7906,-103.16,NA,6.86,"NM"
NA,35.7644,-103.1533,NA,2.58,"NM"
NA,35.8519,-103.2328,NA,4.73,"NM"
NA,35.8369,-103.2164,NA,4.27,"NM"
NA,35.8414,-103.16,NA,10.31,"NM"
NA,35.9511,-103.5967,NA,11.13,"NM"
NA,35.5261,-103.835,NA,5,"NM"
NA,35.5483,-103.8733,NA,7.21,"NM"
NA,35.5319,-103.855,NA,1.29,"NM"
NA,35.5011,-103.8233,NA,0.1,"NM"
NA,35.6214,-103.8228,NA,15.92,"NM"
NA,35.8844,-103.5297,NA,11.48,"NM"
NA,35.9217,-103.5208,NA,4.05,"NM"
NA,35.915,-103.5581,NA,6.32,"NM"
NA,35.8986,-103.5711,NA,4.95,"NM"
NA,35.0928,-103.6142,NA,2.95,"NM"
60,35.3267,-103.8436,NA,4.6,"NM"
150,35.3603,-103.8375,NA,6.66,"NM"
20,35.3697,-103.8117,NA,13.64,"NM"
40,35.3442,-103.8225,NA,9.89,"NM"
30,35.3228,-103.8203,NA,0.5,"NM"
30,35.3364,-103.7861,NA,3.18,"NM"
NA,35.2558,-103.78,NA,5.98,"NM"
80,35.2644,-103.8089,NA,9.91,"NM"
NA,35.8389,-103.4639,NA,8.53,"NM"
NA,35.8617,-103.4186,NA,6.84,"NM"
NA,35.8511,-103.4792,98.5,98.5,"NM"
NA,35.8417,-103.4439,NA,5.6,"NM"
NA,35.8239,-103.4592,NA,14.28,"NM"
NA,35.8333,-103.3819,NA,4.04,"NM"
NA,35.8494,-103.3889,NA,1.85,"NM"
NA,35.8319,-103.4078,NA,5.03,"NM"
80,35.7656,-103.4825,NA,3.06,"NM"
60,35.7919,-103.4478,NA,0.94,"NM"
40,35.7642,-103.5114,NA,7.91,"NM"
NA,35.925,-103.4517,NA,8.41,"NM"
NA,35.9264,-103.4281,NA,10.96,"NM"
NA,35.9425,-103.3947,NA,6.88,"NM"
NA,35.9142,-103.4,NA,16.5,"NM"
NA,35.8842,-103.4214,NA,11.5,"NM"
40,35.9994,-103.3875,NA,4.52,"NM"
60,35.9864,-103.4211,NA,3.33,"NM"
110,35.9647,-103.4269,NA,4.08,"NM"
NA,35.9508,-103.4278,NA,4.69,"NM"
NA,35.9961,-103.4686,NA,4.85,"NM"
NA,35.8839,-103.4447,NA,3.27,"NM"
NA,35.8928,-103.4672,NA,5.17,"NM"
NA,35.9692,-103.4692,NA,3.54,"NM"
NA,35.9478,-103.4986,NA,1.05,"NM"
288,35.6944,-103.5017,NA,1.96,"NM"
80,35.6603,-103.5817,NA,1.27,"NM"
160,35.6903,-103.55,NA,0.68,"NM"
185,35.6783,-103.5358,NA,1.45,"NM"
242,35.2747,-103.5081,NA,21.03,"NM"
NA,35.6589,-103.6447,NA,1.4,"NM"
NA,35.6381,-103.6903,NA,0.98,"NM"
NA,35.7339,-103.7425,NA,38.76,"NM"
NA,35.7053,-103.7333,NA,25.39,"NM"
NA,35.7017,-103.7067,16.2,16.2,"NM"
NA,35.6811,-103.6861,NA,14.77,"NM"
NA,35.6783,-103.7081,NA,29.07,"NM"
NA,35.7006,-103.6661,NA,18.49,"NM"
NA,35.7306,-103.6642,NA,3.24,"NM"
NA,35.7414,-103.6303,NA,2.4,"NM"
NA,35.7067,-103.6333,NA,1.35,"NM"
60,35.5922,-103.6094,NA,2.1,"NM"
NA,35.5672,-103.6319,NA,2.19,"NM"
NA,35.6064,-103.6731,NA,2.36,"NM"
NA,35.6033,-103.6439,NA,3.74,"NM"
NA,35.5753,-103.6506,NA,2.32,"NM"
NA,35.5664,-103.655,NA,1.38,"NM"
NA,35.5608,-103.6522,NA,2.29,"NM"
NA,35.5794,-103.6794,NA,2.46,"NM"
NA,35.5961,-103.7206,NA,15.29,"NM"
NA,35.5694,-103.7131,NA,11.21,"NM"
NA,35.5389,-103.6811,NA,8.92,"NM"
NA,35.4517,-103.6606,NA,1.69,"NM"
NA,35.4408,-103.6481,NA,0.5,"NM"
NA,35.4694,-103.6289,NA,21.34,"NM"
NA,35.3514,-103.7089,NA,1.7,"NM"
NA,35.6828,-103.6264,NA,1.95,"NM"
NA,35.6831,-103.65,NA,2.43,"NM"
NA,35.4325,-103.6175,NA,5.73,"NM"
NA,35.3908,-103.6011,NA,28.41,"NM"
NA,35.38,-103.5547,NA,15.95,"NM"
NA,35.4119,-103.5269,NA,1.6,"NM"
NA,35.4419,-103.5933,NA,23.79,"NM"
NA,35.4806,-103.5453,NA,17.33,"NM"
NA,35.4664,-103.5742,NA,0.1,"NM"
NA,35.4517,-103.5597,NA,0.34,"NM"
NA,35.4467,-103.5231,NA,2.9,"NM"
NA,35.4222,-103.5608,NA,0.64,"NM"
NA,35.3989,-103.5233,NA,0.3,"NM"
NA,35.4086,-103.5042,NA,3.49,"NM"
NA,35.7311,-103.7561,NA,6.5,"NM"
NA,35.7214,-103.7617,NA,7.95,"NM"
220,35.6586,-103.5058,NA,0.99,"NM"
125,35.7103,-103.5317,NA,3.55,"NM"
180,35.725,-103.5475,NA,2.9,"NM"
100,35.7453,-103.5714,NA,2.6,"NM"
40,35.7947,-103.5025,NA,27,"NM"
100,35.7467,-103.5019,NA,3.65,"NM"
160,35.7206,-103.4983,NA,1.96,"NM"
185,35.7139,-103.4747,NA,6.67,"NM"
125,35.6989,-103.4478,NA,2.91,"NM"
180,35.6867,-103.455,NA,3.77,"NM"
NA,35.6078,-103.4308,NA,3.57,"NM"
NA,35.6253,-103.4297,NA,3.05,"NM"
NA,35.6381,-103.4239,NA,3.66,"NM"
NA,35.6808,-103.4219,NA,11.79,"NM"
NA,35.7006,-103.4061,NA,5.36,"NM"
NA,35.6719,-103.4031,NA,2.35,"NM"
NA,35.6589,-103.4014,NA,3.1,"NM"
80,35.7189,-103.4244,NA,3.35,"NM"
NA,35.715,-103.3764,NA,0.1,"NM"
80,35.7361,-103.4033,NA,2.88,"NM"
100,35.7458,-103.3758,NA,3.27,"NM"
NA,35.5458,-103.3275,NA,2.58,"NM"
NA,35.5636,-103.3347,NA,1.28,"NM"
NA,35.5772,-103.3436,NA,2.15,"NM"
NA,35.6075,-103.3569,NA,0.91,"NM"
NA,35.5689,-103.3747,NA,4.45,"NM"
150,35.5942,-103.3233,NA,1.29,"NM"
NA,35.6228,-103.3253,NA,1.52,"NM"
NA,35.6108,-103.31,NA,3.18,"NM"
NA,35.5969,-103.2589,NA,6.2,"NM"
NA,35.6158,-103.2589,NA,2.38,"NM"
NA,35.635,-103.3536,NA,3.43,"NM"
NA,35.6886,-103.34,NA,2.18,"NM"
NA,35.6739,-103.3575,NA,2.3,"NM"
NA,35.6531,-103.3369,NA,3.14,"NM"
NA,35.6519,-103.3108,NA,2.46,"NM"
NA,35.6758,-103.3219,NA,2.7,"NM"
NA,35.6867,-103.3097,NA,3.51,"NM"
NA,35.6356,-103.2778,NA,3.05,"NM"
NA,35.6664,-103.2597,NA,11.81,"NM"
NA,35.6894,-103.2506,NA,3.8,"NM"
NA,35.7075,-103.2397,NA,2.08,"NM"
NA,35.7125,-103.2661,NA,1.53,"NM"
NA,35.7108,-103.3108,NA,3.21,"NM"
180,35.7408,-103.3036,NA,3.33,"NM"
250,35.7319,-103.2686,NA,2.68,"NM"
NA,35.6492,-103.1561,NA,4.05,"NM"
NA,35.6531,-103.1789,NA,3.21,"NM"
NA,35.6822,-103.2022,NA,2.32,"NM"
NA,35.6914,-103.2111,NA,0.22,"NM"
NA,35.6797,-103.2153,NA,9.68,"NM"
100,35.6889,-103.1622,NA,3.3,"NM"
180,35.6633,-103.1969,NA,5.24,"NM"
180,35.6358,-103.2333,NA,3.73,"NM"
200,35.64,-103.2047,NA,3.49,"NM"
NA,35.6542,-103.2303,NA,4.04,"NM"
NA,35.7286,-103.2394,NA,1.72,"NM"
NA,35.7292,-103.2164,NA,2.74,"NM"
NA,35.7122,-103.2058,NA,5.99,"NM"
228,35.7419,-103.1458,NA,1.81,"NM"
200,35.6897,-103.1281,NA,2.69,"NM"
NA,35.9614,-103.6225,NA,17.36,"NM"
NA,35.9864,-103.6161,NA,5.32,"NM"
NA,35.9753,-103.5883,NA,5.57,"NM"
NA,35.9731,-103.5747,NA,3.85,"NM"
NA,35.9914,-103.5814,NA,1.5,"NM"
NA,35.9861,-103.5617,20.9,20.9,"NM"
NA,35.3272,-103.6969,NA,12.93,"NM"
NA,35.3375,-103.6686,NA,3.94,"NM"
NA,35.3542,-103.6694,NA,0.77,"NM"
NA,35.3556,-103.6925,NA,1.73,"NM"
NA,35.4086,-103.7281,NA,4.54,"NM"
NA,35.4694,-103.6792,NA,2.03,"NM"
NA,35.4961,-103.6803,NA,1.49,"NM"
NA,35.4775,-103.7253,NA,8.62,"NM"
NA,35.4494,-103.7072,NA,9.65,"NM"
NA,35.4972,-103.6361,NA,0.78,"NM"
NA,35.4836,-103.6644,NA,0.22,"NM"
NA,35.7367,-103.1117,NA,15.28,"NM"
180,35.6875,-103.1233,NA,0.93,"NM"
NA,35.6967,-103.1061,NA,1.65,"NM"
NA,35.7025,-103.0853,NA,3.6,"NM"
NA,35.4217,-103.7636,NA,0.33,"NM"
NA,35.715,-103.0656,NA,3.78,"NM"
NA,35.6975,-103.0617,NA,3.14,"NM"
NA,35.6839,-103.0817,NA,3.91,"NM"
NA,35.6564,-103.0878,NA,3,"NM"
NA,35.6503,-103.0567,NA,3.43,"NM"
NA,35.6644,-103.0472,NA,3.33,"NM"
NA,35.6356,-103.1133,NA,2.6,"NM"
24,35.5297,-103.5628,NA,12.22,"NM"
NA,35.5036,-103.5372,NA,5.5,"NM"
NA,35.7461,-103.5983,NA,3.95,"NM"
NA,35.7108,-103.6142,NA,2.23,"NM"
NA,35.6814,-103.6056,NA,2.72,"NM"
45,35.7197,-103.8647,NA,11.92,"NM"
NA,35.6983,-103.8478,NA,3.65,"NM"
NA,35.7067,-103.8017,NA,7.27,"NM"
NA,35.7058,-103.8031,NA,0.1,"NM"
NA,35.6456,-103.7569,NA,8.31,"NM"
NA,35.6817,-103.7881,NA,0.42,"NM"
NA,35.4539,-103.8,NA,5.14,"NM"
NA,35.4758,-103.8317,NA,13.97,"NM"
NA,35.4628,-103.7622,NA,0.86,"NM"
NA,35.3558,-103.5392,NA,2.77,"NM"
NA,35.3678,-103.6242,NA,4.45,"NM"
NA,35.3672,-103.5842,NA,6.43,"NM"
NA,35.7886,-103.6089,NA,5.81,"NM"
NA,35.8633,-103.5611,NA,8.33,"NM"
NA,35.8211,-103.5533,NA,19.14,"NM"
NA,35.7917,-103.5483,NA,6.58,"NM"
NA,35.7675,-103.5536,NA,23.77,"NM"
NA,35.8425,-103.5083,NA,10.12,"NM"
NA,35.8744,-103.5097,NA,4.73,"NM"
NA,35.8181,-103.5103,NA,6.42,"NM"
NA,35.8022,-103.9836,NA,0.27,"NM"
NA,35.8464,-103.9911,NA,4.79,"NM"
NA,35.8692,-103.9831,NA,10.34,"NM"
NA,35.8567,-103.9728,NA,13.19,"NM"
NA,35.8325,-103.9642,NA,5.67,"NM"
NA,35.7964,-103.9519,NA,3.56,"NM"
NA,35.8108,-103.9456,NA,1.99,"NM"
NA,35.8331,-103.9444,NA,10.02,"NM"
NA,35.8489,-103.9461,NA,0.33,"NM"
NA,35.8703,-103.9442,NA,0.1,"NM"
190,35.8697,-103.9,NA,6.85,"NM"
NA,35.8336,-103.8942,NA,5.06,"NM"
NA,35.8422,-103.9281,NA,5.29,"NM"
NA,35.7686,-103.9392,NA,0.42,"NM"
NA,35.8153,-103.9106,NA,4.43,"NM"
NA,35.8572,-103.8817,NA,7.54,"NM"
NA,35.7781,-103.8722,NA,3.05,"NM"
NA,35.7967,-103.8522,NA,4.23,"NM"
NA,35.8328,-103.8742,NA,12.13,"NM"
NA,35.8467,-103.8639,NA,5.41,"NM"
NA,35.8844,-103.9244,NA,0.19,"NM"
100,35.9242,-103.9572,NA,12.08,"NM"
120,35.9186,-103.9181,NA,2.24,"NM"
125,35.8986,-103.9339,NA,0.33,"NM"
NA,35.9217,-103.9933,NA,0.33,"NM"
NA,35.9306,-103.9783,NA,5.04,"NM"
NA,35.8917,-103.9975,NA,2.07,"NM"
25,35.3172,-103.7025,NA,6.7,"NM"
NA,35.2758,-103.6731,NA,12.47,"NM"
NA,35.2858,-103.6428,NA,17.17,"NM"
NA,35.3186,-103.6603,NA,14.17,"NM"
NA,35.32,-103.6439,NA,10.03,"NM"
NA,35.3028,-103.6281,NA,11.72,"NM"
80,35.7469,-103.4253,NA,3.89,"NM"
60,35.7456,-103.4469,NA,8.65,"NM"
120,35.7367,-103.4736,NA,5.14,"NM"
60,35.7794,-103.4194,NA,39.52,"NM"
80,35.7717,-103.4417,NA,6.62,"NM"
100,35.7256,-103.4314,NA,8.23,"NM"
50,35.9333,-103.8636,NA,5.88,"NM"
NA,35.6269,-103.925,NA,3.63,"NM"
NA,35.6536,-103.9347,NA,4.83,"NM"
NA,35.7,-103.9544,NA,0.99,"NM"
NA,35.6956,-103.9683,NA,1.39,"NM"
NA,35.7461,-103.9439,NA,2.13,"NM"
NA,35.7028,-103.8964,NA,0.93,"NM"
NA,35.7225,-103.9331,NA,2.43,"NM"
