"","i","Train_Error","Train_SD","Test_Error","Test_SD"
"105",105,0.91610824742268,0.0022039473423308,0.755255255255255,0.00335745942567536
"106",106,0.916494845360825,0.00252031020819693,0.757657657657658,0.00345671604601241
"107",107,0.916494845360825,0.00225975230885955,0.761561561561562,0.00402895131081045
"108",108,0.916365979381443,0.00115261235953597,0.754954954954955,0.00575684369750177
"109",109,0.915592783505155,0.00298763482457979,0.752852852852853,0.00432578387113752
"110",110,0.915592783505155,0.00213700050924961,0.757357357357357,0.00405683365949139
"111",111,0.916365979381443,0.00190050015512275,0.760960960960961,0.00373870858798462
"112",112,0.917912371134021,0.00206788744019091,0.75945945945946,0.00222708663276149
"113",113,0.917783505154639,0.0017408835162508,0.758558558558559,0.00761188700038229
"114",114,0.915721649484536,0.00296671763742817,0.757657657657658,0.00537193508108058
"115",115,0.918170103092783,0.00367324557055137,0.755855855855856,0.00481886082158597
"116",116,0.913273195876289,0.00348772386668152,0.761261261261261,0.00382809272792249
"117",117,0.916365979381443,0.00195434934125039,0.757357357357357,0.00709052189376428
"118",118,0.916237113402062,0.0022780501971216,0.758858858858859,0.0037687388582616
"119",119,0.917268041237113,0.00148335881871408,0.754354354354354,0.00493443745500148
"120",120,0.915721649484536,0.00348176703250161,0.762762762762763,0.00437759151264664
"121",121,0.917268041237113,0.00125603019907332,0.755255255255255,0.00237408232745368
"122",122,0.915335051546392,0.00330435087756655,0.754654654654655,0.00432578387113749
"123",123,0.916237113402062,0.00253672934085435,0.758258258258258,0.00424688757469398
"124",124,0.916623711340206,0.0021174841140664,0.758858858858859,0.00537193508108055
