"SampleID","OrganizationIdentifier","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","HydrologicCondition","HydrologicEvent","SampleCollectionMethodMethodIdentifier","SampleCollectionMethodIdentifierContext","SampleCollectionMethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasureMeasureUnitCode","ProviderName","SiteID","OrganizationIdentifier.2","OrganizationFormalName","MonitoringLocationIdentifier.2","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","LatitudeMeasure","LongitudeMeasure","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","Elevation","ElevationUnitCode","ElevationCollectionMethodName","CountryCode","StateCode","CountyCode","Built","WellDepthMeasureValue","WellDepthMeasureUnitCode","WellHoleDepthMeasureValue","WellHoleDepthMeasureUnitCode","ProviderName.2"
3603799,"BPMWQX","BPMWQX-516340","Sample-Routine","Water","Groundwater","2021-10-01 00:00:00","2901","NULL","BPMWQX-5416-HW-MW08","Scribe Sample No: HW-MW08-GW-N-100121","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",1.5,"µg/L","STORET",251877,"BPMWQX","Bonita Peak Mining","BPMWQX-5416-HW-MW08","HW-MW08","CERCLA Superfund Site","NULL",37.83732,-107.59335,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3603967,"BPMWQX","BPMWQX-516102","Sample-Routine","Water","Groundwater","2021-10-01 00:00:00","2901","NULL","BPMWQX-5523-POTW-GW-01","Scribe Sample No: POTW-GW-01-GW-D-100121","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",0.12,"µg/L","STORET",251923,"BPMWQX","Bonita Peak Mining","BPMWQX-5523-POTW-GW-01","POTW-GW-01","CERCLA Superfund Site","NULL",37.8369900667,-107.5954863,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604017,"BPMWQX","BPMWQX-510777","Sample-Routine","Water","Groundwater","2021-09-13 00:00:00","2901","NULL","BPMWQX-5402-EK-TP01","Scribe Sample No: EK-TP01-GW-N-091321","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",1.8,"µg/L","STORET",251864,"BPMWQX","Bonita Peak Mining","BPMWQX-5402-EK-TP01","EK-TP01","CERCLA Superfund Site","NULL",37.86807033,-107.56824221,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604050,"BPMWQX","BPMWQX-520702","Sample-Routine","Water","Groundwater","2021-09-25 00:00:00","2901","NULL","BPMWQX-5419-HW-MW11","Scribe Sample No: HW-MW11-GW-N-092521","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",42,"µg/L","STORET",251880,"BPMWQX","Bonita Peak Mining","BPMWQX-5419-HW-MW11","HW-MW11","CERCLA Superfund Site","NULL",37.8388,-107.59341,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604069,"BPMWQX","BPMWQX-507916","Sample-Routine","Water","Groundwater","2021-03-24 00:00:00","2901","NULL","BPMWQX-3307-MTMW-1","Scribe Sample No: 20210324_13:03_MTMW_01_GW","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",251102,"BPMWQX","Bonita Peak Mining","BPMWQX-3307-MTMW-1","MTMW-1","CERCLA Superfund Site","NULL",37.820477,-107.646953,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604121,"BPMWQX","BPMWQX-516204","Sample-Routine","Water","Groundwater","2021-09-30 00:00:00","2901","NULL","BPMWQX-5396-EK-MW05","Scribe Sample No: EK-MW05-GW-N-093021","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",0.1,"µg/L","STORET",251857,"BPMWQX","Bonita Peak Mining","BPMWQX-5396-EK-MW05","EK-MW05","CERCLA Superfund Site","NULL",37.86607,-107.56756,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604136,"BPMWQX","BPMWQX-510823","Sample-Routine","Water","Groundwater","2021-09-15 00:00:00","2901","NULL","BPMWQX-5412-EK-TP12","Scribe Sample No: EK-TP12-GW-N-091521","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",0.1,"µg/L","STORET",251874,"BPMWQX","Bonita Peak Mining","BPMWQX-5412-EK-TP12","EK-TP12","CERCLA Superfund Site","NULL",37.86604826,-107.56888984,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604162,"BPMWQX","BPMWQX-516056","Sample-Routine","Water","Groundwater","2021-09-29 00:00:00","2901","NULL","BPMWQX-5513-KM-MW10","Scribe Sample No: KM-MW10-GW-N-092921","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",0.15,"µg/L","STORET",251913,"BPMWQX","Bonita Peak Mining","BPMWQX-5513-KM-MW10","KM-MW10","CERCLA Superfund Site","NULL",37.85662,-107.57351,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604187,"BPMWQX","BPMWQX-516286","Sample-Routine","Water","Groundwater","2021-09-29 00:00:00","2901","NULL","BPMWQX-5515-HW-MW15A","Scribe Sample No: HW-MW15A-GW-N-092921","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",11,"µg/L","STORET",251915,"BPMWQX","Bonita Peak Mining","BPMWQX-5515-HW-MW15A","HW-MW15A","CERCLA Superfund Site","NULL",37.83843,-107.5925,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604368,"BPMWQX","BPMWQX-520886","Sample-Routine","Water","Groundwater","2021-09-27 00:00:00","2901","NULL","BPMWQX-1376-KMMW3","Scribe Sample No: KM-MW03-GW-N-092721","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",250271,"BPMWQX","Bonita Peak Mining","BPMWQX-1376-KMMW3","KMMW3","CERCLA Superfund Site","NULL",37.858742371,-107.572868394,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604407,"BPMWQX","BPMWQX-516396","Sample-Routine","Water","Groundwater","2021-10-02 00:00:00","2901","NULL","BPMWQX-5511-KM-MW08","Scribe Sample No: KM-MW08-GW-N-100221","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",0.95,"µg/L","STORET",251911,"BPMWQX","Bonita Peak Mining","BPMWQX-5511-KM-MW08","KM-MW08","CERCLA Superfund Site","NULL",37.86016,-107.57014,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604529,"BPMWQX","BPMWQX-516125","Sample-Routine","Water","Groundwater","2021-10-01 00:00:00","2901","NULL","BPMWQX-5398-EK-MW07","Scribe Sample No: EK-MW07-GW-N-100121","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",0.66,"µg/L","STORET",251859,"BPMWQX","Bonita Peak Mining","BPMWQX-5398-EK-MW07","EK-MW07","CERCLA Superfund Site","NULL",37.86941,-107.56808,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604549,"BPMWQX","BPMWQX-510801","Sample-Routine","Water","Groundwater","2021-09-13 00:00:00","2901","NULL","BPMWQX-5404-EK-TP03","Scribe Sample No: EK-TP03-GW-N-091321","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",1.9,"µg/L","STORET",251866,"BPMWQX","Bonita Peak Mining","BPMWQX-5404-EK-TP03","EK-TP03","CERCLA Superfund Site","NULL",37.86766019,-107.57016969,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604596,"BPMWQX","BPMWQX-520924","Sample-Routine","Water","Groundwater","2021-09-27 00:00:00","2901","NULL","BPMWQX-5225-KMMW6","Scribe Sample No: KM-MW06-GW-N-092721","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",251791,"BPMWQX","Bonita Peak Mining","BPMWQX-5225-KMMW6","KMMW6","CERCLA Superfund Site","Kittimac 6",37.857993,-107.571916,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604610,"BPMWQX","BPMWQX-510721","Sample-Routine","Water","Groundwater","2021-09-10 00:00:00","2901","NULL","BPMWQX-5429-HW-TP06","Scribe Sample No: HW-TP06-GW-N-091021","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",0.63,"µg/L","STORET",251890,"BPMWQX","Bonita Peak Mining","BPMWQX-5429-HW-TP06","HW-TP06","CERCLA Superfund Site","NULL",37.84163136,-107.59144396,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604641,"BPMWQX","BPMWQX-520610","Sample-Routine","Water","Groundwater","2021-09-24 00:00:00","2901","NULL","BPMWQX-5524-POTW-GW-02","Scribe Sample No: POTW-GW-02-GW-N-092421","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",0.57,"µg/L","STORET",251924,"BPMWQX","Bonita Peak Mining","BPMWQX-5524-POTW-GW-02","POTW-GW-02","CERCLA Superfund Site","NULL",37.84149,-107.59216,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604649,"BPMWQX","BPMWQX-520832","Sample-Routine","Water","Groundwater","2021-09-27 00:00:00","2901","NULL","BPMWQX-1374-KMMW1","Scribe Sample No: KM-MW01-GW-N-092721","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",250269,"BPMWQX","Bonita Peak Mining","BPMWQX-1374-KMMW1","KMMW1","CERCLA Superfund Site","NULL",37.858093805,-107.572115363,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604735,"BPMWQX","BPMWQX-516079","Sample-Routine","Water","Groundwater","2021-10-01 00:00:00","2901","NULL","BPMWQX-5523-POTW-GW-01","Scribe Sample No: POTW-GW-01-GW-N-100121","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",0.1,"µg/L","STORET",251923,"BPMWQX","Bonita Peak Mining","BPMWQX-5523-POTW-GW-01","POTW-GW-01","CERCLA Superfund Site","NULL",37.8369900667,-107.5954863,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604758,"BPMWQX","BPMWQX-510699","Sample-Routine","Water","Groundwater","2021-09-10 00:00:00","2901","NULL","BPMWQX-5428-HW-TP05","Scribe Sample No: HW-TP05-GW-D-091021","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",0.58,"µg/L","STORET",251889,"BPMWQX","Bonita Peak Mining","BPMWQX-5428-HW-TP05","HW-TP05","CERCLA Superfund Site","NULL",37.84022271,-107.5936159,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604765,"BPMWQX","BPMWQX-539826","Sample-Routine","Water","Groundwater","2021-10-02 00:00:00","2901","NULL","BPMWQX-5396-EK-MW05","Scribe Sample No: KM-MW05-GW-N-100221","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","Not Detected","As","Dissolved",0,"µg/L","STORET",251857,"BPMWQX","Bonita Peak Mining","BPMWQX-5396-EK-MW05","EK-MW05","CERCLA Superfund Site","NULL",37.86607,-107.56756,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
3604800,"BPMWQX","BPMWQX-521944","Sample-Routine","Water","Groundwater","2021-11-04 00:00:00","2901","NULL","BPMWQX-5550-HW-MW17","Scribe Sample No: HW-MW17-GW-N-110421","NULL","NULL","NULL","NULL","NULL","Miscellaneous (Other)","NULL","As","Dissolved",0.46,"µg/L","STORET",251932,"BPMWQX","Bonita Peak Mining","BPMWQX-5550-HW-MW17","HW-MW17","CERCLA Superfund Site","NULL",37.83809,-107.59673,"Unknown","WGS84","NULL","NULL","NULL","US",8,111,"NULL","NULL","NULL","NULL","NULL","STORET"
