+ Fold01: shrinkage=0.004, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
   200        0.5190            -nan     0.0120    0.0000
   220        0.5061            -nan     0.0120   -0.0007
   240        0.4939            -nan     0.0120   -0.0007
   260        0.4832            -nan     0.0120   -0.0005
   280        0.4726            -nan     0.0120   -0.0007
   300        0.4620            -nan     0.0120   -0.0004
   320        0.4527            -nan     0.0120   -0.0007
   340        0.4438            -nan     0.0120   -0.0008
   360        0.4357            -nan     0.0120   -0.0007
   380        0.4281            -nan     0.0120   -0.0002
   400        0.4205            -nan     0.0120   -0.0005
   420        0.4132            -nan     0.0120   -0.0007
   440        0.4056            -nan     0.0120   -0.0005
   460        0.3990            -nan     0.0120   -0.0013
   480        0.3916            -nan     0.0120   -0.0001
   500        0.3851            -nan     0.0120   -0.0006

- Fold02: shrinkage=0.012, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
+ Fold02: shrinkage=0.012, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0120    0.0290
     2        1.0810            -nan     0.0120    0.0274
     3        1.0643            -nan     0.0120    0.0250
     4        1.0481            -nan     0.0120    0.0255
     5        1.0314            -nan     0.0120    0.0237
     6        1.0167            -nan     0.0120    0.0231
     7        1.0013            -nan     0.0120    0.0217
     8        0.9872            -nan     0.0120    0.0213
     9        0.9739            -nan     0.0120    0.0210
    10        0.9606            -nan     0.0120    0.0204
    20        0.8512            -nan     0.0120    0.0144
    40        0.7104            -nan     0.0120    0.0051
    60        0.6248            -nan     0.0120    0.0033
    80        0.5685            -nan     0.0120    0.0019
   100        0.5288            -nan     0.0120    0.0009
   120        0.4971            -nan     0.0120   -0.0006
   140        0.4718            -nan     0.0120   -0.0000
   160        0.4496            -nan     0.0120   -0.0004
   180        0.4307            -nan     0.0120   -0.0006
   200        0.4121            -nan     0.0120   -0.0005
   220        0.3964            -nan     0.0120   -0.0008
   240        0.3817            -nan     0.0120   -0.0010
   260        0.3684            -nan     0.0120   -0.0012
   280        0.3556            -nan     0.0120   -0.0008
   300        0.3437            -nan     0.0120   -0.0006
   320        0.3323            -nan     0.0120   -0.0009
   340        0.3215            -nan     0.0120   -0.0008
   360        0.3119            -nan     0.0120   -0.0007
   380        0.3023            -nan     0.0120   -0.0011
   400        0.2930            -nan     0.0120   -0.0004
   420        0.2843            -nan     0.0120   -0.0010
   440        0.2764            -nan     0.0120   -0.0011
   460        0.2690            -nan     0.0120   -0.0011
   480        0.2619            -nan     0.0120   -0.0007
   500        0.2553            -nan     0.0120   -0.0011

- Fold02: shrinkage=0.012, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
+ Fold02: shrinkage=0.012, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0120    0.0288
     2        1.0802            -nan     0.0120    0.0264
     3        1.0626            -nan     0.0120    0.0285
     4        1.0446            -nan     0.0120    0.0258
     5        1.0286            -nan     0.0120    0.0258
     6        1.0127            -nan     0.0120    0.0229
     7        0.9975            -nan     0.0120    0.0238
     8        0.9821            -nan     0.0120    0.0229
     9        0.9676            -nan     0.0120    0.0208
    10        0.9534            -nan     0.0120    0.0218
    20        0.8337            -nan     0.0120    0.0145
    40        0.6794            -nan     0.0120    0.0072
    60        0.5835            -nan     0.0120    0.0030
    80        0.5193            -nan     0.0120    0.0012
   100        0.4735            -nan     0.0120    0.0001
   120        0.4382            -nan     0.0120   -0.0003
   140        0.4089            -nan     0.0120   -0.0004
   160        0.3842            -nan     0.0120   -0.0009
   180        0.3628            -nan     0.0120   -0.0013
   200        0.3437            -nan     0.0120   -0.0012
   220        0.3263            -nan     0.0120   -0.0010
   240        0.3102            -nan     0.0120   -0.0009
   260        0.2956            -nan     0.0120   -0.0007
   280        0.2819            -nan     0.0120   -0.0009
   300        0.2691            -nan     0.0120   -0.0005
   320        0.2573            -nan     0.0120   -0.0006
   340        0.2461            -nan     0.0120   -0.0009
   360        0.2361            -nan     0.0120   -0.0015
   380        0.2270            -nan     0.0120   -0.0011
   400        0.2187            -nan     0.0120   -0.0011
   420        0.2110            -nan     0.0120   -0.0008
   440        0.2032            -nan     0.0120   -0.0013
   460        0.1958            -nan     0.0120   -0.0013
   480        0.1888            -nan     0.0120   -0.0009
   500        0.1826            -nan     0.0120   -0.0008

- Fold02: shrinkage=0.012, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
+ Fold02: shrinkage=0.012, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0120    0.0304
     2        1.0789            -nan     0.0120    0.0295
     3        1.0595            -nan     0.0120    0.0265
     4        1.0420            -nan     0.0120    0.0268
     5        1.0243            -nan     0.0120    0.0268
     6        1.0069            -nan     0.0120    0.0227
     7        0.9914            -nan     0.0120    0.0229
     8        0.9759            -nan     0.0120    0.0230
     9        0.9599            -nan     0.0120    0.0218
    10        0.9453            -nan     0.0120    0.0191
    20        0.8218            -nan     0.0120    0.0145
    40        0.6583            -nan     0.0120    0.0065
    60        0.5568            -nan     0.0120    0.0030
    80        0.4882            -nan     0.0120    0.0011
   100        0.4381            -nan     0.0120   -0.0000
   120        0.3990            -nan     0.0120   -0.0006
   140        0.3666            -nan     0.0120   -0.0007
   160        0.3390            -nan     0.0120   -0.0011
   180        0.3152            -nan     0.0120   -0.0024
   200        0.2942            -nan     0.0120   -0.0009
   220        0.2760            -nan     0.0120   -0.0007
   240        0.2594            -nan     0.0120   -0.0015
   260        0.2444            -nan     0.0120   -0.0015
   280        0.2316            -nan     0.0120   -0.0014
   300        0.2191            -nan     0.0120   -0.0010
   320        0.2069            -nan     0.0120   -0.0009
   340        0.1968            -nan     0.0120   -0.0009
   360        0.1872            -nan     0.0120   -0.0015
   380        0.1786            -nan     0.0120   -0.0009
   400        0.1704            -nan     0.0120   -0.0007
   420        0.1625            -nan     0.0120   -0.0011
   440        0.1551            -nan     0.0120   -0.0009
   460        0.1485            -nan     0.0120   -0.0012
   480        0.1425            -nan     0.0120   -0.0008
   500        0.1369            -nan     0.0120   -0.0008

- Fold02: shrinkage=0.012, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
+ Fold02: shrinkage=0.012, interaction.depth=10, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0120    0.0308
     2        1.0777            -nan     0.0120    0.0316
     3        1.0580            -nan     0.0120    0.0283
     4        1.0387            -nan     0.0120    0.0253
     5        1.0205            -nan     0.0120    0.0251
     6        1.0034            -nan     0.0120    0.0240
     7        0.9870            -nan     0.0120    0.0254
     8        0.9706            -nan     0.0120    0.0218
     9        0.9551            -nan     0.0120    0.0206
    10        0.9398            -nan     0.0120    0.0199
    20        0.8115            -nan     0.0120    0.0141
    40        0.6389            -nan     0.0120    0.0056
    60        0.5311            -nan     0.0120    0.0032
    80        0.4596            -nan     0.0120    0.0017
   100        0.4040            -nan     0.0120   -0.0000
   120        0.3635            -nan     0.0120   -0.0006
   140        0.3310            -nan     0.0120   -0.0008
   160        0.3036            -nan     0.0120   -0.0013
   180        0.2790            -nan     0.0120   -0.0012
   200        0.2575            -nan     0.0120   -0.0014
   220        0.2386            -nan     0.0120   -0.0011
   240        0.2224            -nan     0.0120   -0.0012
   260        0.2080            -nan     0.0120   -0.0008
   280        0.1949            -nan     0.0120   -0.0011
   300        0.1830            -nan     0.0120   -0.0012
   320        0.1720            -nan     0.0120   -0.0010
   340        0.1620            -nan     0.0120   -0.0010
   360        0.1530            -nan     0.0120   -0.0008
   380        0.1448            -nan     0.0120   -0.0011
   400        0.1375            -nan     0.0120   -0.0013
   420        0.1303            -nan     0.0120   -0.0009
   440        0.1237            -nan     0.0120   -0.0012
   460        0.1179            -nan     0.0120   -0.0012
   480        0.1127            -nan     0.0120   -0.0011
   500        0.1077            -nan     0.0120   -0.0009

- Fold02: shrinkage=0.012, interaction.depth=10, n.minobsinnode=8, n.trees=500 
+ Fold02: shrinkage=0.012, interaction.depth=12, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0120    0.0315
     2        1.0776            -nan     0.0120    0.0301
     3        1.0576            -nan     0.0120    0.0273
     4        1.0390            -nan     0.0120    0.0269
     5        1.0204            -nan     0.0120    0.0272
     6        1.0023            -nan     0.0120    0.0249
     7        0.9853            -nan     0.0120    0.0259
     8        0.9679            -nan     0.0120    0.0207
     9        0.9524            -nan     0.0120    0.0238
    10        0.9360            -nan     0.0120    0.0215
    20        0.8057            -nan     0.0120    0.0145
    40        0.6266            -nan     0.0120    0.0053
    60        0.5150            -nan     0.0120    0.0028
    80        0.4399            -nan     0.0120    0.0009
   100        0.3847            -nan     0.0120    0.0002
   120        0.3418            -nan     0.0120   -0.0003
   140        0.3064            -nan     0.0120   -0.0010
   160        0.2777            -nan     0.0120   -0.0011
   180        0.2534            -nan     0.0120   -0.0013
   200        0.2319            -nan     0.0120   -0.0011
   220        0.2127            -nan     0.0120   -0.0012
   240        0.1956            -nan     0.0120   -0.0006
   260        0.1810            -nan     0.0120   -0.0013
   280        0.1685            -nan     0.0120   -0.0011
   300        0.1569            -nan     0.0120   -0.0011
   320        0.1470            -nan     0.0120   -0.0012
   340        0.1377            -nan     0.0120   -0.0017
   360        0.1293            -nan     0.0120   -0.0010
   380        0.1215            -nan     0.0120   -0.0012
   400        0.1139            -nan     0.0120   -0.0012
   420        0.1076            -nan     0.0120   -0.0009
   440        0.1015            -nan     0.0120   -0.0006
   460        0.0958            -nan     0.0120   -0.0007
   480        0.0904            -nan     0.0120   -0.0010
   500        0.0856            -nan     0.0120   -0.0008

- Fold02: shrinkage=0.012, interaction.depth=12, n.minobsinnode=8, n.trees=500 
+ Fold02: shrinkage=0.012, interaction.depth=14, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0120    0.0320
     2        1.0771            -nan     0.0120    0.0293
     3        1.0573            -nan     0.0120    0.0291
     4        1.0375            -nan     0.0120    0.0261
     5        1.0188            -nan     0.0120    0.0267
     6        1.0007            -nan     0.0120    0.0240
     7        0.9838            -nan     0.0120    0.0237
     8        0.9670            -nan     0.0120    0.0231
     9        0.9506            -nan     0.0120    0.0238
    10        0.9344            -nan     0.0120    0.0209
    20        0.7996            -nan     0.0120    0.0145
    40        0.6186            -nan     0.0120    0.0074
    60        0.5051            -nan     0.0120    0.0028
    80        0.4274            -nan     0.0120    0.0011
   100        0.3694            -nan     0.0120   -0.0005
   120        0.3249            -nan     0.0120   -0.0007
   140        0.2897            -nan     0.0120   -0.0018
   160        0.2607            -nan     0.0120   -0.0013
   180        0.2348            -nan     0.0120   -0.0013
   200        0.2134            -nan     0.0120   -0.0014
   220        0.1952            -nan     0.0120   -0.0014
   240        0.1789            -nan     0.0120   -0.0012
   260        0.1649            -nan     0.0120   -0.0013
   280        0.1522            -nan     0.0120   -0.0016
   300        0.1412            -nan     0.0120   -0.0013
   320        0.1308            -nan     0.0120   -0.0009
   340        0.1218            -nan     0.0120   -0.0008
   360        0.1136            -nan     0.0120   -0.0010
   380        0.1058            -nan     0.0120   -0.0011
   400        0.0992            -nan     0.0120   -0.0010
   420        0.0926            -nan     0.0120   -0.0012
   440        0.0868            -nan     0.0120   -0.0009
   460        0.0815            -nan     0.0120   -0.0010
   480        0.0766            -nan     0.0120   -0.0005
   500        0.0719            -nan     0.0120   -0.0005

- Fold02: shrinkage=0.012, interaction.depth=14, n.minobsinnode=8, n.trees=500 
+ Fold02: shrinkage=0.012, interaction.depth=16, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0120    0.0331
     2        1.0760            -nan     0.0120    0.0290
     3        1.0559            -nan     0.0120    0.0283
     4        1.0365            -nan     0.0120    0.0235
     5        1.0187            -nan     0.0120    0.0278
     6        1.0000            -nan     0.0120    0.0254
     7        0.9822            -nan     0.0120    0.0240
     8        0.9649            -nan     0.0120    0.0196
     9        0.9491            -nan     0.0120    0.0203
    10        0.9337            -nan     0.0120    0.0217
    20        0.8004            -nan     0.0120    0.0123
    40        0.6188            -nan     0.0120    0.0073
    60        0.5025            -nan     0.0120    0.0026
    80        0.4231            -nan     0.0120    0.0015
   100        0.3634            -nan     0.0120   -0.0004
   120        0.3178            -nan     0.0120   -0.0005
   140        0.2802            -nan     0.0120   -0.0012
   160        0.2492            -nan     0.0120   -0.0012
   180        0.2234            -nan     0.0120   -0.0007
   200        0.2012            -nan     0.0120   -0.0014
   220        0.1827            -nan     0.0120   -0.0012
   240        0.1663            -nan     0.0120   -0.0017
   260        0.1517            -nan     0.0120   -0.0008
   280        0.1383            -nan     0.0120   -0.0012
   300        0.1267            -nan     0.0120   -0.0013
   320        0.1165            -nan     0.0120   -0.0012
   340        0.1073            -nan     0.0120   -0.0008
   360        0.0994            -nan     0.0120   -0.0008
   380        0.0921            -nan     0.0120   -0.0009
   400        0.0856            -nan     0.0120   -0.0009
   420        0.0796            -nan     0.0120   -0.0012
   440        0.0740            -nan     0.0120   -0.0007
   460        0.0690            -nan     0.0120   -0.0007
   480        0.0648            -nan     0.0120   -0.0006
   500        0.0603            -nan     0.0120   -0.0006

- Fold02: shrinkage=0.012, interaction.depth=16, n.minobsinnode=8, n.trees=500 
+ Fold03: shrinkage=0.004, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0086
     2        1.0933            -nan     0.0040    0.0090
     3        1.0883            -nan     0.0040    0.0090
     4        1.0832            -nan     0.0040    0.0086
     5        1.0782            -nan     0.0040    0.0086
     6        1.0730            -nan     0.0040    0.0077
     7        1.0681            -nan     0.0040    0.0081
     8        1.0632            -nan     0.0040    0.0079
     9        1.0585            -nan     0.0040    0.0083
    10        1.0537            -nan     0.0040    0.0084
    20        1.0098            -nan     0.0040    0.0071
    40        0.9364            -nan     0.0040    0.0055
    60        0.8772            -nan     0.0040    0.0043
    80        0.8301            -nan     0.0040    0.0029
   100        0.7917            -nan     0.0040    0.0028
   120        0.7588            -nan     0.0040    0.0016
   140        0.7314            -nan     0.0040    0.0016
   160        0.7087            -nan     0.0040    0.0013
   180        0.6891            -nan     0.0040    0.0010
   200        0.6727            -nan     0.0040    0.0009
   220        0.6584            -nan     0.0040    0.0006
   240        0.6455            -nan     0.0040    0.0004
   260        0.6342            -nan     0.0040    0.0002
   280        0.6240            -nan     0.0040    0.0005
   300        0.6149            -nan     0.0040    0.0002
   320        0.6064            -nan     0.0040    0.0001
   340        0.5987            -nan     0.0040    0.0001
   360        0.5916            -nan     0.0040    0.0001
   380        0.5848            -nan     0.0040    0.0000
   400        0.5784            -nan     0.0040    0.0000
   420        0.5722            -nan     0.0040    0.0000
   440        0.5667            -nan     0.0040   -0.0001
   460        0.5613            -nan     0.0040   -0.0002
   480        0.5560            -nan     0.0040   -0.0000
   500        0.5505            -nan     0.0040   -0.0001

- Fold03: shrinkage=0.004, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
+ Fold03: shrinkage=0.004, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0095
     2        1.0930            -nan     0.0040    0.0090
     3        1.0873            -nan     0.0040    0.0092
     4        1.0817            -nan     0.0040    0.0086
     5        1.0761            -nan     0.0040    0.0092
     6        1.0705            -nan     0.0040    0.0088
     7        1.0652            -nan     0.0040    0.0084
     8        1.0602            -nan     0.0040    0.0080
     9        1.0548            -nan     0.0040    0.0081
    10        1.0497            -nan     0.0040    0.0083
    20        1.0012            -nan     0.0040    0.0075
    40        0.9187            -nan     0.0040    0.0056
    60        0.8529            -nan     0.0040    0.0043
    80        0.7994            -nan     0.0040    0.0034
   100        0.7545            -nan     0.0040    0.0028
   120        0.7157            -nan     0.0040    0.0022
   140        0.6834            -nan     0.0040    0.0019
   160        0.6561            -nan     0.0040    0.0014
   180        0.6320            -nan     0.0040    0.0009
   200        0.6114            -nan     0.0040    0.0011
   220        0.5933            -nan     0.0040    0.0005
   240        0.5771            -nan     0.0040    0.0006
   260        0.5620            -nan     0.0040    0.0005
   280        0.5485            -nan     0.0040    0.0002
   300        0.5367            -nan     0.0040    0.0002
   320        0.5250            -nan     0.0040    0.0003
   340        0.5144            -nan     0.0040    0.0000
   360        0.5045            -nan     0.0040   -0.0001
   380        0.4958            -nan     0.0040   -0.0003
   400        0.4870            -nan     0.0040   -0.0002
   420        0.4789            -nan     0.0040   -0.0000
   440        0.4709            -nan     0.0040   -0.0001
   460        0.4634            -nan     0.0040   -0.0003
   480        0.4561            -nan     0.0040   -0.0004
   500        0.4490            -nan     0.0040    0.0001

- Fold03: shrinkage=0.004, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
+ Fold03: shrinkage=0.004, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0106
     2        1.0923            -nan     0.0040    0.0093
     3        1.0861            -nan     0.0040    0.0093
     4        1.0804            -nan     0.0040    0.0092
     5        1.0744            -nan     0.0040    0.0085
     6        1.0687            -nan     0.0040    0.0095
     7        1.0627            -nan     0.0040    0.0091
     8        1.0570            -nan     0.0040    0.0091
     9        1.0512            -nan     0.0040    0.0080
    10        1.0459            -nan     0.0040    0.0089
    20        0.9933            -nan     0.0040    0.0073
    40        0.9043            -nan     0.0040    0.0056
    60        0.8331            -nan     0.0040    0.0045
    80        0.7742            -nan     0.0040    0.0034
   100        0.7243            -nan     0.0040    0.0026
   120        0.6822            -nan     0.0040    0.0021
   140        0.6467            -nan     0.0040    0.0018
   160        0.6160            -nan     0.0040    0.0012
   180        0.5897            -nan     0.0040    0.0012
   200        0.5663            -nan     0.0040    0.0006
   220        0.5462            -nan     0.0040    0.0004
   240        0.5278            -nan     0.0040    0.0002
   260        0.5112            -nan     0.0040    0.0004
   280        0.4961            -nan     0.0040    0.0001
   300        0.4816            -nan     0.0040   -0.0001
   320        0.4685            -nan     0.0040    0.0001
   340        0.4564            -nan     0.0040   -0.0003
   360        0.4451            -nan     0.0040   -0.0002
   380        0.4343            -nan     0.0040    0.0000
   400        0.4242            -nan     0.0040   -0.0001
   420        0.4145            -nan     0.0040   -0.0001
   440        0.4057            -nan     0.0040   -0.0001
   460        0.3969            -nan     0.0040   -0.0001
   480        0.3890            -nan     0.0040   -0.0002
   500        0.3810            -nan     0.0040   -0.0000

- Fold03: shrinkage=0.004, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
+ Fold03: shrinkage=0.004, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0092
     2        1.0922            -nan     0.0040    0.0104
     3        1.0859            -nan     0.0040    0.0097
     4        1.0796            -nan     0.0040    0.0097
     5        1.0729            -nan     0.0040    0.0094
     6        1.0668            -nan     0.0040    0.0086
     7        1.0610            -nan     0.0040    0.0085
     8        1.0551            -nan     0.0040    0.0087
     9        1.0493            -nan     0.0040    0.0085
    10        1.0438            -nan     0.0040    0.0081
    20        0.9893            -nan     0.0040    0.0074
    40        0.8959            -nan     0.0040    0.0057
    60        0.8210            -nan     0.0040    0.0040
    80        0.7568            -nan     0.0040    0.0035
   100        0.7040            -nan     0.0040    0.0028
   120        0.6591            -nan     0.0040    0.0026
   140        0.6206            -nan     0.0040    0.0018
   160        0.5876            -nan     0.0040    0.0015
   180        0.5588            -nan     0.0040    0.0005
   200        0.5337            -nan     0.0040    0.0007
   220        0.5110            -nan     0.0040    0.0005
   240        0.4912            -nan     0.0040    0.0005
   260        0.4728            -nan     0.0040    0.0003
   280        0.4562            -nan     0.0040    0.0000
   300        0.4407            -nan     0.0040    0.0001
   320        0.4263            -nan     0.0040   -0.0001
   340        0.4134            -nan     0.0040   -0.0002
   360        0.4013            -nan     0.0040   -0.0003
   380        0.3903            -nan     0.0040   -0.0003
   400        0.3797            -nan     0.0040   -0.0001
   420        0.3696            -nan     0.0040   -0.0005
   440        0.3603            -nan     0.0040   -0.0003
   460        0.3513            -nan     0.0040   -0.0003
   480        0.3423            -nan     0.0040   -0.0002
   500        0.3340            -nan     0.0040   -0.0002

- Fold03: shrinkage=0.004, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
+ Fold03: shrinkage=0.004, interaction.depth=10, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0104
     2        1.0921            -nan     0.0040    0.0100
     3        1.0855            -nan     0.0040    0.0097
     4        1.0791            -nan     0.0040    0.0100
     5        1.0725            -nan     0.0040    0.0099
     6        1.0662            -nan     0.0040    0.0092
     7        1.0598            -nan     0.0040    0.0097
     8        1.0538            -nan     0.0040    0.0091
     9        1.0477            -nan     0.0040    0.0092
    10        1.0416            -nan     0.0040    0.0092
    20        0.9852            -nan     0.0040    0.0085
    40        0.8892            -nan     0.0040    0.0061
    60        0.8098            -nan     0.0040    0.0047
    80        0.7439            -nan     0.0040    0.0038
   100        0.6891            -nan     0.0040    0.0027
   120        0.6427            -nan     0.0040    0.0018
   140        0.6025            -nan     0.0040    0.0019
   160        0.5672            -nan     0.0040    0.0011
   180        0.5369            -nan     0.0040    0.0009
   200        0.5098            -nan     0.0040    0.0005
   220        0.4854            -nan     0.0040    0.0002
   240        0.4645            -nan     0.0040    0.0002
   260        0.4451            -nan     0.0040    0.0001
   280        0.4271            -nan     0.0040   -0.0001
   300        0.4110            -nan     0.0040    0.0001
   320        0.3960            -nan     0.0040   -0.0001
   340        0.3820            -nan     0.0040   -0.0002
   360        0.3691            -nan     0.0040   -0.0001
   380        0.3570            -nan     0.0040   -0.0004
   400        0.3457            -nan     0.0040   -0.0002
   420        0.3353            -nan     0.0040   -0.0004
   440        0.3253            -nan     0.0040   -0.0002
   460        0.3158            -nan     0.0040   -0.0006
   480        0.3066            -nan     0.0040   -0.0004
   500        0.2978            -nan     0.0040   -0.0002

- Fold03: shrinkage=0.004, interaction.depth=10, n.minobsinnode=8, n.trees=500 
+ Fold03: shrinkage=0.004, interaction.depth=12, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0105
     2        1.0919            -nan     0.0040    0.0095
     3        1.0852            -nan     0.0040    0.0093
     4        1.0786            -nan     0.0040    0.0107
     5        1.0719            -nan     0.0040    0.0091
     6        1.0655            -nan     0.0040    0.0092
     7        1.0594            -nan     0.0040    0.0094
     8        1.0530            -nan     0.0040    0.0099
     9        1.0466            -nan     0.0040    0.0085
    10        1.0406            -nan     0.0040    0.0093
    20        0.9823            -nan     0.0040    0.0074
    40        0.8848            -nan     0.0040    0.0055
    60        0.8046            -nan     0.0040    0.0046
    80        0.7364            -nan     0.0040    0.0040
   100        0.6792            -nan     0.0040    0.0029
   120        0.6310            -nan     0.0040    0.0024
   140        0.5886            -nan     0.0040    0.0015
   160        0.5523            -nan     0.0040    0.0014
   180        0.5199            -nan     0.0040    0.0010
   200        0.4919            -nan     0.0040    0.0007
   220        0.4669            -nan     0.0040    0.0002
   240        0.4442            -nan     0.0040    0.0004
   260        0.4237            -nan     0.0040    0.0004
   280        0.4052            -nan     0.0040    0.0001
   300        0.3883            -nan     0.0040   -0.0001
   320        0.3730            -nan     0.0040   -0.0001
   340        0.3587            -nan     0.0040   -0.0002
   360        0.3456            -nan     0.0040   -0.0002
   380        0.3331            -nan     0.0040   -0.0000
   400        0.3211            -nan     0.0040   -0.0004
   420        0.3103            -nan     0.0040   -0.0005
   440        0.2998            -nan     0.0040   -0.0005
   460        0.2901            -nan     0.0040   -0.0004
   480        0.2809            -nan     0.0040   -0.0004
   500        0.2721            -nan     0.0040   -0.0003

- Fold03: shrinkage=0.004, interaction.depth=12, n.minobsinnode=8, n.trees=500 
+ Fold03: shrinkage=0.004, interaction.depth=14, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0110
     2        1.0915            -nan     0.0040    0.0096
     3        1.0849            -nan     0.0040    0.0106
     4        1.0779            -nan     0.0040    0.0096
     5        1.0714            -nan     0.0040    0.0097
     6        1.0646            -nan     0.0040    0.0097
     7        1.0580            -nan     0.0040    0.0090
     8        1.0518            -nan     0.0040    0.0089
     9        1.0456            -nan     0.0040    0.0089
    10        1.0394            -nan     0.0040    0.0093
    20        0.9803            -nan     0.0040    0.0077
    40        0.8804            -nan     0.0040    0.0061
    60        0.7984            -nan     0.0040    0.0049
    80        0.7293            -nan     0.0040    0.0033
   100        0.6720            -nan     0.0040    0.0028
   120        0.6233            -nan     0.0040    0.0026
   140        0.5807            -nan     0.0040    0.0015
   160        0.5437            -nan     0.0040    0.0013
   180        0.5103            -nan     0.0040    0.0011
   200        0.4805            -nan     0.0040    0.0011
   220        0.4549            -nan     0.0040    0.0008
   240        0.4318            -nan     0.0040    0.0004
   260        0.4111            -nan     0.0040    0.0000
   280        0.3921            -nan     0.0040   -0.0003
   300        0.3747            -nan     0.0040    0.0002
   320        0.3583            -nan     0.0040   -0.0003
   340        0.3434            -nan     0.0040   -0.0005
   360        0.3297            -nan     0.0040    0.0001
   380        0.3170            -nan     0.0040   -0.0003
   400        0.3045            -nan     0.0040   -0.0005
   420        0.2931            -nan     0.0040   -0.0003
   440        0.2825            -nan     0.0040   -0.0003
   460        0.2725            -nan     0.0040   -0.0005
   480        0.2629            -nan     0.0040   -0.0005
   500        0.2537            -nan     0.0040   -0.0005

- Fold03: shrinkage=0.004, interaction.depth=14, n.minobsinnode=8, n.trees=500 
+ Fold03: shrinkage=0.004, interaction.depth=16, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0105
     2        1.0914            -nan     0.0040    0.0094
     3        1.0848            -nan     0.0040    0.0103
     4        1.0779            -nan     0.0040    0.0101
     5        1.0710            -nan     0.0040    0.0101
     6        1.0641            -nan     0.0040    0.0095
     7        1.0575            -nan     0.0040    0.0101
     8        1.0507            -nan     0.0040    0.0087
     9        1.0444            -nan     0.0040    0.0090
    10        1.0380            -nan     0.0040    0.0082
    20        0.9795            -nan     0.0040    0.0079
    40        0.8784            -nan     0.0040    0.0053
    60        0.7961            -nan     0.0040    0.0051
    80        0.7275            -nan     0.0040    0.0036
   100        0.6689            -nan     0.0040    0.0029
   120        0.6180            -nan     0.0040    0.0020
   140        0.5749            -nan     0.0040    0.0019
   160        0.5373            -nan     0.0040    0.0015
   180        0.5036            -nan     0.0040    0.0011
   200        0.4740            -nan     0.0040    0.0010
   220        0.4477            -nan     0.0040    0.0008
   240        0.4236            -nan     0.0040    0.0004
   260        0.4017            -nan     0.0040    0.0003
   280        0.3815            -nan     0.0040   -0.0001
   300        0.3640            -nan     0.0040    0.0000
   320        0.3471            -nan     0.0040   -0.0000
   340        0.3318            -nan     0.0040   -0.0003
   360        0.3174            -nan     0.0040   -0.0001
   380        0.3041            -nan     0.0040   -0.0002
   400        0.2914            -nan     0.0040   -0.0003
   420        0.2799            -nan     0.0040   -0.0005
   440        0.2687            -nan     0.0040   -0.0004
   460        0.2584            -nan     0.0040   -0.0002
   480        0.2486            -nan     0.0040   -0.0005
