+ Fold01: shrinkage=0.004, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     5        1.0187            -nan     0.0120    0.0251
     6        1.0007            -nan     0.0120    0.0278
     7        0.9817            -nan     0.0120    0.0258
     8        0.9648            -nan     0.0120    0.0243
     9        0.9478            -nan     0.0120    0.0216
    10        0.9325            -nan     0.0120    0.0202
    20        0.7960            -nan     0.0120    0.0150
    40        0.6157            -nan     0.0120    0.0082
    60        0.5023            -nan     0.0120    0.0020
    80        0.4218            -nan     0.0120    0.0008
   100        0.3648            -nan     0.0120    0.0007
   120        0.3204            -nan     0.0120   -0.0006
   140        0.2858            -nan     0.0120   -0.0012
   160        0.2567            -nan     0.0120   -0.0013
   180        0.2320            -nan     0.0120   -0.0019
   200        0.2111            -nan     0.0120   -0.0010
   220        0.1921            -nan     0.0120   -0.0013
   240        0.1759            -nan     0.0120   -0.0009
   260        0.1612            -nan     0.0120   -0.0011
   280        0.1483            -nan     0.0120   -0.0012
   300        0.1368            -nan     0.0120   -0.0012
   320        0.1265            -nan     0.0120   -0.0012
   340        0.1173            -nan     0.0120   -0.0011
   360        0.1086            -nan     0.0120   -0.0009
   380        0.1012            -nan     0.0120   -0.0007
   400        0.0942            -nan     0.0120   -0.0007
   420        0.0884            -nan     0.0120   -0.0007
   440        0.0827            -nan     0.0120   -0.0008
   460        0.0774            -nan     0.0120   -0.0005
   480        0.0725            -nan     0.0120   -0.0005
   500        0.0680            -nan     0.0120   -0.0008

- Fold04: shrinkage=0.012, interaction.depth=14, n.minobsinnode=8, n.trees=500 
+ Fold04: shrinkage=0.012, interaction.depth=16, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0120    0.0302
     2        1.0775            -nan     0.0120    0.0299
     3        1.0573            -nan     0.0120    0.0293
     4        1.0377            -nan     0.0120    0.0250
     5        1.0193            -nan     0.0120    0.0256
     6        1.0009            -nan     0.0120    0.0241
     7        0.9831            -nan     0.0120    0.0256
     8        0.9660            -nan     0.0120    0.0236
     9        0.9490            -nan     0.0120    0.0200
    10        0.9335            -nan     0.0120    0.0222
    20        0.7970            -nan     0.0120    0.0150
    40        0.6128            -nan     0.0120    0.0069
    60        0.4969            -nan     0.0120    0.0033
    80        0.4178            -nan     0.0120    0.0015
   100        0.3592            -nan     0.0120    0.0003
   120        0.3143            -nan     0.0120   -0.0002
   140        0.2759            -nan     0.0120   -0.0016
   160        0.2468            -nan     0.0120   -0.0014
   180        0.2216            -nan     0.0120   -0.0018
   200        0.1997            -nan     0.0120   -0.0012
   220        0.1809            -nan     0.0120   -0.0007
   240        0.1647            -nan     0.0120   -0.0014
   260        0.1507            -nan     0.0120   -0.0014
   280        0.1373            -nan     0.0120   -0.0012
   300        0.1263            -nan     0.0120   -0.0009
   320        0.1158            -nan     0.0120   -0.0012
   340        0.1065            -nan     0.0120   -0.0005
   360        0.0987            -nan     0.0120   -0.0008
   380        0.0913            -nan     0.0120   -0.0011
   400        0.0846            -nan     0.0120   -0.0009
   420        0.0782            -nan     0.0120   -0.0007
   440        0.0722            -nan     0.0120   -0.0006
   460        0.0671            -nan     0.0120   -0.0007
   480        0.0627            -nan     0.0120   -0.0005
   500        0.0584            -nan     0.0120   -0.0007

- Fold04: shrinkage=0.012, interaction.depth=16, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.004, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0088
     2        1.0934            -nan     0.0040    0.0086
     3        1.0881            -nan     0.0040    0.0090
     4        1.0831            -nan     0.0040    0.0089
     5        1.0781            -nan     0.0040    0.0084
     6        1.0731            -nan     0.0040    0.0082
     7        1.0681            -nan     0.0040    0.0084
     8        1.0633            -nan     0.0040    0.0083
     9        1.0587            -nan     0.0040    0.0080
    10        1.0538            -nan     0.0040    0.0078
    20        1.0100            -nan     0.0040    0.0070
    40        0.9357            -nan     0.0040    0.0054
    60        0.8762            -nan     0.0040    0.0041
    80        0.8283            -nan     0.0040    0.0032
   100        0.7895            -nan     0.0040    0.0024
   120        0.7565            -nan     0.0040    0.0021
   140        0.7295            -nan     0.0040    0.0017
   160        0.7061            -nan     0.0040    0.0012
   180        0.6865            -nan     0.0040    0.0008
   200        0.6696            -nan     0.0040    0.0009
   220        0.6553            -nan     0.0040    0.0004
   240        0.6423            -nan     0.0040    0.0004
   260        0.6307            -nan     0.0040    0.0005
   280        0.6204            -nan     0.0040    0.0002
   300        0.6111            -nan     0.0040    0.0003
   320        0.6026            -nan     0.0040    0.0003
   340        0.5954            -nan     0.0040    0.0000
   360        0.5882            -nan     0.0040    0.0002
   380        0.5813            -nan     0.0040    0.0001
   400        0.5750            -nan     0.0040   -0.0001
   420        0.5691            -nan     0.0040   -0.0002
   440        0.5631            -nan     0.0040   -0.0002
   460        0.5580            -nan     0.0040   -0.0003
   480        0.5525            -nan     0.0040   -0.0002
   500        0.5472            -nan     0.0040   -0.0002

- Fold05: shrinkage=0.004, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.004, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0101
     2        1.0930            -nan     0.0040    0.0094
     3        1.0873            -nan     0.0040    0.0087
     4        1.0819            -nan     0.0040    0.0093
     5        1.0762            -nan     0.0040    0.0092
     6        1.0707            -nan     0.0040    0.0085
     7        1.0654            -nan     0.0040    0.0088
     8        1.0602            -nan     0.0040    0.0082
     9        1.0547            -nan     0.0040    0.0085
    10        1.0494            -nan     0.0040    0.0080
    20        1.0013            -nan     0.0040    0.0073
    40        0.9186            -nan     0.0040    0.0055
    60        0.8517            -nan     0.0040    0.0042
    80        0.7973            -nan     0.0040    0.0033
   100        0.7520            -nan     0.0040    0.0025
   120        0.7142            -nan     0.0040    0.0019
   140        0.6821            -nan     0.0040    0.0017
   160        0.6549            -nan     0.0040    0.0013
   180        0.6313            -nan     0.0040    0.0011
   200        0.6110            -nan     0.0040    0.0007
   220        0.5922            -nan     0.0040    0.0004
   240        0.5763            -nan     0.0040    0.0004
   260        0.5616            -nan     0.0040    0.0001
   280        0.5484            -nan     0.0040    0.0002
   300        0.5366            -nan     0.0040    0.0002
   320        0.5256            -nan     0.0040   -0.0002
   340        0.5152            -nan     0.0040    0.0001
   360        0.5055            -nan     0.0040   -0.0001
   380        0.4963            -nan     0.0040   -0.0000
   400        0.4876            -nan     0.0040   -0.0002
   420        0.4793            -nan     0.0040   -0.0002
   440        0.4714            -nan     0.0040   -0.0005
   460        0.4641            -nan     0.0040   -0.0002
   480        0.4572            -nan     0.0040   -0.0001
   500        0.4505            -nan     0.0040   -0.0003

- Fold05: shrinkage=0.004, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.004, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0093
     2        1.0925            -nan     0.0040    0.0090
     3        1.0866            -nan     0.0040    0.0093
     4        1.0807            -nan     0.0040    0.0095
     5        1.0747            -nan     0.0040    0.0094
     6        1.0692            -nan     0.0040    0.0089
     7        1.0635            -nan     0.0040    0.0090
     8        1.0576            -nan     0.0040    0.0091
     9        1.0520            -nan     0.0040    0.0082
    10        1.0466            -nan     0.0040    0.0085
    20        0.9941            -nan     0.0040    0.0077
    40        0.9057            -nan     0.0040    0.0054
    60        0.8346            -nan     0.0040    0.0043
    80        0.7758            -nan     0.0040    0.0033
   100        0.7259            -nan     0.0040    0.0028
   120        0.6843            -nan     0.0040    0.0024
   140        0.6486            -nan     0.0040    0.0017
   160        0.6184            -nan     0.0040    0.0014
   180        0.5920            -nan     0.0040    0.0010
   200        0.5685            -nan     0.0040    0.0006
   220        0.5482            -nan     0.0040    0.0004
   240        0.5295            -nan     0.0040    0.0005
   260        0.5131            -nan     0.0040    0.0003
   280        0.4978            -nan     0.0040    0.0000
   300        0.4842            -nan     0.0040   -0.0001
   320        0.4710            -nan     0.0040   -0.0001
   340        0.4592            -nan     0.0040   -0.0001
   360        0.4482            -nan     0.0040   -0.0003
   380        0.4377            -nan     0.0040   -0.0002
   400        0.4277            -nan     0.0040   -0.0003
   420        0.4180            -nan     0.0040   -0.0003
   440        0.4090            -nan     0.0040   -0.0002
   460        0.4005            -nan     0.0040   -0.0003
   480        0.3925            -nan     0.0040   -0.0000
   500        0.3851            -nan     0.0040   -0.0005

- Fold05: shrinkage=0.004, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.004, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0105
     2        1.0922            -nan     0.0040    0.0103
     3        1.0856            -nan     0.0040    0.0100
     4        1.0793            -nan     0.0040    0.0098
     5        1.0732            -nan     0.0040    0.0096
     6        1.0669            -nan     0.0040    0.0091
     7        1.0610            -nan     0.0040    0.0091
     8        1.0548            -nan     0.0040    0.0085
     9        1.0490            -nan     0.0040    0.0085
    10        1.0432            -nan     0.0040    0.0089
    20        0.9889            -nan     0.0040    0.0080
    40        0.8957            -nan     0.0040    0.0055
    60        0.8204            -nan     0.0040    0.0051
    80        0.7585            -nan     0.0040    0.0034
   100        0.7059            -nan     0.0040    0.0030
   120        0.6613            -nan     0.0040    0.0022
   140        0.6232            -nan     0.0040    0.0019
   160        0.5903            -nan     0.0040    0.0015
   180        0.5610            -nan     0.0040    0.0012
   200        0.5355            -nan     0.0040    0.0009
   220        0.5129            -nan     0.0040    0.0009
   240        0.4933            -nan     0.0040    0.0002
   260        0.4758            -nan     0.0040    0.0003
   280        0.4592            -nan     0.0040    0.0001
   300        0.4438            -nan     0.0040    0.0000
   320        0.4301            -nan     0.0040   -0.0002
   340        0.4171            -nan     0.0040   -0.0000
   360        0.4051            -nan     0.0040   -0.0002
   380        0.3933            -nan     0.0040   -0.0001
   400        0.3830            -nan     0.0040   -0.0003
   420        0.3734            -nan     0.0040   -0.0003
   440        0.3634            -nan     0.0040   -0.0005
   460        0.3542            -nan     0.0040   -0.0003
   480        0.3458            -nan     0.0040   -0.0001
   500        0.3372            -nan     0.0040   -0.0003

- Fold05: shrinkage=0.004, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.004, interaction.depth=10, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0103
     2        1.0918            -nan     0.0040    0.0094
     3        1.0857            -nan     0.0040    0.0095
     4        1.0793            -nan     0.0040    0.0099
     5        1.0728            -nan     0.0040    0.0095
     6        1.0665            -nan     0.0040    0.0088
     7        1.0603            -nan     0.0040    0.0089
     8        1.0541            -nan     0.0040    0.0088
     9        1.0481            -nan     0.0040    0.0089
    10        1.0422            -nan     0.0040    0.0077
    20        0.9854            -nan     0.0040    0.0080
    40        0.8889            -nan     0.0040    0.0058
    60        0.8107            -nan     0.0040    0.0047
    80        0.7460            -nan     0.0040    0.0038
   100        0.6905            -nan     0.0040    0.0030
   120        0.6435            -nan     0.0040    0.0024
   140        0.6027            -nan     0.0040    0.0020
   160        0.5672            -nan     0.0040    0.0014
   180        0.5372            -nan     0.0040    0.0011
   200        0.5105            -nan     0.0040    0.0005
   220        0.4871            -nan     0.0040    0.0007
   240        0.4654            -nan     0.0040    0.0003
   260        0.4457            -nan     0.0040    0.0000
   280        0.4282            -nan     0.0040    0.0001
   300        0.4120            -nan     0.0040   -0.0002
   320        0.3973            -nan     0.0040   -0.0002
   340        0.3834            -nan     0.0040   -0.0002
   360        0.3708            -nan     0.0040   -0.0002
   380        0.3591            -nan     0.0040    0.0000
   400        0.3480            -nan     0.0040   -0.0002
   420        0.3372            -nan     0.0040   -0.0003
   440        0.3269            -nan     0.0040   -0.0004
   460        0.3174            -nan     0.0040   -0.0004
   480        0.3085            -nan     0.0040   -0.0005
   500        0.2999            -nan     0.0040   -0.0004

- Fold05: shrinkage=0.004, interaction.depth=10, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.004, interaction.depth=12, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0108
     2        1.0919            -nan     0.0040    0.0102
     3        1.0850            -nan     0.0040    0.0092
     4        1.0786            -nan     0.0040    0.0103
     5        1.0717            -nan     0.0040    0.0095
     6        1.0650            -nan     0.0040    0.0089
     7        1.0588            -nan     0.0040    0.0090
     8        1.0525            -nan     0.0040    0.0095
     9        1.0463            -nan     0.0040    0.0088
    10        1.0399            -nan     0.0040    0.0088
    20        0.9818            -nan     0.0040    0.0081
    40        0.8842            -nan     0.0040    0.0062
    60        0.8035            -nan     0.0040    0.0047
    80        0.7366            -nan     0.0040    0.0038
   100        0.6804            -nan     0.0040    0.0028
   120        0.6323            -nan     0.0040    0.0023
   140        0.5910            -nan     0.0040    0.0016
   160        0.5550            -nan     0.0040    0.0014
   180        0.5233            -nan     0.0040    0.0008
   200        0.4953            -nan     0.0040    0.0006
   220        0.4701            -nan     0.0040    0.0008
   240        0.4478            -nan     0.0040    0.0005
   260        0.4275            -nan     0.0040   -0.0000
   280        0.4090            -nan     0.0040    0.0002
   300        0.3925            -nan     0.0040   -0.0003
   320        0.3769            -nan     0.0040   -0.0000
   340        0.3632            -nan     0.0040   -0.0003
   360        0.3493            -nan     0.0040   -0.0003
   380        0.3369            -nan     0.0040   -0.0002
   400        0.3250            -nan     0.0040   -0.0004
   420        0.3140            -nan     0.0040   -0.0004
   440        0.3033            -nan     0.0040   -0.0004
   460        0.2934            -nan     0.0040   -0.0004
   480        0.2837            -nan     0.0040   -0.0005
   500        0.2747            -nan     0.0040   -0.0003

- Fold05: shrinkage=0.004, interaction.depth=12, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.004, interaction.depth=14, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0100
     2        1.0918            -nan     0.0040    0.0104
     3        1.0846            -nan     0.0040    0.0098
     4        1.0780            -nan     0.0040    0.0096
     5        1.0714            -nan     0.0040    0.0095
     6        1.0649            -nan     0.0040    0.0092
     7        1.0586            -nan     0.0040    0.0093
     8        1.0520            -nan     0.0040    0.0085
     9        1.0457            -nan     0.0040    0.0091
    10        1.0394            -nan     0.0040    0.0082
    20        0.9816            -nan     0.0040    0.0079
    40        0.8816            -nan     0.0040    0.0062
    60        0.7993            -nan     0.0040    0.0046
    80        0.7315            -nan     0.0040    0.0040
   100        0.6732            -nan     0.0040    0.0031
   120        0.6239            -nan     0.0040    0.0019
   140        0.5820            -nan     0.0040    0.0018
   160        0.5451            -nan     0.0040    0.0012
   180        0.5126            -nan     0.0040    0.0009
   200        0.4847            -nan     0.0040    0.0010
   220        0.4590            -nan     0.0040    0.0008
   240        0.4361            -nan     0.0040    0.0002
   260        0.4150            -nan     0.0040    0.0003
   280        0.3958            -nan     0.0040    0.0000
   300        0.3780            -nan     0.0040   -0.0000
   320        0.3619            -nan     0.0040    0.0000
   340        0.3467            -nan     0.0040   -0.0002
   360        0.3322            -nan     0.0040   -0.0004
   380        0.3188            -nan     0.0040   -0.0001
   400        0.3068            -nan     0.0040   -0.0004
   420        0.2956            -nan     0.0040   -0.0003
   440        0.2852            -nan     0.0040   -0.0004
   460        0.2754            -nan     0.0040   -0.0002
   480        0.2659            -nan     0.0040   -0.0004
   500        0.2567            -nan     0.0040   -0.0004

- Fold05: shrinkage=0.004, interaction.depth=14, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.004, interaction.depth=16, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0040    0.0107
     2        1.0915            -nan     0.0040    0.0099
     3        1.0847            -nan     0.0040    0.0099
     4        1.0781            -nan     0.0040    0.0100
     5        1.0714            -nan     0.0040    0.0095
     6        1.0647            -nan     0.0040    0.0094
     7        1.0582            -nan     0.0040    0.0093
     8        1.0517            -nan     0.0040    0.0092
     9        1.0455            -nan     0.0040    0.0087
    10        1.0394            -nan     0.0040    0.0090
    20        0.9798            -nan     0.0040    0.0080
    40        0.8789            -nan     0.0040    0.0065
    60        0.7954            -nan     0.0040    0.0052
    80        0.7266            -nan     0.0040    0.0039
   100        0.6679            -nan     0.0040    0.0028
   120        0.6183            -nan     0.0040    0.0023
   140        0.5746            -nan     0.0040    0.0018
   160        0.5373            -nan     0.0040    0.0013
   180        0.5040            -nan     0.0040    0.0009
   200        0.4742            -nan     0.0040    0.0006
   220        0.4482            -nan     0.0040    0.0006
   240        0.4239            -nan     0.0040    0.0002
   260        0.4019            -nan     0.0040    0.0004
   280        0.3825            -nan     0.0040   -0.0001
   300        0.3647            -nan     0.0040   -0.0000
   320        0.3483            -nan     0.0040   -0.0002
   340        0.3328            -nan     0.0040   -0.0002
   360        0.3185            -nan     0.0040   -0.0001
   380        0.3053            -nan     0.0040   -0.0003
   400        0.2929            -nan     0.0040   -0.0002
   420        0.2814            -nan     0.0040   -0.0002
   440        0.2709            -nan     0.0040   -0.0003
   460        0.2604            -nan     0.0040   -0.0004
   480        0.2506            -nan     0.0040   -0.0006
   500        0.2414            -nan     0.0040   -0.0005

- Fold05: shrinkage=0.004, interaction.depth=16, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.006, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0060    0.0128
     2        1.0914            -nan     0.0060    0.0132
     3        1.0837            -nan     0.0060    0.0128
     4        1.0759            -nan     0.0060    0.0137
     5        1.0682            -nan     0.0060    0.0121
     6        1.0610            -nan     0.0060    0.0122
     7        1.0538            -nan     0.0060    0.0119
     8        1.0468            -nan     0.0060    0.0112
     9        1.0399            -nan     0.0060    0.0124
    10        1.0331            -nan     0.0060    0.0111
    20        0.9727            -nan     0.0060    0.0098
    40        0.8778            -nan     0.0060    0.0065
    60        0.8090            -nan     0.0060    0.0044
    80        0.7581            -nan     0.0060    0.0035
   100        0.7189            -nan     0.0060    0.0022
   120        0.6884            -nan     0.0060    0.0018
   140        0.6641            -nan     0.0060    0.0012
   160        0.6441            -nan     0.0060    0.0009
   180        0.6279            -nan     0.0060    0.0007
   200        0.6129            -nan     0.0060    0.0000
   220        0.6007            -nan     0.0060    0.0003
   240        0.5898            -nan     0.0060    0.0001
   260        0.5794            -nan     0.0060   -0.0002
   280        0.5703            -nan     0.0060   -0.0002
   300        0.5623            -nan     0.0060   -0.0000
   320        0.5545            -nan     0.0060   -0.0002
   340        0.5466            -nan     0.0060   -0.0003
   360        0.5396            -nan     0.0060   -0.0002
   380        0.5326            -nan     0.0060   -0.0001
   400        0.5262            -nan     0.0060   -0.0003
   420        0.5203            -nan     0.0060   -0.0003
   440        0.5144            -nan     0.0060   -0.0001
   460        0.5088            -nan     0.0060   -0.0003
   480        0.5029            -nan     0.0060   -0.0002
   500        0.4970            -nan     0.0060   -0.0002

- Fold05: shrinkage=0.006, interaction.depth= 2, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.006, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0060    0.0141
     2        1.0900            -nan     0.0060    0.0129
     3        1.0816            -nan     0.0060    0.0139
     4        1.0733            -nan     0.0060    0.0126
     5        1.0651            -nan     0.0060    0.0132
     6        1.0569            -nan     0.0060    0.0124
     7        1.0491            -nan     0.0060    0.0129
     8        1.0417            -nan     0.0060    0.0119
     9        1.0346            -nan     0.0060    0.0117
    10        1.0274            -nan     0.0060    0.0114
    20        0.9598            -nan     0.0060    0.0101
    40        0.8544            -nan     0.0060    0.0063
    60        0.7753            -nan     0.0060    0.0043
    80        0.7152            -nan     0.0060    0.0034
   100        0.6685            -nan     0.0060    0.0023
   120        0.6317            -nan     0.0060    0.0011
   140        0.6022            -nan     0.0060    0.0009
   160        0.5776            -nan     0.0060    0.0008
   180        0.5563            -nan     0.0060    0.0006
   200        0.5375            -nan     0.0060    0.0004
   220        0.5209            -nan     0.0060    0.0001
   240        0.5060            -nan     0.0060    0.0001
   260        0.4932            -nan     0.0060   -0.0003
   280        0.4803            -nan     0.0060   -0.0004
   300        0.4691            -nan     0.0060   -0.0001
   320        0.4576            -nan     0.0060   -0.0002
   340        0.4472            -nan     0.0060   -0.0003
   360        0.4372            -nan     0.0060   -0.0002
   380        0.4282            -nan     0.0060   -0.0006
   400        0.4198            -nan     0.0060   -0.0006
   420        0.4112            -nan     0.0060   -0.0004
   440        0.4039            -nan     0.0060   -0.0003
   460        0.3961            -nan     0.0060   -0.0006
   480        0.3890            -nan     0.0060   -0.0005
   500        0.3818            -nan     0.0060   -0.0004

- Fold05: shrinkage=0.006, interaction.depth= 4, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.006, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0060    0.0150
     2        1.0888            -nan     0.0060    0.0142
     3        1.0801            -nan     0.0060    0.0132
     4        1.0713            -nan     0.0060    0.0137
     5        1.0621            -nan     0.0060    0.0120
     6        1.0537            -nan     0.0060    0.0125
     7        1.0457            -nan     0.0060    0.0129
     8        1.0376            -nan     0.0060    0.0132
     9        1.0292            -nan     0.0060    0.0121
    10        1.0212            -nan     0.0060    0.0120
    20        0.9493            -nan     0.0060    0.0095
    40        0.8350            -nan     0.0060    0.0065
    60        0.7489            -nan     0.0060    0.0043
    80        0.6836            -nan     0.0060    0.0030
   100        0.6329            -nan     0.0060    0.0024
   120        0.5919            -nan     0.0060    0.0015
   140        0.5580            -nan     0.0060    0.0016
   160        0.5290            -nan     0.0060    0.0007
   180        0.5040            -nan     0.0060    0.0004
   200        0.4830            -nan     0.0060    0.0002
   220        0.4637            -nan     0.0060   -0.0000
   240        0.4466            -nan     0.0060   -0.0001
   260        0.4313            -nan     0.0060    0.0001
   280        0.4181            -nan     0.0060   -0.0008
   300        0.4044            -nan     0.0060   -0.0005
   320        0.3922            -nan     0.0060   -0.0003
   340        0.3807            -nan     0.0060   -0.0005
   360        0.3697            -nan     0.0060   -0.0009
   380        0.3594            -nan     0.0060   -0.0009
   400        0.3499            -nan     0.0060   -0.0004
   420        0.3410            -nan     0.0060   -0.0005
   440        0.3324            -nan     0.0060   -0.0008
   460        0.3240            -nan     0.0060   -0.0007
   480        0.3161            -nan     0.0060   -0.0004
   500        0.3087            -nan     0.0060   -0.0003

- Fold05: shrinkage=0.006, interaction.depth= 6, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.006, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0060    0.0153
     2        1.0891            -nan     0.0060    0.0165
     3        1.0789            -nan     0.0060    0.0140
     4        1.0699            -nan     0.0060    0.0129
     5        1.0609            -nan     0.0060    0.0144
     6        1.0522            -nan     0.0060    0.0134
     7        1.0435            -nan     0.0060    0.0126
     8        1.0351            -nan     0.0060    0.0134
     9        1.0267            -nan     0.0060    0.0125
    10        1.0183            -nan     0.0060    0.0121
    20        0.9430            -nan     0.0060    0.0103
    40        0.8243            -nan     0.0060    0.0070
    60        0.7327            -nan     0.0060    0.0044
    80        0.6625            -nan     0.0060    0.0031
   100        0.6070            -nan     0.0060    0.0022
   120        0.5627            -nan     0.0060    0.0019
   140        0.5252            -nan     0.0060    0.0012
   160        0.4937            -nan     0.0060    0.0007
   180        0.4671            -nan     0.0060    0.0005
   200        0.4437            -nan     0.0060    0.0003
   220        0.4232            -nan     0.0060    0.0000
   240        0.4046            -nan     0.0060   -0.0000
   260        0.3878            -nan     0.0060   -0.0005
   280        0.3724            -nan     0.0060   -0.0001
   300        0.3583            -nan     0.0060   -0.0008
   320        0.3450            -nan     0.0060   -0.0003
   340        0.3329            -nan     0.0060   -0.0005
   360        0.3211            -nan     0.0060   -0.0005
   380        0.3104            -nan     0.0060   -0.0009
   400        0.3003            -nan     0.0060   -0.0005
   420        0.2907            -nan     0.0060   -0.0003
   440        0.2812            -nan     0.0060   -0.0003
   460        0.2727            -nan     0.0060   -0.0007
   480        0.2646            -nan     0.0060   -0.0006
   500        0.2563            -nan     0.0060   -0.0010

- Fold05: shrinkage=0.006, interaction.depth= 8, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.006, interaction.depth=10, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0060    0.0141
     2        1.0885            -nan     0.0060    0.0137
     3        1.0788            -nan     0.0060    0.0148
     4        1.0695            -nan     0.0060    0.0143
     5        1.0601            -nan     0.0060    0.0143
     6        1.0506            -nan     0.0060    0.0145
     7        1.0415            -nan     0.0060    0.0133
     8        1.0325            -nan     0.0060    0.0133
     9        1.0236            -nan     0.0060    0.0124
    10        1.0153            -nan     0.0060    0.0126
    20        0.9366            -nan     0.0060    0.0101
    40        0.8119            -nan     0.0060    0.0071
    60        0.7173            -nan     0.0060    0.0053
    80        0.6457            -nan     0.0060    0.0035
   100        0.5871            -nan     0.0060    0.0022
   120        0.5399            -nan     0.0060    0.0016
   140        0.5014            -nan     0.0060    0.0002
   160        0.4685            -nan     0.0060    0.0011
   180        0.4401            -nan     0.0060   -0.0001
   200        0.4149            -nan     0.0060   -0.0001
   220        0.3930            -nan     0.0060   -0.0004
   240        0.3734            -nan     0.0060   -0.0005
   260        0.3561            -nan     0.0060   -0.0003
   280        0.3399            -nan     0.0060   -0.0005
   300        0.3252            -nan     0.0060   -0.0006
   320        0.3113            -nan     0.0060   -0.0004
   340        0.2982            -nan     0.0060   -0.0006
   360        0.2864            -nan     0.0060   -0.0009
   380        0.2751            -nan     0.0060   -0.0007
   400        0.2647            -nan     0.0060   -0.0005
   420        0.2548            -nan     0.0060   -0.0009
   440        0.2462            -nan     0.0060   -0.0006
   460        0.2378            -nan     0.0060   -0.0008
   480        0.2293            -nan     0.0060   -0.0006
   500        0.2219            -nan     0.0060   -0.0005

- Fold05: shrinkage=0.006, interaction.depth=10, n.minobsinnode=8, n.trees=500 
+ Fold05: shrinkage=0.006, interaction.depth=12, n.minobsinnode=8, n.trees=500 
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.0060    0.0149
     2        1.0886            -nan     0.0060    0.0150
     3        1.0787            -nan     0.0060    0.0141
     4        1.0691            -nan     0.0060    0.0143
     5        1.0592            -nan     0.0060    0.0134
     6        1.0502            -nan     0.0060    0.0121
     7        1.0413            -nan     0.0060    0.0140
     8        1.0320            -nan     0.0060    0.0131
     9        1.0229            -nan     0.0060    0.0127
    10        1.0141            -nan     0.0060    0.0110
    20        0.9331            -nan     0.0060    0.0098
    40        0.8061            -nan     0.0060    0.0068
    60        0.7103            -nan     0.0060    0.0052
    80        0.6335            -nan     0.0060    0.0038
   100        0.5731            -nan     0.0060    0.0016
   120        0.5245            -nan     0.0060    0.0017
   140        0.4832            -nan     0.0060    0.0009
   160        0.4485            -nan     0.0060    0.0002
   180        0.4187            -nan     0.0060    0.0003
   200        0.3919            -nan     0.0060    0.0000
   220        0.3686            -nan     0.0060   -0.0002
