"","OID_","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","SiteID","Elevation","WellDepthMeasureValue","AM_A_Amorph_7_16","AM_A_Analcime_7_16","AM_A_Aragon_7_16","AM_A_Calcite_7_16","AM_A_Ca_7_16","AM_A_Cd_7_16","AM_A_Ce_7_16","AM_A_Co_7_17","AM_A_Cr_7_17","AM_A_Cs_7_17","AM_A_Cu_7_17","AM_A_C_Inorg_7_16","AM_A_C_Tot_7_16","AM_A_Dolomite_7_16","AM_A_Fe_7_17","AM_A_Ga_7_17","AM_A_Goethite_7_16","AM_A_Gypsum_7_16","AM_A_Hematite_7_16","AM_A_Heuland_7_16","AM_A_Hg_7_17","AM_A_Hornbl_7_16","AM_A_Kaolinit_7_16","AM_A_K_7_17","AM_A_La_7_17","AM_A_Li_7_17","AM_A_Mg_7_17","AM_A_Mn_7_17","AM_A_Mo_7_17","AM_A_Na_7_17","AM_A_Nb_7_17","AM_A_Ni_7_17","AM_A_Other_7_16","AM_A_Pb_7_17","AM_A_Pyrite_7_16","AM_A_Pyroxene_7_16","AM_A_P_7_17","AM_A_Quartz_7_16","AM_A_Rb_7_17","AM_A_Sb_7_17","AM_A_Sc_7_17","AM_A_Serpent_7_16","AM_A_Se_7_18","AM_A_Sn_7_18","AM_A_Sr_7_18","AM_A_S_7_17","AM_A_Talc_7_16","AM_A_Te_7_18","AM_A_Th_7_18","AM_A_Ti_7_18","AM_A_Tl_7_18","AM_A_Tot_10A_7_16","AM_A_Tot_14A_7_16","AM_A_Tot_Carb_7_16","AM_A_Tot_Clay_7_16","AM_A_Tot_Flds_7_16","AM_A_Tot_K_fs_7_16","AM_A_Tot_Plag_7_16","AM_A_Tot_Zeol_7_16","AM_A_U_7_18","AM_A_V_7_18","AM_A_W_7_18","AM_A_Y_7_18","AM_A_Zn_7_18","LM_C_Ca_7_17","LM_C_Cd_7_17","LM_C_Ce_7_18","LM_C_Co_7_18","LM_C_Cr_7_18","LM_C_Cs_7_18","LM_C_CTot_7_15","LM_C_Cu_7_18","LM_C_Fe_7_18","LM_C_Ga_7_18","LM_C_Hg_7_18","LM_C_K_7_18","LM_C_La_7_18","LM_C_Li_7_18","LM_C_Mg_7_18","LM_C_Mn_7_18","LM_C_Mo_7_18","LM_C_Na_7_18","LM_C_Nb_7_18","LM_C_Ni_7_18","LM_C_P_7_18","LM_C_Pb_7_18","LM_C_Rb_7_18","LM_C_S_7_18","LM_C_Sb_7_18","LM_C_Sc_7_18","LM_C_Se_7_18","LM_C_Sn_7_18","LM_C_Sr_7_18","LM_C_Te_7_18","LM_C_Th_7_18","LM_C_Ti_7_18","LM_C_Tl_7_18","LM_C_U_7_15","LM_C_V_7_18","LM_C_W_7_18","LM_C_Y_7_18","LM_C_Zn_7_18","AN_Top5_Ag_7_17","AN_Top5_Al_7_17","AN_Top5_As_7_17","AN_Top5_Ba_7_17","AN_Top5_Be_7_17","AN_Top5_Bi_7_17","AN_Top5_Ca_7_17","AN_Top5_Cd_7_17","AN_Top5_Ce_7_17","AN_Top5_Co_7_17","AN_Top5_Cr_7_17","AN_Top5_Cs_7_17","AN_Top5_Cu_7_17","AN_Top5_Fe_7_17","AN_Top5_Ga_7_17","AN_Top5_Hg_7_17","AN_Top5_In_7_17","AN_Top5_K_7_17","AN_Top5_La_7_17","AN_Top5_Li_7_17","AN_Top5_Mg_7_17","AN_Top5_Mn_7_17","AN_Top5_Mo_7_18","AN_Top5_Na_7_18","AN_Top5_Nb_7_18","An_Top5_Ni_7_18","AN_Top5_P_7_18","AN_Top5_Pb_7_18","AN_Top5_Rb_7_18","AN_Top5_S_7_18","AN_Top5_Sb_7_18","AN_Top5_Sc_7_18","AN_Top5_Se_7_18","AN_Top5_Sn_7_18","AN_Top5_Sr_7_18","AN_Top5_Te_7_18","AN_Top5_Th_7_18","AN_Top5_Ti_7_18","AN_Top5_Tl_7_18","AN_Top5_U_7_18","AN_Top5_V_7_18","AN_Top5_W_7_18","AN_Top5_Y_7_18","AN_Top5_Zn_7_18","AN_C_Calcite_7_22","AN_C_Goethite_7_19","AN_C_Gypsum_7_22","AN_C_Hematite_7_22","AN_C_Heuland_7_19","AN_C_Hornbl_7_19","AN_C_Kaolinit_7_19","AN_C_Pyrite_7_19","AN_C_Pyroxene_7_19","AN_C_Quartz_7_19","AN_C_Talc_7_19","AN_C_Tot_10A_7_19","AN_C_Tot_14A_7_19","AN_C_Tot_Carb_7_19","AN_C_Tot_Flds_7_19","AN_C_Tot_K_fs_7_19","LM_C_Amorph_7_19","LM_C_Analcime_7_19","LM_C_aragon_7_19","LM_C_C_Inorg_7_19","LM_C_Dolomite_7_19","LM_C_Gibbsite_7_19","bfi48grd","PRISM_30yrNorm","Best_Guess__ac_","GENERALIZE_Igneous_volcanic","GENERALIZE_Sedimentary_clastic","GENERALIZE_Sedimentary_undifferentiated","GENERALIZE_Igneous_intrusive","GENERALIZE_Metamorphic_undifferentiated","GENERALIZE_Igneous_and_Sedimentary_undifferentiated","GENERALIZE_Unconsolidated_undifferentiated","GENERALIZE_Sedimentary_carbonate","GENERALIZE_Unconsolidated_and_Sedimentary_undifferentiated","GENERALIZE_Metamorphic_and_Sedimentary_undifferentiated","GENERALIZE_Water","UNIT_NAME_Residual_materials_developed_in_igneous_and_metamorphic_rocks","UNIT_NAME_Residual_materials_developed_in_sedimentary_rocks_discontinuous","UNIT_NAME_Basaltic_and_andesitic_volcanic_rocks","UNIT_NAME_Residual_materials_developed_in_fine.grained_sedimentary_rocks","UNIT_NAME_Residual_materials_developed_in_carbonate_rocks_discontinuous","UNIT_NAME_Alluvial_sediments_thick","UNIT_NAME_Alluvial_sediments_thin","UNIT_NAME_Eolian_sediments_mostly_dune_sand_thin","UNIT_NAME_Colluvial_sediments_thin","UNIT_NAME_Rhyolitic_volcanic_rocks","UNIT_NAME_Playa_sediments","UNIT_NAME_Water","UNIT_NAME_Eolian_sediments_mostly_loess_thin","UNIT_NAME_Glacial_till_sediments_mostly_sandy_thin","US_L3NAME_Arizona.New_Mexico_Mountains","US_L3NAME_Arizona.New_Mexico_Plateau","US_L3NAME_Sonoran_Basin_and_Range","US_L3NAME_Mojave_Basin_and_Range","US_L3NAME_Southern_Rockies","US_L3NAME_Colorado_Plateaus","US_L3NAME_Central_Basin_and_Range","US_L3NAME_Wasatch_and_Uinta_Mountains","bas1","bas5","bas10","As3Cat","trainCat3"
"1523",1523,"As","Dissolved",1,247190,7305,122,20.3928967,0,0,0.7111602,0.9660776,0.4890707,56.9099617,8.3800812,23.2625866,5.5249724,17.3546371,0.0828699,2.5340779,0,1.9945798,11.819788,0,0,0.0788782,0,0.0230162,0,1.9777595,1.8341004,28.2732277,25.2719231,0.5114993,550.9929199,1.4438078,0.826005,9.8431377,12.32164,0,51.9241905,0,0,569.1085815,49.286602,83.7913437,0.4267742,6.3712468,0,0.2446425,1.4515207,138.6608887,0.0318194,0,0.1264983,8.8044901,0.2543648,0.5323229,8.2829161,0.584313,0.7183371,10.8421736,18.1753044,8.1391764,10.0734673,0,2.3409724,49.5045242,1.4964035,15.9280434,78.2548904,1.188499,0.3217613,59.8708267,8.9678736,25.2126598,5.7845759,1.6059214,18.852272,2.2185977,13.6168728,0.0159139,1.8479894,29.9902916,29.3490715,0.586114,558.9259644,1.1732419,0.8301429,10.7073708,13.4259825,444.6805115,21.6217308,86.6605988,0.040411,0.7176337,7.0348797,0.2738769,1.3116825,151.8809814,0.1014829,9.1401882,0.2660716,0.5756837,2.4568405,56.7326469,1.2501723,17.1188488,67.920517,0.8686352,4.5131383,5.9401941,553.0682983,1.359521,0.2117044,0.6866379,0.4178593,59.5489388,8.5074568,21.519949,5.6364198,14.7769175,1.8218999,12.4889784,0.024052,0.0417638,1.7365389,29.4556866,23.5625057,0.476679,557.4804077,1.4001645,0.7654176,9.7876654,10.9092798,527.4906006,39.337841,84.8488464,0.0275963,0.4830738,6.1332545,0.2383684,1.3882965,129.3095245,0.119829,8.6978149,0.240404,0.5492684,2.3422368,42.8984222,1.3449636,15.8992739,45.9970055,1.2531374,0,0,0.0969286,0,0.1085301,1.5079844,0,0,48.3931885,0,6.8687329,3.4574704,1.2629285,17.189352,7.8533959,20.9851055,0,0,0.1432473,0,0,57,417.5482788,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1524",1524,"As","Dissolved",0,247191,6790,110,22.4309063,0,0,0.6939316,0.9987762,0.5375205,59.6962471,9.2990837,24.8480873,5.5425086,20.9840069,0.0802471,3.019243,0,2.1819777,12.5848894,0,0,0.0874183,0,0.025455,0,2.4830413,1.8519987,29.5756588,26.3969059,0.5284527,650.2321777,1.4853173,0.8709677,10.5961046,13.0255337,0,58.753994,0,0,681.7260132,45.2067986,86.3000565,0.4362358,6.9802794,0,0.2494044,1.5148743,145.265274,0.0346203,0,0.1337034,8.9709463,0.2725034,0.5461528,8.4858456,0.5852277,0.6959528,11.4194736,19.0675163,8.2841949,10.8510952,0,2.4924066,52.9738541,1.6059823,16.5332623,97.6235123,1.2714549,0.3244154,64.4247894,9.8493166,25.6338997,5.7836447,1.5951642,19.450304,2.5611916,15.507884,0.0190534,1.8988862,32.0908127,29.2232208,0.6089965,592.7826538,1.2647296,0.8982215,12.4035807,14.2515469,492.8409729,26.5098763,88.6092072,0.037456,0.7214872,7.9074168,0.278953,1.4147565,167.3084717,0.1033231,9.6610909,0.294932,0.5788139,2.6618562,63.3800049,1.2987648,18.0412598,82.6146851,0.9027645,4.9253445,5.8030486,590.0129395,1.4469813,0.2600543,0.7301252,0.4939167,62.2727776,9.6020098,22.2932472,5.63342,18.351862,2.0217016,13.5799885,0.0265746,0.049874,1.796978,30.8809681,24.9939289,0.4966015,653.9788818,1.4815075,0.8460633,10.6502361,11.810504,634.8580933,48.7592545,88.3811188,0.0313076,0.5288566,6.7031159,0.2537916,1.415992,138.0330658,0.1289653,9.0433922,0.2583298,0.5635894,2.5116248,46.4689445,1.457198,16.5628166,74.5042572,1.257339,0,0,0.056452,0,0.110406,3.7934582,0,0,42.8718834,0,7.8034754,3.4546623,1.2649078,19.2576809,7.7773213,20.3120174,0,0,0.1437331,0,0,63,389.2753906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1525",1525,"As","Dissolved",3.9,264756,3490,900,15.9549465,0,0.029245,2.88816,2.0306044,0.1708645,42.8004799,7.1931362,33.7204208,5.5548143,14.1985292,0.5918142,1.6894882,1.7558727,1.8267316,8.6273489,0,0,0,1.2884525,0.0176609,0.6007787,1.172334,1.615481,21.8562717,25.3636475,0.9002565,466.6327515,0.8114822,0.5014539,7.7829437,15.3428526,0.2279183,14.6521511,0,0,553.8673706,58.9548569,65.8576584,0.570667,5.3276391,0,0.2055433,1.0899849,157.4313812,0.0279105,0,0.1,6.8342199,0.1841867,0.4007281,6.234838,0.2432578,4.766715,7.8628583,12.9369707,5.2766328,7.5638027,1.0616459,1.70076,47.9936409,0.8424049,11.0536108,43.8646927,3.7286162,0.1264889,42.8799744,7.5108814,28.1231861,5.4459062,1.4729462,15.6324234,1.7692196,9.3397989,0.0198679,1.4920002,22.866518,26.4280663,0.8937548,373.0185547,0.691777,0.3659881,7.1420307,15.3366909,396.1621094,12.4366102,64.0196075,0.1312393,0.6024016,5.7023988,0.2,1.1212205,157.865799,0.1,6.9572291,0.156236,0.4487721,2.0230794,48.0736504,0.9555153,12.5397968,40.8842049,1,3.7354252,5.5071115,461.0706482,1.1921667,0.1642309,2.2009799,0.1740195,47.1363411,6.9715772,28.6917877,5.1795573,13.0246515,1.7961211,9.1755152,0.0154028,0.0282722,1.6988745,23.8074245,21.7027664,0.8554996,422.8440552,0.7950727,0.5908763,7.0254993,14.3319836,547.7283325,17.3615074,68.3337936,0.0228744,0.5500637,5.6291604,0.2129793,1.0988612,151.2379456,0.1,7.34306,0.1710279,0.4148308,1.6471064,47.8389778,0.8213586,11.4067144,43.5757751,7.4870176,0,0.6757376,0.1253678,1.3001552,0.4336839,0.7880532,0,0,56.2567749,0,7.7225347,1.3201792,7.9921823,9.6609907,4.6076679,14.5462027,0,0,0.9917244,1.156265,0,66,249.7053986,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"1527",1527,"As","Dissolved",0,247193,7020,440,20.4318409,0,0,0.6418828,0.919658,0.4343342,56.6032295,8.1362352,23.0271072,5.4897256,15.0214272,0.0758574,2.5489168,0,1.91038,11.5924587,0,0,0.0777282,0,0.0219908,0,2.1055379,1.8235587,28.2714386,25.6850128,0.5193895,490.3971558,1.4559486,0.7677582,9.6025324,12.1581135,0,44.1377831,0,0,495.4385071,50.873291,83.4998093,0.4262377,6.1360354,0,0.2457879,1.4528909,135.16008,0.0319227,0,0.1182021,8.8975687,0.2473509,0.5222836,8.5293465,0.5302891,0.6659291,11.203908,16.9898357,7.5571818,9.3826656,0,2.2860332,48.1927071,1.4198815,15.8112135,61.7230911,1.0134617,0.3200863,58.4611397,8.6158342,25.1947556,5.7800317,1.5710162,17.9191074,2.1326685,13.0732136,0.0165018,1.7987276,29.4342346,30.1553802,0.5780416,514.0444946,1.1604543,0.7971879,9.8880434,13.2581224,403.3018188,18.4317837,84.9902878,0.0423341,0.7052348,6.5524702,0.2778985,1.2869349,143.4101105,0.1003585,8.9237089,0.2562169,0.5566094,2.3502908,54.9415131,1.2408346,16.3094997,55.9181213,0.8861436,4.2759275,5.9625993,523.0977173,1.3197005,0.1779962,0.6227905,0.342875,59.5465355,7.958755,22.1386929,5.6341186,12.6520891,1.7362657,12.0835629,0.0224392,0.0351911,1.6990607,29.2490807,23.166214,0.4722955,500.7897339,1.3688616,0.6929234,9.4068451,10.5699177,461.7680969,29.6444283,85.4268036,0.0268958,0.4575096,5.8292103,0.2367515,1.3752865,123.8008041,0.1105309,8.6085463,0.2315501,0.547617,2.271539,41.1428032,1.2626766,15.730855,28.6211472,0.7958797,0,0,0.0981596,0,0.1068843,1.697042,0,0,50.143013,0,6.9639368,2.9294775,0.8354263,16.8043118,7.7700186,20.3136311,0,0,0.0938843,0,0,55,384.625,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1528",1528,"As","Dissolved",0,246446,7190,10,24.9078388,0,0.0393625,1.6882663,1.5643705,0.5397469,63.2253418,10.6282473,27.0219517,8.5714226,22.038475,0.2276093,3.9980218,0.1673589,2.3733487,13.5969191,0,0,0.1673853,0,0.0310435,0,1.7965322,1.8896585,30.7588902,28.1529102,0.6288735,942.4503784,1.4061222,0.9369346,11.6980133,14.2130051,0,70.4610672,0,0,731.8578491,38.8017616,99.2392883,0.506556,7.4834166,0,0.2707984,1.6117392,179.4505005,0.0357011,0,0.1469289,9.0238104,0.3072155,0.5733134,10.208312,0.6960753,1.8956779,12.3894892,20.938055,8.8608971,12.064045,0,2.5898049,62.1188469,1.7856902,17.2394104,115.2869186,2.0498848,0.2815491,68.9750443,11.0992546,27.2632847,8.1085873,1.3635882,22.1928864,3.1379507,18.3734512,0.0227513,1.9423802,34.2264938,31.8073444,0.8032786,666.1109619,1.3119336,0.9528036,14.7850733,15.1488552,535.0917358,35.0743752,90.0626907,0.0264843,0.7031183,9.4793262,0.3154078,1.5552369,248.5736542,0.1066128,10.5509176,0.3556021,0.6424919,2.9801495,81.3266144,1.4057511,18.6286125,100.3136673,0.9577545,5.5421934,5.4480267,673.6193848,1.4822881,0.3273682,1.3716407,0.5153707,62.7942886,10.5083542,26.8351727,7.4784913,22.6096592,2.3169873,14.354681,0.0353866,0.0604576,1.8734461,31.376049,27.2178154,0.6075347,895.7896729,1.5397104,0.9598606,11.9293413,13.3805771,736.281189,64.9886169,94.0068665,0.0382892,0.626609,7.2185483,0.3078576,1.4597861,178.7387543,0.1456558,9.052351,0.294929,0.5735154,2.61587,56.6081657,1.6185693,16.6544876,93.9164352,2.3248284,0,0,0.0478837,0,0.1054822,3.5299339,0,0,29.4320087,0,8.3977499,5.921247,2.9026575,23.8952503,8.2254906,20.5369854,0,0,0.3501943,0.5898774,0,62,539.5955811,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1529",1529,"As","Dissolved",0,247196,6815,137,22.4130268,0,0,0.6947708,0.9988725,0.5356559,59.48909,9.2319403,24.8766632,5.542407,20.7155781,0.0804094,3.0184319,0,2.1679764,12.5221243,0,0,0.0871194,0,0.0253849,0,2.4844575,1.8471763,29.4805393,26.4154129,0.5279831,643.7069092,1.4849408,0.8618818,10.5441732,13.029624,0,58.2535248,0,0,677.4753418,45.522171,86.1790161,0.4310796,6.9306388,0,0.2494887,1.5149266,144.985199,0.0345809,0,0.1332117,8.96455,0.2706865,0.5451262,8.4837093,0.584897,0.6972031,11.4150753,18.8951416,8.2184782,10.7459345,0,2.4855368,52.7103157,1.6017524,16.4992428,96.4388123,1.2647809,0.3252557,64.1034698,9.7977333,25.6523361,5.7844501,1.6042279,19.4299374,2.5369878,15.3862743,0.0190317,1.8927298,31.9440956,29.259779,0.6079662,591.3312378,1.2659007,0.8918439,12.2340536,14.252923,492.3929443,26.3215008,88.4765472,0.0376269,0.721626,7.8437629,0.2797823,1.4121486,165.9966888,0.1032488,9.6268091,0.2925494,0.5788697,2.652555,62.9901161,1.2984473,17.9600811,82.0077591,0.8961403,4.8873925,5.8258548,585.4012451,1.439617,0.2566727,0.7291723,0.488972,62.1286201,9.5377426,22.3060665,5.6334763,18.0938034,2.0075312,13.5105782,0.0264723,0.0491303,1.7892807,30.79669,24.9912643,0.495854,648.6343994,1.4796002,0.8338419,10.5905552,11.8030043,629.8903198,47.6963959,88.3045425,0.0311494,0.5222186,6.6593165,0.2532026,1.4090593,137.5835571,0.1281922,9.0180759,0.2569489,0.5624354,2.5042169,46.1981888,1.4503089,16.5344791,72.3940353,1.2498507,0,0,0.0562017,0,0.110614,3.7785912,0,0,43.3281708,0,7.7890854,3.4167404,1.2557926,19.1265526,7.7650151,20.3183708,0,0,0.1426151,0,0,63,393.8190918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1531",1531,"As","Dissolved",1,247198,6809,118,22.4336014,0,0,0.6937635,0.9985697,0.5385671,59.550518,9.2621279,24.9325085,5.543365,20.8767147,0.0802476,3.0262773,0,2.1748018,12.544838,0,0,0.0872724,0,0.0254449,0,2.4835029,1.8477471,29.5074158,26.4464226,0.528344,648.4578857,1.4879086,0.8637649,10.5648022,13.0479984,0,58.6132698,0,0,681.9772949,45.3900223,86.219902,0.4321617,6.9503889,0,0.2497016,1.5162655,145.0380554,0.0346331,0,0.1335171,8.9668493,0.2714136,0.5457996,8.4922638,0.5850045,0.6958382,11.4224167,18.9304161,8.2283897,10.7719135,0,2.4905231,52.8354874,1.6049166,16.5094681,97.257225,1.265898,0.325708,64.245903,9.8305531,25.6864223,5.7846417,1.6048281,19.4564934,2.548095,15.4308729,0.0190431,1.8944627,32.006218,29.2733116,0.6087573,593.1615601,1.2662687,0.8933938,12.297101,14.2831383,494.5078125,26.3933372,88.5449295,0.0375136,0.7216305,7.8747072,0.2797412,1.4135928,166.2164459,0.1032708,9.6406469,0.2936165,0.5790987,2.657654,63.1596832,1.2986617,17.9923153,82.4060059,0.8979562,4.9024668,5.8214011,586.7384033,1.4420326,0.2590475,0.7296059,0.4941029,62.1979256,9.5811472,22.3301697,5.6341748,18.247612,2.0151763,13.5454273,0.0265774,0.0495448,1.7918146,30.8310623,25.0434723,0.4964952,653.1756592,1.4846834,0.8373501,10.6199951,11.8310709,634.394104,48.3350983,88.3623962,0.0312687,0.5250607,6.6801119,0.253725,1.4131585,137.7758942,0.1286364,9.0288734,0.257619,0.5633,2.509815,46.3326569,1.4562182,16.5541019,73.5958328,1.2503222,0,0,0.0561116,0,0.1106886,3.7842433,0,0,43.1549759,0,7.7997675,3.4276943,1.2563663,19.1615505,7.7573509,20.3205471,0,0,0.1426938,0,0,63,389.2753906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1532",1532,"As","Dissolved",0,247199,6825,240,22.4567566,0,0,0.692605,0.9982924,0.5416197,59.6988335,9.3176155,24.9533005,5.5441542,21.1296711,0.0800472,3.0321259,0,2.1866217,12.5924568,0,0,0.0875367,0,0.0255251,0,2.4821081,1.8506513,29.5732365,26.4576397,0.5288197,655.416687,1.4902709,0.869852,10.6057081,13.0566759,0,59.1452141,0,0,687.0947266,45.1382866,86.3088837,0.4360982,6.9886956,0,0.2498161,1.5170653,145.2263641,0.0346873,0,0.1340088,8.9710712,0.2728692,0.5468273,8.4980679,0.5852482,0.6942058,11.428442,19.0465183,8.2704353,10.8452635,0,2.4972739,53.056366,1.6093953,16.5338669,98.460144,1.2700741,0.3255992,64.511467,9.8793335,25.6986485,5.7843823,1.6004094,19.486414,2.5685353,15.525404,0.0190634,1.8988619,32.1246529,29.2637806,0.6098298,595.1956787,1.2659398,0.8977388,12.428092,14.3012562,496.083313,26.5515594,88.6585922,0.0373431,0.7215666,7.9296527,0.2792867,1.4159644,167.0374451,0.1033287,9.6682587,0.2956108,0.5792426,2.665904,63.4838943,1.2989783,18.0561714,83.0053024,0.9030221,4.9323988,5.8069444,590.0790405,1.4473729,0.2625676,0.7303885,0.5003759,62.321537,9.6439219,22.3393898,5.6346774,18.4958591,2.0277569,13.6048717,0.0267082,0.0502353,1.7974951,30.8982735,25.0798454,0.4973073,659.3028564,1.4893279,0.8461692,10.6718149,11.852416,639.9981689,49.3768463,88.4430542,0.0314315,0.5309367,6.7161965,0.2544056,1.4193096,138.1504364,0.1293844,9.0490398,0.2588119,0.5645232,2.5173481,46.563324,1.4641632,16.5824032,75.5656204,1.2544484,0,0,0.0561575,0,0.110623,3.7963374,0,0,42.79319,0,7.8153143,3.4541013,1.2613845,19.2580338,7.7597094,20.3185635,0,0,0.1433154,0,0,63,389.2753906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1536",1536,"As","Dissolved",3.3,264762,3325,768,15.5466108,0,0.02912,2.8038499,1.9280404,0.1685394,41.8236771,6.8622446,33.5662117,5.5528998,13.5100012,0.559808,1.6128799,1.6513618,1.7843726,8.4978638,0,0,0,1.3022091,0.0175886,0.6113413,1.0981579,1.5991786,21.4279366,25.2159805,0.8925386,451.6948853,0.8134574,0.4938453,7.7911391,15.2226725,0.2285032,14.6072931,0,0,533.7316895,59.9141083,65.1737518,0.5727735,5.1168575,0,0.205463,1.0706275,157.6999969,0.0279334,0,0.1,6.7266283,0.1789013,0.3997697,6.2063451,0.2428557,4.5081663,7.8271694,12.9531631,5.2060785,7.6787233,1.0998882,1.6632866,46.713604,0.8470919,10.6789722,43.0377769,3.8052988,0.12659,42.4063873,7.4041352,27.7822418,5.443994,1.5589745,15.3317633,1.7221947,9.3347406,0.0205209,1.4488686,22.8366127,25.8512592,0.9153014,359.7507629,0.6832587,0.352727,7.2740579,14.9805145,421.9031982,12.1806335,62.4664001,0.127421,0.597678,5.4466953,0.2061897,1.0901682,158.7097931,0.1,6.8719215,0.1519917,0.4471546,2.045964,46.517952,1.0259024,12.5085649,40.3149681,1,3.7176929,5.6165476,455.8825073,1.1627162,0.1680896,2.263366,0.1722455,47.8230934,6.8463769,29.27985,5.1710844,12.6017017,1.7766323,9.203845,0.0159837,0.0280811,1.6627173,24.2502193,21.6668568,0.9164438,412.9096985,0.8012514,0.5885332,7.2240529,14.4043598,572.4194336,17.5109787,67.3474579,0.0234431,0.5695202,5.5826526,0.2128437,1.0989478,154.0462189,0.1,7.3313756,0.1690117,0.4149316,1.6455737,47.2920799,0.8444934,11.5199604,43.3275452,7.6951652,0,0.5664969,0.1266716,1.3091213,0.4321721,0.736172,0,0,56.2394638,0,7.4439168,1.2353055,8.3507366,9.63064,4.5412683,14.0696726,0,0,1.0379227,1.5183611,0,66,249.7053986,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"1537",1537,"As","Dissolved",0,247209,6845,90,22.4799385,0,0,0.6914357,0.9977876,0.5456119,59.6139565,9.3106737,25.0927792,5.5459824,21.1858997,0.0798867,3.0469689,0,2.1862454,12.575079,0,0,0.0875438,0,0.0255756,0,2.4816356,1.8469863,29.531517,26.5380192,0.5290685,658.4546509,1.495869,0.8645446,10.5949631,13.0971394,0,59.3712311,0,0,691.8250732,45.1894455,86.2697525,0.4334192,6.9783249,0,0.2503289,1.5197657,145.0546417,0.0347524,0,0.1341365,8.9691458,0.2725044,0.5471674,8.512804,0.585133,0.6927332,11.4385796,18.9451714,8.224762,10.7922688,0,2.5003262,53.0428391,1.6115226,16.5202351,98.9248428,1.265638,0.3273455,64.4745636,9.8930645,25.784626,5.785573,1.6106302,19.5191307,2.5665455,15.4930239,0.0190646,1.8961859,32.1019554,29.3272591,0.6103763,597.3954468,1.26785,0.8944852,12.3843603,14.3624353,499.8526917,26.5125504,88.6625137,0.0372883,0.7217147,7.9278212,0.280032,1.4162394,166.1693726,0.1033008,9.661644,0.2953603,0.5797578,2.6667781,63.4333458,1.2990898,18.0392132,83.2004242,0.9002485,4.9245157,5.8210297,588.1422119,1.4448221,0.2639876,0.7303019,0.5057743,62.3157272,9.6662054,22.4000397,5.636138,18.5489292,2.0288436,13.6050205,0.0268171,0.0503286,1.7948551,30.8826256,25.1812515,0.4978375,663.0772095,1.4976375,0.8409557,10.6710377,11.9005833,644.0196533,49.6074753,88.4826202,0.0315119,0.5302298,6.7138028,0.2548633,1.4205323,138.0871277,0.1295138,9.0452337,0.2587685,0.5651091,2.5210958,46.5608063,1.4691689,16.5932655,75.8877716,1.2479097,0,0,0.0557265,0,0.1109777,3.7928481,0,0,42.9024734,0,7.8222861,3.4379458,1.2534245,19.1980724,7.7324986,20.3291473,0,0,0.1423556,0,0,63,434.1898804,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
