"OID_","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","SiteID","Elevation","WellDepthMeasureValue","AM_A_Amorph_7_16","AM_A_Analcime_7_16","AM_A_Aragon_7_16","AM_A_C_Inorg_7_16","AM_A_C_Tot_7_16","AM_A_Ca_7_16","AM_A_Calcite_7_16","AM_A_Cd_7_16","AM_A_Ce_7_16","AM_A_Co_7_17","AM_A_Cr_7_17","AM_A_Cs_7_17","AM_A_Cu_7_17","AM_A_Dolomite_7_16","AM_A_Fe_7_17","AM_A_Ga_7_17","AM_A_Goethite_7_16","AM_A_Gypsum_7_16","AM_A_Hematite_7_16","AM_A_Heuland_7_16","AM_A_Hg_7_17","AM_A_Hornbl_7_16","AM_A_K_7_17","AM_A_Kaolinit_7_16","AM_A_La_7_17","AM_A_Li_7_17","AM_A_Mg_7_17","AM_A_Mn_7_17","AM_A_Mo_7_17","AM_A_Na_7_17","AM_A_Nb_7_17","AM_A_Ni_7_17","AM_A_Other_7_16","AM_A_P_7_17","AM_A_Pb_7_17","AM_A_Pyrite_7_16","AM_A_Pyroxene_7_16","AM_A_Quartz_7_16","AM_A_Rb_7_17","AM_A_S_7_17","AM_A_Sb_7_17","AM_A_Sc_7_17","AM_A_Se_7_18","AM_A_Serpent_7_16","AM_A_Sn_7_18","AM_A_Sr_7_18","AM_A_Talc_7_16","AM_A_Te_7_18","AM_A_Th_7_18","AM_A_Ti_7_18","AM_A_Tl_7_18","AM_A_Tot_10A_7_16","AM_A_Tot_14A_7_16","AM_A_Tot_Carb_7_16","AM_A_Tot_Clay_7_16","AM_A_Tot_Flds_7_16","AM_A_Tot_K_fs_7_16","AM_A_Tot_Plag_7_16","AM_A_Tot_Zeol_7_16","AM_A_U_7_18","AM_A_V_7_18","AM_A_W_7_18","AM_A_Y_7_18","AM_A_Zn_7_18","LM_C_Amorph_7_19","LM_C_Analcime_7_19","LM_C_aragon_7_19","LM_C_C_Inorg_7_19","LM_C_Ca_7_17","LM_C_Cd_7_17","LM_C_Ce_7_18","LM_C_Co_7_18","LM_C_Cr_7_18","LM_C_Cs_7_18","LM_C_CTot_7_15","LM_C_Cu_7_18","LM_C_Dolomite_7_19","LM_C_Fe_7_18","LM_C_Ga_7_18","LM_C_Gibbsite_7_19","LM_C_Hg_7_18","LM_C_K_7_18","LM_C_La_7_18","LM_C_Li_7_18","LM_C_Mg_7_18","LM_C_Mn_7_18","LM_C_Mo_7_18","LM_C_Na_7_18","LM_C_Nb_7_18","LM_C_Ni_7_18","LM_C_P_7_18","LM_C_Pb_7_18","LM_C_Rb_7_18","LM_C_S_7_18","LM_C_Sb_7_18","LM_C_Sc_7_18","LM_C_Se_7_18","LM_C_Sn_7_18","LM_C_Sr_7_18","LM_C_Te_7_18","LM_C_Th_7_18","LM_C_Ti_7_18","LM_C_Tl_7_18","LM_C_U_7_15","LM_C_V_7_18","LM_C_W_7_18","LM_C_Y_7_18","AN_C_Calcite_7_22","AN_C_Goethite_7_19","AN_C_Gypsum_7_22","AN_C_Hematite_7_22","AN_C_Heuland_7_19","AN_C_Hornbl_7_19","AN_C_Kaolinit_7_19","AN_C_Pyrite_7_19","AN_C_Pyroxene_7_19","AN_C_Quartz_7_19","AN_C_Talc_7_19","AN_C_Tot_10A_7_19","AN_C_Tot_14A_7_19","AN_C_Tot_Carb_7_19","AN_C_Tot_Flds_7_19","AN_C_Tot_K_fs_7_19","AN_Top5_Ag_7_17","AN_Top5_Al_7_17","AN_Top5_As_7_17","AN_Top5_Ba_7_17","AN_Top5_Be_7_17","AN_Top5_Bi_7_17","AN_Top5_Ca_7_17","AN_Top5_Cd_7_17","AN_Top5_Ce_7_17","AN_Top5_Co_7_17","AN_Top5_Cr_7_17","AN_Top5_Cs_7_17","AN_Top5_Cu_7_17","AN_Top5_Fe_7_17","AN_Top5_Ga_7_17","AN_Top5_Hg_7_17","AN_Top5_In_7_17","AN_Top5_K_7_17","AN_Top5_La_7_17","AN_Top5_Li_7_17","AN_Top5_Mg_7_17","AN_Top5_Mn_7_17","AN_Top5_Mo_7_18","AN_Top5_Na_7_18","AN_Top5_Nb_7_18","An_Top5_Ni_7_18","AN_Top5_P_7_18","AN_Top5_Pb_7_18","AN_Top5_Rb_7_18","AN_Top5_S_7_18","AN_Top5_Sb_7_18","AN_Top5_Sc_7_18","AN_Top5_Se_7_18","AN_Top5_Sn_7_18","AN_Top5_Sr_7_18","AN_Top5_Te_7_18","AN_Top5_Th_7_18","AN_Top5_Ti_7_18","AN_Top5_Tl_7_18","AN_Top5_U_7_18","AN_Top5_V_7_18","AN_Top5_W_7_18","AN_Top5_Y_7_18","AN_Top5_Zn_7_18","Best_Guess__ac_","PRISM_ppt_30yr_normal_800mM4_annual_bil","bfi48grd","GENERALIZE_Sedimentary_clastic","GENERALIZE_Igneous_volcanic","GENERALIZE_Unconsolidated_undifferentiated","GENERALIZE_Sedimentary_undifferentiated","GENERALIZE_Unconsolidated_and_Sedimentary_undifferentiated","GENERALIZE_Sedimentary_carbonate","GENERALIZE_Igneous_intrusive","GENERALIZE_Metamorphic_undifferentiated","GENERALIZE_Metamorphic_and_Sedimentary_undifferentiated","GENERALIZE_Water","UNIT_NAME_Residual_materials_developed_in_sedimentary_rocks_discontinuous","UNIT_NAME_Residual_materials_developed_in_fine.grained_sedimentary_rocks","UNIT_NAME_Basaltic_and_andesitic_volcanic_rocks","UNIT_NAME_Alluvial_sediments_thin","UNIT_NAME_Colluvial_sediments_thin","UNIT_NAME_Residual_materials_developed_in_carbonate_rocks_discontinuous","UNIT_NAME_Alluvial_sediments_thick","UNIT_NAME_Eolian_sediments_mostly_dune_sand_thin","UNIT_NAME_Residual_materials_developed_in_igneous_and_metamorphic_rocks","UNIT_NAME_Rhyolitic_volcanic_rocks","UNIT_NAME_Water","UNIT_NAME_Eolian_sediments_mostly_loess_thin","US_L3NAME_Arizona.New_Mexico_Mountains","US_L3NAME_Arizona.New_Mexico_Plateau","US_L3NAME_Sonoran_Basin_and_Range","US_L3NAME_Southern_Rockies","US_L3NAME_Mojave_Basin_and_Range","US_L3NAME_Colorado_Plateaus","US_L3NAME_Central_Basin_and_Range","US_L3NAME_Wasatch_and_Uinta_Mountains","bas1","bas5","bas10","spl3cat","spl5","U3Cat"
559,"U","Dissolved",7.15,264676,2960,"NULL",16.166111,0,0.0295348,0.667106,1.8254812,2.2422843,3.0598845,0.1701988,42.4019737,7.6239033,32.918251,5.5524402,15.6064072,1.9944904,1.8314009,8.5670252,0,0,0,1.2750741,0.0171829,0.5850323,1.5983285,1.3433188,21.4301872,24.9681244,0.897479,478.4355469,0.7208036,0.4896983,7.1766434,15.0525904,0.2287833,574.4193726,14.0839853,0,0,58.4335022,64.1150742,0.0278099,0.5509224,5.6417994,0.205602,0,1.0921891,147.8479614,0,0.1,6.5977144,0.1853848,0.3888058,6.135808,0.2388771,5.3733029,7.8100548,11.6319542,4.7260256,6.6692724,0.9806993,1.6672616,48.6846657,0.7880902,11.3834772,44.0197258,15.8722954,0,0,1.0059571,3.7270148,0.1265076,44.3541641,8.1806459,29.718174,5.4003263,1.6008666,17.4309292,1.914053,1.8825674,9.5812092,0,0.0198524,1.5229295,23.4828262,27.8745117,0.9841233,416.4052124,0.6656745,0.3884775,7.1665573,16.1350956,446.3084106,12.4149532,66.5251617,0.1394343,0.5850186,6.2929215,0.2063921,1.1472414,163.509491,0.1,6.9696546,0.1711637,0.4371706,1.9808357,51.4730339,1.0338535,13.0385475,6.6596899,0,0.8620543,0.1298454,1.2980818,0.4051797,0.9533944,0,0,53.6455765,0,7.7934985,1.2514788,8.0884781,9.167387,4.298583,1,3.6554575,5.285409,435.5348816,1.1962585,0.1640881,2.4915721,0.1660076,44.8481216,7.1464992,28.7397251,5.171267,14.0600128,1.7941813,8.8287401,0.015538,0.0283106,1.5865788,22.5974483,22.5252056,0.9971719,448.6645508,0.7100576,0.5150687,6.4952788,14.6865273,586.7563477,15.9884996,65.7710114,0.024268,0.51472,5.7217894,0.2135775,1.0659208,140.7233582,0.1,7.0536342,0.1704854,0.381593,1.6463125,47.6445312,0.7612793,11.3422251,43.2751389,0,264.9580078,69,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,FALSE,TRUE,"C1"
542,"U","Dissolved",1.1,259546,5560,"163",13.6600046,0,0.0324025,0.5696197,1.6816169,1.6131998,1.7675259,0.148107,29.8352375,4.6061254,28.5468292,5.5070257,9.6010218,2.9747038,1.0462375,6.4844899,0,0,0.0357836,0,0.0147109,0,1.418959,1.8777119,15.9974413,21.3953629,0.8436375,282.6063843,0.6356227,0.2246687,4.5717244,12.3806152,0,734.168396,11.0157442,0,0.2239272,70.2042465,56.0017357,0.0229912,0.3616411,3.5874233,0.2502531,0,0.7936017,123.3745041,0,0.1,4.0823402,0.1060594,0.2996359,4.7193904,0.4769796,4.4679146,7.3445039,9.6704702,4.827939,4.8334017,0,1.402384,29.0149059,0.5307969,9.5436401,30.1989727,10.2670641,0.0192974,0.0814534,0.9107029,2.8140082,0.12521,28.9771023,4.6604099,27.2495174,5.1521745,1.3599678,10.847209,3.0831227,1.0757552,6.1518726,0,0.0158566,1.2202296,16.8295174,18.0138588,0.8558555,196.8443604,0.5972688,0.1191498,3.7451384,13.1172791,707.9639282,10.4659967,47.7237625,0.0879379,0.3498483,3.4913974,0.2188401,0.7753328,100.8934174,0.1,4.7675052,0.0935612,0.346719,1.7882745,32.0355186,0.5569193,11.387476,6.084691,0,0.2090078,0.1246097,0,0.0277227,1.6710891,0,0.187584,73.2969284,0,5.79566,0.5938034,7.3278241,5.0931778,3.3791358,1,2.6287243,3.5594587,406.4000244,0.696519,0.1379657,1.7068597,0.1701937,25.0422459,3.6173215,26.908783,5.193943,8.2717609,0.9546632,5.8754082,0.0139053,0.0221168,1.3998615,14.3277159,15.4531641,0.6959655,227.4326172,0.5592148,0.2905742,3.4941404,12.0570259,858.5411377,13.1699677,49.2101669,0.0250823,0.3461886,2.8931026,0.2560927,0.781022,129.2462921,0.1,3.7597914,0.0939883,0.320474,1.1389014,26.2430115,0.5446631,8.1137648,32.4326401,0,401.5950012,77,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,TRUE,TRUE,"C1"
372,"U","Dissolved",15,51522,3610,"NULL",16.690691,0,0.0464545,1.3591996,2.4031062,4.0618019,6.5304809,0.2711779,50.479496,8.3332129,35.7459526,5.4763789,19.5320892,4.2023873,2.0420539,9.6178427,0,0,0.2517717,0,0.0233549,0.0402808,1.3617268,1.3184659,28.1511726,21.4274921,1.1105528,483.9101868,1.073126,0.3082552,8.9116383,15.7753277,0,1115.4335938,18.1998024,0,0.1789894,55.1533546,65.5037689,0.0309873,0.7958198,5.6760864,0.3686892,0,1.2884287,177.0454102,0,0.1,8.995079,0.2083303,0.4572253,7.2617278,0.7434071,10.7866335,9.3313684,9.1314087,4.9071298,4.1927066,0,2.4421215,42.6518822,1.0443687,19.064249,48.3041801,21.3978539,0,0,2.356771,7.3068795,0.1801154,42.9391937,7.7679024,38.6740303,5.7191448,3.3332758,19.1513615,5.6267643,1.8214829,8.7543249,0,0.0260195,1.3250867,25.3009071,26.8938656,1.3790135,369.9288025,0.85734,0.2224013,6.023541,18.5230293,1345.4952393,12.8576965,62.0195389,0.0345978,0.5418953,5.9221325,0.34545,1.3592464,235.1660767,0.1,7.4413176,0.2064403,0.4497048,2.2138867,47.2074471,2.8659399,18.7080479,13.3138418,0,0,0.0209954,0,0.0206676,2.3274987,0,0.3898145,43.6542511,0,6.8305736,1.0840718,19.1789589,4.5430188,2.3869948,1,3.3366339,13.5580292,385.8908691,1.0312716,0.2042833,3.2569473,0.2768265,43.8223686,7.5398402,36.8548431,5.2696829,18.5830021,2.0066345,8.0282631,0.0233032,0.0328568,1.384877,24.4829617,20.217453,1.0258069,469.2337646,0.8649322,0.3119723,7.3968005,15.8055458,1171.1694336,16.8007984,59.2667618,0.031808,0.6879058,5.2569165,0.3318013,1.1892861,168.9167633,0.1066046,8.0984001,0.1971189,0.4106211,2.14342,38.7738037,0.9746078,16.2416077,48.3835258,0,307.5440063,68,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,TRUE,TRUE,"C1"
719,"U","Dissolved",103,152740,5604,"19",22.7452316,0.0791288,0,0.0654864,3.6076169,1.0010482,0.4533078,0.5852394,62.9675369,9.307209,26.6808548,6.1222935,20.275816,0.0972258,2.444381,12.9180098,0,0.3103455,0.2220225,0,0.024324,0,1.6482328,2.7995687,30.9457588,30.9534855,0.6135808,748.2498779,1.8324541,0.6637455,10.9412794,12.6110497,0,701.180542,56.6858902,0,0,48.8424377,80.9174118,0.0920798,0.9445438,7.210968,0.3378381,0,1.68887,184.1001434,0.0598873,0.1315014,9.9476709,0.2601734,0.6249622,9.8702192,0.6880618,0.5510759,13.3275423,14.9033833,6.1724749,8.6187363,0.0811581,2.5872262,63.250721,1.6128814,17.5071049,99.0859299,20.8472824,0,0,0.4720843,2.7164996,0.4161516,64.2045441,9.0138369,28.0247383,6.0615211,2.3457723,21.4540272,0.1784514,2.4394293,13.1521263,0,0.0189838,1.5910493,31.3493099,35.6037674,0.7032364,614.1109009,1.1635381,0.7053573,10.2546406,13.6542768,588.0516968,26.8894558,81.6265182,0.1020813,0.7385139,6.9264426,0.3434052,1.436702,231.1758575,0.1030883,9.1948729,0.2667555,0.5579819,2.4889953,66.3541489,1.4813294,17.9036045,3.6546743,0,0.2660123,0.0718446,0,0.0571756,3.5269322,0,0,45.5236664,0,9.5855274,1.1147897,3.8623242,13.3321352,5.3644738,1.1295269,4.6120191,7.2136588,548.7215576,1.3159604,0.3037592,0.9026894,0.570253,62.4784088,9.3956404,24.1646557,6.1703124,22.141386,2.2613778,13.2095203,0.023728,0.0507815,1.5242858,30.3342743,28.6586456,0.5832197,705.2698364,1.7823679,0.6224865,10.308095,11.5040359,757.1387939,49.9896736,81.5365295,0.1056741,0.9289541,6.5645247,0.3322653,2.6550028,179.0006561,0.1303601,9.621273,0.2450468,0.6107947,2.5358198,55.3510132,1.5807937,18.1175594,90.8043137,600,225.6999969,61,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,TRUE,TRUE,"C3"
264,"U","Dissolved",0.68,269518,5872,"NULL",13.9462891,0,0,0.108193,0.5474185,0.9107642,0.6417547,0.1748633,48.429451,5.7541637,12.8572187,5.0746617,19.0795288,0.2634604,1.5106291,11.8617201,0,0,0,0,0.0151406,0,1.9194366,1.7904959,25.2384624,16.9588642,0.4162108,306.543457,0.6320192,0.8948457,8.6406775,7.6326771,0,349.1909485,15.6522818,0,0.0136765,53.1821861,81.1626053,0.0246777,0.7517297,5.0322905,0.2218111,0,1.206907,150.1363068,0,0.1,7.9858332,0.2130838,0.4654154,6.1910381,0.8744315,0.9045253,8.8827257,20.7405567,9.4684963,11.311532,0,1.936994,38.3851967,0.6953303,14.8682318,48.0884438,15.5559378,0,0,0.370854,1.8083171,0.1146526,51.1202431,6.7619987,15.1650562,5,0.8276933,11.2832489,0.4310982,1.6032218,12.7020607,0,0.0149622,1.8500679,27.312912,18.2311344,0.4820992,289.6343689,0.715638,0.9192761,9.3214588,8.4978247,295.9368591,14.5192947,86.202652,0.0459029,0.719749,4.8392839,0.2459504,1.027132,166.0475616,0.1252167,8.0834875,0.2083242,0.4537793,2.1297774,39.4163551,0.9032783,16.3309708,2.5898626,0,0,0.0350805,0,0,1.8561224,0,0,53.8473244,0,5.9268374,1.6870455,3.1900029,17.5872002,8.0583496,1,4.7607598,5.0654354,650.887146,1.2663611,0.1168625,0.7127204,0.151299,49.4527702,5.83218,12.8163595,5.2028713,11.3943272,1.4149367,11.9028645,0.0145353,0.0278265,1.8744786,25.6219692,16.0901566,0.3857815,297.3977966,0.603277,0.8786857,8.3047791,7.0093827,347.6699524,15.4125528,83.59729,0.0220413,0.7204477,4.809577,0.2,1.0653747,145.7241821,0.1,7.6443057,0.1974077,0.4726212,1.878008,34.5102272,0.7129754,14.8495731,55.3561478,0,217.5679932,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,"C1"
283,"U","Dissolved",1.4,8342,4230,"NULL",20.8454494,0,0.0137928,0.9277786,1.9299005,4.3114557,7.1163955,0.2401561,78.2130051,11.1093473,49.2221146,5.7341199,17.9224911,0.439256,2.8191874,14.0243244,0,0,0.1823583,0.1232483,0.0232577,0.9047778,1.8166273,0.4762285,39.8238068,22.4829121,1.00339,549.9110718,0.9471321,0.8427682,16.1922398,30.1965599,0,800.5437622,20.116375,0.0132996,1.3344922,40.5026245,87.0337753,0.0217131,0.6301433,8.8497505,0.224494,0,2.0432606,167.0803528,0,0.1,13.1067944,0.3046706,0.5446278,7.6970925,1.1533371,7.5400939,9.1495905,19.3829155,8.2154341,10.8189154,0.057432,2.491318,53.9678192,1.5747885,25.1757526,58.192173,19.2780056,0,0,1.9125662,7.9731646,0.1533874,66.3216095,9.9126225,38.518055,5,3.1768057,16.3770275,0.1583255,2.3970094,11.9881449,0,0.0173639,1.537396,34.8322029,25.6456413,0.8242894,419.6117859,0.7963283,0.7242638,10.8876562,23.8225994,808.2451782,14.4008045,69.852951,0.0206932,0.4327595,7.7650933,0.2265748,1.5879873,191.7813416,0.1,10.4963331,0.2803977,0.4866468,2.1783159,53.9533768,2.2910545,21.4584084,15.0153818,0,0,0.1271178,0,0.6916209,0.7074508,0,1.1215435,35.1581917,0,6.7918577,2.3385839,16.0585423,16.5080738,6.5344238,1,4.7412839,6.7733965,574.5661621,1.6744881,0.2568982,3.7432978,0.2478255,74.1417694,10.3183289,47.726284,5.3131566,17.3290043,2.7035608,12.7413883,0.0249995,0.049901,1.8694872,36.8710251,21.3540726,0.8333593,537.5196533,0.889547,0.8676532,14.6102781,24.6088924,807.7131348,20.7398319,84.9448929,0.0248814,0.5944653,8.8099546,0.2164693,1.997447,165.9102325,0.1065878,12.2266121,0.3073041,0.4938065,2.345901,53.2464294,1.4204378,23.3788834,59.0842171,0,208.6369934,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,TRUE,FALSE,"C1"
486,"U","Dissolved",9.1,52238,5370,"600",13.9756098,0,0,1.0652597,2.2182417,3.2353981,3.7541859,0.1898544,38.9482574,5.4720693,29.2314968,5.3298311,11.7571335,4.6678271,1.3600544,7.6516094,0,0,0.1164785,0,0.0172991,0,1.4011421,1.631628,23.0779839,20.7755089,1.0856177,391.4069519,0.7885281,0.25374,6.2012963,11.866601,0,1282.4345703,13.6747456,0,0,62.1921883,60.4332123,0.0263171,0.5280628,4.33952,0.2907034,0,1.0167019,163.6468506,0,0.1,6.6672835,0.1482596,0.3523237,5.7162313,0.3855083,8.381773,7.8854008,8.6372375,4.8440247,3.8033016,0,1.9812725,30.6655998,0.7470555,17.1631203,38.0111237,14.6623898,0,0.0613677,1.7661645,5.4445839,0.1395371,35.1320953,5.4313192,30.612627,5.1279874,2.54691,13.6658545,5.2605081,1.2901821,6.8922791,0,0.0186795,1.2518249,21.6820908,22.4224548,1.2484496,303.8851929,0.7323007,0.1892607,4.4966841,13.1855173,1248.2624512,10.6203928,53.6048355,0.109291,0.4264826,4.3848071,0.3035519,0.9581432,220.1139069,0.1,5.8192863,0.1471884,0.3355589,1.957306,35.6691208,3.3138514,15.9216003,9.0273371,0,0.332516,0.0207184,0,0.0298925,1.8763458,0,0.1356619,58.0910912,0,6.3208432,0.4352362,14.2621613,4.9792247,2.9296813,1,2.9028857,5.4664803,341.5458374,0.8545792,0.1528732,2.9406257,0.1972797,35.0322418,5.0218196,29.3003731,5.186584,11.2314663,1.3418303,6.6689582,0.0165011,0.0263844,1.4115791,20.5074921,19.3164024,1.0245655,377.2518616,0.6754985,0.2569977,5.1486769,12.0998859,1198.4814453,13.5126305,54.6648827,0.0277254,0.4314108,4.057765,0.2766213,0.8920156,156.980484,0.1,6.1757917,0.1465196,0.3316935,1.799003,29.1109943,0.7194399,14.7489796,38.6654358,0,397.8320007,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,FALSE,TRUE,"C1"
422,"U","Dissolved",1.4,51895,2932,"NULL",14.2122459,0,0.0509297,1.10095,2.0366418,3.5280359,4.8065362,0.2178726,43.2044945,6.0182042,26.4376163,5.3774319,15.2575121,3.8780041,1.4765643,7.8804736,0,0,0.112085,0,0.0161583,0,1.36227,1.1387492,25.3093891,20.2349491,0.9819052,380.4871826,0.7054873,0.280028,6.4392915,11.3856888,0,1169.9179688,15.0240602,0,0,60.5487709,60.7359314,0.0256185,0.6264126,4.7531805,0.3185922,0,1.0674484,185.1645355,0,0.1,7.2879634,0.1679426,0.4263651,6.5213213,0.4483662,8.7726269,8.0434628,7.5778518,4.2512121,3.357172,0,2.1270156,33.3713913,0.7951465,19.0313282,39.3854103,15.4778194,0,0.1017713,2.9829257,8.9267635,0.1602418,31.3443851,4.8938656,26.2624588,5.3103499,4.3656325,12.7132425,10.7332945,1.1466621,6.2775841,0,0.0201361,1.2050362,19.5370045,20.4333534,2.1283376,256.3696594,0.5681357,0.1794562,4.3438587,11.1230946,1328.3498535,9.4767113,48.7702637,0.0284573,0.4259553,4.0186477,0.3115619,0.9027813,304.6357727,0.1,5.0910864,0.1341794,0.3675099,1.7217882,31.2354832,2.0522611,15.6539001,14.3342285,0,0,0.0198407,0,0.0267733,1.5880425,0,0.241671,47.8360977,0,5.4102502,0.1900877,24.1994705,4.4048829,2.6888545,1,3.0554335,8.843339,386.2874756,0.9699119,0.1475146,3.4331758,0.2268487,37.2739716,5.5399055,27.042141,5.2189555,15.4017582,1.474764,6.7456374,0.0156798,0.0283716,1.3976866,21.5486679,19.1807022,0.9685792,385.8386536,0.590681,0.2814521,5.4990792,11.7695398,1129.6273193,14.1368179,54.8686371,0.026742,0.5492793,4.5053239,0.2933969,0.9667946,185.2457886,0.1,6.6739912,0.1671793,0.4058272,1.9119632,31.8684235,0.7650676,16.1721134,38.4637146,0,230.0799866,74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,FALSE,TRUE,"C1"
257,"U","Dissolved",2.7,269525,6347,"186.31",13.4329777,0,0,0.1000041,0.5917536,0.9576896,0.6283385,0.1661255,53.9921913,5.8035583,12.0874834,5.0672388,15.7745428,0.2392433,1.4960698,11.5656042,0,0,0,0,0.014751,0,1.9702079,1.9664054,27.5815811,16.8067665,0.4121531,344.3963928,0.6746389,1.024756,8.8396587,7.5777426,0,353.9014282,16.0160732,0,0.053166,53.7145309,83.2518768,0.0252385,0.6640322,4.9927349,0.2178615,0,1.1898197,165.2921295,0,0.1,8.2890072,0.2276439,0.4468366,6.2102065,0.5519437,0.8577526,8.2025547,25.3382244,10.0895567,14.8841915,0,1.9738144,37.838089,0.6126038,15.1959724,47.4060593,15.4170799,0,0,0.2680409,1.5503707,0.1068326,51.864624,6.1526918,14.1956587,5,0.7044407,10.3157158,0.3033214,1.6058319,12.1495647,0,0.012887,1.917621,27.0623112,18.3294678,0.4517818,305.0374451,0.7227212,0.98867,8.361784,7.751297,284.6788635,14.4753981,81.6745911,0.0455314,0.6585163,4.8607502,0.2238588,1.0142803,166.3343658,0.1252747,7.8919492,0.2151279,0.4418064,1.9769431,39.0447845,0.886983,14.9939175,1.9250823,0,0,0.0332039,0,0,1.2325146,0,0,54.354847,0,5.5219288,2.2849307,2.3412564,20.0566101,8.88412,1,4.8355684,4.9855962,668.2433472,1.2876015,0.1258242,0.7287753,0.1290267,51.635643,5.7721376,13.3918371,5.1318736,12.3167801,1.4314206,11.6880503,0.0156722,0.0270867,1.9239839,26.9096928,16.0720196,0.3715744,359.9035645,0.713329,1.0212476,9.0373297,7.0517712,361.7660217,16.1587944,82.4639587,0.0233017,0.6764328,4.7502813,0.2,1.0798572,163.5510101,0.1,7.9131827,0.2178786,0.4627821,1.9389726,34.9395905,0.714364,14.5723305,49.4093628,0,228.8609924,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,TRUE,TRUE,"C1"
321,"U","Dissolved",4.88,51409,4850,"NULL",13.5934696,0,0.0467942,0.6876815,1.0934811,2.3019609,3.5002744,0.1468311,36.274353,4.8196049,14.0960026,5.333828,10.7361393,2.0752194,1.3178982,6.7268157,0,0,0.0432071,0,0.0158884,0,1.4279685,1.3304464,18.4022923,17.0480824,0.6989815,329.2553406,0.5729254,0.4720859,7.8459158,9.2123423,0,486.600769,14.543705,0,0,60.1110382,61.9115829,0.0202674,0.5290057,3.9900348,0.3001274,0,0.843111,160.6487885,0,0.1,5.7862849,0.1568734,0.4116884,6.4283061,0.1405653,5.5530276,7.9429073,10.5192509,5.4714394,4.6084132,0,1.6043097,29.0702534,0.7127247,12.2214203,30.5900955,9.3246794,0,0,1.840925,5.6900558,0.2317306,34.8271561,7.0529256,14.3362732,5.3973055,2.1299136,12.6929817,3.8751469,1.2782232,7.7580957,0,0.0416843,1.5132747,18.0009842,20.395504,1.1330715,290.2453308,0.6806113,0.3946918,7.6498899,10.9677267,499.0219727,11.7754993,58.3819656,0.0271042,0.6688927,3.9932816,0.3573131,0.9669725,235.9289398,0.1,5.6612697,0.1485274,0.4869652,2.3239777,33.1243858,0.9044943,14.607131,10.6201649,0,0,0.0445814,0,0,0.8655125,0,0.5860456,54.4769363,0,5.2624779,0.8668047,14.9987173,9.7209148,4.9239135,1,2.9937861,3.3319943,525.442749,0.8996856,0.1458457,2.0322528,0.128925,33.3881302,3.9925554,12.0226631,5.0498662,9.1748075,1.1912426,5.824357,0.0131813,0.0224002,1.3856686,17.4229584,15.2297277,0.6437785,298.3353271,0.5806143,0.4555924,6.4499807,8.2174606,509.0733337,15.414608,54.4403648,0.0206604,0.4401352,3.5079024,0.2755656,0.7249972,149.9164124,0.1,5.1203661,0.1399587,0.3789989,1.3806247,26.7777462,0.5891142,10.7797785,25.8167419,0,160.8190002,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,FALSE,TRUE,"C1"
