SiteID,Fe,pH,As,prism30yr,baseflow,Top5_Al,Top5_As,Top5_Ba,Top5_Be,Top5_Ca,Top5_Cs,Top5_In,Top5_K,Top5_Ni,Top5_Pb,Top5_S,Top5_Se,Top5_Sn,Top5_Te,Top5_Ti,Top5_Zn,A_Amorph,A_Analcime,A_Aragon,A_C_Tot,A_Calcite,A_Cd,A_Cs,A_Cu,A_Dolomite,A_Goethite,A_Gypsum,A_Hematite,A_Heuland,A_Hg,A_K,A_Kaolinit,A_Li,A_Mn,A_Mo,A_Other,A_P,A_Pb,A_Pyrite,A_Pyroxene,A_Quartz,A_S,A_Sb,A_Se,A_Serpent,A_Sr,A_Talc,A_Te,A_Th,A_Tl,A_Tot_10A,A_Tot_14A,A_Tot_Clay,A_Tot_Flds,A_Tot_K_fs,A_Tot_Zeol,A_U,A_W,C_Amorph,C_Analcime,C_aragon,C_Ca,C_Cd,C_Co,C_Cr,C_Cs,C_CTot,C_Cu,C_Gibbsite,C_Hg,C_K,C_Li,C_Mg,C_Mo,C_Na,C_Nb,C_Ni,C_Pb,C_Rb,C_S,C_Sb,C_Se,C_Sn,C_Sr,C_Te,C_Tl,C_U,C_V,C_W,C_Y,C_Goethite,C_Gypsum,C_Hematite,C_Heuland,C_Hornbl,C_Kaolinit,C_Pyroxene,C_Talc,C_Tot_10A,C_Tot_14A,C_Tot_K_fs,DepthToGW,GENERALIZE,UNIT_NAME,US_L3NAME,Data_Source,US_L3NAME_Arizona/New_Mexico_Plateau,US_L3NAME_Colorado_Plateaus,US_L3NAME_Arizona/New_Mexico_Mountains,US_L3NAME_Southern_Rockies,US_L3NAME_Wyoming_Basin,US_L3NAME_Central_Basin_and_Range,US_L3NAME_Wasatch_and_Uinta_Mountains,US_L3NAME_Mojave_Basin_and_Range,US_L3NAME_Sonoran_Basin_and_Range,UNIT_NAME_Residual_materials_developed_in_sediment,UNIT_NAME_Eolian_sediments_mostly_dune_sand_thin,UNIT_NAME_Residual_materials_developed_in_fine-gra,UNIT_NAME_Alluvial_sediments_thin,UNIT_NAME_Eolian_sediments_mostly_loess_thin,UNIT_NAME_Residual_materials_developed_in_igneous_,UNIT_NAME_Residual_materials_developed_in_carbonat,UNIT_NAME_Basaltic_and_andesitic_volcanic_rocks,UNIT_NAME_Residual_materials_developed_in_fine-grained_sedimentary_rocks,UNIT_NAME_Residual_materials_developed_in_sedimentary_rocks_discontinuous,UNIT_NAME_Glacial_till_sediments_mostly_sandy_thin,UNIT_NAME_Residual_materials_developed_in_igneous_and_metamorphic_rocks,UNIT_NAME_Colluvial_sediments_thin,UNIT_NAME_Residual_materials_developed_in_carbonate_rocks_discontinuous,UNIT_NAME_Alluvial_sediments_thick,UNIT_NAME_Lacustrine_sediments,UNIT_NAME_Water,UNIT_NAME_Playa_sediments,UNIT_NAME_Rhyolitic_volcanic_rocks,GENERALIZE_Sedime,GENERALIZE_Uncons,GENERALIZE_Igneou,GENERALIZE_Unconsolidated_undifferentiated,GENERALIZE_Sedimentary_clastic,GENERALIZE_Water,GENERALIZE_Igneous_volcanic,GENERALIZE_Sedimentary_undifferentiated,GENERALIZE_Igneous_intrusive,GENERALIZE_Sedimentary_carbonate,GENERALIZE_Metamorphic_undifferentiated,GENERALIZE_Unconsolidated_and_Sedimentary_undifferentiated,GENERALIZE_Igneous_and_Sedimentary_undifferentiated,GENERALIZE_Metamorphic_and_Sedimentary_undifferentiated,GENERALIZE_Metamorphic_volcanic,GENERALIZE_Metamorphic_sedimentary_clastic,ClassLTE1,ClassLTE2,ClassLTE3,ClassLTE5,ClassLTE10,ClassGT10,trainClassLTE1_splt,trainClassLTE2_splt,trainClassLTE3_splt,trainClassLTE5_splt,trainClassLTE10_splt,trainClassGT10_splt
83264,5.8,7.7,2.7,292.2859802,75,4.4838481,5.0558438,559.2721558,1.3743607,3.5255959,5.0691628,0.0368888,1.7719871,14.5684052,18.0446758,0.0639797,0.2268661,1.2192522,0.1,0.2441739,56.9964561,24.1701069,0,0.3035959,2.9317429,3.8268883,0.2340921,5.407228,20.0248413,1.7982864,0,0,0.2515694,0,0.0197208,1.8790309,2.1789536,26.562891,683.8739624,0.9966191,0.3835124,772.1072998,19.9082794,0,0.4597868,36.14991,0.0543862,0.5780162,0.2204952,0,250.069931,0,0.1,11.2761469,0.4438507,6.2142334,0.2141139,7.6581674,24.1990089,8.2399416,0,2.273452,1.0422758,28.8036747,0.0200873,0,4.2729735,0.1337627,14.8974552,37.6662369,6.069685,1.831283,18.1621037,0.2139547,0.0233251,1.8444557,31.4343128,1.2701505,0.9358327,0.9372216,10.5445738,17.6493912,19.1120358,86.0393982,0.2047568,0.6578879,0.2297593,1.5396044,262.2424927,0.1,0.5312408,2.5831912,88.2862091,1.103456,19.0170918,0,0.2104073,0.305436,0,0.1412614,2.1285613,0.1520883,0,9.9360943,1.3790425,5.0074058,15.8498468,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
83326,4.5,7.6,1.7,292.6820068,75,4.5069523,5.0041203,559.4873047,1.3764313,3.4847989,5.0696673,0.0376769,1.772387,14.5598774,18.0496979,0.0645628,0.2268698,1.2195538,0.1,0.2462554,57.2394829,24.6597233,0,0.3003929,3.0222189,3.9507015,0.2393818,5.407495,20.1245785,1.8098408,0,0,0.0802133,0,0.0192474,1.8508875,2.0299733,26.5394897,687.6282349,0.9552885,0.3834532,772.4237061,19.8618679,0,0.533069,35.6977501,0.0644718,0.5696386,0.2205939,0,253.5083008,0,0.1,11.1141748,0.4335,6.4818139,0.2157215,7.9250226,23.4500198,7.6310573,0,2.177141,1.0574987,29.0066013,0.0200873,0,4.5230389,0.1462332,14.5595112,37.4274788,6.0729485,1.9200271,17.9600868,0.2138919,0.0220167,1.8279504,30.8503342,1.2899195,0.8702889,0.9576269,10.151803,17.6381416,19.0325012,85.4804001,0.2049811,0.6481253,0.2302396,1.5066702,274.6002502,0.1,0.5263746,2.5019727,86.2609634,1.0862219,19.0060253,0,0.1950406,0.1293173,0,0.1408804,2.0451276,0.2917034,0,10.0549507,1.2637017,4.5687742,20.3997707,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1
83419,5,7.8,4,301.4129944,75,4.6256595,4.9530911,573.1511841,1.3835694,2.9904158,5.2011266,0.0389362,1.8578824,14.6037493,18.6727848,0.0640384,0.2268742,1.2460753,0.1,0.2452382,58.6702881,24.7596321,0,0.2811254,3.0631578,3.7389941,0.2383488,5.4080267,20.5991154,1.7976359,0,0,0.0803607,0.3091922,0.0192485,1.8717096,1.82495,25.905077,703.2193604,0.9710078,0.3854901,765.1856689,20.0842571,0,0.7550949,33.996212,0.0875663,0.5715702,0.2208206,0,273.3074951,0,0.1,11.2436094,0.4278036,6.1088843,0.2176937,7.5327539,24.1168957,7.5979867,0.3026692,2.1805656,1.0734553,29.0812111,0.0200792,0,4.5258403,0.1460286,14.3951206,37.7296219,5.8170056,1.8719777,17.5111866,0.2138117,0.0207066,1.8478215,29.6061058,1.3268589,0.870183,1.0171152,9.8261604,17.1427479,19.3969765,85.5018005,0.2037558,0.6348735,0.2299658,1.4747865,292.4570007,0.1,0.5248065,2.4883773,88.5064468,1.0371026,19.1977749,0,0.1880472,0.1290665,0.3937002,0.4001386,1.9090413,0.2959144,0,9.2917376,0.8084688,4.5604606,24.2019367,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1
83563,13,8.3,10.4,308.9969788,75,4.5741835,4.9282937,584.7819214,1.3433013,3.4918714,5.2014451,0.0406904,1.6867135,18.6566105,18.1416721,0.0648862,0.2269023,1.2197043,0.1,0.2530452,60.074707,24.9452629,0,0.273261,3.1390984,3.5904245,0.2418905,5.4078879,20.6028919,1.279826,0,0,0.1519139,0.3013271,0.0192177,1.8614941,1.5856693,25.2841778,709.6837769,0.906316,0.3954275,770.9512329,19.9953423,0,0.9190662,33.031498,0.1168952,0.5541238,0.2205589,0,284.9841614,0,0.1,11.1232138,0.4192355,5.7958026,0.2144605,7.3294015,23.4224377,7.0682573,0.3082352,2.1152668,1.0827491,29.1394291,0.0199256,0,4.4282532,0.158251,14.1766195,45.4662018,5.8879361,1.8681455,16.8269997,0.2139673,0.0200609,1.788886,28.5468578,1.2867244,0.8321433,1.0630964,10.2187366,23.5092068,19.7621288,84.9451904,0.1278734,0.6241649,0.2307778,1.4586318,320.835022,0.1,0.5314802,2.4272509,88.9624481,0.9606238,19.4874725,0,0,0.2203529,0.3852983,0.3942018,1.7791508,0.8065103,0,8.96595,0.7668201,4.5889764,30.0404987,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1
83593,5.4,8.2,10.9,297.7409973,75,4.5690374,4.9318414,568.1387329,1.3565532,3.4935308,5.2005758,0.0390229,1.8074548,14.1816425,18.8872051,0.0640726,0.2268485,1.2392968,0.1,0.2444407,58.5073318,24.5267029,0,0.3149089,2.9747617,3.6673656,0.241685,5.4728489,20.0063057,1.2595854,0,0,0.2564676,0.3111939,0.019655,1.9019495,1.6507248,25.5198021,692.8580933,1.0176584,0.3875322,764.7730713,20.4226265,0,0.7421343,34.4009628,0.1005471,0.5838526,0.2206803,0,280.3668213,0,0.1,11.5666361,0.4376285,5.645915,0.221158,6.9957337,25.7390842,8.5597353,0.313462,2.267211,1.0861795,28.9284477,0.0200702,0,4.4300718,0.1464336,13.9057045,38.2716446,5.9451618,1.8127413,16.8153,0.2141423,0.0220101,1.8584529,29.6503754,1.2517555,0.9320089,1.0319703,10.0639038,16.9377956,19.5490665,86.5436096,0.1319582,0.6338254,0.2297034,1.5129112,296.3040161,0.1,0.5291931,2.5557449,89.1606064,1.0201102,19.3668461,0,0,0.305067,0.394819,0.4011552,1.879949,0.4571643,0,9.229023,0.740278,4.9961286,7.7857618,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1
84280,9.1,7.65,1.85,354.3710022,74,3.4047363,4.6624513,374.7914429,1.1189477,3.8989689,5.1979094,0.0310335,1.395488,11.434701,23.4696426,0.0396306,0.2595643,1.4636711,0.1,0.1417,48.5655289,23.8399715,0,0.0440587,3.4438016,5.9739876,0.2885945,5.3326612,14.5325603,3.384459,0,0,0,0,0.015969,1.3325667,0.8675721,29.9554214,462.9909058,0.6707241,0,761.8398438,16.0492001,0,0.2179559,48.3435364,0.0359272,0.577754,0.2191784,0,294.9031677,0,0.1,7.0620837,0.3502894,7.0243707,0.724188,8.4192247,10.3147497,3.0692353,0,1.6823604,0.7405108,16.9521008,0,0,7.8544178,0.1721069,5.5926323,24.296381,5.1952806,3.1661417,9.7282972,0,0.0126472,1.1516972,24.0090351,1.372522,0.6625445,0.5386347,4.6172633,8.9152174,10.2899637,50.7082748,0.0538106,0.4037257,0.2127052,0.8397132,332.7857056,0.1,0.264292,1.6909726,41.9120178,0.4631024,10.528903,0,0.0468534,0.0268757,0,0,0.5976033,0.0114487,0,6.8883152,0.6787531,2.3387182,23.9449482,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
84284,9,7.2,0.43,360.446991,72,3.3911352,4.6413159,374.545929,1.112547,3.7871568,5.197526,0.0311554,1.3929195,11.4348536,23.4961224,0.0396332,0.259629,1.4650745,0.1,0.1400408,48.5689163,22.9902306,0,0.0326873,3.2293451,5.491653,0.2868451,5.4654365,14.4150896,3.5304337,0,0,0,0,0.0155786,1.384943,0.9900533,26.9771862,468.5518494,0.7749495,0,764.8381958,16.2989388,0,0,49.539444,0.0363548,0.5807074,0.2445756,0,204.0275574,0,0.1,7.2462645,0.3668027,7.3860292,0.44302,8.5868301,10.1949177,3.1815164,0,1.651546,0.7441564,17.3056507,0,0,7.2906771,0.1794312,5.7652383,25.9900856,5.4548635,2.9469993,10.0842943,0,0.0139715,1.1995275,25.3171043,1.3723538,0.9214824,0.5387764,4.8853574,9.9100666,10.9293661,52.8469734,0.1694012,0.4128573,0.2494286,0.9245788,329.8121643,0.1,0.2833448,1.9280813,44.3157768,0.4543044,10.9647942,0,0.4184378,0.0267581,0,0,0.7918687,0,0,7.3051009,0.4127304,2.4390512,50.0027657,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
84304,6.7,7.25,0.275,362.9400024,73,3.3823519,4.704329,379.2394409,1.1085943,4.0229192,5.1971664,0.0312891,1.4063176,11.6143131,24.206049,0.0409722,0.2795489,1.4864711,0.1,0.1388273,49.5869141,24.1656971,0,0.0222083,3.443454,5.6603837,0.3013677,5.4646821,14.4440136,3.9049227,0,0,0,0,0.0165664,1.3524169,1.0429418,30.8456535,464.7342224,0.7903493,0,787.1854248,16.3333931,0,0.2352159,48.4085732,0.0373352,0.5847984,0.2575889,0,287.2090759,0,0.1,7.0855961,0.3587052,6.9839468,0.7026404,8.5003014,9.8198233,3.0490029,0,1.7434827,0.7382286,17.1623688,0,0,7.9696336,0.1784426,5.7325859,25.2866993,5.4541626,3.1622386,9.5644875,0,0.0139484,1.1736511,24.8699799,1.4256675,0.8767225,0.529908,4.74616,9.6052065,10.709157,51.7313614,0.1776992,0.4009931,0.2497102,0.8972028,335.1542664,0.1,0.2765101,1.9106543,43.612133,0.4923756,10.7242746,0,0.4602152,0.0267602,0,0,0.7220768,0.0160035,0,6.8659558,0.6798226,2.3419588,86.0217209,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
84306,1400,7.5,12,258.6349792,75,3.8848944,5.0989757,414.7655945,1.5442314,5.6419158,5.7255192,0.0301581,1.7046267,11.065032,18.945797,0.0403755,0.2264806,1.3205767,0.1,0.1550577,49.5337296,24.0454578,0,0.5659738,3.2902231,9.6625595,0.2467825,5.9255118,13.3887215,3.5725298,0,0.0091524,0,0,0.0156662,1.6273803,0.245114,35.2620468,466.5490112,0.8924972,0,698.496521,16.2121124,0,0,42.7444496,0.0293115,0.6327908,0.206656,0,318.9922791,0,0.1,9.2520885,0.4290796,7.0681825,0.6240368,8.1015425,16.3838177,5.1873622,0,2.2701042,0.9875447,18.092268,0,0,8.8501234,0.1659892,5.6902885,20.7668457,5.7170405,3.4353459,9.9376402,0,0.0139978,1.4505564,27.6815948,1.4842776,0.8735558,0.7729317,7.1721053,8.8463135,12.0900269,69.9136047,0.0844344,0.4604786,0.2199628,1.1870478,317.2935791,0.1,0.344684,2.4996424,44.3089256,0.4150408,12.6324911,0,0.1033384,0.0404691,0,0,0.087512,0,0,6.961504,0.4920251,4.7776189,24.6179085,"Unconsolidated, undifferentiated",Lacustrine sediments,Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1
84319,37.95,7.45,0.955,356.7890015,72,3.397372,4.7346859,379.5134888,1.1158311,4.132534,5.1975751,0.0311784,1.4090834,11.6139565,24.179678,0.0409607,0.279475,1.4849654,0.1,0.1406869,49.6048164,24.1405239,0,0.031704,3.4448726,6.0105047,0.2986111,5.4644499,14.3895826,3.9159625,0,0,0,0,0.0165187,1.3624777,0.9525669,30.9130173,462.8457642,0.7893544,0,780.0953369,16.3006496,0,0.246709,47.8254929,0.0361293,0.5873531,0.2573549,0,298.1263123,0,0.1,7.1277442,0.3588512,6.9766922,0.7204495,8.4947395,10.08459,3.0633676,0,1.747851,0.7464294,17.1665897,0,0,8.0848675,0.1782524,5.7226529,25.2926884,5.4538302,3.1798391,9.6493187,0,0.013955,1.1836858,24.9530334,1.4244349,0.874885,0.5382869,4.7517638,9.6048536,10.6812572,52.1441002,0.1750573,0.4078096,0.2493951,0.8968183,334.6648865,0.1,0.2768994,1.9076344,43.7449112,0.4911177,10.6921978,0,0.4350154,0.026873,0,0,0.6911234,0.0172441,0,6.8689132,0.6794621,2.3445518,37.6282883,"Unconsolidated, undifferentiated",Lacustrine sediments,Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
84322,8.45,7.6,1.25,356.7890015,72,3.3976412,4.7389188,379.5338745,1.1161377,4.1259179,5.1975827,0.0311581,1.4092001,11.6137838,24.1788807,0.0409538,0.2794718,1.4848047,0.1,0.1408149,49.6150513,24.1420803,0,0.0311986,3.4432447,6.0009656,0.2994956,5.4645348,14.4086332,3.9096103,0,0,0,0,0.0165286,1.3631557,0.950227,30.9327316,463.722168,0.7892929,0,780.4989624,16.342001,0,0.2551029,47.7795639,0.0361797,0.5881325,0.2573489,0,299.8561707,0,0.1,7.1381621,0.3591623,6.9764686,0.7227799,8.4948463,10.1095428,3.0645068,0,1.7486811,0.7480696,17.176939,0,0,8.0884285,0.1783347,5.7344613,25.2952938,5.4538584,3.1791987,9.6645422,0,0.0139565,1.1850573,24.9932976,1.4237077,0.8746907,0.5394046,4.7585411,9.6054392,10.6985054,52.2469101,0.1747708,0.4092626,0.2493568,0.8973535,335.4538574,0.1,0.2775722,1.9075212,43.8217812,0.4972462,10.7034378,0,0.4317002,0.0268641,0,0,0.6898769,0.0185282,0,6.8694682,0.6793309,2.3448811,36.3340836,"Unconsolidated, undifferentiated","Alluvial sediments, thick",Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1
84330,80,7.7,130,210.8710022,77,4.0383863,6.1619024,439.089386,1.8433362,7.2024155,5.9388165,0.0327264,1.7694825,11.573947,19.8103218,0.0529957,0.2264562,1.3529239,0.1,0.1516496,51.5275574,22.0192757,0,1.7568358,3.5061519,14.3795824,0.2807576,5.9996219,13.2176456,3.9967272,0,0.0317231,0,0,0.0149918,1.7303908,0.0730791,39.0644684,498.9863281,0.9391241,0,749.0437622,17.4259262,0,0,33.0604324,0.0519711,0.6733996,0.2250357,0,437.1955872,0,0.1,11.8470755,0.4918936,6.8483586,0.6668969,7.7709627,18.0142174,5.5869741,0,2.6682093,1.2188872,19.7624969,0,-0.0277862,8.7702837,0.1966942,6.0304775,22.5177917,5.7397718,3.5439885,9.9072714,0,0.0172254,1.6334842,34.6352425,1.677712,0.9346376,1.0953819,9.5265913,9.4892206,14.6340656,98.3325424,0.159866,0.5687134,0.2332014,1.3603563,335.3084717,0.1,0.4881721,2.7983971,46.5917091,0.9956855,15.2229605,0,0.2415896,0.0403579,0,0,0.0286655,0,0,7.7962613,0.1891579,4.5220022,1.4072223,"Unconsolidated, undifferentiated",Lacustrine sediments,Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0
84345,40,7.6,10,217.0879974,76,4.1862264,6.5172682,461.2298584,2.0660734,7.8490853,5.9493833,0.0341606,1.8191323,11.2798042,19.9171829,0.0733098,0.2264434,1.3712076,0.1,0.1535663,51.7121162,22.4667377,0,1.8127015,3.6732206,15.380703,0.3015969,6.0726147,13.1863031,4.3656077,0,0.0613986,0,0,0.0156874,1.8669921,0.0231461,41.7984505,520.8221436,1.0523982,0,762.248291,18.9296665,0,0,28.6166725,0.0538459,0.6927797,0.2248088,0,463.7637329,0,0.1,13.7909403,0.5550588,6.8367014,0.6473129,7.6159658,19.3784084,6.0677605,0,2.9213452,1.377098,21.0943909,0,-0.0133872,8.8236866,0.2029692,6.0522037,23.4308319,5.9499679,3.5507531,9.9811411,0,0.017232,1.7779827,38.9286575,1.6623584,1.0813667,1.2424734,11.6486139,9.7169371,16.7783298,119.9054718,0.1968454,0.6233255,0.2328799,1.5280738,364.0698853,0.1,0.5985615,3.0230725,46.4549713,1.4614586,17.2599869,0,0.3240078,0.0402367,0,0,0.0249208,0,0,8.1249218,0.1908757,5.0152559,24.8447037,"Unconsolidated, undifferentiated",Lacustrine sediments,Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1
84349,60,8.1,88,211.4839935,76,3.9964085,6.1463957,438.6547546,1.8093234,7.0634689,5.9372139,0.0325274,1.7674133,11.3756695,19.4745178,0.0544476,0.2264665,1.3456526,0.1,0.1518957,51.5420418,22.5103226,0,1.5665355,3.5221121,13.5789642,0.2771166,5.9992447,13.2503061,4.4294677,0,0.0286151,0,0,0.0149465,1.7306935,0.0748778,39.7953682,493.7129822,0.8953322,0,742.3154907,17.3010006,0,0,34.3017731,0.0481771,0.6689118,0.2251306,0,418.7808228,0,0.1,11.5496645,0.4864721,7.0418091,0.6470655,7.9345336,17.5647202,5.5310769,0,2.636061,1.1859258,19.381134,0,-0.015922,8.5151892,0.1900128,5.9989634,21.9482021,5.7374134,3.4392529,9.9776049,0,0.0159227,1.6210839,34.2707329,1.7107058,0.9273859,1.059568,9.2139692,9.26443,14.361062,95.9904404,0.1612434,0.558523,0.232916,1.3329387,328.5201721,0.1,0.4755979,2.7670419,46.4328918,0.9449063,14.8577194,0,0.2569771,0.0403317,0,0,0.0304947,0,0,7.6993804,0.1895979,4.6576667,1.8101007,"Unconsolidated, undifferentiated",Lacustrine sediments,Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0
84357,80,7.35,3,354.1719971,77,4.3511858,6.7515616,517.1370239,2.463567,8.2736578,5.8953247,0.0356031,1.8789778,10.4468889,18.4158478,0.0727099,0.2264627,1.4057682,0.1,0.1539781,49.8441124,21.2285938,0,1.0432472,3.6660316,14.8919249,0.3086948,5.9511867,12.3747492,4.7307582,0,0.1263665,0,0,0.0155746,2.0600846,0.0279373,42.710289,527.8452759,1.704518,0,721.9196167,21.2173042,0,0,25.4371033,0.0536996,0.7575878,0.2124863,0,449.9511719,0,0.1,16.8472366,0.6584048,6.0389466,0.518697,6.668745,22.405098,7.4611115,0,3.3271902,1.6129997,21.415884,0,0.0694243,8.7694979,0.1920511,5.8277073,23.0344276,6.1042938,3.4410186,9.871994,0,0.0140351,1.9195184,42.876503,1.6666776,1.2265925,1.3593302,15.2316761,9.2512465,20.0443382,147.0090332,0.2022149,0.7297226,0.2260157,1.8232356,396.3330688,0.1,0.757867,3.3048098,43.8380394,2.4206877,19.8123245,0,0.4964218,0.040034,0,0.0503696,0.0206444,0,0,7.4085221,0.3822435,6.5322933,99.9326935,"Igneous, volcanic",Residual materials developed in igneous and metamorphic rocks,Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0
84358,50,8.2,17,213.2789917,77,4.025146,6.2222009,438.7306213,1.8669307,7.0771813,5.9404807,0.0330017,1.7691621,11.3753471,19.4986019,0.0544157,0.2264792,1.3472244,0.1,0.1525595,51.7788544,22.5346661,0,1.5822018,3.5358374,13.5359163,0.2840217,6.0017838,13.3224335,4.4351459,0,0.0326506,0,0,0.0151798,1.758981,0.0678608,40.1030502,500.9156799,0.8971555,0,745.9130859,17.7981014,0,0,33.560257,0.048873,0.6737924,0.2252027,0,419.9154053,0,0.1,12.0293398,0.5019461,7.0470304,0.6471107,7.9365807,17.8222752,5.5623078,0,2.6891694,1.22167,19.611763,0,-0.0165135,8.4695358,0.1905483,6.0554552,21.9487648,5.7426214,3.4378455,10.0114031,0,0.0159344,1.6469761,35.2053261,1.7129375,0.9313639,1.0912597,9.684701,9.2699623,14.86026,101.0617065,0.1608089,0.5727551,0.2329111,1.364064,331.1770935,0.1,0.5014982,2.7908936,46.6027565,1.0472089,15.2907639,0,0.2536606,0.0402717,0,0,0.0311084,0,0,7.6993775,0.1913942,4.6701207,2.0171909,"Unconsolidated, undifferentiated",Lacustrine sediments,Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0
84387,20,7.9,13,245.1639862,77,3.9325755,5.5988116,432.2805481,1.6352469,5.7888293,5.8582816,0.0305791,1.7267318,11.4833145,19.6043358,0.0397392,0.2265063,1.3475525,0.1,0.1552848,51.6229134,23.6413765,0,0.7067466,3.2484624,9.7253609,0.2761777,6.0584373,13.4451237,4.028059,0,0.0146956,0,0,0.0154738,1.6894788,0.1160431,37.2039795,479.9207153,0.9337987,0,703.3127441,17.1317692,0,0,41.2903748,0.0322025,0.6845863,0.2256416,0,338.546875,0,0.1,10.1038303,0.4580559,7.4213667,0.6699117,8.3742981,17.6616974,5.4397097,0,2.3893013,1.0609224,18.5111046,0,-0.0128905,8.5775671,0.1971531,6.0541825,21.9790459,5.7227354,3.4065089,10.2893677,0,0.0159361,1.5621928,30.29249,1.6399741,0.9235099,0.8745817,7.9546423,9.5441303,13.2875977,81.2039871,0.083793,0.5176045,0.2318081,1.2586133,323.6499329,0.1,0.4082967,2.5597305,46.9378166,0.6789247,13.5426111,0,0.0951712,0.0402047,0,0,0.0369262,0,0,7.6680107,0.1895401,4.858614,27.435503,"Unconsolidated, undifferentiated","Eolian sediments, mostly dune sand, thin",Central Basin and Range,WQP,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1
